,how,did,tesla,lose,his,tuition,money,?
year,0.19631797075271606,0.21422851085662842,0.1455472707748413,0.18609972298145294,0.255428284406662,0.29884806275367737,0.2704290449619293,0.18315006792545319
",",0.22659391164779663,0.3015086054801941,0.20599327981472015,0.28248098492622375,0.3378419280052185,0.2515327036380768,0.24156853556632996,0.31091248989105225
tesla,0.19128404557704926,0.09757418930530548,0.9999999403953552,0.13573384284973145,0.1580733060836792,0.26360055804252625,0.1636640876531601,0.10250775516033173
lost,0.15881673991680145,0.30779293179512024,0.0778714269399643,0.5714375972747803,0.310515820980072,0.09800451248884201,0.3024292290210724,0.15261413156986237
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.2738158702850342,0.9999998807907104,0.20117828249931335,0.3251928687095642,0.18075084686279297
scholarship,0.19959864020347595,0.30774229764938354,0.20302057266235352,0.1970871239900589,0.3307156562805176,0.5063015222549438,0.3529571294784546,0.07760601490736008
and,0.33647966384887695,0.34479495882987976,0.19560420513153076,0.3096105754375458,0.4234102666378021,0.28055885434150696,0.3070235550403595,0.20544172823429108
became,0.10954522341489792,0.3632316589355469,0.12976884841918945,0.19984041154384613,0.3503277599811554,0.2239556908607483,0.20955662429332733,0.11374033987522125
addicted,0.19813646376132965,0.27697810530662537,0.12396090477705002,0.31673452258110046,0.287619948387146,0.2357185035943985,0.3069938123226166,0.17540569603443146
to,0.44169697165489197,0.4452643394470215,0.17548894882202148,0.33073529601097107,0.3715193271636963,0.28630971908569336,0.3124290704727173,0.29463258385658264
gambling,0.20474576950073242,0.19240503013134003,0.11263155937194824,0.23433536291122437,0.23911595344543457,0.39000922441482544,0.4115251898765564,0.1257122904062271
.,0.3287222981452942,0.35288307070732117,0.17949827015399933,0.28971824049949646,0.3119256794452667,0.2443438172340393,0.2570818066596985,0.4130953550338745
