,who,reigned,over,the,ottoman,empire,when,it,was,at,its,most,powerful,.
power,0.25855374336242676,0.23413260281085968,0.2579299211502075,0.2647338807582855,0.21161821484565735,0.26378852128982544,0.28225177526474,0.19430124759674072,0.1794997751712799,0.06751500070095062,0.2320486605167389,0.18401093780994415,0.4989265501499176,0.2141435295343399
under,0.2962189018726349,0.22951854765415192,0.343487948179245,0.3348022699356079,0.2502341568470001,0.22204537689685822,0.3172987401485443,0.21007636189460754,0.2672741413116455,0.2700437307357788,0.16538003087043762,0.18498912453651428,0.13961952924728394,0.2901604175567627
the,0.3733934462070465,0.21480600535869598,0.39856547117233276,1.0,0.2623080313205719,0.32532164454460144,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.457212895154953,0.559237003326416,0.47635307908058167,0.3115491271018982,0.5934505462646484
reign,0.21089372038841248,0.754709780216217,0.15582171082496643,0.2661008834838867,0.30889517068862915,0.33664175868034363,0.26303771138191223,0.17706730961799622,0.2893977761268616,0.15852497518062592,0.14940693974494934,0.13482928276062012,0.2225056141614914,0.18817713856697083
of,0.2827862501144409,0.2697424292564392,0.36136594414711,0.733189046382904,0.239910289645195,0.30522286891937256,0.3757161796092987,0.38761502504348755,0.4069072902202606,0.42558613419532776,0.48690423369407654,0.4178851246833801,0.2867213189601898,0.5352458953857422
suleiman,0.26233333349227905,0.4216742217540741,0.23891550302505493,0.33886584639549255,0.5967703461647034,0.47231796383857727,0.23034857213497162,0.23982654511928558,0.3226098418235779,0.20247714221477509,0.2133558839559555,0.18728895485401154,0.2867279052734375,0.2743542492389679
the,0.3733934462070465,0.21480600535869598,0.39856547117233276,1.0,0.2623080313205719,0.32532164454460144,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.457212895154953,0.559237003326416,0.47635307908058167,0.3115491271018982,0.5934505462646484
magnificent,0.2220337688922882,0.25756052136421204,0.22772637009620667,0.21152138710021973,0.2877957820892334,0.2581726908683777,0.1319127380847931,0.2425910383462906,0.25972238183021545,0.1547602266073227,0.19400900602340698,0.2709651291370392,0.2751505970954895,0.2426857054233551
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
the,0.3733934462070465,0.21480600535869598,0.39856547117233276,1.0,0.2623080313205719,0.32532164454460144,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.457212895154953,0.559237003326416,0.47635307908058167,0.3115491271018982,0.5934505462646484
ottoman,0.20275089144706726,0.3119940161705017,0.24056431651115417,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.15557228028774261,0.19996459782123566,0.21196036040782928,0.14614491164684296,0.18237708508968353,0.1320202797651291,0.1990063488483429,0.2524917721748352
empire,0.18977859616279602,0.35518646240234375,0.18904602527618408,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.18422111868858337,0.24114786088466644,0.30602675676345825,0.18196320533752441,0.22907911241054535,0.21014468371868134,0.2768487334251404,0.2811720371246338
was,0.3318818509578705,0.36205384135246277,0.24486446380615234,0.48711544275283813,0.21196036040782928,0.30602675676345825,0.37326499819755554,0.4577186405658722,1.0000001192092896,0.36707764863967896,0.3518870174884796,0.29933857917785645,0.2903771698474884,0.40146201848983765
a,0.36608949303627014,0.15838444232940674,0.32199642062187195,0.5829201340675354,0.15384846925735474,0.1900206059217453,0.44397395849227905,0.5452592968940735,0.4508470594882965,0.3095070421695709,0.4424409866333008,0.3508910834789276,0.2647459805011749,0.50484299659729
powerful,0.31469205021858215,0.2229643166065216,0.23312300443649292,0.3115491271018982,0.1990063488483429,0.2768487334251404,0.28011631965637207,0.2518841624259949,0.2903771698474884,0.06700512766838074,0.293252557516098,0.41146597266197205,1.0,0.2159569263458252
multinational,0.19003427028656006,0.10962647944688797,0.2962905466556549,0.28697076439857483,0.2062753289937973,0.23468385636806488,0.15982221066951752,0.2018328458070755,0.24895858764648438,0.17925094068050385,0.2984423339366913,0.243297278881073,0.1491062343120575,0.25768184661865234
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
multilingual,0.13671180605888367,0.07043367624282837,0.19951125979423523,0.2369953691959381,0.24760715663433075,0.19189609587192535,0.10148213058710098,0.24075399339199066,0.10851949453353882,0.15166912972927094,0.17458736896514893,0.16876178979873657,0.10618133097887039,0.2597644329071045
empire,0.18977859616279602,0.35518646240234375,0.18904602527618408,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.18422111868858337,0.24114786088466644,0.30602675676345825,0.18196320533752441,0.22907911241054535,0.21014468371868134,0.2768487334251404,0.2811720371246338
controlling,0.2651079595088959,0.13763348758220673,0.3553479015827179,0.34660032391548157,0.2138899266719818,0.22368915379047394,0.33618417382240295,0.2335476577281952,0.19725856184959412,0.16068464517593384,0.2940083146095276,0.2771012783050537,0.3191354274749756,0.23616209626197815
much,0.2998695373535156,0.17764738202095032,0.3711091876029968,0.35023224353790283,0.19972677528858185,0.21337372064590454,0.39518025517463684,0.48116767406463623,0.2580166161060333,0.23158283531665802,0.31350770592689514,0.4205867648124695,0.2989252209663391,0.3374604284763336
of,0.2827862501144409,0.2697424292564392,0.36136594414711,0.733189046382904,0.239910289645195,0.30522286891937256,0.3757161796092987,0.38761502504348755,0.4069072902202606,0.42558613419532776,0.48690423369407654,0.4178851246833801,0.2867213189601898,0.5352458953857422
southeast,0.14091609418392181,0.23338529467582703,0.24141359329223633,0.32264992594718933,0.1739446520805359,0.23270583152770996,0.2020413726568222,0.313657283782959,0.24185234308242798,0.24177688360214233,0.3414177894592285,0.19963987171649933,0.15201126039028168,0.21450550854206085
europe,0.21583974361419678,0.2138422578573227,0.3086998760700226,0.34463706612586975,0.2818044126033783,0.31634795665740967,0.18744638562202454,0.2849960923194885,0.2931758761405945,0.17064395546913147,0.23578834533691406,0.33005326986312866,0.1910746693611145,0.31984585523605347
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
western,0.2089514136314392,0.27040594816207886,0.17701509594917297,0.37920868396759033,0.25011542439460754,0.3127332925796509,0.2197389006614685,0.2993638515472412,0.2864105999469757,0.19088859856128693,0.27756091952323914,0.25641313195228577,0.1870688796043396,0.2816847264766693
asia,0.21031607687473297,0.1988038718700409,0.2605993151664734,0.2838890850543976,0.2518712878227234,0.3024880588054657,0.15632228553295135,0.24346306920051575,0.17820896208286285,0.15991713106632233,0.2336438000202179,0.25688427686691284,0.16976995766162872,0.25331494212150574
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
the,0.3733934462070465,0.21480600535869598,0.39856547117233276,1.0,0.2623080313205719,0.32532164454460144,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.457212895154953,0.559237003326416,0.47635307908058167,0.3115491271018982,0.5934505462646484
caucasus,0.18773938715457916,0.1806677132844925,0.1956147849559784,0.2726996839046478,0.4082343578338623,0.32320690155029297,0.18575668334960938,0.20715418457984924,0.1421898603439331,0.13759635388851166,0.1939173936843872,0.22497054934501648,0.20853373408317566,0.18869668245315552
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
north,0.11026738584041595,0.21811941266059875,0.25741878151893616,0.36298373341560364,0.1636631339788437,0.26033562421798706,0.21003669500350952,0.33463054895401,0.29020047187805176,0.2535056173801422,0.25565099716186523,0.2047051340341568,0.1358674019575119,0.3171539604663849
africa,0.1834123730659485,0.19415852427482605,0.19100825488567352,0.2903064787387848,0.21122275292873383,0.3045766353607178,0.18735390901565552,0.22790224850177765,0.1945687234401703,0.1323104351758957,0.21967549622058868,0.24133837223052979,0.13550318777561188,0.25634920597076416
",",0.3365725874900818,0.2855651080608368,0.3301127254962921,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.38314947485923767,0.33157986402511597,0.3636029064655304,0.19557704031467438,0.6812511086463928
and,0.41279885172843933,0.19338300824165344,0.4021143913269043,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.4716290831565857,0.40957894921302795,0.3740963041782379,0.3571503460407257,0.3841775357723236,0.4309377074241638,0.28323009610176086,0.588965117931366
the,0.3733934462070465,0.21480600535869598,0.39856547117233276,1.0,0.2623080313205719,0.32532164454460144,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.457212895154953,0.559237003326416,0.47635307908058167,0.3115491271018982,0.5934505462646484
horn,0.13128897547721863,0.0992046520113945,0.1318681836128235,0.27075842022895813,0.11639934033155441,0.17018672823905945,0.1565975546836853,0.2137405425310135,0.13376018404960632,0.12105883657932281,0.23695893585681915,0.16432715952396393,0.17762374877929688,0.22520644962787628
of,0.2827862501144409,0.2697424292564392,0.36136594414711,0.733189046382904,0.239910289645195,0.30522286891937256,0.3757161796092987,0.38761502504348755,0.4069072902202606,0.42558613419532776,0.48690423369407654,0.4178851246833801,0.2867213189601898,0.5352458953857422
africa,0.1834123730659485,0.19415852427482605,0.19100825488567352,0.2903064787387848,0.21122275292873383,0.3045766353607178,0.18735390901565552,0.22790224850177765,0.1945687234401703,0.1323104351758957,0.21967549622058868,0.24133837223052979,0.13550318777561188,0.25634920597076416
.,0.3541337847709656,0.22271846234798431,0.37877383828163147,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.475719153881073,0.5593622326850891,0.40146201848983765,0.4549728035926819,0.3566088080406189,0.35404038429260254,0.2159569263458252,1.0000001192092896
