,what,answer,denotes,that,an,algorithm,has,accepted,an,input,string,?
yes,0.35806095600128174,0.3896866738796234,0.2041647583246231,0.30968835949897766,0.12443104386329651,0.23690348863601685,0.18895451724529266,0.2068299800157547,0.12443104386329651,0.2528139054775238,0.13568831980228424,0.3918913006782532
or,0.33867141604423523,0.26877230405807495,0.27777063846588135,0.4729836881160736,0.3096676766872406,0.18466132879257202,0.316264808177948,0.18533436954021454,0.3096676766872406,0.2964729070663452,0.2538440227508545,0.32389625906944275
no,0.339326947927475,0.24931378662586212,0.22479572892189026,0.41830796003341675,0.19335412979125977,0.16607441008090973,0.2747333347797394,0.25679948925971985,0.19335412979125977,0.22352617979049683,0.17856357991695404,0.32165053486824036
",",0.3087472915649414,0.2860236167907715,0.27289924025535583,0.4137537479400635,0.3581022024154663,0.19359813630580902,0.3734780251979828,0.2906060218811035,0.3581022024154663,0.24717740714550018,0.22835667431354523,0.31091248989105225
or,0.33867141604423523,0.26877230405807495,0.27777063846588135,0.4729836881160736,0.3096676766872406,0.18466132879257202,0.316264808177948,0.18533436954021454,0.3096676766872406,0.2964729070663452,0.2538440227508545,0.32389625906944275
alternately,0.24474456906318665,0.21842345595359802,0.304973304271698,0.3698362410068512,0.2164071947336197,0.18961793184280396,0.2894390821456909,0.24014709889888763,0.2164071947336197,0.18246577680110931,0.17525117099285126,0.21730750799179077
either,0.3851809501647949,0.33529138565063477,0.27818775177001953,0.44538983702659607,0.23698745667934418,0.16601213812828064,0.2964928448200226,0.26864176988601685,0.23698745667934418,0.3018684387207031,0.19173090159893036,0.31498292088508606
1,-0.21266892552375793,-0.2934686839580536,-0.20612430572509766,-0.3131840229034424,-0.15245160460472107,-0.21442051231861115,-0.1557902842760086,-0.2567359507083893,-0.15245160460472107,-0.30335190892219543,-0.21846874058246613,-0.249979168176651
or,0.33867141604423523,0.26877230405807495,0.27777063846588135,0.4729836881160736,0.3096676766872406,0.18466132879257202,0.316264808177948,0.18533436954021454,0.3096676766872406,0.2964729070663452,0.2538440227508545,0.32389625906944275
0,0.05378047749400139,0.060332041233778,-0.017181798815727234,0.05353844165802002,0.0044882879592478275,-0.0664982721209526,-0.0995129644870758,0.11922812461853027,0.0044882879592478275,0.0021903417073190212,-0.0529366135597229,0.0436553880572319
.,0.3567904531955719,0.311292439699173,0.24936649203300476,0.4460422694683075,0.3581749200820923,0.15753796696662903,0.4105546176433563,0.2631440758705139,0.3581749200820923,0.24013976752758026,0.2064083367586136,0.4130953550338745
,what,answer,denotes,that,an,algorithm,has,accepted,an,input,string,?
if,0.5277165174484253,0.4832538664340973,0.2677716314792633,0.5634250640869141,0.26347705721855164,0.32577699422836304,0.2886769473552704,0.2761557102203369,0.26347705721855164,0.42866820096969604,0.31480029225349426,0.4441644251346588
the,0.42745697498321533,0.24840699136257172,0.27288082242012024,0.5473989248275757,0.4207492768764496,0.15884782373905182,0.4177538752555847,0.2999902665615082,0.4207492768764496,0.19928309321403503,0.19217795133590698,0.22068053483963013
algorithm,0.2700590193271637,0.417924165725708,0.23045171797275543,0.24969768524169922,0.14905822277069092,1.0,0.14408330619335175,0.2272353172302246,0.14905822277069092,0.3474941551685333,0.2643756866455078,0.21180397272109985
deciding,0.49117511510849,0.403987854719162,0.19214299321174622,0.3649125397205353,0.22175616025924683,0.26762938499450684,0.14717698097229004,0.3045524060726166,0.22175616025924683,0.29464417695999146,0.15444645285606384,0.3707043528556824
this,0.5489566326141357,0.3053611218929291,0.27139076590538025,0.6909449696540833,0.41881775856018066,0.2709719240665436,0.4198763072490692,0.3518389165401459,0.41881775856018066,0.3270362615585327,0.26112133264541626,0.3155723512172699
problem,0.42183366417884827,0.4718674123287201,0.12499774992465973,0.4416671693325043,0.21292734146118164,0.39858657121658325,0.19944548606872559,0.25814640522003174,0.21292734146118164,0.2680823802947998,0.18788205087184906,0.3762950301170349
returns,0.1351068764925003,0.19445516169071198,0.20125457644462585,0.20595867931842804,0.1522320955991745,0.19038620591163635,0.18923349678516388,0.23419253528118134,0.1522320955991745,0.34261423349380493,0.34908923506736755,0.1296735554933548
the,0.42745697498321533,0.24840699136257172,0.27288082242012024,0.5473989248275757,0.4207492768764496,0.15884782373905182,0.4177538752555847,0.2999902665615082,0.4207492768764496,0.19928309321403503,0.19217795133590698,0.22068053483963013
answer,0.44430363178253174,1.0,0.2084677517414093,0.39350852370262146,0.15634042024612427,0.417924165725708,0.20112939178943634,0.3461633622646332,0.15634042024612427,0.32805678248405457,0.22083967924118042,0.367276668548584
yes,0.35806095600128174,0.3896866738796234,0.2041647583246231,0.30968835949897766,0.12443104386329651,0.23690348863601685,0.18895451724529266,0.2068299800157547,0.12443104386329651,0.2528139054775238,0.13568831980228424,0.3918913006782532
",",0.3087472915649414,0.2860236167907715,0.27289924025535583,0.4137537479400635,0.3581022024154663,0.19359813630580902,0.3734780251979828,0.2906060218811035,0.3581022024154663,0.24717740714550018,0.22835667431354523,0.31091248989105225
the,0.42745697498321533,0.24840699136257172,0.27288082242012024,0.5473989248275757,0.4207492768764496,0.15884782373905182,0.4177538752555847,0.2999902665615082,0.4207492768764496,0.19928309321403503,0.19217795133590698,0.22068053483963013
algorithm,0.2700590193271637,0.417924165725708,0.23045171797275543,0.24969768524169922,0.14905822277069092,1.0,0.14408330619335175,0.2272353172302246,0.14905822277069092,0.3474941551685333,0.2643756866455078,0.21180397272109985
is,0.28837618231773376,0.21693027019500732,0.2905273139476776,0.3995479643344879,0.4654068350791931,0.24848374724388123,0.5668748617172241,0.16579633951187134,0.4654068350791931,0.2170686423778534,0.1763434112071991,0.22961433231830597
said,0.3951668441295624,0.3742589056491852,0.10535427927970886,0.5459781289100647,0.2662426233291626,0.17533718049526215,0.262355774641037,0.37456706166267395,0.2662426233291626,0.1083342581987381,0.11589033156633377,0.28991883993148804
to,0.455847829580307,0.31252485513687134,0.18599586188793182,0.5436353087425232,0.3138085603713989,0.20727625489234924,0.3619994819164276,0.2956836223602295,0.3138085603713989,0.25947481393814087,0.19593879580497742,0.29463258385658264
accept,0.40259191393852234,0.3826894760131836,0.18005405366420746,0.3481370806694031,0.15080350637435913,0.19481997191905975,0.12380785495042801,0.6883689761161804,0.15080350637435913,0.2861679494380951,0.14854300022125244,0.2590680420398712
the,0.42745697498321533,0.24840699136257172,0.27288082242012024,0.5473989248275757,0.4207492768764496,0.15884782373905182,0.4177538752555847,0.2999902665615082,0.4207492768764496,0.19928309321403503,0.19217795133590698,0.22068053483963013
input,0.2844698429107666,0.32805678248405457,0.26032325625419617,0.24763350188732147,0.20624928176403046,0.3474941551685333,0.161662757396698,0.22933711111545563,0.20624928176403046,0.9999999403953552,0.3093434274196625,0.24861721694469452
string,0.17737996578216553,0.22083967924118042,0.3035624027252197,0.24525673687458038,0.16112546622753143,0.2643756866455078,0.08612965792417526,0.14513321220874786,0.16112546622753143,0.3093434274196625,1.0000001192092896,0.16560307145118713
",",0.3087472915649414,0.2860236167907715,0.27289924025535583,0.4137537479400635,0.3581022024154663,0.19359813630580902,0.3734780251979828,0.2906060218811035,0.3581022024154663,0.24717740714550018,0.22835667431354523,0.31091248989105225
otherwise,0.39239436388015747,0.2814665138721466,0.24865972995758057,0.44477516412734985,0.24171516299247742,0.23289093375205994,0.2553754150867462,0.2505102753639221,0.24171516299247742,0.34564077854156494,0.2584787607192993,0.29367905855178833
it,0.45803478360176086,0.25213345885276794,0.18533354997634888,0.5921133160591125,0.39472338557243347,0.21850818395614624,0.41962623596191406,0.17611467838287354,0.39472338557243347,0.18733926117420197,0.189612478017807,0.25732165575027466
is,0.28837618231773376,0.21693027019500732,0.2905273139476776,0.3995479643344879,0.4654068350791931,0.24848374724388123,0.5668748617172241,0.16579633951187134,0.4654068350791931,0.2170686423778534,0.1763434112071991,0.22961433231830597
said,0.3951668441295624,0.3742589056491852,0.10535427927970886,0.5459781289100647,0.2662426233291626,0.17533718049526215,0.262355774641037,0.37456706166267395,0.2662426233291626,0.1083342581987381,0.11589033156633377,0.28991883993148804
to,0.455847829580307,0.31252485513687134,0.18599586188793182,0.5436353087425232,0.3138085603713989,0.20727625489234924,0.3619994819164276,0.2956836223602295,0.3138085603713989,0.25947481393814087,0.19593879580497742,0.29463258385658264
reject,0.2971072494983673,0.25338807702064514,0.17994529008865356,0.3501058518886566,0.16262950003147125,0.15686355531215668,0.1482769101858139,0.43476057052612305,0.16262950003147125,0.20358967781066895,0.10362864285707474,0.21545763313770294
the,0.42745697498321533,0.24840699136257172,0.27288082242012024,0.5473989248275757,0.4207492768764496,0.15884782373905182,0.4177538752555847,0.2999902665615082,0.4207492768764496,0.19928309321403503,0.19217795133590698,0.22068053483963013
input,0.2844698429107666,0.32805678248405457,0.26032325625419617,0.24763350188732147,0.20624928176403046,0.3474941551685333,0.161662757396698,0.22933711111545563,0.20624928176403046,0.9999999403953552,0.3093434274196625,0.24861721694469452
.,0.3567904531955719,0.311292439699173,0.24936649203300476,0.4460422694683075,0.3581749200820923,0.15753796696662903,0.4105546176433563,0.2631440758705139,0.3581749200820923,0.24013976752758026,0.2064083367586136,0.4130953550338745
