,approximately,how,many,silver,and,gold,objects,does,the,v,&,a,have,it,its,collection,?
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2021934986114502,0.4954058527946472,0.21206732094287872,0.23406893014907837,0.214483380317688,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.36843645572662354,0.5130809545516968,0.3793783485889435,0.23004686832427979,0.20430970191955566
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.24716724455356598,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.40389683842658997,0.6251175999641418,0.559237003326416,0.25281965732574463,0.22068053483963013
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.19618919491767883,0.2379438579082489,0.21767574548721313,0.3340989947319031,0.10356780141592026,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.22995401918888092,0.21974997222423553,0.17449750006198883,0.9999998807907104,0.20069393515586853
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2779683470726013,0.6633074283599854,0.28787803649902344,0.21213118731975555,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3541618287563324,0.48329564929008484,0.33157986402511597,0.2277175933122635,0.31091248989105225
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.24716724455356598,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.40389683842658997,0.6251175999641418,0.559237003326416,0.25281965732574463,0.22068053483963013
display,0.15191181004047394,0.140234112739563,0.17839305102825165,0.18598906695842743,0.2156500667333603,0.13713426887989044,0.2721071243286133,0.20172789692878723,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.26400497555732727,0.24024848639965057,0.24800202250480652,0.2803758680820465,0.17059175670146942
(,0.2468888908624649,0.1676948219537735,0.1455259770154953,0.22607021033763885,0.4862271547317505,0.172476127743721,0.11311083287000656,0.2728188931941986,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.23072676360607147,0.2745298147201538,0.1924784928560257,0.20821598172187805,0.40561532974243164
about,0.4354960322380066,0.44264400005340576,0.3800397515296936,0.06928759068250656,0.3875081241130829,0.10390818119049072,0.20916332304477692,0.26877498626708984,0.37995871901512146,0.10205088555812836,0.1364048421382904,0.34171196818351746,0.3940475583076477,0.4291239380836487,0.3361809253692627,0.19907724857330322,0.302409827709198
15,-0.12329870462417603,-0.005761355627328157,-0.02712528221309185,0.019662193953990936,0.031420208513736725,0.016871342435479164,-0.00804658979177475,-0.06282642483711243,-0.011810222640633583,-0.04241057485342026,-0.06986424326896667,-0.052463941276073456,0.0053451950661838055,0.011427742429077625,-0.06569269299507141,-0.12911204993724823,-0.010706285014748573
%,0.3796450197696686,0.1237400695681572,0.24948352575302124,0.19283729791641235,0.24616369605064392,0.14231228828430176,0.12216286361217499,0.1996830552816391,0.21490740776062012,0.10340988636016846,0.09002821147441864,0.17798779904842377,0.25054386258125305,0.2159399837255478,0.19480687379837036,0.09509933739900589,0.21441808342933655
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.18475119769573212,0.5116966962814331,0.2101457566022873,0.23814009130001068,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.3802283704280853,0.38761502504348755,0.48690423369407654,0.2915455996990204,0.1826142966747284
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.24716724455356598,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.40389683842658997,0.6251175999641418,0.559237003326416,0.25281965732574463,0.22068053483963013
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.19618919491767883,0.2379438579082489,0.21767574548721313,0.3340989947319031,0.10356780141592026,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.22995401918888092,0.21974997222423553,0.17449750006198883,0.9999998807907104,0.20069393515586853
),0.26168981194496155,0.17939934134483337,0.16602720320224762,0.21674001216888428,0.4961937665939331,0.17736263573169708,0.10009772330522537,0.2575884759426117,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.22866283357143402,0.28560304641723633,0.20629894733428955,0.2079451084136963,0.42300865054130554
is,0.2724578380584717,0.22544461488723755,0.2649032473564148,0.20722414553165436,0.3859752118587494,0.16155372560024261,0.23756065964698792,0.4403602182865143,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.3613572418689728,0.6328473687171936,0.4447362422943115,0.21135231852531433,0.22961433231830597
divided,0.288484126329422,0.1862497329711914,0.21604293584823608,0.10799361020326614,0.29203352332115173,0.11068059504032135,0.1500113606452942,0.12029664218425751,0.34601110219955444,0.01566576026380062,0.10059193521738052,0.211577370762825,0.252825528383255,0.24340930581092834,0.22968308627605438,0.17549878358840942,0.10190024226903915
into,0.20232035219669342,0.2303972691297531,0.2618265151977539,0.14276745915412903,0.36597734689712524,0.1654365211725235,0.21743187308311462,0.22312942147254944,0.39493247866630554,0.040059421211481094,0.1418868452310562,0.3461161255836487,0.3038242757320404,0.33015328645706177,0.2562001943588257,0.16732607781887054,0.15662476420402527
secular,0.15987013280391693,0.12806102633476257,0.25932076573371887,0.07359351962804794,0.24889163672924042,0.1446966975927353,0.14608849585056305,0.19240978360176086,0.24261851608753204,0.12158721685409546,0.08342894911766052,0.22842510044574738,0.21137844026088715,0.15790486335754395,0.23169896006584167,0.1767365038394928,0.13290788233280182
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.25048989057540894,1.0,0.26129499077796936,0.2794862985610962,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.4711785912513733,0.40957894921302795,0.3841775357723236,0.2379438579082489,0.20544172823429108
sacred,0.17449863255023956,0.18021312355995178,0.2850070297718048,0.14367176592350006,0.21235239505767822,0.17809756100177765,0.2551121413707733,0.1308051347732544,0.2601037919521332,0.147598534822464,0.08572372794151306,0.21484172344207764,0.24425645172595978,0.173861563205719,0.16185201704502106,0.2933647334575653,0.19191092252731323
covering,0.3088814616203308,0.1158037856221199,0.2682020366191864,0.19255377352237701,0.3416288197040558,0.18542471528053284,0.2149156928062439,0.23045644164085388,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.27079129219055176,0.30745023488998413,0.33036941289901733,0.21270377933979034,0.10643069446086884
both,0.3035981059074402,0.3017238676548004,0.5466644167900085,0.21516525745391846,0.5503310561180115,0.14466333389282227,0.21777112782001495,0.3216230869293213,0.4931981563568115,0.12110912054777145,0.13048413395881653,0.3171786069869995,0.43702858686447144,0.37194210290908813,0.29517319798469543,0.16977696120738983,0.19455738365650177
christian,0.13203676044940948,0.10634523630142212,0.17312119901180267,0.10901105403900146,0.210403174161911,0.13528108596801758,0.14159545302391052,0.11483608186244965,0.19930796325206757,0.1158747524023056,0.07653824239969254,0.1843954622745514,0.13219356536865234,0.1547669768333435,0.1497609168291092,0.11617919057607651,0.1508396863937378
(,0.2468888908624649,0.1676948219537735,0.1455259770154953,0.22607021033763885,0.4862271547317505,0.172476127743721,0.11311083287000656,0.2728188931941986,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.23072676360607147,0.2745298147201538,0.1924784928560257,0.20821598172187805,0.40561532974243164
roman,0.23342661559581757,0.08021295070648193,0.1827288269996643,0.20302018523216248,0.2730041444301605,0.1976035237312317,0.18989238142967224,0.12155745178461075,0.2862859070301056,0.1573350727558136,0.12562093138694763,0.18130378425121307,0.1729857623577118,0.20999984443187714,0.16853533685207367,0.11727632582187653,0.1663191318511963
catholic,0.17541314661502838,0.11491761356592178,0.18935972452163696,0.09423593431711197,0.2147825062274933,0.11879180371761322,0.12193385511636734,0.14667953550815582,0.26391419768333435,0.09798575937747955,0.10142982751131058,0.2060672640800476,0.16801156103610992,0.1974106878042221,0.1636696606874466,0.15068745613098145,0.16609853506088257
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2779683470726013,0.6633074283599854,0.28787803649902344,0.21213118731975555,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3541618287563324,0.48329564929008484,0.33157986402511597,0.2277175933122635,0.31091248989105225
anglican,0.20141780376434326,0.10643256455659866,0.23285281658172607,0.0732000321149826,0.23983682692050934,0.09262890368700027,0.0941447913646698,0.17759746313095093,0.2092299461364746,0.06987615674734116,0.15162509679794312,0.18829557299613953,0.2294061779975891,0.2131105214357376,0.20252078771591187,0.16016878187656403,0.11877371370792389
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.25048989057540894,1.0,0.26129499077796936,0.2794862985610962,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.4711785912513733,0.40957894921302795,0.3841775357723236,0.2379438579082489,0.20544172823429108
greek,0.2031072974205017,0.09807577729225159,0.20702122151851654,0.17948055267333984,0.23151937127113342,0.17403005063533783,0.17111922800540924,0.18199464678764343,0.23564283549785614,0.181444451212883,0.04440192133188248,0.25844764709472656,0.2434973418712616,0.1737213283777237,0.18687574565410614,0.11711467057466507,0.11180876195430756
orthodox,0.2308887541294098,0.08184458315372467,0.2294904589653015,0.14967933297157288,0.20460145175457,0.1368776112794876,0.1700434535741806,0.21156370639801025,0.22059780359268188,0.1296243816614151,0.09499430656433105,0.18649433553218842,0.19856467843055725,0.18270723521709442,0.16868463158607483,0.15894688665866852,0.20826838910579681
),0.26168981194496155,0.17939934134483337,0.16602720320224762,0.21674001216888428,0.4961937665939331,0.17736263573169708,0.10009772330522537,0.2575884759426117,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.22866283357143402,0.28560304641723633,0.20629894733428955,0.2079451084136963,0.42300865054130554
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.25048989057540894,1.0,0.26129499077796936,0.2794862985610962,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.4711785912513733,0.40957894921302795,0.3841775357723236,0.2379438579082489,0.20544172823429108
jewish,0.17650113999843597,0.16915147006511688,0.21767528355121613,0.10104357451200485,0.22477500140666962,0.15404734015464783,0.10413893312215805,0.15158887207508087,0.19492539763450623,0.08672666549682617,0.07639260590076447,0.19269882142543793,0.15781088173389435,0.12411967664957047,0.11996416002511978,0.1538410186767578,0.15521590411663055
liturgical,0.19244052469730377,0.1474296748638153,0.268539696931839,0.14945587515830994,0.24862739443778992,0.11772515624761581,0.21268914639949799,0.2059970647096634,0.28711211681365967,0.08637435734272003,0.11229211091995239,0.2434745728969574,0.1870957612991333,0.2137266844511032,0.2279328554868698,0.22426006197929382,0.14931263029575348
vessels,0.20300288498401642,0.20474152266979218,0.2504494786262512,0.17952099442481995,0.27553197741508484,0.19841526448726654,0.3121189773082733,0.20426486432552338,0.2874694764614105,0.14547446370124817,0.04759424552321434,0.19362807273864746,0.2421995997428894,0.2159772366285324,0.18271727859973907,0.19584056735038757,0.11436066776514053
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.25048989057540894,1.0,0.26129499077796936,0.2794862985610962,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.4711785912513733,0.40957894921302795,0.3841775357723236,0.2379438579082489,0.20544172823429108
items,0.13907083868980408,0.25054052472114563,0.30115842819213867,0.2534286379814148,0.2645854949951172,0.2941889464855194,0.4797886610031128,0.20602557063102722,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.327682226896286,0.2588444650173187,0.2540733218193054,0.38827261328697205,0.19807128608226776
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.24648764729499817,0.588965117931366,0.22364865243434906,0.23188386857509613,0.3022993505001068,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.41614407300949097,0.5593622326850891,0.3566088080406189,0.2516246736049652,0.4130953550338745
