,when,did,colonial,governors,meet,with,general,edward,braddock,about,attack,on,the,french,?
braddock,0.258506178855896,0.19718754291534424,0.28924041986465454,0.28124091029167175,0.17184516787528992,0.1973833292722702,0.30013933777809143,0.40193971991539,1.0,0.14102663099765778,0.31883400678634644,0.22984135150909424,0.2864013612270355,0.31502044200897217,0.1826469451189041
",",0.36674630641937256,0.3015086054801941,0.2506951689720154,0.24975614249706268,0.31995680928230286,0.4120737314224243,0.3022127151489258,0.21751084923744202,0.3523558974266052,0.3877100944519043,0.29392024874687195,0.49057599902153015,0.4933079481124878,0.28806620836257935,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2715741693973541,0.26603612303733826,0.312436044216156,0.4223487675189972,0.28634732961654663,0.1896408498287201,0.2864013612270355,0.37995871901512146,0.2508925497531891,0.5107308030128479,1.0,0.2555147111415863,0.22068053483963013
newly,0.39933258295059204,0.18732944130897522,0.24558930099010468,0.15178440511226654,0.08039753884077072,0.2325260490179062,0.19179825484752655,0.14300930500030518,0.19703878462314606,0.12085039913654327,0.2285039871931076,0.213017076253891,0.35828328132629395,0.14337192475795746,0.08549588173627853
arrived,0.31268149614334106,0.32213419675827026,0.315824955701828,0.22563354671001434,0.2703629434108734,0.16000589728355408,0.24822984635829926,0.20184259116649628,0.28797227144241333,0.2498452067375183,0.2872483432292938,0.23387931287288666,0.279670387506485,0.14518405497074127,0.1681029200553894
british,0.1642608791589737,0.2039594054222107,0.37019065022468567,0.2421974539756775,0.12495500594377518,0.1637800633907318,0.21951381862163544,0.305284321308136,0.3935726583003998,0.13588587939739227,0.16059456765651703,0.19917237758636475,0.28973397612571716,0.43574923276901245,0.09711728990077972
army,0.2435331642627716,0.21148359775543213,0.25091320276260376,0.2685871720314026,0.16301459074020386,0.14974439144134521,0.4069921672344208,0.2419731318950653,0.30646201968193054,0.16166627407073975,0.3572985529899597,0.17614345252513885,0.31011611223220825,0.19500620663166046,0.180583193898201
commander,0.12128924578428268,0.19872410595417023,0.17512305080890656,0.31710949540138245,0.22123408317565918,0.11787339299917221,0.4719716012477875,0.17347857356071472,0.3160761296749115,0.14224542677402496,0.29152509570121765,0.20666152238845825,0.24218903481960297,0.14139479398727417,0.2315494865179062
",",0.36674630641937256,0.3015086054801941,0.2506951689720154,0.24975614249706268,0.31995680928230286,0.4120737314224243,0.3022127151489258,0.21751084923744202,0.3523558974266052,0.3877100944519043,0.29392024874687195,0.49057599902153015,0.4933079481124878,0.28806620836257935,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.29516419768333435,0.22247430682182312,0.31950852274894714,0.5477725267410278,0.25860127806663513,0.2590075433254242,0.28598496317863464,0.3875081241130829,0.24922382831573486,0.4077630043029785,0.5171257257461548,0.32751965522766113,0.20544172823429108
planned,0.15857912600040436,0.3708326518535614,0.16057001054286957,0.1920074224472046,0.21582837402820587,0.18405099213123322,0.08979154378175735,0.16584062576293945,0.18951371312141418,0.21999645233154297,0.2588683068752289,0.25307971239089966,0.3010992109775543,0.15546594560146332,0.16188396513462067
a,0.44397395849227905,0.2552328109741211,0.20834927260875702,0.12148086726665497,0.14505931735038757,0.3783375024795532,0.2157215178012848,0.16167707741260529,0.25109121203422546,0.34171196818351746,0.2556389570236206,0.3848365545272827,0.5829201340675354,0.24285779893398285,0.23916715383529663
four-way,0.3238024115562439,0.18035931885242462,0.14121341705322266,0.16872745752334595,0.25864148139953613,0.33930227160453796,0.1711461842060089,0.19906176626682281,0.2871224582195282,0.28494492173194885,0.16144128143787384,0.36649176478385925,0.44161680340766907,0.3216027617454529,0.20900198817253113
attack,0.25451144576072693,0.13678960502147675,0.1330409049987793,0.13412904739379883,0.19841115176677704,0.1795673668384552,0.17591890692710876,0.1443437933921814,0.31883400678634644,0.126423642039299,1.0,0.27725884318351746,0.2508925497531891,0.17181217670440674,0.126759335398674
on,0.37706470489501953,0.2670976221561432,0.09959574043750763,0.19420653581619263,0.23745818436145782,0.40749499201774597,0.18019753694534302,0.18318775296211243,0.22984135150909424,0.322975218296051,0.27725884318351746,0.9999999403953552,0.5107308030128479,0.1382952481508255,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.2715741693973541,0.26603612303733826,0.312436044216156,0.4223487675189972,0.28634732961654663,0.1896408498287201,0.2864013612270355,0.37995871901512146,0.2508925497531891,0.5107308030128479,1.0,0.2555147111415863,0.22068053483963013
french,0.18820616602897644,0.1584041714668274,0.28366798162460327,0.1387937068939209,0.0802716612815857,0.1637353003025055,0.20715788006782532,0.21306505799293518,0.31502044200897217,0.1707664281129837,0.17181217670440674,0.1382952481508255,0.2555147111415863,1.0000001192092896,0.1386883556842804
.,0.475719153881073,0.35288307070732117,0.263717383146286,0.23722290992736816,0.26616400480270386,0.4446153938770294,0.2929490804672241,0.2714897394180298,0.3080593943595886,0.42038556933403015,0.3003302216529846,0.49257001280784607,0.5934505462646484,0.2480926215648651,0.4130953550338745
