,how,old,was,chopin,when,he,moved,to,warsaw,with,his,family,?
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.270935595035553,0.36674630641937256,0.40251094102859497,0.30661246180534363,0.44245919585227966,0.25300899147987366,0.4120737314224243,0.3378419280052185,0.22142739593982697,0.31091248989105225
about,0.44264400005340576,0.2740228772163391,0.2577359974384308,0.14141273498535156,0.3835894465446472,0.2518255114555359,0.19234634935855865,0.391953706741333,0.09913060814142227,0.3347385823726654,0.24169853329658508,0.25589221715927124,0.302409827709198
60,0.12259688228368759,-0.05071641877293587,-0.003859133692458272,0.01406692061573267,0.0413321778178215,-0.03865078464150429,-0.06678619980812073,0.05980940908193588,-0.0626445934176445,0.15846878290176392,0.04001511260867119,-0.08161380141973495,0.06999651342630386
km,0.10687907040119171,0.17089569568634033,0.19512154161930084,0.16743844747543335,0.14619718492031097,0.14296509325504303,0.2426186352968216,0.19593966007232666,0.10862851142883301,0.10885289311408997,0.12991172075271606,0.08000683039426804,0.08180338144302368
(,0.1676948219537735,0.2107291966676712,0.2980341613292694,0.15351340174674988,0.2459595799446106,0.21137313544750214,0.17118607461452484,0.30882009863853455,0.1835584193468094,0.29503780603408813,0.16098198294639587,0.11613968014717102,0.40561532974243164
37,0.0667102113366127,-0.045021384954452515,0.07334044575691223,-0.03260176256299019,-0.006866950076073408,0.06885287910699844,0.012232530862092972,0.05855729058384895,0.07734985649585724,-0.042663633823394775,0.026540180668234825,-0.01556427963078022,0.08108238875865936
mi,0.0639447420835495,0.09017745405435562,0.1437223106622696,0.12805183231830597,0.06993546336889267,0.08083508908748627,0.09063251316547394,0.14668497443199158,0.10596410930156708,0.11119130998849869,0.10272204130887985,0.0965496078133583,0.10264865309000015
),0.17939934134483337,0.217467799782753,0.3267642855644226,0.16405856609344482,0.2538422644138336,0.24215729534626007,0.19382762908935547,0.31236231327056885,0.19817118346691132,0.3069596290588379,0.18606403470039368,0.15234941244125366,0.42300865054130554
from,0.22939439117908478,0.26649054884910583,0.31171464920043945,0.10339926183223724,0.405669629573822,0.3314535319805145,0.3269204795360565,0.4069952368736267,0.2396499514579773,0.26272761821746826,0.3195365369319916,0.20632237195968628,0.19969791173934937
warsaw,0.13025455176830292,0.16372516751289368,0.2614976763725281,0.4150010049343109,0.1615014374256134,0.23580311238765717,0.15387406945228577,0.1953994333744049,1.0,0.15415489673614502,0.2047043889760971,0.09305864572525024,0.09769917279481888
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.270935595035553,0.36674630641937256,0.40251094102859497,0.30661246180534363,0.44245919585227966,0.25300899147987366,0.4120737314224243,0.3378419280052185,0.22142739593982697,0.31091248989105225
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.22081901133060455,0.39115971326828003,1.0000001192092896,0.2954341471195221,0.385390967130661,0.23580311238765717,0.2845253646373749,0.7171558737754822,0.26473504304885864,0.2089974731206894
moved,0.17376862466335297,0.2303353250026703,0.3804442584514618,0.1098349466919899,0.33581581711769104,0.2954341471195221,1.0000001192092896,0.2918468713760376,0.15387406945228577,0.18661350011825562,0.2717689573764801,0.28266802430152893,0.15112607181072235
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.16394734382629395,0.5423505902290344,0.385390967130661,0.2918468713760376,1.0,0.1953994333744049,0.4239959120750427,0.3715193271636963,0.21285007894039154,0.29463258385658264
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.1946633756160736,0.5091903209686279,0.4571082592010498,0.32031023502349854,0.535392165184021,0.23137180507183075,0.4223487675189972,0.4394008219242096,0.2394849956035614,0.22068053483963013
city,0.12024712562561035,0.21707527339458466,0.3188765048980713,0.1582157164812088,0.19592350721359253,0.2717975378036499,0.28459060192108154,0.20300441980361938,0.25006377696990967,0.19554263353347778,0.1923673152923584,0.15144364535808563,0.13423943519592285
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.15529568493366241,0.5075214505195618,0.2845253646373749,0.18661350011825562,0.4239959120750427,0.15415489673614502,0.9999999403953552,0.33836179971694946,0.16764762997627258,0.2433311939239502
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.3159043788909912,0.37120407819747925,0.7171558737754822,0.2717689573764801,0.3715193271636963,0.2047043889760971,0.33836179971694946,0.9999998807907104,0.26740866899490356,0.18075084686279297
family,0.19348680973052979,0.25913605093955994,0.21917963027954102,0.13035976886749268,0.2021179050207138,0.26473504304885864,0.28266802430152893,0.21285007894039154,0.09305864572525024,0.16764762997627258,0.26740866899490356,0.9999998807907104,0.15222905576229095
when,0.4767928421497345,0.36291906237602234,0.37326499819755554,0.15278206765651703,0.9999999403953552,0.39115971326828003,0.33581581711769104,0.5423505902290344,0.1615014374256134,0.5075214505195618,0.37120407819747925,0.2021179050207138,0.22841128706932068
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.22081901133060455,0.39115971326828003,1.0000001192092896,0.2954341471195221,0.385390967130661,0.23580311238765717,0.2845253646373749,0.7171558737754822,0.26473504304885864,0.2089974731206894
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.172151580452919,0.37326499819755554,0.5410010814666748,0.3804442584514618,0.3636345863342285,0.2614976763725281,0.27411898970603943,0.4405253231525421,0.21917963027954102,0.18412111699581146
seven,0.20032188296318054,0.20927469432353973,0.28194957971572876,0.17071481049060822,0.1915208101272583,0.22851815819740295,0.18857212364673615,0.2853301167488098,0.18363049626350403,0.19141453504562378,0.23686516284942627,0.18055449426174164,0.1732930988073349
months,0.22324973344802856,0.3297802209854126,0.30324822664260864,0.19426871836185455,0.3821748197078705,0.30243980884552,0.24649007618427277,0.2831858992576599,0.13609759509563446,0.1904708445072174,0.308246374130249,0.17512445151805878,0.2804218530654907
old,0.1789429783821106,1.0000001192092896,0.2867572605609894,0.08478288352489471,0.36291906237602234,0.29039672017097473,0.2303353250026703,0.2412436157464981,0.16372516751289368,0.20720098912715912,0.2539081573486328,0.25913605093955994,0.20577076077461243
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.22268888354301453,0.475719153881073,0.38061028718948364,0.3228634297847748,0.4645031690597534,0.26825499534606934,0.4446153938770294,0.3119256794452667,0.24114800989627838,0.4130953550338745
