,who,did,the,ottoman,empire,ally,with,in,ww,i,?
it,0.2868398427963257,0.2993364930152893,0.6251175999641418,0.19996459782123566,0.24114786088466644,0.25740838050842285,0.3369046747684479,0.5130809545516968,0.16543591022491455,0.3444956839084625,0.25732165575027466
dissolved,0.10119544714689255,0.20424063503742218,0.2815038561820984,0.20278741419315338,0.23084938526153564,0.23378969728946686,0.20117424428462982,0.2658991515636444,0.16674432158470154,0.14516854286193848,0.10801826417446136
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.17080391943454742,0.24110576510429382,0.16974596679210663,0.4080928862094879,1.0,0.17424236238002777,0.22907796502113342,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.2623080313205719,0.32532164454460144,0.23644182085990906,0.4223487675189972,0.6662389636039734,0.22748953104019165,0.26687872409820557,0.22068053483963013
aftermath,0.17423200607299805,0.27476274967193604,0.24227569997310638,0.21144942939281464,0.24599838256835938,0.2127416580915451,0.28353697061538696,0.24593965709209442,0.2794153690338135,0.24898698925971985,0.13848184049129486
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.239910289645195,0.30522286891937256,0.15578524768352509,0.41827285289764404,0.5696388483047485,0.212408185005188,0.25849398970603943,0.1826142966747284
world,0.25158336758613586,0.1944720596075058,0.33604270219802856,0.21087487041950226,0.2976376414299011,0.24645496904850006,0.2832821011543274,0.3038199245929718,0.37464478611946106,0.17250654101371765,0.17579582333564758
war,0.24286115169525146,0.27422013878822327,0.366199791431427,0.38796868920326233,0.39422088861465454,0.34045714139938354,0.20580904185771942,0.29904094338417053,0.43476343154907227,0.261459082365036,0.15510529279708862
i,0.33545589447021484,0.32301032543182373,0.26687872409820557,0.296351820230484,0.24779938161373138,0.18949227035045624,0.2640714943408966,0.22907796502113342,0.19194599986076355,0.9999999403953552,0.4695145785808563
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.2730591595172882,0.4120737314224243,0.5201468467712402,0.17345266044139862,0.3467482030391693,0.31091248989105225
leading,0.25606170296669006,0.20311816036701202,0.3809107840061188,0.20276790857315063,0.1539468914270401,0.2323150783777237,0.2195664644241333,0.33273574709892273,0.08321063965559006,0.11419182270765305,0.1360926628112793
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.19054467976093292,0.21448755264282227,0.2431260496377945,0.4239959120750427,0.45010748505592346,0.1544373631477356,0.3140375316143036,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,1.0,0.2623080313205719,0.32532164454460144,0.23644182085990906,0.4223487675189972,0.6662389636039734,0.22748953104019165,0.26687872409820557,0.22068053483963013
emergence,0.14959180355072021,0.1443900316953659,0.2610148787498474,0.1449037492275238,0.197711780667305,0.16579566895961761,0.1783517748117447,0.1852840930223465,0.18625378608703613,0.11668352037668228,0.14006496965885162
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.239910289645195,0.30522286891937256,0.15578524768352509,0.41827285289764404,0.5696388483047485,0.212408185005188,0.25849398970603943,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.2623080313205719,0.32532164454460144,0.23644182085990906,0.4223487675189972,0.6662389636039734,0.22748953104019165,0.26687872409820557,0.22068053483963013
new,0.2378052920103073,0.227974995970726,0.3845241069793701,0.11745486408472061,0.1915034055709839,0.13600286841392517,0.24325589835643768,0.3758552670478821,0.17110960185527802,0.21394464373588562,0.14782847464084625
state,0.15636613965034485,0.152080237865448,0.3097178041934967,0.23318558931350708,0.30762815475463867,0.1518188714981079,0.2062043994665146,0.33316072821617126,0.13416385650634766,0.17508479952812195,0.1160883978009224
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.239910289645195,0.30522286891937256,0.15578524768352509,0.41827285289764404,0.5696388483047485,0.212408185005188,0.25849398970603943,0.1826142966747284
turkey,0.1919444054365158,0.14501896500587463,0.245133638381958,0.5123915672302246,0.2835206687450409,0.13454386591911316,0.1696840226650238,0.22727139294147491,0.11449996381998062,0.1717374324798584,0.19889959692955017
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.17080391943454742,0.24110576510429382,0.16974596679210663,0.4080928862094879,1.0,0.17424236238002777,0.22907796502113342,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.2623080313205719,0.32532164454460144,0.23644182085990906,0.4223487675189972,0.6662389636039734,0.22748953104019165,0.26687872409820557,0.22068053483963013
ottoman,0.20275089144706726,0.18248897790908813,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.242170050740242,0.13219141960144043,0.17080391943454742,0.20916226506233215,0.296351820230484,0.14455440640449524
anatolian,0.2579118013381958,0.16085274517536163,0.279081791639328,0.4980252683162689,0.3518086075782776,0.20659781992435455,0.1616688221693039,0.19362346827983856,0.1309707760810852,0.1363660991191864,0.10557496547698975
heartland,0.2123498171567917,0.11534645408391953,0.33163535594940186,0.2576507329940796,0.35169291496276855,0.241947203874588,0.2357359677553177,0.28770819306373596,0.21508847177028656,0.15544891357421875,0.10733076930046082
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.2730591595172882,0.4120737314224243,0.5201468467712402,0.17345266044139862,0.3467482030391693,0.31091248989105225
as,0.3923053741455078,0.3596470057964325,0.48381632566452026,0.2189406156539917,0.21108263731002808,0.2878668010234833,0.40387406945228577,0.3887844979763031,0.12357942759990692,0.28558287024497986,0.27043893933296204
well,0.3480316996574402,0.4341743588447571,0.42630070447921753,0.1733054667711258,0.2055317759513855,0.23548159003257751,0.37264955043792725,0.36612698435783386,0.1338890790939331,0.2996261417865753,0.24815571308135986
as,0.3923053741455078,0.3596470057964325,0.48381632566452026,0.2189406156539917,0.21108263731002808,0.2878668010234833,0.40387406945228577,0.3887844979763031,0.12357942759990692,0.28558287024497986,0.27043893933296204
the,0.3733934462070465,0.34736719727516174,1.0,0.2623080313205719,0.32532164454460144,0.23644182085990906,0.4223487675189972,0.6662389636039734,0.22748953104019165,0.26687872409820557,0.22068053483963013
creation,0.242827370762825,0.16365070641040802,0.34625571966171265,0.10103442519903183,0.18933981657028198,0.15449944138526917,0.2360008805990219,0.22394786775112152,0.21396180987358093,0.20801396667957306,0.2407430112361908
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.239910289645195,0.30522286891937256,0.15578524768352509,0.41827285289764404,0.5696388483047485,0.212408185005188,0.25849398970603943,0.1826142966747284
modern,0.16937296092510223,0.21376098692417145,0.3283970355987549,0.2329377830028534,0.2756679356098175,0.14054065942764282,0.17969171702861786,0.29808807373046875,0.16019511222839355,0.12702864408493042,0.12475407868623734
balkan,0.15601879358291626,0.13078822195529938,0.2328266203403473,0.5085340738296509,0.38016578555107117,0.24659335613250732,0.1854519248008728,0.22860755026340485,0.18179696798324585,0.14044472575187683,0.08319589495658875
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.27266940474510193,0.5477725267410278,0.4954058527946472,0.1727055162191391,0.31928038597106934,0.20544172823429108
middle,0.16097767651081085,0.17732174694538116,0.3405749201774597,0.2400941103696823,0.25981786847114563,0.1424778699874878,0.1472902148962021,0.26767921447753906,0.1647288054227829,0.11622157692909241,0.13139553368091583
eastern,0.18017642199993134,0.13009013235569,0.3928247392177582,0.2374490201473236,0.3146483600139618,0.14813898503780365,0.22773508727550507,0.3306356370449066,0.205186128616333,0.17264600098133087,0.20060817897319794
states,0.21313154697418213,0.21754568815231323,0.3463578522205353,0.24241915345191956,0.28543442487716675,0.1686428040266037,0.21424104273319244,0.3977442979812622,0.21774452924728394,0.13124917447566986,0.16272737085819244
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.2730591595172882,0.4120737314224243,0.5201468467712402,0.17345266044139862,0.3467482030391693,0.31091248989105225
thus,0.249033123254776,0.23622971773147583,0.4036877751350403,0.20071616768836975,0.20166181027889252,0.25985413789749146,0.32907700538635254,0.26358214020729065,0.09221921861171722,0.26631492376327515,0.18769288063049316
ending,0.11476068943738937,0.18466147780418396,0.3726840615272522,0.26184985041618347,0.2558639347553253,0.3250638544559479,0.2841153144836426,0.3119421899318695,0.1631106287240982,0.23365654051303864,0.14182089269161224
turkish,0.22388200461864471,0.13910268247127533,0.19575290381908417,0.6171568036079407,0.2979360520839691,0.13024400174617767,0.0857606902718544,0.15721441805362701,0.10169968754053116,0.15538819134235382,0.10638481378555298
colonial,0.1865430623292923,0.17575712502002716,0.2715741693973541,0.3105202317237854,0.36260706186294556,0.17935414612293243,0.0768122598528862,0.25196215510368347,0.15052422881126404,0.13282890617847443,0.10191229730844498
ambitions,0.2814788222312927,0.32278820872306824,0.20827046036720276,0.20157717168331146,0.24196191132068634,0.38665688037872314,0.26203110814094543,0.18713776767253876,0.08584825694561005,0.26943424344062805,0.15768194198608398
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.2257843166589737,0.4446153938770294,0.5591574311256409,0.27184632420539856,0.33645379543304443,0.4130953550338745
