,after,the,merger,between,abc,and,capital,cities,was,completed,",",what,was,the,resulting,company,known,as,?
as,0.3014480769634247,0.48381632566452026,0.17435221374034882,0.22009976208209991,0.2286096066236496,0.49487000703811646,0.19028405845165253,0.19171151518821716,0.3677520453929901,0.20481915771961212,0.48816442489624023,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.27003881335258484,0.18860384821891785,0.4815765619277954,1.0,0.27043893933296204
capital,0.25313887000083923,0.3049491047859192,0.21639522910118103,0.19192959368228912,0.2084534764289856,0.218168243765831,0.9999999403953552,0.4347341060638428,0.21907466650009155,0.2124406099319458,0.28033894300460815,0.17967931926250458,0.21907466650009155,0.3049491047859192,0.16913765668869019,0.1646019071340561,0.14835049211978912,0.19028405845165253,0.0907452180981636
cities/abc,0.16801127791404724,0.2729387879371643,0.229495570063591,0.16723141074180603,0.37177377939224243,0.27125242352485657,0.4365534782409668,0.8461061716079712,0.22158773243427277,0.19078969955444336,0.35105860233306885,0.17345023155212402,0.22158773243427277,0.2729387879371643,0.17037436366081238,0.20599041879177094,0.1330849975347519,0.21087509393692017,0.2519042491912842
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
inc.,0.1819150298833847,0.26402559876441956,0.11029735952615738,0.22770220041275024,0.1840439736843109,0.3138328492641449,0.21384495496749878,0.19230984151363373,0.2586285173892975,0.20694762468338013,0.3023558259010315,0.2657894194126129,0.2586285173892975,0.26402559876441956,0.23227521777153015,0.1912420243024826,0.23426489531993866,0.2786664068698883,0.2727344036102295
–,0.27810728549957275,0.2607575058937073,0.1293150782585144,0.2322676181793213,0.187828928232193,0.3279274106025696,0.11576717346906662,0.09667787700891495,0.30754852294921875,0.18910150229930878,0.43221306800842285,0.13008765876293182,0.30754852294921875,0.2607575058937073,0.19539617002010345,0.1179179698228836,0.23798814415931702,0.23975129425525665,0.2714554965496063
added,0.20902018249034882,0.3207796514034271,0.17101792991161346,0.19057686626911163,0.1360846906900406,0.29847657680511475,0.14242695271968842,0.08111124485731125,0.22848746180534363,0.3152614235877991,0.28397712111473083,0.23789235949516296,0.22848746180534363,0.3207796514034271,0.2191137671470642,0.17443202435970306,0.16671665012836456,0.2611570656299591,0.2865637540817261
four,0.2891320586204529,0.40344667434692383,0.14293630421161652,0.32580968737602234,0.11602456867694855,0.34700489044189453,0.11417517066001892,0.199402317404747,0.2866098880767822,0.23390014469623566,0.31238991022109985,0.18057085573673248,0.2866098880767822,0.40344667434692383,0.20137691497802734,0.12452320754528046,0.2044375091791153,0.21867670118808746,0.14532537758350372
television,0.19225278496742249,0.24569597840309143,0.10048628598451614,0.14901204407215118,0.46871840953826904,0.29514092206954956,0.17207099497318268,0.18378444015979767,0.2516675293445587,0.15361349284648895,0.27995240688323975,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.1566198468208313,0.25623777508735657,0.28405800461769104,0.25070273876190186,0.16825827956199646
stations,0.1799689680337906,0.24762700498104095,0.24771249294281006,0.2545621991157532,0.23858611285686493,0.2687023878097534,0.18798157572746277,0.3223423659801483,0.15012863278388977,0.17310743033885956,0.26337406039237976,0.1621520221233368,0.15012863278388977,0.24762700498104095,0.18141165375709534,0.24801203608512878,0.16643796861171722,0.23359498381614685,0.13192185759544373
(,0.2132600098848343,0.33289089798927307,0.201023668050766,0.23924681544303894,0.183883935213089,0.4862271547317505,0.14990387856960297,0.1797657459974289,0.2980341613292694,0.21297790110111237,0.6363511681556702,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.137907013297081,0.13179703056812286,0.2843264043331146,0.32029855251312256,0.40561532974243164
wpvi-tv/philadelphia,0.2109745442867279,0.261555016040802,0.10642664134502411,0.15677833557128906,0.27549153566360474,0.2672368586063385,0.15940208733081818,0.1604466587305069,0.29329606890678406,0.20381537079811096,0.28374335169792175,0.1937127709388733,0.29329606890678406,0.261555016040802,0.11727209389209747,0.22236871719360352,0.22369591891765594,0.24012671411037445,0.23389632999897003
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
ktrk-tv/houston,0.23038692772388458,0.2716580927371979,0.10975183546543121,0.15772922337055206,0.3488045930862427,0.27788245677948,0.12685751914978027,0.20166181027889252,0.3387349545955658,0.2360721379518509,0.30145642161369324,0.21928174793720245,0.3387349545955658,0.2716580927371979,0.22992098331451416,0.1880529373884201,0.1847962737083435,0.25213944911956787,0.2288992702960968
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
kfsn-tv/fresno,0.32749783992767334,0.2802521884441376,0.2841837406158447,0.20925648510456085,0.33977845311164856,0.2535090148448944,0.24672988057136536,0.22519992291927338,0.32027387619018555,0.19427716732025146,0.3192228674888611,0.2193843126296997,0.32027387619018555,0.2802521884441376,0.3029475808143616,0.23463262617588043,0.19743773341178894,0.2056942880153656,0.237388476729393
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.3740963041782379,0.24284477531909943,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.23788511753082275,0.3468935489654541,0.49487000703811646,0.20544172823429108
wtvd/raleigh,0.23640176653862,0.27908265590667725,0.15583786368370056,0.22781343758106232,0.2039603739976883,0.269400030374527,0.17186065018177032,0.16116301715373993,0.3655410408973694,0.19641926884651184,0.2826526463031769,0.27966544032096863,0.3655410408973694,0.27908265590667725,0.11908641457557678,0.2296641767024994,0.1867709755897522,0.20754937827587128,0.16064396500587463
),0.24162524938583374,0.3456730246543884,0.21607519686222076,0.2502231299877167,0.18381085991859436,0.4961937665939331,0.1791568249464035,0.18068154156208038,0.3267642855644226,0.23464587330818176,0.63033527135849,0.26259949803352356,0.3267642855644226,0.3456730246543884,0.13999134302139282,0.14284300804138184,0.297453910112381,0.32161882519721985,0.42300865054130554
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.3740963041782379,0.24284477531909943,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.23788511753082275,0.3468935489654541,0.49487000703811646,0.20544172823429108
several,0.264902263879776,0.40559855103492737,0.15732057392597198,0.30924007296562195,0.1428346037864685,0.4663935899734497,0.11598861962556839,0.1921219676733017,0.25396689772605896,0.19781264662742615,0.3402247726917267,0.22446060180664062,0.25396689772605896,0.40559855103492737,0.2202616184949875,0.1799900233745575,0.2637462913990021,0.355270117521286,0.15595775842666626
radio,0.126451775431633,0.23511973023414612,0.2064618468284607,0.13862289488315582,0.35354745388031006,0.2658638060092926,0.12891104817390442,0.10596371442079544,0.20381812751293182,0.12548236548900604,0.25251123309135437,0.16863368451595306,0.20381812751293182,0.23511973023414612,0.12249889224767685,0.13528293371200562,0.18061785399913788,0.18667691946029663,0.08763375133275986
stations,0.1799689680337906,0.24762700498104095,0.24771249294281006,0.2545621991157532,0.23858611285686493,0.2687023878097534,0.18798157572746277,0.3223423659801483,0.15012863278388977,0.17310743033885956,0.26337406039237976,0.1621520221233368,0.15012863278388977,0.24762700498104095,0.18141165375709534,0.24801203608512878,0.16643796861171722,0.23359498381614685,0.13192185759544373
to,0.37890323996543884,0.535392165184021,0.11012744158506393,0.3639189600944519,0.1762417107820511,0.48971283435821533,0.1844596415758133,0.20735321938991547,0.3636345863342285,0.2867361009120941,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.26808956265449524,0.24903783202171326,0.14337651431560516,0.42092081904411316,0.29463258385658264
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.07610002905130386,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.21565799415111542,0.11398109793663025,0.2097204476594925,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.14861378073692322,0.16210390627384186,0.1306922435760498,0.2286096066236496,0.19065172970294952
's,-0.055672239512205124,-0.01540423184633255,-0.03215087205171585,0.006096371449530125,0.06670809537172318,0.06895173341035843,0.01144334115087986,0.006531212944537401,0.008974763564765453,-0.016786985099315643,-0.0016132977325469255,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.01538772787898779,0.003266559913754463,0.008368984796106815,-0.05775856226682663,-0.023395681753754616
broadcasting,0.20283076167106628,0.29916465282440186,0.28820887207984924,0.18035443127155304,0.45669859647750854,0.2752234637737274,0.2508510947227478,0.2035239338874817,0.25895166397094727,0.2393389195203781,0.2411014288663864,0.18499015271663666,0.25895166397094727,0.29916465282440186,0.18294954299926758,0.3277682960033417,0.20696301758289337,0.19734740257263184,0.10870421677827835
portfolio,0.22085349261760712,0.19555534422397614,0.22499382495880127,0.11765646189451218,0.19273878633975983,0.18152984976768494,0.15385077893733978,0.11350110173225403,0.2184734344482422,0.2059507966041565,0.20413532853126526,0.18944649398326874,0.2184734344482422,0.19555534422397614,0.18587447702884674,0.2995894253253937,0.10269448161125183,0.1540030837059021,0.14769718050956726
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.45456063747406006,0.26047438383102417,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.2697763442993164,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.3740963041782379,0.24284477531909943,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.23788511753082275,0.3468935489654541,0.49487000703811646,0.20544172823429108
also,0.33205533027648926,0.6021018624305725,0.17490112781524658,0.3419207036495209,0.2030053734779358,0.5755972862243652,0.22019171714782715,0.22708983719348907,0.4032125174999237,0.16553016006946564,0.4717654287815094,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.27305760979652405,0.21313920617103577,0.4766203761100769,0.5774298906326294,0.21848613023757935
included,0.24108777940273285,0.3825419843196869,0.15895402431488037,0.2334321141242981,0.1484757959842682,0.3643590211868286,0.1367323249578476,0.2234860062599182,0.3148443400859833,0.23441174626350403,0.3679811954498291,0.2288810908794403,0.3148443400859833,0.3825419843196869,0.14678096771240234,0.16862812638282776,0.3245582580566406,0.34162476658821106,0.14385655522346497
fairchild,0.2477640062570572,0.22291140258312225,0.19038167595863342,0.11997872591018677,0.26801395416259766,0.28708988428115845,0.13392288982868195,0.20423173904418945,0.3067827522754669,0.2061917632818222,0.32140883803367615,0.13311180472373962,0.3067827522754669,0.22291140258312225,0.19054651260375977,0.32962122559547424,0.2120537906885147,0.2726624608039856,0.12118836492300034
publications,0.12708331644535065,0.17345446348190308,0.19866028428077698,0.10132261365652084,0.1660967916250229,0.22959178686141968,0.11714113503694534,0.22419756650924683,0.15005840361118317,0.21135124564170837,0.2760784327983856,0.18124917149543762,0.15005840361118317,0.17345446348190308,0.111467644572258,0.2374565154314041,0.18988224864006042,0.23948201537132263,0.20990557968616486
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.3740963041782379,0.24284477531909943,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.23788511753082275,0.3468935489654541,0.49487000703811646,0.20544172823429108
four,0.2891320586204529,0.40344667434692383,0.14293630421161652,0.32580968737602234,0.11602456867694855,0.34700489044189453,0.11417517066001892,0.199402317404747,0.2866098880767822,0.23390014469623566,0.31238991022109985,0.18057085573673248,0.2866098880767822,0.40344667434692383,0.20137691497802734,0.12452320754528046,0.2044375091791153,0.21867670118808746,0.14532537758350372
newspapers,0.18403908610343933,0.2329474687576294,0.23406217992305756,0.15344400703907013,0.22927245497703552,0.21569275856018066,0.22643162310123444,0.3187928795814514,0.2215169221162796,0.08256854861974716,0.26366421580314636,0.22622962296009064,0.2215169221162796,0.2329474687576294,0.14551524817943573,0.26506882905960083,0.14049075543880463,0.2379101812839508,0.15071024000644684
(,0.2132600098848343,0.33289089798927307,0.201023668050766,0.23924681544303894,0.183883935213089,0.4862271547317505,0.14990387856960297,0.1797657459974289,0.2980341613292694,0.21297790110111237,0.6363511681556702,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.137907013297081,0.13179703056812286,0.2843264043331146,0.32029855251312256,0.40561532974243164
including,0.2202524095773697,0.3738902807235718,0.06824830919504166,0.2711597681045532,0.1471431404352188,0.5144438743591309,0.12877009809017181,0.1917967051267624,0.21884717047214508,0.13875113427639008,0.4127510190010071,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.24346376955509186,0.2079305499792099,0.30763041973114014,0.3863891661167145,0.1633303165435791
the,0.4565047025680542,1.0,0.2557354271411896,0.39067012071609497,0.2068762183189392,0.5171257257461548,0.3049491047859192,0.2621172070503235,0.48711544275283813,0.29278936982154846,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3905409574508667,0.26591673493385315,0.3624623417854309,0.48381632566452026,0.22068053483963013
kansas,0.17134244740009308,0.22819635272026062,0.2082487940788269,0.10875348746776581,0.20425036549568176,0.20539548993110657,0.18282635509967804,0.15561430156230927,0.2310919612646103,0.1106996014714241,0.23593340814113617,0.19200700521469116,0.2310919612646103,0.22819635272026062,0.14406615495681763,0.21848556399345398,0.14222794771194458,0.23202495276927948,0.17499800026416779
city,0.2613813877105713,0.35769423842430115,0.19123750925064087,0.1765531599521637,0.2157231718301773,0.2827445864677429,0.5637158751487732,0.5864919424057007,0.3188765048980713,0.2425248920917511,0.35839709639549255,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.19424259662628174,0.25891005992889404,0.20357060432434082,0.21195319294929504,0.13423943519592285
star,0.21147190034389496,0.253978431224823,0.1904885470867157,0.1232849508523941,0.20041432976722717,0.19966064393520355,0.1153407171368599,0.14356714487075806,0.22616681456565857,0.08731476962566376,0.2074643075466156,0.14606088399887085,0.22616681456565857,0.253978431224823,0.09657514840364456,0.14042401313781738,0.1432969570159912,0.21887947618961334,0.10727278888225555
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.40645647048950195,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.3740963041782379,0.24284477531909943,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.23788511753082275,0.3468935489654541,0.49487000703811646,0.20544172823429108
fort,0.2198205292224884,0.2420126497745514,0.1305059939622879,0.11070314794778824,0.16681885719299316,0.2106139063835144,0.2760595977306366,0.24394214153289795,0.30989983677864075,0.17202061414718628,0.2651418149471283,0.19451747834682465,0.30989983677864075,0.2420126497745514,0.17485201358795166,0.1780695766210556,0.13317079842090607,0.21955958008766174,0.15686731040477753
worth,0.13797974586486816,0.2137632668018341,0.1826072782278061,0.14514651894569397,0.14280326664447784,0.1913575679063797,0.158131942152977,0.2078312635421753,0.20631952583789825,0.18027856945991516,0.3277861177921295,0.319988876581192,0.20631952583789825,0.2137632668018341,0.16748090088367462,0.25516536831855774,0.1296594887971878,0.25508013367652893,0.3282513916492462
star-telegram,0.33755096793174744,0.3217204809188843,0.24682454764842987,0.21843501925468445,0.2956176996231079,0.2460530549287796,0.2525981068611145,0.25259581208229065,0.3749849200248718,0.19800733029842377,0.3305577039718628,0.24687616527080536,0.3749849200248718,0.3217204809188843,0.21049414575099945,0.3156936466693878,0.11666952818632126,0.2316015660762787,0.15447980165481567
),0.24162524938583374,0.3456730246543884,0.21607519686222076,0.2502231299877167,0.18381085991859436,0.4961937665939331,0.1791568249464035,0.18068154156208038,0.3267642855644226,0.23464587330818176,0.63033527135849,0.26259949803352356,0.3267642855644226,0.3456730246543884,0.13999134302139282,0.14284300804138184,0.297453910112381,0.32161882519721985,0.42300865054130554
.,0.35870397090911865,0.5934505462646484,0.23265978693962097,0.30295518040657043,0.2567209303379059,0.588965117931366,0.23657599091529846,0.2525215446949005,0.40146201848983765,0.2763804793357849,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.29411986470222473,0.266353577375412,0.283290296792984,0.515582263469696,0.4130953550338745
