,which,task,force,states,that,pornography,is,harmful,?
and,0.506277859210968,0.23869574069976807,0.24372100830078125,0.2974761426448822,0.4731321930885315,0.1986406296491623,0.3859752118587494,0.25038784742355347,0.20544172823429108
``,0.05178012326359749,0.05618497356772423,0.08451810479164124,0.029627995565533638,0.05285148695111275,-0.08195872604846954,0.058766357600688934,0.01532656978815794,0.0685480609536171
deplore,0.3868460953235626,0.35459795594215393,0.3273395299911499,0.1955331712961197,0.35979530215263367,0.13434703648090363,0.24216748774051666,0.3040080964565277,0.253354012966156
[,0.07771235704421997,0.06951362639665604,0.10580392181873322,0.16663382947444916,0.052145641297101974,0.11371677368879318,-0.06921151280403137,0.016632026061415672,0.011015460826456547
s,0.3599644899368286,0.17364369332790375,0.18527796864509583,0.3174673616886139,0.36097484827041626,0.1638363003730774,0.3467119336128235,0.11006367951631546,0.25130221247673035
],-0.0305959302932024,-0.07486599683761597,-0.04045422375202179,-0.03917205333709717,0.009409040212631226,-0.03077039122581482,-0.02998926118016243,0.07894290238618851,-0.0022520492784678936
all,0.50777268409729,0.25769078731536865,0.1734381765127182,0.22727420926094055,0.53305584192276,0.18879085779190063,0.2553904056549072,0.3077019155025482,0.29575422406196594
forms,0.4084344804286957,0.09222513437271118,0.14311106503009796,0.21220694482326508,0.31152746081352234,0.18955335021018982,0.35419854521751404,0.2285485565662384,0.1196754202246666
of,0.5011631846427917,0.18514713644981384,0.27094775438308716,0.30884552001953125,0.41498205065727234,0.11324459314346313,0.4854315221309662,0.21154963970184326,0.1826142966747284
commercialization,0.3171063959598541,0.20584508776664734,0.16564162075519562,0.33313658833503723,0.27611687779426575,0.3891316056251526,0.24177055060863495,0.32347404956817627,0.15593022108078003
",",0.3658004403114319,0.21093271672725677,0.22091743350028992,0.3315127193927765,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.25202834606170654,0.31091248989105225
abuse,0.21216285228729248,0.31528744101524353,0.18066594004631042,0.1790844351053238,0.36544880270957947,0.3766530156135559,0.15580174326896667,0.3471013009548187,0.30148282647132874
",",0.3658004403114319,0.21093271672725677,0.22091743350028992,0.3315127193927765,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.25202834606170654,0.31091248989105225
and,0.506277859210968,0.23869574069976807,0.24372100830078125,0.2974761426448822,0.4731321930885315,0.1986406296491623,0.3859752118587494,0.25038784742355347,0.20544172823429108
exploitation,0.24804700911045074,0.19358830153942108,0.25842636823654175,0.16359484195709229,0.21258315443992615,0.3640744090080261,0.21089857816696167,0.3271552324295044,0.2030007243156433
of,0.5011631846427917,0.18514713644981384,0.27094775438308716,0.30884552001953125,0.41498205065727234,0.11324459314346313,0.4854315221309662,0.21154963970184326,0.1826142966747284
sex,0.20916467905044556,0.15823408961296082,0.17178882658481598,0.19928507506847382,0.24718065559864044,0.5762949585914612,0.19569729268550873,0.29410332441329956,0.16873355209827423
.,0.45942068099975586,0.24691280722618103,0.2783275842666626,0.33941102027893066,0.4460422694683075,0.17727874219417572,0.4569662809371948,0.27727407217025757,0.4130953550338745
'',-0.03332270681858063,-0.08154521137475967,-0.09640523791313171,-0.06360612064599991,0.007880004122853279,0.007608215324580669,0.0793738141655922,0.011966550722718239,0.018684765323996544
