,what,effect,does,trade,with,poorer,countries,have,on,the,workers,in,richer,countries,?
see,0.44941186904907227,0.2581023871898651,0.3645385801792145,0.16394908726215363,0.27642667293548584,0.22386544942855835,0.22841650247573853,0.4427191913127899,0.2895292341709137,0.3770301640033722,0.12157271057367325,0.2973747253417969,0.22963693737983704,0.22841650247573853,0.42005208134651184
reduced,0.11519023776054382,0.29329994320869446,0.15845583379268646,0.2071295827627182,0.2744283378124237,0.3227521777153015,0.25780922174453735,0.3461938798427582,0.18277303874492645,0.2897622883319855,0.18276768922805786,0.2766173183917999,0.24256038665771484,0.25780922174453735,0.10234767943620682
wages,0.20351257920265198,0.2081952691078186,0.22873397171497345,0.3403221070766449,0.14361517131328583,0.47784751653671265,0.3763856589794159,0.22623831033706665,0.2082594633102417,0.15546856820583344,0.5291796326637268,0.16484716534614563,0.3834996223449707,0.3763856589794159,0.19884631037712097
as,0.31749409437179565,0.23823627829551697,0.31202155351638794,0.21768774092197418,0.40387406945228577,0.240081787109375,0.2406298965215683,0.37788212299346924,0.36047765612602234,0.48381632566452026,0.18478275835514069,0.3887844979763031,0.26186174154281616,0.2406298965215683,0.27043893933296204
a,0.3320399522781372,0.24771364033222198,0.38201746344566345,0.2032492309808731,0.3783375024795532,0.1804746836423874,0.2672088146209717,0.338716596364975,0.3848365545272827,0.5829201340675354,0.25033822655677795,0.539380669593811,0.24876181781291962,0.2672088146209717,0.23916715383529663
result,0.19945499300956726,0.42815008759498596,0.18998359143733978,0.14476433396339417,0.21787862479686737,0.2512363791465759,0.12313751876354218,0.28083348274230957,0.22479186952114105,0.27778977155685425,0.15530286729335785,0.25670310854911804,0.17937207221984863,0.12313751876354218,0.17218433320522308
of,0.33290785551071167,0.24129827320575714,0.3119818866252899,0.2310105711221695,0.41827285289764404,0.2160215824842453,0.2800094783306122,0.3802283704280853,0.3966929316520691,0.733189046382904,0.20827822387218475,0.5696388483047485,0.25306063890457153,0.2800094783306122,0.1826142966747284
the,0.42745697498321533,0.2865084111690521,0.35928019881248474,0.2681608200073242,0.4223487675189972,0.2263936996459961,0.33290645480155945,0.40389683842658997,0.5107308030128479,1.0,0.23066683113574982,0.6662389636039734,0.27868446707725525,0.33290645480155945,0.22068053483963013
competition,0.18313148617744446,0.11588668078184128,0.20847772061824799,0.2174813151359558,0.19646349549293518,0.21690376102924347,0.25958970189094543,0.2105618566274643,0.20382913947105408,0.257230669260025,0.1193387508392334,0.26072463393211365,0.22593918442726135,0.25958970189094543,0.1394461691379547
",",0.3087472915649414,0.2150653600692749,0.28617382049560547,0.1945054978132248,0.4120737314224243,0.22306500375270844,0.2966555655002594,0.3541618287563324,0.49057599902153015,0.4933079481124878,0.17716385424137115,0.5201468467712402,0.25877901911735535,0.2966555655002594,0.31091248989105225
while,0.35511791706085205,0.25545164942741394,0.3243313729763031,0.19952960312366486,0.4426766335964203,0.2293863147497177,0.25462645292282104,0.3577405512332916,0.44084006547927856,0.39804592728614807,0.21963463723659515,0.3399278521537781,0.2188691794872284,0.25462645292282104,0.21076419949531555
low-skilled,0.23732228577136993,0.22532089054584503,0.24402113258838654,0.3147948086261749,0.30512088537216187,0.4062314033508301,0.23896387219429016,0.30595263838768005,0.22481080889701843,0.29033613204956055,0.390444278717041,0.2875152826309204,0.4162479341030121,0.23896387219429016,0.19992585480213165
workers,0.21390831470489502,0.12591581046581268,0.19339993596076965,0.3264685571193695,0.17668847739696503,0.41682377457618713,0.3400564193725586,0.224677175283432,0.14091183245182037,0.23066683113574982,1.0000001192092896,0.2254374474287033,0.3739997446537018,0.3400564193725586,0.1706571877002716
in,0.30808621644973755,0.25150683522224426,0.214483380317688,0.23862801492214203,0.4080928862094879,0.19442906975746155,0.3027990758419037,0.36843645572662354,0.46853652596473694,0.6662389636039734,0.2254374474287033,1.0,0.21892467141151428,0.3027990758419037,0.20430970191955566
the,0.42745697498321533,0.2865084111690521,0.35928019881248474,0.2681608200073242,0.4223487675189972,0.2263936996459961,0.33290645480155945,0.40389683842658997,0.5107308030128479,1.0,0.23066683113574982,0.6662389636039734,0.27868446707725525,0.33290645480155945,0.22068053483963013
poor,0.2570318877696991,0.16942840814590454,0.19849170744419098,0.15740612149238586,0.22900480031967163,0.6273274421691895,0.25384774804115295,0.261106014251709,0.20774881541728973,0.21093174815177917,0.3230462372303009,0.23408232629299164,0.3773938715457916,0.25384774804115295,0.12937016785144806
countries,0.22319257259368896,0.21742869913578033,0.2621564269065857,0.3294757902622223,0.33792537450790405,0.41619351506233215,0.9999999403953552,0.3603367507457733,0.2938643991947174,0.33290645480155945,0.3400564193725586,0.3027990758419037,0.3737826347351074,0.9999999403953552,0.15128466486930847
may,0.25739946961402893,0.25223419070243835,0.35508081316947937,0.16913652420043945,0.23512546718120575,0.19893741607666016,0.27083462476730347,0.35194188356399536,0.3428080081939697,0.2694292366504669,0.16141897439956665,0.3424151837825775,0.1656104028224945,0.27083462476730347,0.2768254578113556
see,0.44941186904907227,0.2581023871898651,0.3645385801792145,0.16394908726215363,0.27642667293548584,0.22386544942855835,0.22841650247573853,0.4427191913127899,0.2895292341709137,0.3770301640033722,0.12157271057367325,0.2973747253417969,0.22963693737983704,0.22841650247573853,0.42005208134651184
increased,0.1599731743335724,0.3719499111175537,0.20158657431602478,0.27344536781311035,0.2477453649044037,0.4447551667690277,0.25938817858695984,0.3476240336894989,0.23179513216018677,0.3188653886318207,0.26506486535072327,0.244624063372612,0.3174573481082916,0.25938817858695984,0.09587585180997849
wages,0.20351257920265198,0.2081952691078186,0.22873397171497345,0.3403221070766449,0.14361517131328583,0.47784751653671265,0.3763856589794159,0.22623831033706665,0.2082594633102417,0.15546856820583344,0.5291796326637268,0.16484716534614563,0.3834996223449707,0.3763856589794159,0.19884631037712097
.,0.3567904531955719,0.2277858853340149,0.3022993505001068,0.20157761871814728,0.4446153938770294,0.21398627758026123,0.27938392758369446,0.41614407300949097,0.49257001280784607,0.5934505462646484,0.17509925365447998,0.5591574311256409,0.2510164678096771,0.27938392758369446,0.4130953550338745
