,was,the,use,of,the,datanet,1,name,correct
datanet,0.14156921207904816,0.22514942288398743,0.2881544232368469,0.21044981479644775,0.22514942288398743,1.0000001192092896,-0.2418050467967987,0.18790414929389954,0.2885827422142029
1,-0.2275921255350113,-0.1554475575685501,-0.3067699074745178,-0.09473495930433273,-0.1554475575685501,-0.2418050467967987,1.0,-0.18995489180088043,-0.29347455501556396
was,1.0000001192092896,0.48711544275283813,0.17744606733322144,0.4069072902202606,0.48711544275283813,0.14156921207904816,-0.2275921255350113,0.2646567225456238,0.178055077791214
the,0.48711544275283813,1.0,0.34342584013938904,0.733189046382904,1.0,0.22514942288398743,-0.1554475575685501,0.3171212375164032,0.3107529580593109
public,0.2513592839241028,0.22857438027858734,0.21917493641376495,0.2391265481710434,0.22857438027858734,0.18607768416404724,-0.15729455649852753,0.16597819328308105,0.15205009281635284
switched,0.2539066970348358,0.25324228405952454,0.3048500418663025,0.12765005230903625,0.25324228405952454,0.22331388294696808,-0.27560171484947205,0.15302041172981262,0.2628467381000519
data,0.10802177339792252,0.20546740293502808,0.22231268882751465,0.20013196766376495,0.20546740293502808,0.659468412399292,-0.1630563735961914,0.18890616297721863,0.29599642753601074
network,0.1994880586862564,0.27187061309814453,0.29727494716644287,0.21800683438777924,0.27187061309814453,0.2996833324432373,-0.1875540018081665,0.12428203225135803,0.15678416192531586
operated,0.28584223985671997,0.24699872732162476,0.2948680520057678,0.2221631109714508,0.24699872732162476,0.21134111285209656,-0.11500898003578186,0.15752294659614563,0.16288284957408905
by,0.4752357602119446,0.4408751428127289,0.21048003435134888,0.3646814823150635,0.4408751428127289,0.22522233426570892,-0.2582099735736847,0.25480157136917114,0.19553889334201813
the,0.48711544275283813,1.0,0.34342584013938904,0.733189046382904,1.0,0.22514942288398743,-0.1554475575685501,0.3171212375164032,0.3107529580593109
dutch,0.2182149887084961,0.1705695390701294,0.17213059961795807,0.14408773183822632,0.1705695390701294,0.2166200429201126,-0.0366034135222435,0.16558535397052765,0.1548827439546585
ptt,0.19974230229854584,0.19172435998916626,0.14030888676643372,0.15394681692123413,0.19172435998916626,0.12423676252365112,-0.14226552844047546,0.04675643891096115,0.1357787400484085
telecom,0.18878483772277832,0.19689325988292694,0.26019465923309326,0.1348491907119751,0.19689325988292694,0.23023439943790436,-0.1874566227197647,0.18447013199329376,0.21950973570346832
(,0.2980341613292694,0.33289089798927307,0.2174896001815796,0.35032153129577637,0.33289089798927307,0.30435308814048767,-0.15974698960781097,0.2706909477710724,0.25383880734443665
now,0.35876134037971497,0.38266420364379883,0.24244315922260284,0.29182544350624084,0.38266420364379883,0.1597963124513626,-0.09165042638778687,0.26047030091285706,0.25901275873184204
known,0.35203275084495544,0.3624623417854309,0.22469715774059296,0.35814476013183594,0.3624623417854309,0.09677963703870773,-0.1430966556072235,0.3659360110759735,0.23461027443408966
as,0.3677520453929901,0.48381632566452026,0.3453201949596405,0.3886612355709076,0.48381632566452026,0.19066831469535828,-0.2728762626647949,0.2851914167404175,0.2618156671524048
kpn,0.2206350564956665,0.21156582236289978,0.27677497267723083,0.1836925894021988,0.21156582236289978,0.42312419414520264,-0.1701708734035492,0.18509608507156372,0.3462367057800293
),0.3267642855644226,0.3456730246543884,0.23662498593330383,0.3680361211299896,0.3456730246543884,0.2951156497001648,-0.14927540719509125,0.2638341188430786,0.26409587264060974
.,0.40146201848983765,0.5934505462646484,0.3711656630039215,0.5352458953857422,0.5934505462646484,0.3119592070579529,-0.15870751440525055,0.24737101793289185,0.25020819902420044
