,what,else,did,pamela,jelimo,win,after,the,olympics,?
the,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.1094505786895752,0.23078984022140503,0.28308698534965515,0.4565047025680542,1.0,0.22065100073814392,0.22068053483963013
women,0.14828920364379883,0.1359829604625702,0.24222777783870697,0.23572611808776855,0.18458399176597595,0.26495426893234253,0.18061871826648712,0.279754102230072,0.24955745041370392,0.1616753786802292
's,0.02692362666130066,0.06744367629289627,0.05069678649306297,0.0706351101398468,0.00530112162232399,0.04981255531311035,-0.055672239512205124,-0.01540423184633255,0.023162391036748886,-0.023395681753754616
800m,0.10421915352344513,0.038902658969163895,0.09309690445661545,0.007257319986820221,-0.061330534517765045,-0.030637890100479126,0.01680203340947628,0.005070167127996683,-0.02039289101958275,0.08909141272306442
gold,0.15779642760753632,0.14673228561878204,0.1811094880104065,0.0653715506196022,0.19131241738796234,0.26510995626449585,0.18727506697177887,0.27136439085006714,0.34112221002578735,0.11542754620313644
medalist,0.08625249564647675,0.10786204785108566,0.16352610290050507,0.22730717062950134,0.2636035978794098,0.3139629065990448,0.15559162199497223,0.1905454397201538,0.5784823298454285,0.13596177101135254
who,0.40942975878715515,0.3293072283267975,0.34038686752319336,0.27431395649909973,0.29589933156967163,0.25592827796936035,0.32549580931663513,0.3733934462070465,0.13613103330135345,0.26220351457595825
went,0.20164033770561218,0.10575781762599945,0.4810470640659332,0.128012552857399,0.20198911428451538,0.2999820411205292,0.3585346043109894,0.3345835506916046,0.12627153098583221,0.12109432369470596
ahead,0.2410549521446228,0.226541206240654,0.2808329164981842,0.06230248883366585,0.21664030849933624,0.3299076557159424,0.2755730450153351,0.21450060606002808,0.23284924030303955,0.2496778815984726
to,0.455847829580307,0.36551961302757263,0.4452643394470215,0.1836645007133484,0.24470429122447968,0.2910063862800598,0.37890323996543884,0.535392165184021,0.24120192229747772,0.29463258385658264
win,0.15653561055660248,0.16994893550872803,0.303374707698822,0.1501522660255432,0.27820613980293274,0.9999999403953552,0.27057895064353943,0.28308698534965515,0.2960537075996399,0.1873117983341217
the,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.1094505786895752,0.23078984022140503,0.28308698534965515,0.4565047025680542,1.0,0.22065100073814392,0.22068053483963013
iaaf,0.15161167085170746,0.21474406123161316,0.18226464092731476,0.22465158998966217,0.19563056528568268,0.3972197473049164,0.1936033070087433,0.26848214864730835,0.4107249975204468,0.2848675549030304
golden,0.172581747174263,0.0947267934679985,0.16898855566978455,0.1635126769542694,0.15698999166488647,0.16427074372768402,0.16095183789730072,0.28740859031677246,0.20896899700164795,0.1324693262577057
league,0.16616638004779816,0.13690215349197388,0.17557655274868011,0.1692308783531189,0.13296619057655334,0.2930522859096527,0.18380607664585114,0.2724147439002991,0.2860257029533386,0.15941482782363892
jackpot,0.24854408204555511,0.3006378710269928,0.2240467369556427,0.14848759770393372,0.22935014963150024,0.21732641756534576,0.20551453530788422,0.2698078155517578,0.21351230144500732,0.23379074037075043
",",0.3087472915649414,0.2643522322177887,0.3015086054801941,0.2572524845600128,0.31658804416656494,0.2999197840690613,0.38860568404197693,0.4933079481124878,0.2428048849105835,0.31091248989105225
and,0.31309178471565247,0.2664144039154053,0.34479495882987976,0.19741864502429962,0.26761361956596375,0.25380003452301025,0.3765919506549835,0.5171257257461548,0.1930341124534607,0.20544172823429108
samuel,0.14263929426670074,0.12065006792545319,0.15969319641590118,0.31685560941696167,0.2872292995452881,0.07513099163770676,0.1937563121318817,0.15008985996246338,0.12394606322050095,0.09954892843961716
wanjiru,0.26609498262405396,0.2055552899837494,0.2138996571302414,0.1722787469625473,0.2668067216873169,0.13824868202209473,0.2731626331806183,0.29296931624412537,0.17062760889530182,0.21225790679454803
who,0.40942975878715515,0.3293072283267975,0.34038686752319336,0.27431395649909973,0.29589933156967163,0.25592827796936035,0.32549580931663513,0.3733934462070465,0.13613103330135345,0.26220351457595825
won,0.14840687811374664,0.13938455283641815,0.3493216037750244,0.12830187380313873,0.2557961642742157,0.667466402053833,0.27541208267211914,0.29432493448257446,0.35816338658332825,0.17925700545310974
the,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.1094505786895752,0.23078984022140503,0.28308698534965515,0.4565047025680542,1.0,0.22065100073814392,0.22068053483963013
men,0.18620994687080383,0.1384473443031311,0.284831702709198,0.1520330309867859,0.2452819049358368,0.22627849876880646,0.20609402656555176,0.26001617312431335,0.20731835067272186,0.1408759206533432
's,0.02692362666130066,0.06744367629289627,0.05069678649306297,0.0706351101398468,0.00530112162232399,0.04981255531311035,-0.055672239512205124,-0.01540423184633255,0.023162391036748886,-0.023395681753754616
marathon,0.14246274530887604,0.13071514666080475,0.15545913577079773,0.2117454707622528,0.2670169770717621,0.30749350786209106,0.14385783672332764,0.20494653284549713,0.3846321702003479,0.1344921737909317
.,0.3567904531955719,0.30548352003097534,0.35288307070732117,0.2250751107931137,0.22442509233951569,0.25577837228775024,0.35870397090911865,0.5934505462646484,0.20740215480327606,0.4130953550338745
