,what,was,compounding,seen,as,being,in,the,locomotive,construction,industry,?
road,0.14859327673912048,0.21728332340717316,0.12778399884700775,0.1558188796043396,0.14971306920051575,0.1944700926542282,0.23586870729923248,0.27181798219680786,0.22071491181850433,0.2743386924266815,0.1617625206708908,0.10894691944122314
engines,0.1634974628686905,0.18948708474636078,0.2879071533679962,0.1426033079624176,0.17400804162025452,0.21743115782737732,0.18084456026554108,0.2245008647441864,0.44465139508247375,0.26423126459121704,0.18980374932289124,0.18940703570842743
and,0.31309178471565247,0.3740963041782379,0.27331241965293884,0.2522655725479126,0.49487000703811646,0.4286794066429138,0.4954058527946472,0.5171257257461548,0.19402746856212616,0.22762417793273926,0.2615980803966522,0.20544172823429108
almost,0.2467888444662094,0.2474903166294098,0.20219023525714874,0.2635960578918457,0.3135391175746918,0.3439292013645172,0.3422279357910156,0.3341992199420929,0.1314721703529358,0.18825915455818176,0.19969600439071655,0.1372147500514984
universal,0.20640362799167633,0.210410475730896,0.20618468523025513,0.18596872687339783,0.2161426991224289,0.17452847957611084,0.17730140686035156,0.2359178364276886,0.09743326902389526,0.1862182319164276,0.20162025094032288,0.2074412703514099
for,0.3017193675041199,0.3863949179649353,0.2905847132205963,0.24296747148036957,0.44774648547172546,0.41687241196632385,0.4322226941585541,0.4739971458911896,0.21255847811698914,0.2193669229745865,0.29360833764076233,0.264628142118454
marine,0.15737493336200714,0.14990459382534027,0.1916746199131012,0.16864365339279175,0.21632720530033112,0.13906675577163696,0.24858763813972473,0.2547752857208252,0.16180136799812317,0.18243534862995148,0.23105669021606445,0.1407923698425293
engines,0.1634974628686905,0.18948708474636078,0.2879071533679962,0.1426033079624176,0.17400804162025452,0.21743115782737732,0.18084456026554108,0.2245008647441864,0.44465139508247375,0.26423126459121704,0.18980374932289124,0.18940703570842743
after,0.21973377466201782,0.49306565523147583,0.19390618801116943,0.19738811254501343,0.3014480769634247,0.37292909622192383,0.44050168991088867,0.4565047025680542,0.11773893237113953,0.12076519429683685,0.17590151727199554,0.16608688235282898
1880,0.08119592815637589,-0.05979476869106293,0.10258834809064865,0.09567707777023315,-0.009431961923837662,0.09490898996591568,0.04348104074597359,0.0793314129114151,0.11580178886651993,0.07504499703645706,-0.09502562135457993,0.07120001316070557
;,0.10986888408660889,0.0754367932677269,0.03347131982445717,0.21329183876514435,0.05586666986346245,0.1324254721403122,0.092739537358284,0.09152708947658539,-0.06841354817152023,-0.043724749237298965,0.046460509300231934,0.10349778085947037
it,0.45803478360176086,0.4577186405658722,0.2514593005180359,0.2688419222831726,0.4461488723754883,0.3926103413105011,0.5130809545516968,0.6251175999641418,0.19767162203788757,0.22723008692264557,0.30692151188850403,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.13572673499584198,0.2286430299282074,0.3677520453929901,0.5201660394668579,0.45514053106307983,0.48711544275283813,0.17496159672737122,0.224521666765213,0.28708288073539734,0.18412111699581146
not,0.5449194312095642,0.2888734042644501,0.2975088059902191,0.32236090302467346,0.5105602741241455,0.4366016089916229,0.3403114080429077,0.4310511648654938,0.1358117014169693,0.18513305485248566,0.2183399796485901,0.41942933201789856
universally,0.33443203568458557,0.2689116597175598,0.27447307109832764,0.3059566915035248,0.3468949794769287,0.37630560994148254,0.21270988881587982,0.31427526473999023,0.1508491486310959,0.21028655767440796,0.17398673295974731,0.2618650197982788
popular,0.186283677816391,0.2916531562805176,0.19683460891246796,0.25026196241378784,0.2382158637046814,0.23017168045043945,0.3157482445240021,0.2724021077156067,0.13793770968914032,0.0642460510134697,0.2699902653694153,0.13108457624912262
in,0.30808621644973755,0.45514053106307983,0.20182771980762482,0.28402701020240784,0.3887844979763031,0.33162933588027954,1.0,0.6662389636039734,0.19649046659469604,0.3031303882598877,0.2675124704837799,0.20430970191955566
railway,0.16704553365707397,0.20427824556827545,0.10561233013868332,0.1115955114364624,0.19128337502479553,0.17439481616020203,0.2326211929321289,0.2692219316959381,0.562675416469574,0.3341847062110901,0.23102398216724396,0.07994066178798676
locomotives,0.12965811789035797,0.15560707449913025,0.20085693895816803,0.05616715922951698,0.17339439690113068,0.2020994871854782,0.17941859364509583,0.20427684485912323,0.9529002904891968,0.3077154755592346,0.2010624259710312,0.13195066154003143
where,0.4457937180995941,0.20731619000434875,0.24909266829490662,0.25857648253440857,0.35409465432167053,0.34980592131614685,0.5344807505607605,0.5003893971443176,0.14270856976509094,0.16534434258937836,0.17334602773189545,0.24793872237205505
it,0.45803478360176086,0.4577186405658722,0.2514593005180359,0.2688419222831726,0.4461488723754883,0.3926103413105011,0.5130809545516968,0.6251175999641418,0.19767162203788757,0.22723008692264557,0.30692151188850403,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.13572673499584198,0.2286430299282074,0.3677520453929901,0.5201660394668579,0.45514053106307983,0.48711544275283813,0.17496159672737122,0.224521666765213,0.28708288073539734,0.18412111699581146
often,0.3849453330039978,0.2700076997280121,0.3797283172607422,0.375270277261734,0.405699223279953,0.46722131967544556,0.3380797803401947,0.38004449009895325,0.10979195684194565,0.21097835898399353,0.2576743960380554,0.23748154938220978
perceived,0.35275155305862427,0.22454136610031128,0.23654530942440033,0.3787027597427368,0.23795050382614136,0.3063981235027313,0.1872926652431488,0.2552545368671417,0.1698351800441742,0.10038305819034576,0.197184756398201,0.20685844123363495
as,0.31749409437179565,0.3677520453929901,0.3089309334754944,0.35132327675819397,1.0,0.46524563431739807,0.3887844979763031,0.48381632566452026,0.15830984711647034,0.22668303549289703,0.2246265709400177,0.27043893933296204
complicated,0.34040677547454834,0.1945992410182953,0.33057910203933716,0.263445109128952,0.21662674844264984,0.23692268133163452,0.2114717811346054,0.2161325067281723,0.15154200792312622,0.2841531038284302,0.21488521993160248,0.23008595407009125
.,0.3567904531955719,0.40146201848983765,0.2173369824886322,0.30320122838020325,0.515582263469696,0.35574623942375183,0.5591574311256409,0.5934505462646484,0.23093467950820923,0.23682771623134613,0.24857841432094574,0.4130953550338745
