,who,did,bskyb,team,up,with,because,it,was,not,part,of,the,consortium,?
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
bskyb,0.14450614154338837,0.15346096456050873,1.0000001192092896,0.26274579763412476,0.08906863629817963,0.18421940505504608,0.1724315732717514,0.16915087401866913,0.21192802488803864,0.1742992103099823,0.21477334201335907,0.16413870453834534,0.20915858447551727,0.36870452761650085,0.2979319989681244
was,0.3318818509578705,0.41399896144866943,0.21192802488803864,0.13986483216285706,0.24070115387439728,0.27411898970603943,0.3841400742530823,0.4577186405658722,1.0000001192092896,0.2888734042644501,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.23789207637310028,0.18412111699581146
able,0.38891562819480896,0.43777281045913696,0.11477769166231155,0.1471283733844757,0.2768653929233551,0.3051167130470276,0.39419153332710266,0.28575974702835083,0.19031302630901337,0.4786893427371979,0.1923971325159073,0.23883962631225586,0.3435857892036438,0.12769238650798798,0.260649710893631
to,0.42656609416007996,0.4452643394470215,0.16040074825286865,0.23889471590518951,0.40375280380249023,0.4239959120750427,0.5166091918945312,0.513711154460907,0.3636345863342285,0.5149973034858704,0.2875264883041382,0.41548454761505127,0.535392165184021,0.17120765149593353,0.29463258385658264
join,0.23541292548179626,0.272647500038147,0.16633468866348267,0.22575990855693817,0.3183782994747162,0.3150412142276764,0.2234508991241455,0.22181682288646698,0.1602792590856552,0.2531464695930481,0.35544097423553467,0.24810034036636353,0.3205963969230652,0.21490386128425598,0.13127188384532928
itv,0.15555207431316376,0.07018956542015076,0.2161550670862198,0.13556025922298431,0.15895915031433105,0.23120930790901184,0.15412305295467377,0.2016269713640213,0.17489363253116608,0.12075087428092957,0.20842663943767548,0.18129809200763702,0.2226376235485077,0.2152899205684662,0.16615986824035645
digital,0.1301393359899521,0.10377924144268036,0.2244831621646881,0.11232650279998779,0.04427381604909897,0.10750167816877365,0.1486710011959076,0.13123244047164917,0.14947694540023804,0.16233520209789276,0.1545180231332779,0.20011478662490845,0.18361380696296692,0.17918778955936432,0.12982943654060364
's,0.05599616840481758,0.05069678649306297,0.046084970235824585,0.04450521618127823,-0.08862818777561188,-0.04624466598033905,0.05210670828819275,0.06608816236257553,0.008974763564765453,0.002583299996331334,0.007562864106148481,-0.03817026689648628,-0.01540423184633255,0.03133011609315872,-0.023395681753754616
free-to-air,0.30989640951156616,0.23344339430332184,0.26922181248664856,0.1381547600030899,0.24933505058288574,0.19830860197544098,0.27565374970436096,0.2939315438270569,0.26092469692230225,0.305024117231369,0.24018797278404236,0.27416685223579407,0.2850368618965149,0.278039813041687,0.2213255912065506
replacement,0.16264943778514862,0.186737060546875,0.11480539292097092,0.19724896550178528,0.1907779574394226,0.25029611587524414,0.3144325017929077,0.24963794648647308,0.24185067415237427,0.27474507689476013,0.18091551959514618,0.18200843036174774,0.27791428565979004,0.22896385192871094,0.14126648008823395
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
freeview,0.19009363651275635,0.18080000579357147,0.34901928901672363,0.1629960685968399,0.1331585794687271,0.1863894760608673,0.10699031502008438,0.1526186764240265,0.13648933172225952,0.16962453722953796,0.15252387523651123,0.13461066782474518,0.16483408212661743,0.3533586263656616,0.21317297220230103
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
in,0.2792111933231354,0.2593238651752472,0.22606848180294037,0.18841172754764557,0.3120773434638977,0.4080928862094879,0.37423941493034363,0.5130809545516968,0.45514053106307983,0.3403114080429077,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.16420601308345795,0.20430970191955566
which,0.3688730001449585,0.2750149369239807,0.17957738041877747,0.17144864797592163,0.36388060450553894,0.46403205394744873,0.5717213749885559,0.616637647151947,0.2830964922904968,0.46766895055770874,0.4460882246494293,0.5011631846427917,0.6521818041801453,0.24146662652492523,0.25814583897590637
it,0.2868398427963257,0.2993364930152893,0.16915087401866913,0.1370134800672531,0.36426842212677,0.3369046747684479,0.4849289059638977,0.9999999403953552,0.4577186405658722,0.4651523232460022,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.20628410577774048,0.25732165575027466
holds,0.15431830286979675,0.10343386977910995,0.1368696093559265,0.1700173318386078,0.2398734837770462,0.2882748246192932,0.1928166300058365,0.19280323386192322,0.17313162982463837,0.14748698472976685,0.2316647320985794,0.2644946873188019,0.28190866112709045,0.14659790694713593,0.11379207670688629
an,0.2848317325115204,0.22598257660865784,0.1599401980638504,0.09274635463953018,0.2649265229701996,0.2730048894882202,0.3022964894771576,0.39472338557243347,0.3694365322589874,0.3722182512283325,0.3128427565097809,0.32280945777893066,0.4207492768764496,0.1414344310760498,0.19793890416622162
equal,0.16318732500076294,0.24451929330825806,0.15817704796791077,0.1697319895029068,0.22899813950061798,0.21992500126361847,0.30544671416282654,0.18672451376914978,0.1280919909477234,0.3458034098148346,0.15548284351825714,0.2787107825279236,0.21154357492923737,0.1306598037481308,0.15421567857265472
stake,0.3027728497982025,0.19136126339435577,0.16684943437576294,0.22206419706344604,0.27736955881118774,0.18100062012672424,0.2074175328016281,0.17091546952724457,0.26709216833114624,0.20704619586467743,0.17644090950489044,0.23804813623428345,0.23719215393066406,0.13781879842281342,0.10940878093242645
with,0.3282766342163086,0.25472134351730347,0.18421940505504608,0.21111343801021576,0.38676461577415466,0.9999999403953552,0.3967972993850708,0.3369046747684479,0.27411898970603943,0.3409014642238617,0.294111043214798,0.41827285289764404,0.4223487675189972,0.19158050417900085,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,0.20915858447551727,0.22564226388931274,0.38423117995262146,0.4223487675189972,0.44596394896507263,0.6251175999641418,0.48711544275283813,0.4310511648654938,0.527681291103363,0.733189046382904,1.0,0.21173879504203796,0.22068053483963013
bbc,0.2086644321680069,0.1677953153848648,0.13325032591819763,0.11248676478862762,0.1300956904888153,0.20973603427410126,0.1379026621580124,0.18502579629421234,0.19087861478328705,0.17192764580249786,0.15773649513721466,0.1797877550125122,0.2735401690006256,0.18747295439243317,0.20556949079036713
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
itv,0.15555207431316376,0.07018956542015076,0.2161550670862198,0.13556025922298431,0.15895915031433105,0.23120930790901184,0.15412305295467377,0.2016269713640213,0.17489363253116608,0.12075087428092957,0.20842663943767548,0.18129809200763702,0.2226376235485077,0.2152899205684662,0.16615986824035645
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.372031033039093,0.48329564929008484,0.45456063747406006,0.3769696354866028,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.26697972416877747,0.31091248989105225
channel,0.17347675561904907,0.09007708728313446,0.17153316736221313,0.16804330050945282,0.1488931030035019,0.17526158690452576,0.2112375646829605,0.2505355477333069,0.15624403953552246,0.18109528720378876,0.24387416243553162,0.1671900898218155,0.2860044836997986,0.22427791357040405,0.20176179707050323
4,0.09137360751628876,0.0646207332611084,0.16254061460494995,0.12089856714010239,0.024574676528573036,0.06829915195703506,-0.008644558489322662,0.03282322362065315,0.23394860327243805,-0.0563298724591732,0.1201947033405304,0.17227263748645782,0.15499350428581238,0.12001927196979523,0.010515431873500347
and,0.41279885172843933,0.34479495882987976,0.2175528109073639,0.22394508123397827,0.4032393991947174,0.5477725267410278,0.5069696307182312,0.40957894921302795,0.3740963041782379,0.39099299907684326,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.23358505964279175,0.20544172823429108
national,0.18105065822601318,0.17743784189224243,0.26136502623558044,0.379366934299469,0.1605576127767563,0.15206176042556763,0.19070009887218475,0.16561564803123474,0.2433898150920868,0.18304212391376495,0.1833047866821289,0.3314673602581024,0.32739606499671936,0.24826529622077942,0.15643028914928436
grid,0.0862450897693634,0.148274764418602,0.23934268951416016,0.23632681369781494,0.16932114958763123,0.20578068494796753,0.1553090363740921,0.18698035180568695,0.13947530090808868,0.20192311704158783,0.18203705549240112,0.148208349943161,0.23861107230186462,0.27185317873954773,0.12156084924936295
wireless,0.20816148817539215,0.11166471242904663,0.24499718844890594,0.20671382546424866,0.1597243845462799,0.17823590338230133,0.177839994430542,0.19975902140140533,0.1810203492641449,0.20431891083717346,0.16951274871826172,0.16934619843959808,0.2474355399608612,0.3087722361087799,0.08461163192987442
.,0.3541337847709656,0.35288307070732117,0.2844841778278351,0.26467522978782654,0.351434588432312,0.4446153938770294,0.45765790343284607,0.5593622326850891,0.40146201848983765,0.4824007451534271,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.25094377994537354,0.4130953550338745
