,combustion,is,caused,by,an,oxidant,and,a,fuel,.,what,role,does,oxygen,play,in,combustion,?
are,0.25038084387779236,0.5330929756164551,0.20968151092529297,0.37842893600463867,0.1556541919708252,0.2303885966539383,0.48576638102531433,0.265255331993103,0.206919863820076,0.3452940285205841,0.29724663496017456,0.1439027637243271,0.3126322329044342,0.24342744052410126,0.237369567155838,0.3841303884983063,0.25038084387779236,0.24591213464736938
brought,0.1861857771873474,0.1763010025024414,0.42107445001602173,0.23560477793216705,0.17566871643066406,0.18585261702537537,0.3560350239276886,0.2422461211681366,0.11318693310022354,0.31484454870224,0.26212388277053833,0.15444748103618622,0.1843709498643875,0.14021387696266174,0.1460178941488266,0.25879573822021484,0.1861857771873474,0.2339296191930771
into,0.23633511364459991,0.2619607150554657,0.24910937249660492,0.30473223328590393,0.2105669528245926,0.12329038232564926,0.36597734689712524,0.3461161255836487,0.2483680099248886,0.26250120997428894,0.2180619090795517,0.12190651893615723,0.22312942147254944,0.21192055940628052,0.14213018119335175,0.38021373748779297,0.23633511364459991,0.15662476420402527
close,0.1396368443965912,0.26769399642944336,0.20250415802001953,0.17142534255981445,0.2079244703054428,0.13313435018062592,0.32415980100631714,0.2293529510498047,0.16976116597652435,0.2501809298992157,0.23424343764781952,0.1360762119293213,0.1352686882019043,0.1973634660243988,0.14935699105262756,0.23149028420448303,0.1396368443965912,0.1908312737941742
proximity,0.18326571583747864,0.23200470209121704,0.21359629929065704,0.1538199782371521,0.1621815413236618,0.21868708729743958,0.2703063488006592,0.22286240756511688,0.2293081283569336,0.13586711883544922,0.20552685856819153,0.1194048821926117,0.16173985600471497,0.2172556072473526,0.09727337211370468,0.17977841198444366,0.18326571583747864,0.046892885118722916
;,-0.016691407188773155,0.05324986204504967,-0.025950713083148003,0.10469875484704971,-0.0424368716776371,0.05205356329679489,0.08403264731168747,-0.02122584730386734,-0.009314785711467266,0.09254473447799683,0.10986888408660889,0.09915658086538315,0.0650511160492897,0.010789583437144756,0.08712074160575867,0.092739537358284,-0.016691407188773155,0.10349778085947037
an,0.2821415066719055,0.4654068350791931,0.2219875156879425,0.2719563841819763,1.0,0.15429629385471344,0.2838519215583801,0.44552403688430786,0.194906547665596,0.3581749200820923,0.2821882665157318,0.23719340562820435,0.29477936029434204,0.20976382493972778,0.1214400976896286,0.2605783939361572,0.2821415066719055,0.19793890416622162
ignition,0.5514559745788574,0.194061741232872,0.29103198647499084,0.2452095001935959,0.2361132651567459,0.44089990854263306,0.2189369946718216,0.3030063509941101,0.4321945905685425,0.24304911494255066,0.22602982819080353,0.24444139003753662,0.21442683041095734,0.4001501500606537,0.1595740169286728,0.2389596700668335,0.5514559745788574,0.17905962467193604
event,0.18331758677959442,0.2078172266483307,0.29243823885917664,0.2186535894870758,0.188729926943779,0.09314820170402527,0.17869816720485687,0.2635729908943176,0.1470545083284378,0.2068977802991867,0.26981404423713684,0.19818860292434692,0.1039440929889679,0.1882515251636505,0.17771339416503906,0.27304479479789734,0.18331758677959442,0.16076280176639557
",",0.2079315334558487,0.4691906273365021,0.2600580155849457,0.3680937886238098,0.3581022024154663,0.196798637509346,0.6633074283599854,0.427140474319458,0.19458916783332825,0.6812511086463928,0.3087472915649414,0.199491485953331,0.28617382049560547,0.21812842786312103,0.2231253683567047,0.5201468467712402,0.2079315334558487,0.31091248989105225
such,0.27440348267555237,0.23545363545417786,0.21994410455226898,0.2736194431781769,0.2025681436061859,0.24292097985744476,0.44540345668792725,0.2706976532936096,0.1929764300584793,0.3298943042755127,0.23989605903625488,0.22270740568637848,0.2787191867828369,0.23563316464424133,0.15096893906593323,0.2704046070575714,0.27440348267555237,0.17851735651493073
as,0.20783719420433044,0.43216490745544434,0.16101646423339844,0.3815547823905945,0.37218472361564636,0.2240496575832367,0.49487000703811646,0.39550232887268066,0.18854616582393646,0.515582263469696,0.31749409437179565,0.4036863148212433,0.31202155351638794,0.16691245138645172,0.2074424922466278,0.3887844979763031,0.20783719420433044,0.27043893933296204
heat,0.5117379426956177,0.20543494820594788,0.2602020800113678,0.18109887838363647,0.20739661157131195,0.40341007709503174,0.2678423523902893,0.2243129312992096,0.4278028905391693,0.27046459913253784,0.1933984011411667,0.1279361993074417,0.24580630660057068,0.43486419320106506,0.1841374635696411,0.20852652192115784,0.5117379426956177,0.16343188285827637
or,0.3234851062297821,0.41870999336242676,0.34061622619628906,0.30274316668510437,0.3096676766872406,0.2708428204059601,0.4713204801082611,0.48853766918182373,0.21729646623134613,0.36683785915374756,0.33867141604423523,0.15656788647174835,0.4248845875263214,0.2669152021408081,0.17195537686347961,0.3586423695087433,0.3234851062297821,0.32389625906944275
a,0.3238258957862854,0.658733606338501,0.22472180426120758,0.32094135880470276,0.44552403688430786,0.17918261885643005,0.3739250600337982,1.0,0.199651837348938,0.50484299659729,0.3320399522781372,0.22880133986473083,0.38201746344566345,0.21662019193172455,0.21130098402500153,0.539380669593811,0.3238258957862854,0.23916715383529663
spark,0.46677857637405396,0.1769925057888031,0.2923218011856079,0.24347957968711853,0.20655225217342377,0.3077169358730316,0.2533535361289978,0.26829463243484497,0.34965264797210693,0.2980855405330658,0.23506906628608704,0.17504458129405975,0.16278895735740662,0.23289398849010468,0.14122547209262848,0.24903637170791626,0.46677857637405396,0.25924956798553467
",",0.2079315334558487,0.4691906273365021,0.2600580155849457,0.3680937886238098,0.3581022024154663,0.196798637509346,0.6633074283599854,0.427140474319458,0.19458916783332825,0.6812511086463928,0.3087472915649414,0.199491485953331,0.28617382049560547,0.21812842786312103,0.2231253683567047,0.5201468467712402,0.2079315334558487,0.31091248989105225
is,0.27011600136756897,1.0,0.16288428008556366,0.3899846076965332,0.4654068350791931,0.2354770302772522,0.3859752118587494,0.658733606338501,0.1733948439359665,0.4569662809371948,0.28837618231773376,0.20847192406654358,0.4403602182865143,0.21825239062309265,0.2174319475889206,0.5394441485404968,0.27011600136756897,0.22961433231830597
needed,0.30804261565208435,0.21605761349201202,0.2747889757156372,0.24527448415756226,0.27356213331222534,0.19236932694911957,0.32021039724349976,0.2915569543838501,0.3041585385799408,0.31272366642951965,0.3631289601325989,0.160268172621727,0.36562326550483704,0.3129199147224426,0.14408482611179352,0.21117523312568665,0.30804261565208435,0.2863257825374603
to,0.21775685250759125,0.42745086550712585,0.2414499819278717,0.33534231781959534,0.3138085603713989,0.14381618797779083,0.48971283435821533,0.45503583550453186,0.20716820657253265,0.4645031690597534,0.455847829580307,0.17841029167175293,0.4391997456550598,0.24193501472473145,0.272149920463562,0.45010748505592346,0.21775685250759125,0.29463258385658264
trigger,0.32824447751045227,0.19706949591636658,0.3475503623485565,0.272244393825531,0.22214561700820923,0.27140575647354126,0.1207614615559578,0.25678765773773193,0.17337433993816376,0.21539413928985596,0.25090304017066956,0.2535460293292999,0.16490909457206726,0.19176627695560455,0.14068062603473663,0.1758493185043335,0.32824447751045227,0.22531388700008392
combustion,1.0,0.27011600136756897,0.2847011089324951,0.22674179077148438,0.2821415066719055,0.5062301158905029,0.21818570792675018,0.3238258957862854,0.6050742268562317,0.2124136984348297,0.2678600549697876,0.1904425173997879,0.25344738364219666,0.4784593880176544,0.13956379890441895,0.2270977944135666,1.0,0.2177530825138092
.,0.2124136984348297,0.4569662809371948,0.2413787543773651,0.3936232924461365,0.3581749200820923,0.19781632721424103,0.588965117931366,0.50484299659729,0.17959722876548767,1.0000001192092896,0.3567904531955719,0.22067026793956757,0.3022993505001068,0.2554275095462799,0.25552695989608765,0.5591574311256409,0.2124136984348297,0.4130953550338745
,combustion,is,caused,by,an,oxidant,and,a,fuel,.,what,role,does,oxygen,play,in,combustion,?
oxygen,0.4784593880176544,0.21825239062309265,0.2115125060081482,0.1292176991701126,0.20976382493972778,0.5967409014701843,0.22261030972003937,0.21662019193172455,0.4038860499858856,0.2554275095462799,0.16781960427761078,0.11571505665779114,0.2380215972661972,0.9999999403953552,0.17069974541664124,0.1672476977109909,0.4784593880176544,0.16786395013332367
is,0.27011600136756897,1.0,0.16288428008556366,0.3899846076965332,0.4654068350791931,0.2354770302772522,0.3859752118587494,0.658733606338501,0.1733948439359665,0.4569662809371948,0.28837618231773376,0.20847192406654358,0.4403602182865143,0.21825239062309265,0.2174319475889206,0.5394441485404968,0.27011600136756897,0.22961433231830597
the,0.2447446882724762,0.5823672413825989,0.24990202486515045,0.4408751428127289,0.4207492768764496,0.11597110331058502,0.5171257257461548,0.5829201340675354,0.18534968793392181,0.5934505462646484,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.20428593456745148,0.24793598055839539,0.6662389636039734,0.2447446882724762,0.22068053483963013
oxidant,0.5062301158905029,0.2354770302772522,0.23924286663532257,0.18563012778759003,0.15429629385471344,1.0,0.1817924827337265,0.17918261885643005,0.3699948191642761,0.19781632721424103,0.18022389709949493,0.19786877930164337,0.19180956482887268,0.5967409014701843,0.10157414525747299,0.15387029945850372,0.5062301158905029,0.1495976597070694
",",0.2079315334558487,0.4691906273365021,0.2600580155849457,0.3680937886238098,0.3581022024154663,0.196798637509346,0.6633074283599854,0.427140474319458,0.19458916783332825,0.6812511086463928,0.3087472915649414,0.199491485953331,0.28617382049560547,0.21812842786312103,0.2231253683567047,0.5201468467712402,0.2079315334558487,0.31091248989105225
not,0.2672426402568817,0.3776007890701294,0.30225664377212524,0.291808545589447,0.3722182512283325,0.1688557267189026,0.39099299907684326,0.3791346549987793,0.221099391579628,0.4824007451534271,0.5449194312095642,0.1859561651945114,0.6355478763580322,0.2703026235103607,0.23099683225154877,0.3403114080429077,0.2672426402568817,0.41942933201789856
the,0.2447446882724762,0.5823672413825989,0.24990202486515045,0.4408751428127289,0.4207492768764496,0.11597110331058502,0.5171257257461548,0.5829201340675354,0.18534968793392181,0.5934505462646484,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.20428593456745148,0.24793598055839539,0.6662389636039734,0.2447446882724762,0.22068053483963013
fuel,0.6050742268562317,0.1733948439359665,0.1841161698102951,0.14972494542598724,0.194906547665596,0.3699948191642761,0.22683054208755493,0.199651837348938,0.9999999403953552,0.17959722876548767,0.1848171502351761,0.1452024281024933,0.1973627209663391,0.4038860499858856,0.16860541701316833,0.17527905106544495,0.6050742268562317,0.10583324730396271
",",0.2079315334558487,0.4691906273365021,0.2600580155849457,0.3680937886238098,0.3581022024154663,0.196798637509346,0.6633074283599854,0.427140474319458,0.19458916783332825,0.6812511086463928,0.3087472915649414,0.199491485953331,0.28617382049560547,0.21812842786312103,0.2231253683567047,0.5201468467712402,0.2079315334558487,0.31091248989105225
but,0.2535974681377411,0.4106791317462921,0.2920179069042206,0.3159136474132538,0.27760404348373413,0.19337508082389832,0.5762497186660767,0.44750767946243286,0.21947205066680908,0.46573564410209656,0.5029441118240356,0.20809265971183777,0.4353378415107727,0.262522429227829,0.24735544621944427,0.48674455285072327,0.2535974681377411,0.27921953797340393
nevertheless,0.2521827220916748,0.21570613980293274,0.16793392598628998,0.2397531419992447,0.1593138426542282,0.16349312663078308,0.3088074028491974,0.25812849402427673,0.14588849246501923,0.23378722369670868,0.3331672251224518,0.20237047970294952,0.2767619490623474,0.11140132695436478,0.1579960286617279,0.2971154749393463,0.2521827220916748,0.12207362055778503
the,0.2447446882724762,0.5823672413825989,0.24990202486515045,0.4408751428127289,0.4207492768764496,0.11597110331058502,0.5171257257461548,0.5829201340675354,0.18534968793392181,0.5934505462646484,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.20428593456745148,0.24793598055839539,0.6662389636039734,0.2447446882724762,0.22068053483963013
source,0.2858010232448578,0.2948454022407532,0.17793048918247223,0.1939312070608139,0.23689579963684082,0.22327563166618347,0.24024291336536407,0.18778453767299652,0.2415904551744461,0.2883438467979431,0.2553733289241791,0.1651073843240738,0.26390188932418823,0.18365855515003204,0.13357676565647125,0.24019475281238556,0.2858010232448578,0.2462312877178192
of,0.25126782059669495,0.4854315221309662,0.29665443301200867,0.3646814823150635,0.32280945777893066,0.16295582056045532,0.5116966962814331,0.5052502155303955,0.18857792019844055,0.5352458953857422,0.33290785551071167,0.1797693818807602,0.3119818866252899,0.16848602890968323,0.15350224077701569,0.5696388483047485,0.25126782059669495,0.1826142966747284
most,0.27073904871940613,0.41165053844451904,0.21835558116436005,0.270847886800766,0.2748267352581024,0.20751218497753143,0.4309377074241638,0.3508910834789276,0.16912871599197388,0.35404038429260254,0.3219912350177765,0.2083391547203064,0.30044323205947876,0.21728017926216125,0.1979195773601532,0.41416558623313904,0.27073904871940613,0.2107497900724411
of,0.25126782059669495,0.4854315221309662,0.29665443301200867,0.3646814823150635,0.32280945777893066,0.16295582056045532,0.5116966962814331,0.5052502155303955,0.18857792019844055,0.5352458953857422,0.33290785551071167,0.1797693818807602,0.3119818866252899,0.16848602890968323,0.15350224077701569,0.5696388483047485,0.25126782059669495,0.1826142966747284
the,0.2447446882724762,0.5823672413825989,0.24990202486515045,0.4408751428127289,0.4207492768764496,0.11597110331058502,0.5171257257461548,0.5829201340675354,0.18534968793392181,0.5934505462646484,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.20428593456745148,0.24793598055839539,0.6662389636039734,0.2447446882724762,0.22068053483963013
chemical,0.4644984006881714,0.2387559562921524,0.2140415906906128,0.21947693824768066,0.17447158694267273,0.5873833298683167,0.1947544515132904,0.24089328944683075,0.34517359733581543,0.23593789339065552,0.26249468326568604,0.17543673515319824,0.21786059439182281,0.46001601219177246,0.11320937424898148,0.23203688859939575,0.4644984006881714,0.2040288895368576
energy,0.4459593892097473,0.2171693742275238,0.19706611335277557,0.1721600890159607,0.22262732684612274,0.398794949054718,0.23934243619441986,0.21513298153877258,0.4932292401790619,0.22292809188365936,0.190252885222435,0.18328417837619781,0.23927782475948334,0.4261608421802521,0.13615837693214417,0.17693158984184265,0.4459593892097473,0.14860127866268158
released,0.1855190396308899,0.21587204933166504,0.17732198536396027,0.31595227122306824,0.15115685760974884,0.19920821487903595,0.2706851661205292,0.23456448316574097,0.15337412059307098,0.298698753118515,0.20228935778141022,0.23150716722011566,0.18354101479053497,0.17016007006168365,0.25597891211509705,0.2659924626350403,0.1855190396308899,0.20329579710960388
in,0.2270977944135666,0.5394441485404968,0.2494886964559555,0.370934396982193,0.2605783939361572,0.15387029945850372,0.4954058527946472,0.539380669593811,0.17527905106544495,0.5591574311256409,0.30808621644973755,0.243671715259552,0.214483380317688,0.1672476977109909,0.24321173131465912,1.0,0.2270977944135666,0.20430970191955566
combustion,1.0,0.27011600136756897,0.2847011089324951,0.22674179077148438,0.2821415066719055,0.5062301158905029,0.21818570792675018,0.3238258957862854,0.6050742268562317,0.2124136984348297,0.2678600549697876,0.1904425173997879,0.25344738364219666,0.4784593880176544,0.13956379890441895,0.2270977944135666,1.0,0.2177530825138092
.,0.2124136984348297,0.4569662809371948,0.2413787543773651,0.3936232924461365,0.3581749200820923,0.19781632721424103,0.588965117931366,0.50484299659729,0.17959722876548767,1.0000001192092896,0.3567904531955719,0.22067026793956757,0.3022993505001068,0.2554275095462799,0.25552695989608765,0.5591574311256409,0.2124136984348297,0.4130953550338745
