,what,plant,cells,have,chloroplasts,in,them,?
chloroplasts—the,0.2803087830543518,0.4992001950740814,0.6128944158554077,0.29177960753440857,0.9862650036811829,0.23659449815750122,0.3343314230442047,0.16164137423038483
chloroplasts,0.2524593770503998,0.5019698739051819,0.6158713102340698,0.29091566801071167,0.9999999403953552,0.21141497790813446,0.3422272205352783,0.13049766421318054
",",0.3087472915649414,0.25194862484931946,0.20582014322280884,0.3541618287563324,0.20794041454792023,0.5201468467712402,0.3985835015773773,0.31091248989105225
or,0.33867141604423523,0.31485456228256226,0.32840585708618164,0.46389055252075195,0.3088610768318176,0.3586423695087433,0.4516362249851227,0.32389625906944275
more,0.3484537899494171,0.20805960893630981,0.23931537568569183,0.49033403396606445,0.244172602891922,0.32563260197639465,0.4907491207122803,0.27894994616508484
specifically,0.37581726908683777,0.2354973703622818,0.22992676496505737,0.3541400134563446,0.20205175876617432,0.2524903118610382,0.3258383274078369,0.2063003033399582
",",0.3087472915649414,0.25194862484931946,0.20582014322280884,0.3541618287563324,0.20794041454792023,0.5201468467712402,0.3985835015773773,0.31091248989105225
the,0.42745697498321533,0.28395459055900574,0.19095487892627716,0.40389683842658997,0.23062430322170258,0.6662389636039734,0.4788833558559418,0.22068053483963013
chlorophyll,0.23408083617687225,0.5267620086669922,0.5121519565582275,0.24365252256393433,0.8413407206535339,0.16032609343528748,0.2446841597557068,0.1099696233868599
in,0.30808621644973755,0.2597269117832184,0.1711641103029251,0.36843645572662354,0.21141497790813446,1.0,0.29119014739990234,0.20430970191955566
them,0.4994642734527588,0.2667370140552521,0.311052143573761,0.5357621312141418,0.3422272205352783,0.29119014739990234,1.0,0.35435691475868225
are,0.29724663496017456,0.26068687438964844,0.2908284366130829,0.6577680706977844,0.3103833794593811,0.3841303884983063,0.5206625461578369,0.24591213464736938
what,0.9999998807907104,0.23371253907680511,0.1758001297712326,0.39808809757232666,0.2524593770503998,0.30808621644973755,0.4994642734527588,0.5051238536834717
make,0.3792211413383484,0.2121713012456894,0.27159225940704346,0.49406614899635315,0.24682173132896423,0.268858402967453,0.5078237056732178,0.28314751386642456
the,0.42745697498321533,0.28395459055900574,0.19095487892627716,0.40389683842658997,0.23062430322170258,0.6662389636039734,0.4788833558559418,0.22068053483963013
photosynthetic,0.20943596959114075,0.5030929446220398,0.5247024893760681,0.3331293761730194,0.7179837822914124,0.23389901220798492,0.3153591454029083,0.15254013240337372
parts,0.3415631353855133,0.22942261397838593,0.22622589766979218,0.2987560033798218,0.26855015754699707,0.3282690644264221,0.3093731105327606,0.12310896813869476
of,0.33290785551071167,0.26645857095718384,0.21305565536022186,0.3802283704280853,0.23179760575294495,0.5696388483047485,0.34503093361854553,0.1826142966747284
a,0.3320399522781372,0.2010895311832428,0.2297232300043106,0.338716596364975,0.24622295796871185,0.539380669593811,0.3151612877845764,0.23916715383529663
plant,0.23371253907680511,1.0,0.3855547606945038,0.23837271332740784,0.5019698739051819,0.2597269117832184,0.2667370140552521,0.16613075137138367
green,0.16762696206569672,0.2619551122188568,0.22730255126953125,0.21818293631076813,0.32718849182128906,0.22731968760490417,0.161524698138237,0.11409882456064224
.,0.3567904531955719,0.25658002495765686,0.2868211269378662,0.41614407300949097,0.23868323862552643,0.5591574311256409,0.39945515990257263,0.4130953550338745
