,what,author,argues,pitching,the,conscience,versus,the,collective,?
vs.,0.13305185735225677,-0.0251218993216753,0.017361031845211983,0.22079579532146454,0.1071983203291893,0.0003884504549205303,0.28643637895584106,0.1071983203291893,0.09313264489173889,0.13077275454998016
the,0.42745697498321533,0.199458509683609,0.22893615067005157,0.2339552342891693,1.0,0.19696292281150818,0.2504773736000061,1.0,0.27278316020965576,0.22068053483963013
collective,0.27572712302207947,0.18808116018772125,0.2213168442249298,0.11306430399417877,0.27278316020965576,0.2579817771911621,0.10343949496746063,0.27278316020965576,1.0,0.18214865028858185
.,0.3567904531955719,0.21841131150722504,0.20865966379642487,0.2365615963935852,0.5934505462646484,0.2108810395002365,0.29986631870269775,0.5934505462646484,0.25546959042549133,0.4130953550338745
,what,author,argues,pitching,the,conscience,versus,the,collective,?
before,0.3801657259464264,0.19011589884757996,0.15466409921646118,0.26789718866348267,0.45900648832321167,0.20998400449752808,0.14251519739627838,0.45900648832321167,0.1278611719608307,0.2507109045982361
thoreau,0.3263375163078308,0.42066046595573425,0.3252781629562378,0.13081733882427216,0.30504027009010315,0.371707946062088,0.08550994843244553,0.30504027009010315,0.20033124089241028,0.1922200322151184
’,-0.01733604073524475,0.06474325805902481,0.06111302599310875,0.021279893815517426,-0.04090067744255066,-0.04609678313136101,0.05521639436483383,-0.04090067744255066,-0.08674931526184082,0.045561522245407104
s,0.3634900748729706,0.2121933400630951,0.2946944534778595,0.13553373515605927,0.46610721945762634,0.2152092158794403,0.2172023206949234,0.46610721945762634,0.21665416657924652,0.25130221247673035
imprisonment,0.16481763124465942,0.22898736596107483,0.2526206970214844,0.17726299166679382,0.20297037065029144,0.3154928982257843,0.14106535911560059,0.20297037065029144,0.21865929663181305,0.13416679203510284
",",0.3087472915649414,0.3292938470840454,0.23710490763187408,0.23856261372566223,0.4933079481124878,0.23749564588069916,0.25357702374458313,0.4933079481124878,0.2202715277671814,0.31091248989105225
when,0.4700249433517456,0.15577159821987152,0.1820296049118042,0.27950772643089294,0.5091903209686279,0.16114524006843567,0.21707047522068024,0.5091903209686279,0.18696531653404236,0.22841128706932068
a,0.3320399522781372,0.2428053617477417,0.21543139219284058,0.291593462228775,0.5829201340675354,0.23108726739883423,0.19023410975933075,0.5829201340675354,0.27772119641304016,0.23916715383529663
confused,0.3294311761856079,0.07059291750192642,0.16013090312480927,0.18220171332359314,0.26122042536735535,0.20515787601470947,0.08050563931465149,0.26122042536735535,0.11304589360952377,0.20451921224594116
taxman,0.20532892644405365,0.3577139973640442,0.2209172248840332,0.2124057412147522,0.30761873722076416,0.21590711176395416,0.18769000470638275,0.30761873722076416,0.2183772772550583,0.23942914605140686
had,0.23849567770957947,0.13582658767700195,0.2274441421031952,0.1796473115682602,0.3875846862792969,0.17436574399471283,0.17431512475013733,0.3875846862792969,0.1907660812139511,0.20728366076946259
wondered,0.48751917481422424,0.19530905783176422,0.23925332725048065,0.12092725187540054,0.2750171720981598,0.26779115200042725,0.10201377421617508,0.2750171720981598,0.14156611263751984,0.3926749527454376
aloud,0.36041581630706787,0.1976558119058609,0.16519023478031158,0.2550090253353119,0.24090228974819183,0.1596173495054245,0.10768978297710419,0.24090228974819183,0.15805666148662567,0.30062806606292725
about,0.47976887226104736,0.2008976936340332,0.30154821276664734,0.14698152244091034,0.37995871901512146,0.21302561461925507,0.20787997543811798,0.37995871901512146,0.18805117905139923,0.302409827709198
how,0.6468034982681274,0.0859091728925705,0.29068711400032043,0.2209850549697876,0.33890387415885925,0.2185904085636139,0.17526842653751373,0.33890387415885925,0.1633075475692749,0.4024120569229126
to,0.455847829580307,0.17901532351970673,0.2515730559825897,0.18346725404262543,0.535392165184021,0.28249964118003845,0.20347006618976593,0.535392165184021,0.20065781474113464,0.29463258385658264
handle,0.2843582332134247,0.1629965603351593,0.13964471220970154,0.24056753516197205,0.23661735653877258,0.1644519716501236,0.10764684528112411,0.23661735653877258,0.18145650625228882,0.3016141355037689
his,0.26976513862609863,0.27145451307296753,0.2510465085506439,0.25436902046203613,0.4394008219242096,0.33527660369873047,0.13950015604496002,0.4394008219242096,0.1950596123933792,0.18075084686279297
refusal,0.3242574632167816,0.21873614192008972,0.4061586260795593,0.1028687134385109,0.29118961095809937,0.409467875957489,0.25906988978385925,0.29118961095809937,0.16757413744926453,0.21465960144996643
to,0.455847829580307,0.17901532351970673,0.2515730559825897,0.18346725404262543,0.535392165184021,0.28249964118003845,0.20347006618976593,0.535392165184021,0.20065781474113464,0.29463258385658264
pay,0.2870062291622162,0.14367076754570007,0.21813736855983734,0.11335548013448715,0.1903611719608307,0.19016310572624207,0.20828112959861755,0.1903611719608307,0.1921110600233078,0.19821009039878845
",",0.3087472915649414,0.3292938470840454,0.23710490763187408,0.23856261372566223,0.4933079481124878,0.23749564588069916,0.25357702374458313,0.4933079481124878,0.2202715277671814,0.31091248989105225
thoreau,0.3263375163078308,0.42066046595573425,0.3252781629562378,0.13081733882427216,0.30504027009010315,0.371707946062088,0.08550994843244553,0.30504027009010315,0.20033124089241028,0.1922200322151184
had,0.23849567770957947,0.13582658767700195,0.2274441421031952,0.1796473115682602,0.3875846862792969,0.17436574399471283,0.17431512475013733,0.3875846862792969,0.1907660812139511,0.20728366076946259
advised,0.26456019282341003,0.1635560691356659,0.25096580386161804,0.13424180448055267,0.2796591818332672,0.204009011387825,0.09956201165914536,0.2796591818332672,0.13340261578559875,0.18871766328811646
",",0.3087472915649414,0.3292938470840454,0.23710490763187408,0.23856261372566223,0.4933079481124878,0.23749564588069916,0.25357702374458313,0.4933079481124878,0.2202715277671814,0.31091248989105225
“,-0.009074612520635128,-0.07097785919904709,0.0017662490718066692,-0.14609888195991516,-0.004561804234981537,-0.016978586092591286,0.07557767629623413,-0.004561804234981537,0.008071188814938068,-0.043535903096199036
resign.,0.20501631498336792,0.23582373559474945,0.16019193828105927,0.1233827993273735,0.16402755677700043,0.30072104930877686,0.14539459347724915,0.16402755677700043,0.029638411477208138,0.14793944358825684
”,-0.08669018000364304,-0.05547633394598961,-0.03187241405248642,0.08259739726781845,-0.13169695436954498,0.05049192160367966,-0.038456834852695465,-0.13169695436954498,-0.0016160996165126562,0.014230710454285145
if,0.5277165174484253,0.19036325812339783,0.25607624650001526,0.19676050543785095,0.33724796772003174,0.21421678364276886,0.19866010546684265,0.33724796772003174,0.2031726837158203,0.4441644251346588
a,0.3320399522781372,0.2428053617477417,0.21543139219284058,0.291593462228775,0.5829201340675354,0.23108726739883423,0.19023410975933075,0.5829201340675354,0.27772119641304016,0.23916715383529663
man,0.21916821599006653,0.1648831069469452,0.24348534643650055,0.1828404664993286,0.23171134293079376,0.2537567913532257,0.13922218978405,0.23171134293079376,0.131205752491951,0.2528940737247467
chose,0.2544066309928894,0.17038871347904205,0.2928543984889984,0.1413823664188385,0.3029356896877289,0.2771008610725403,0.1118009015917778,0.3029356896877289,0.12348413467407227,0.2465825378894806
to,0.455847829580307,0.17901532351970673,0.2515730559825897,0.18346725404262543,0.535392165184021,0.28249964118003845,0.20347006618976593,0.535392165184021,0.20065781474113464,0.29463258385658264
be,0.3929833769798279,0.13063909113407135,0.18555113673210144,0.2190980315208435,0.4248143136501312,0.2335495501756668,0.19440115988254547,0.4248143136501312,0.2113388478755951,0.3324260413646698
an,0.2821882665157318,0.2481902837753296,0.18228234350681305,0.1694769263267517,0.4207492768764496,0.13085684180259705,0.16961945593357086,0.4207492768764496,0.16553965210914612,0.19793890416622162
agent,0.1053810864686966,0.14871308207511902,0.12268469482660294,0.17750175297260284,0.1308915615081787,0.11536223441362381,0.06970485299825668,0.1308915615081787,0.21987108886241913,0.13699154555797577
of,0.33290785551071167,0.18473520874977112,0.24239063262939453,0.20131652057170868,0.733189046382904,0.22477462887763977,0.17810623347759247,0.733189046382904,0.3373034596443176,0.1826142966747284
injustice,0.33713334798812866,0.19903366267681122,0.34538698196411133,0.21291451156139374,0.2641722857952118,0.4635317623615265,0.27679744362831116,0.2641722857952118,0.17066837847232819,0.24520209431648254
",",0.3087472915649414,0.3292938470840454,0.23710490763187408,0.23856261372566223,0.4933079481124878,0.23749564588069916,0.25357702374458313,0.4933079481124878,0.2202715277671814,0.31091248989105225
then,0.4072686731815338,0.1861189752817154,0.17666131258010864,0.20259997248649597,0.4297412931919098,0.18245303630828857,0.17571373283863068,0.4297412931919098,0.16432027518749237,0.2884598970413208
thoreau,0.3263375163078308,0.42066046595573425,0.3252781629562378,0.13081733882427216,0.30504027009010315,0.371707946062088,0.08550994843244553,0.30504027009010315,0.20033124089241028,0.1922200322151184
insisted,0.3362210988998413,0.20272508263587952,0.31183338165283203,0.13916368782520294,0.22402240335941315,0.37840840220451355,0.18720364570617676,0.22402240335941315,0.20860067009925842,0.20097918808460236
on,0.34226128458976746,0.16987942159175873,0.17911744117736816,0.21447142958641052,0.5107308030128479,0.1647282987833023,0.24459919333457947,0.5107308030128479,0.19541382789611816,0.2714994251728058
confronting,0.28949445486068726,0.14686770737171173,0.37858912348747253,0.19524063169956207,0.27162379026412964,0.3741816580295563,0.28804153203964233,0.27162379026412964,0.15861296653747559,0.19677139818668365
him,0.34912991523742676,0.2045421302318573,0.2832242548465729,0.22112418711185455,0.39213326573371887,0.36644959449768066,0.16752023994922638,0.39213326573371887,0.10397780686616898,0.23943768441677094
with,0.2464839518070221,0.10924247652292252,0.18542061746120453,0.23158389329910278,0.4223487675189972,0.13041983544826508,0.2584722936153412,0.4223487675189972,0.2009037584066391,0.2433311939239502
the,0.42745697498321533,0.199458509683609,0.22893615067005157,0.2339552342891693,1.0,0.19696292281150818,0.2504773736000061,1.0,0.27278316020965576,0.22068053483963013
fact,0.4454877972602844,0.19162437319755554,0.2910977900028229,0.1545371413230896,0.32878658175468445,0.294413685798645,0.21392987668514252,0.32878658175468445,0.23761463165283203,0.2798655927181244
that,0.6297725439071655,0.19326357543468475,0.3249100148677826,0.2461608350276947,0.5473989248275757,0.29551413655281067,0.23611560463905334,0.5473989248275757,0.2541804015636444,0.32716336846351624
he,0.3114890456199646,0.27487581968307495,0.20686528086662292,0.261719286441803,0.4571082592010498,0.35881850123405457,0.17407837510108948,0.4571082592010498,0.12274986505508423,0.2089974731206894
was,0.22111038863658905,0.23446185886859894,0.1418202519416809,0.2099449783563614,0.48711544275283813,0.24309253692626953,0.19206516444683075,0.48711544275283813,0.1337047964334488,0.18412111699581146
making,0.30777570605278015,0.06974374502897263,0.19281788170337677,0.329919695854187,0.35185980796813965,0.19019578397274017,0.11594489961862564,0.35185980796813965,0.19817078113555908,0.2539324164390564
a,0.3320399522781372,0.2428053617477417,0.21543139219284058,0.291593462228775,0.5829201340675354,0.23108726739883423,0.19023410975933075,0.5829201340675354,0.27772119641304016,0.23916715383529663
choice,0.29363784193992615,0.09805505722761154,0.25315552949905396,0.16781021654605865,0.2640603482723236,0.31712982058525085,0.15992556512355804,0.2640603482723236,0.12886108458042145,0.28709158301353455
.,0.3567904531955719,0.21841131150722504,0.20865966379642487,0.2365615963935852,0.5934505462646484,0.2108810395002365,0.29986631870269775,0.5934505462646484,0.25546959042549133,0.4130953550338745
