,what,happened,to,the,dynamos,in,the,power,station,?
kilowatts,0.1843169778585434,0.1972520351409912,0.27093854546546936,0.24929918348789215,0.25880321860313416,0.24071413278579712,0.24929918348789215,0.42035141587257385,0.3350491523742676,0.2282012701034546
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.733189046382904,0.20738711953163147,0.5696388483047485,0.733189046382904,0.25273123383522034,0.17394597828388214,0.1826142966747284
high,0.20466077327728271,0.1266690045595169,0.28947713971138,0.28034812211990356,0.13219673931598663,0.2652597725391388,0.28034812211990356,0.15296027064323425,0.16837424039840698,0.11137914657592773
frequency,0.2807137370109558,0.16187864542007446,0.2516654431819916,0.20417852699756622,0.2802744209766388,0.17656390368938446,0.20417852699756622,0.2716194689273834,0.2738666832447052,0.17067383229732513
energy,0.190252885222435,0.12732411921024323,0.27179354429244995,0.26756542921066284,0.252238929271698,0.17693158984184265,0.26756542921066284,0.40430906414985657,0.2047489881515503,0.14860127866268158
liberated,0.18041864037513733,0.2530178129673004,0.2402469366788864,0.2949730455875397,0.14838363230228424,0.2565309703350067,0.2949730455875397,0.20770621299743652,0.15574516355991364,0.1415107548236847
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22256934642791748,0.5201468467712402,0.4933079481124878,0.2231994867324829,0.2482491284608841,0.31091248989105225
it,0.45803478360176086,0.3335137665271759,0.513711154460907,0.6251175999641418,0.13092629611492157,0.5130809545516968,0.6251175999641418,0.19430124759674072,0.2710883915424347,0.25732165575027466
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.48711544275283813,0.1745767891407013,0.45514053106307983,0.48711544275283813,0.1794997751712799,0.18833480775356293,0.18412111699581146
found,0.1796332150697708,0.21472208201885223,0.25225648283958435,0.3452354073524475,0.08457425981760025,0.39141854643821716,0.3452354073524475,0.0814623311161995,0.14098092913627625,0.16790300607681274
that,0.6297725439071655,0.4226365387439728,0.5436353087425232,0.5473989248275757,0.18960656225681305,0.435920387506485,0.5473989248275757,0.2680378556251526,0.18958641588687897,0.32716336846351624
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2381102442741394,0.6662389636039734,1.0,0.2647338807582855,0.23609806597232819,0.22068053483963013
dynamos,0.14836987853050232,0.09885106980800629,0.17252151668071747,0.2381102442741394,1.0,0.22034192085266113,0.2381102442741394,0.23348793387413025,0.20570725202560425,0.15026286244392395
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.22034192085266113,1.0,0.6662389636039734,0.16666220128536224,0.21784305572509766,0.20430970191955566
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.20734962821006775,0.539380669593811,0.5829201340675354,0.21580491960048676,0.21760036051273346,0.23916715383529663
power,0.22216427326202393,0.17995017766952515,0.27001675963401794,0.2647338807582855,0.23348793387413025,0.16666220128536224,0.2647338807582855,1.0000001192092896,0.23398734629154205,0.15304024517536163
house,0.200801283121109,0.20119883120059967,0.23688754439353943,0.2847244441509247,0.07826051115989685,0.20026938617229462,0.2847244441509247,0.20123694837093353,0.20819354057312012,0.13736455142498016
six,0.1779850870370865,0.24343010783195496,0.2762264311313629,0.3614266812801361,0.1651764065027237,0.3013422191143036,0.3614266812801361,0.16128666698932648,0.15948036313056946,0.15298804640769958
miles,0.1893789917230606,0.17728035151958466,0.2342754453420639,0.25706055760383606,0.15562035143375397,0.22700901329517365,0.25706055760383606,0.20183317363262177,0.27560678124427795,0.09363767504692078
away,0.2797873020172119,0.26310962438583374,0.36056286096572876,0.29030847549438477,0.22131897509098053,0.2264246642589569,0.29030847549438477,0.24215421080589294,0.15760616958141327,0.15156377851963043
were,0.22298263013362885,0.34330758452415466,0.31913647055625916,0.3906462490558624,0.16621358692646027,0.3815755248069763,0.3906462490558624,0.18395109474658966,0.09471219778060913,0.17890112102031708
repeatedly,0.3288915753364563,0.2510562241077423,0.3286038339138031,0.2483106106519699,0.1414363980293274,0.12541645765304565,0.2483106106519699,0.1950961798429489,0.11199510097503662,0.23499341309070587
burned,0.1846838891506195,0.30178001523017883,0.1863459348678589,0.27910104393959045,0.09502347558736801,0.2707434296607971,0.27910104393959045,0.2213473916053772,0.17982929944992065,0.14875538647174835
out,0.3633197546005249,0.3009033799171448,0.42386990785598755,0.39404502511024475,0.13291263580322266,0.3576207756996155,0.39404502511024475,0.17510327696800232,0.12507638335227966,0.22020699083805084
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22256934642791748,0.5201468467712402,0.4933079481124878,0.2231994867324829,0.2482491284608841,0.31091248989105225
due,0.15204688906669617,0.25907498598098755,0.35188060998916626,0.22577603161334991,0.14644357562065125,0.2516716718673706,0.22577603161334991,0.14605607092380524,0.15155097842216492,0.10954997688531876
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.17252151668071747,0.45010748505592346,0.535392165184021,0.27001675963401794,0.21352042257785797,0.29463258385658264
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2381102442741394,0.6662389636039734,1.0,0.2647338807582855,0.23609806597232819,0.22068053483963013
powerful,0.20215895771980286,0.15770725905895233,0.2654764950275421,0.3115491271018982,0.13703040778636932,0.17873525619506836,0.3115491271018982,0.4989265501499176,0.0728449895977974,0.12160622328519821
high,0.20466077327728271,0.1266690045595169,0.28947713971138,0.28034812211990356,0.13219673931598663,0.2652597725391388,0.28034812211990356,0.15296027064323425,0.16837424039840698,0.11137914657592773
frequency,0.2807137370109558,0.16187864542007446,0.2516654431819916,0.20417852699756622,0.2802744209766388,0.17656390368938446,0.20417852699756622,0.2716194689273834,0.2738666832447052,0.17067383229732513
currents,0.2076863795518875,0.17789025604724884,0.32454901933670044,0.30279916524887085,0.3422652781009674,0.22216472029685974,0.30279916524887085,0.30737069249153137,0.20409689843654633,0.07452256232500076
set,0.28954121470451355,0.19930636882781982,0.320547491312027,0.2927955985069275,0.12410255521535873,0.2663729190826416,0.2927955985069275,0.062340203672647476,0.08348681032657623,0.1698019951581955
up,0.28591108322143555,0.22031521797180176,0.40375280380249023,0.38423117995262146,0.1726325899362564,0.3120773434638977,0.38423117995262146,0.17929516732692719,0.15682145953178406,0.1819818764925003
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.22034192085266113,1.0,0.6662389636039734,0.16666220128536224,0.21784305572509766,0.20430970191955566
them,0.4994642734527588,0.26323723793029785,0.5916602611541748,0.4788833558559418,0.17468838393688202,0.29119014739990234,0.4788833558559418,0.2235332876443863,0.18132203817367554,0.35435691475868225
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22256934642791748,0.5201468467712402,0.4933079481124878,0.2231994867324829,0.2482491284608841,0.31091248989105225
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.21183881163597107,0.4954058527946472,0.5171257257461548,0.27496716380119324,0.19091129302978516,0.20544172823429108
which,0.5261979103088379,0.30552831292152405,0.5345056653022766,0.6521818041801453,0.29287123680114746,0.4840516746044159,0.6521818041801453,0.2490626573562622,0.20371483266353607,0.25814583897590637
caused,0.22264783084392548,0.4673246145248413,0.2414499819278717,0.24990202486515045,0.12702128291130066,0.2494886964559555,0.24990202486515045,0.18651482462882996,0.1069171130657196,0.20679491758346558
heavy,0.19175288081169128,0.20771586894989014,0.21586324274539948,0.2532151937484741,0.14505241811275482,0.2047721892595291,0.2532151937484741,0.21641260385513306,0.14703026413917542,0.16717074811458588
sparks,0.16156524419784546,0.1910284459590912,0.19766919314861298,0.22414858639240265,0.21898673474788666,0.22957658767700195,0.22414858639240265,0.3051007091999054,0.10389525443315506,0.2497585415840149
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.17252151668071747,0.45010748505592346,0.535392165184021,0.27001675963401794,0.21352042257785797,0.29463258385658264
jump,0.2194875180721283,0.14551445841789246,0.2180510014295578,0.17026731371879578,0.10788895934820175,0.15323598682880402,0.17026731371879578,0.12736378610134125,0.1798752248287201,0.1715405285358429
through,0.23167094588279724,0.22706985473632812,0.4062686562538147,0.44071322679519653,0.1298397332429886,0.38533157110214233,0.44071322679519653,0.20083147287368774,0.19871948659420013,0.16913433372974396
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2381102442741394,0.6662389636039734,1.0,0.2647338807582855,0.23609806597232819,0.22068053483963013
windings,0.18620242178440094,0.11903666704893112,0.26914840936660767,0.2855643630027771,0.22521068155765533,0.2382194548845291,0.2855643630027771,0.2517154812812805,0.27609336376190186,0.054720330983400345
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.21183881163597107,0.4954058527946472,0.5171257257461548,0.27496716380119324,0.19091129302978516,0.20544172823429108
destroy,0.24247540533542633,0.25986143946647644,0.3207848370075226,0.29802682995796204,0.1705898493528366,0.2346177101135254,0.29802682995796204,0.2499527633190155,0.16371993720531464,0.1295877993106842
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2381102442741394,0.6662389636039734,1.0,0.2647338807582855,0.23609806597232819,0.22068053483963013
insulation,0.23928013443946838,0.0788450688123703,0.25846171379089355,0.295167475938797,0.3280795216560364,0.22006434202194214,0.295167475938797,0.25696608424186707,0.23733220994472504,0.1434445083141327
!,0.2836626470088959,0.2011815905570984,0.1950651854276657,0.208593487739563,-0.009547684341669083,0.16947506368160248,0.208593487739563,0.1301971673965454,0.11070277541875839,0.45165371894836426
'',0.08143015950918198,-0.006055272184312344,-0.009905828163027763,0.041273195296525955,0.010264270007610321,0.07432962208986282,0.041273195296525955,0.03610771894454956,0.053449857980012894,0.018684765323996544
