,what,are,mps,unable,to,vote,upon,?
only,0.41415658593177795,0.4533037543296814,0.2103630006313324,0.36599376797676086,0.5096819996833801,0.2895023822784424,0.21554875373840332,0.2767370045185089
to,0.455847829580307,0.3504326641559601,0.11862298101186752,0.47413626313209534,1.0,0.2892617881298065,0.2616317570209503,0.29463258385658264
england,0.21399550139904022,0.1859399527311325,0.2679847776889801,0.18590128421783447,0.27769553661346436,0.13375721871852875,0.2295779436826706,0.13436897099018097
",",0.3087472915649414,0.4062570035457611,0.23008953034877777,0.20128878951072693,0.44245919585227966,0.27201512455940247,0.27234330773353577,0.31091248989105225
wales,0.1505342721939087,0.18246807157993317,0.23059262335300446,0.17497771978378296,0.23544639348983765,0.2055990993976593,0.12418106943368912,0.15627945959568024
and,0.31309178471565247,0.48576638102531433,0.2435135543346405,0.2742411196231842,0.48971283435821533,0.1828758865594864,0.2482176125049591,0.20544172823429108
northern,0.19332477450370789,0.1961788535118103,0.1836838722229004,0.08109775185585022,0.1886475831270218,0.21550679206848145,0.13041937351226807,0.13149388134479523
ireland,0.18062788248062134,0.15786117315292358,0.3138916492462158,0.19506387412548065,0.2296099066734314,0.25414562225341797,0.1394532024860382,0.10685748606920242
–,0.13008765876293182,0.08885963261127472,0.18125833570957184,0.15186196565628052,0.19410304725170135,0.16192154586315155,0.1408250331878662,0.2714554965496063
whilst,0.24058668315410614,0.2147148698568344,0.17423014342784882,0.3062075674533844,0.353153795003891,0.21510085463523865,0.24508997797966003,0.12100983411073685
english,0.25060737133026123,0.20190079510211945,0.17288672924041748,0.10924592614173889,0.21984367072582245,0.16018886864185333,0.13922592997550964,0.23251567780971527
",",0.3087472915649414,0.4062570035457611,0.23008953034877777,0.20128878951072693,0.44245919585227966,0.27201512455940247,0.27234330773353577,0.31091248989105225
scottish,0.13777151703834534,0.15686963498592377,0.3312152028083801,0.0504685714840889,0.1268421709537506,0.21137574315071106,0.14950676262378693,0.06442669779062271
",",0.3087472915649414,0.4062570035457611,0.23008953034877777,0.20128878951072693,0.44245919585227966,0.27201512455940247,0.27234330773353577,0.31091248989105225
welsh,0.11973178386688232,0.15960480272769928,0.23254282772541046,0.10719406604766846,0.14468666911125183,0.13449518382549286,0.12134073674678802,0.0826316848397255
and,0.31309178471565247,0.48576638102531433,0.2435135543346405,0.2742411196231842,0.48971283435821533,0.1828758865594864,0.2482176125049591,0.20544172823429108
northern,0.19332477450370789,0.1961788535118103,0.1836838722229004,0.08109775185585022,0.1886475831270218,0.21550679206848145,0.13041937351226807,0.13149388134479523
irish,0.12490905076265335,0.10845860838890076,0.2679019272327423,0.1596882939338684,0.19614946842193604,0.17695307731628418,0.12626974284648895,0.09232300519943237
westminster,0.16906876862049103,0.13211141526699066,0.2853717505931854,0.18406930565834045,0.23251575231552124,0.14856666326522827,0.25808224081993103,0.1651161164045334
mps,0.13408011198043823,0.1928001493215561,0.9999998807907104,0.1556006819009781,0.11862298101186752,0.35073211789131165,0.043525584042072296,0.1502685397863388
are,0.29724663496017456,1.0,0.1928001493215561,0.13948975503444672,0.3504326641559601,0.20448122918605804,0.16674627363681793,0.24591213464736938
unable,0.2877064049243927,0.13948975503444672,0.1556006819009781,1.0,0.47413626313209534,0.21737419068813324,0.2410794198513031,0.1804998219013214
to,0.455847829580307,0.3504326641559601,0.11862298101186752,0.47413626313209534,1.0,0.2892617881298065,0.2616317570209503,0.29463258385658264
vote,0.30723845958709717,0.20448122918605804,0.35073211789131165,0.21737419068813324,0.2892617881298065,1.0,0.13144691288471222,0.2888886630535126
on,0.34226128458976746,0.268924742937088,0.14830677211284637,0.24035683274269104,0.41031414270401,0.23685438930988312,0.3876325786113739,0.2714994251728058
the,0.42745697498321533,0.40399202704429626,0.18443430960178375,0.29094135761260986,0.535392165184021,0.22779929637908936,0.28184252977371216,0.22068053483963013
domestic,0.11560896784067154,0.17983417212963104,0.15576869249343872,0.16053251922130585,0.22657187283039093,0.13397179543972015,0.1100413054227829,0.1850636899471283
legislation,0.26615777611732483,0.18590028584003448,0.35481637716293335,0.22029514610767365,0.25758448243141174,0.4404451549053192,0.16964618861675262,0.21123437583446503
of,0.33290785551071167,0.39081433415412903,0.18091438710689545,0.2372649908065796,0.41548454761505127,0.19845709204673767,0.3224298357963562,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.18443430960178375,0.29094135761260986,0.535392165184021,0.22779929637908936,0.28184252977371216,0.22068053483963013
scottish,0.13777151703834534,0.15686963498592377,0.3312152028083801,0.0504685714840889,0.1268421709537506,0.21137574315071106,0.14950676262378693,0.06442669779062271
parliament,0.21650300920009613,0.09480422735214233,0.5268880128860474,0.21278508007526398,0.20290622115135193,0.4532986879348755,0.2168634980916977,0.1586504578590393
.,0.3567904531955719,0.3452940285205841,0.22325676679611206,0.25733235478401184,0.4645031690597534,0.27672019600868225,0.18839296698570251,0.4130953550338745
