,if,np,is,not,equal,to,p,",",viewed,through,this,lens,",",what,type,of,problems,can,also,be,considered,intractable,?
the,0.33724796772003174,0.14565430581569672,0.5823672413825989,0.4310511648654938,0.21154357492923737,0.535392165184021,0.16481639444828033,0.4933079481124878,0.34172287583351135,0.44071322679519653,0.6274310946464539,0.2470427006483078,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2659202516078949,0.312528520822525,0.6021018624305725,0.4248143136501312,0.4028765559196472,0.2607998549938202,0.22068053483963013
np-complete,0.31617626547813416,0.32307320833206177,0.22069956362247467,0.3110159635543823,0.15599459409713745,0.24762758612632751,0.20340189337730408,0.21401260793209076,0.19108647108078003,0.18770071864128113,0.4156428575515747,0.16771675646305084,0.21401260793209076,0.28050094842910767,0.2628311812877655,0.2697024643421173,0.21938736736774445,0.21604792773723602,0.160591721534729,0.2608036994934082,0.1891343593597412,0.3185630738735199,0.16391170024871826
problems,0.3437747657299042,0.3503378927707672,0.16985496878623962,0.3441416919231415,0.19165484607219696,0.28989166021347046,0.1230422630906105,0.2596952021121979,0.12434469908475876,0.2035530060529709,0.33706656098365784,0.16987796127796173,0.2596952021121979,0.3306994140148163,0.20817537605762482,0.2450421154499054,1.0,0.326987624168396,0.33973366022109985,0.2817195653915405,0.19707132875919342,0.2787667512893677,0.2638136148452759
are,0.32547882199287415,0.22153069078922272,0.5330929756164551,0.46186959743499756,0.21840934455394745,0.3504326641559601,0.0965256616473198,0.4062570035457611,0.17731130123138428,0.2637137472629547,0.35762670636177063,0.20103363692760468,0.4062570035457611,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.2565869987010956,0.5408529043197632,0.4565894305706024,0.5556803941726685,0.35714471340179443,0.26216617226600647,0.24591213464736938
also,0.41293784976005554,0.18021249771118164,0.5012649297714233,0.4917296767234802,0.2521132230758667,0.5348826050758362,0.13961121439933777,0.4717654287815094,0.23496168851852417,0.30170774459838867,0.5539565086364746,0.19098000228405,0.4717654287815094,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.33973366022109985,0.4861826002597809,1.0000001192092896,0.48342031240463257,0.3751697242259979,0.29716160893440247,0.21848613023757935
intractable,0.37777620553970337,0.22857272624969482,0.20922605693340302,0.32029393315315247,0.2924930453300476,0.2638174295425415,0.11895983666181564,0.18944703042507172,0.19866587221622467,0.2507033050060272,0.3196241855621338,0.30986079573631287,0.18944703042507172,0.1985405534505844,0.24077637493610382,0.23001286387443542,0.2787667512893677,0.3720441460609436,0.29716160893440247,0.3374086022377014,0.2092946469783783,1.0,0.172463059425354
in,0.2589588761329651,0.15881246328353882,0.5394441485404968,0.3403114080429077,0.12870801985263824,0.45010748505592346,0.10853569954633713,0.5201468467712402,0.194101944565773,0.38533157110214233,0.45205554366111755,0.2039916068315506,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21061907708644867,0.26527702808380127,0.5073733329772949,0.3481820821762085,0.28591203689575195,0.2545038163661957,0.20430970191955566
this,0.48231831192970276,0.20638705790042877,0.480927973985672,0.557635486125946,0.3286439776420593,0.5759071707725525,0.1763012558221817,0.4316047728061676,0.3171018064022064,0.33597511053085327,0.9999999403953552,0.2502111494541168,0.4316047728061676,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.33706656098365784,0.4006461203098297,0.5539565086364746,0.566177248954773,0.39504173398017883,0.3196241855621338,0.3155723512172699
sense,0.35765695571899414,0.15106123685836792,0.24388249218463898,0.33277660608291626,0.2828918397426605,0.29030367732048035,0.1274758279323578,0.27551719546318054,0.2083098590373993,0.19960758090019226,0.3790910542011261,0.35858651995658875,0.27551719546318054,0.3673125207424164,0.18145017325878143,0.19666431844234467,0.27750086784362793,0.2996412217617035,0.2399483323097229,0.2750726640224457,0.25793537497520447,0.2898433208465576,0.25268280506134033
.,0.421799898147583,0.26927393674850464,0.4569662809371948,0.4824007451534271,0.25790271162986755,0.4645031690597534,0.2982616722583771,0.6812511086463928,0.27454590797424316,0.3174465596675873,0.500583827495575,0.2493409812450409,0.6812511086463928,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2602308988571167,0.35783761739730835,0.49166762828826904,0.4383580684661865,0.29356086254119873,0.2090965211391449,0.4130953550338745
