,how,much,did,the,statement,predict,global,surface,temperature,would,increase,by,2100,?
journal,0.11461996287107468,0.16104209423065186,0.15933221578598022,0.20882099866867065,0.23677252233028412,0.15408949553966522,0.17640340328216553,0.11954324692487717,0.18645437061786652,0.10341253876686096,0.13595907390117645,0.12132450193166733,0.09561580419540405,0.11746427416801453
science,0.23506508767604828,0.17544862627983093,0.14819081127643585,0.24037593603134155,0.167688250541687,0.2919236421585083,0.19700036942958832,0.27167806029319763,0.19072039425373077,0.1530524343252182,0.08648619055747986,0.20686732232570648,0.042507730424404144,0.17974960803985596
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.22861604392528534,0.13827680051326752,0.1937657743692398,0.23000483214855194,0.2439086139202118,0.32586824893951416,0.20005576312541962,0.3680937886238098,0.14958688616752625,0.31091248989105225
stated,0.23066601157188416,0.2994934022426605,0.3936442732810974,0.2814950942993164,0.5168680548667908,0.30248093605041504,0.2065974771976471,0.1350404918193817,0.13910779356956482,0.4642918109893799,0.25216352939605713,0.26452240347862244,0.19227443635463715,0.24280361831188202
``,-0.01591024175286293,0.02682921104133129,-0.029888948425650597,0.029072100296616554,0.08327054977416992,0.015287207439541817,-0.05180160701274872,0.030268395319581032,0.12101208418607712,0.08063928782939911,0.12938356399536133,-0.030704375356435776,-0.024785038083791733,0.0685480609536171
we,0.49824854731559753,0.3592619001865387,0.3426455855369568,0.3206169009208679,0.3451419174671173,0.28775712847709656,0.2505876123905182,0.25817522406578064,0.2630082666873932,0.5316502451896667,0.28895342350006104,0.21095210313796997,0.18519161641597748,0.535264790058136
support,0.28316521644592285,0.2838061451911926,0.2911772131919861,0.22984638810157776,0.38357678055763245,0.17790256440639496,0.1604718416929245,0.210457906126976,0.1301470845937729,0.37229225039482117,0.2809198200702667,0.16184203326702118,0.11104381084442139,0.22626608610153198
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.20954233407974243,0.18473787605762482,0.17898012697696686,0.2555135488510132,0.27585095167160034,0.4133751392364502,0.32049667835235596,0.4408751428127289,0.208340585231781,0.22068053483963013
[,0.03530287742614746,0.06103409454226494,0.030549485236406326,0.07130392640829086,0.019145922735333443,0.06137644499540329,0.1501089483499527,0.09771138429641724,0.0893329307436943,0.004482490010559559,0.14175945520401,0.10289373248815536,-0.044410284608602524,0.011015460826456547
tar,0.18140293657779694,0.14571380615234375,0.08465149253606796,0.20640505850315094,0.07694270461797714,0.10285113006830215,0.1280466616153717,0.24665381014347076,0.19769713282585144,0.12082863599061966,0.10011721402406693,0.1469695121049881,0.05237998813390732,0.09344086050987244
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,-0.01540423184633255,-0.007225947454571724,0.003329226281493902,0.10458717495203018,0.11841000616550446,0.029818275943398476,0.036968596279621124,-0.07857929915189743,-0.010884488001465797,0.08346498012542725,-0.023395681753754616
],0.06738625466823578,-0.020653191953897476,0.024806415662169456,-0.04779602214694023,-0.05544012039899826,0.11944259703159332,0.06172538921236992,-0.04162788391113281,-0.021466517820954323,-0.011652976274490356,0.045157816261053085,0.043569888919591904,-0.058594949543476105,-0.0022520492784678936
conclusion,0.3020067811012268,0.18004904687404633,0.3019193112850189,0.25632116198539734,0.5336511135101318,0.3693903386592865,0.1996028870344162,0.22268930077552795,0.16131140291690826,0.3359687626361847,0.1824067384004593,0.1845903843641281,0.16484780609607697,0.23632600903511047
that,0.557814359664917,0.4869440197944641,0.47518548369407654,0.5473989248275757,0.42887982726097107,0.4030586779117584,0.2591727674007416,0.30130770802497864,0.26260992884635925,0.5895259380340576,0.3491165041923523,0.37496164441108704,0.18595080077648163,0.32716336846351624
it,0.36714982986450195,0.48116767406463623,0.2993364930152893,0.6251175999641418,0.2746777832508087,0.22880026698112488,0.18422578275203705,0.2949981689453125,0.333054780960083,0.36398744583129883,0.24231809377670288,0.40926623344421387,0.1773056834936142,0.25732165575027466
is,0.22544461488723755,0.3156087100505829,0.19247472286224365,0.5823672413825989,0.24378558993339539,0.17815475165843964,0.15464714169502258,0.29345643520355225,0.2979726195335388,0.33626067638397217,0.18273088335990906,0.3899846076965332,0.1641308069229126,0.22961433231830597
at,0.2154216170310974,0.23158283531665802,0.28390252590179443,0.457212895154953,0.19107723236083984,0.19764411449432373,0.11592055857181549,0.16544756293296814,0.20168545842170715,0.3073931038379669,0.24728736281394958,0.2368064820766449,0.22587017714977264,0.21978627145290375
least,0.2839330732822418,0.2964944541454315,0.2185145616531372,0.3428877890110016,0.2877051830291748,0.24549898505210876,0.1497039496898651,0.21315327286720276,0.2729136049747467,0.3881673514842987,0.2865273356437683,0.21649974584579468,0.21023404598236084,0.28866854310035706
90,-0.07865460216999054,-0.1207486242055893,-0.021803488954901695,-0.08136876672506332,-0.13159188628196716,-0.136230006814003,-0.21217459440231323,-0.09488584101200104,-0.05194757133722305,-0.13075202703475952,-0.23288598656654358,-0.03996444493532181,-0.0006279246299527586,-0.0034062080085277557
%,0.1237400695681572,0.26866111159324646,0.1450016051530838,0.21490740776062012,0.17389275133609772,0.1624666154384613,0.1467813104391098,0.1866387128829956,0.23015688359737396,0.16993220150470734,0.3205886483192444,0.13780950009822845,0.232169508934021,0.21441808342933655
certain,0.47261449694633484,0.36096426844596863,0.3046872019767761,0.392071396112442,0.287235289812088,0.3948632776737213,0.16080521047115326,0.2499942034482956,0.28093814849853516,0.39805346727371216,0.42035946249961853,0.28917592763900757,0.11159153282642365,0.2516106069087982
that,0.557814359664917,0.4869440197944641,0.47518548369407654,0.5473989248275757,0.42887982726097107,0.4030586779117584,0.2591727674007416,0.30130770802497864,0.26260992884635925,0.5895259380340576,0.3491165041923523,0.37496164441108704,0.18595080077648163,0.32716336846351624
temperatures,0.2543736696243286,0.30715519189834595,0.16462133824825287,0.27544233202934265,0.12382373958826065,0.32897332310676575,0.21742050349712372,0.4853248596191406,0.9382470846176147,0.25939518213272095,0.33607184886932373,0.16856102645397186,0.16976617276668549,0.1895846426486969
will,0.41543328762054443,0.33636274933815,0.40638336539268494,0.3635469079017639,0.270864337682724,0.33352208137512207,0.2698368728160858,0.2661541998386383,0.23431426286697388,0.7075439691543579,0.3090614378452301,0.2520078420639038,0.14617256820201874,0.35046905279159546
continue,0.3478761613368988,0.3389692008495331,0.3829919993877411,0.28966447710990906,0.2522568106651306,0.3137931227684021,0.24702322483062744,0.2298438996076584,0.15222182869911194,0.4452403485774994,0.34066399931907654,0.19408774375915527,0.047790054231882095,0.23903685808181763
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.535392165184021,0.29286426305770874,0.31216660141944885,0.21649709343910217,0.23727688193321228,0.26598888635635376,0.5965728163719177,0.3378143310546875,0.33534231781959534,0.1951996386051178,0.29463258385658264
rise,0.2018410563468933,0.3153977394104004,0.16756875813007355,0.3404741883277893,0.1326090693473816,0.22660738229751587,0.22710473835468292,0.25836247205734253,0.2125805914402008,0.20319253206253052,0.35812729597091675,0.18536683917045593,0.186148539185524,0.10799103230237961
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.22861604392528534,0.13827680051326752,0.1937657743692398,0.23000483214855194,0.2439086139202118,0.32586824893951416,0.20005576312541962,0.3680937886238098,0.14958688616752625,0.31091248989105225
with,0.3525622487068176,0.2808258831501007,0.25472134351730347,0.4223487675189972,0.17604300379753113,0.1684585064649582,0.16119253635406494,0.1969025433063507,0.19271746277809143,0.38372042775154114,0.2471977174282074,0.39731505513191223,0.22387488186359406,0.2433311939239502
average,0.2824462950229645,0.3068808615207672,0.13524195551872253,0.27058175206184387,0.15244752168655396,0.2591610848903656,0.18389391899108887,0.28134748339653015,0.5536684989929199,0.205789715051651,0.3365502655506134,0.15240925550460815,0.24194446206092834,0.21764592826366425
global,0.24479736387729645,0.18558107316493988,0.1409793198108673,0.17898012697696686,0.22331616282463074,0.29250043630599976,0.9999999403953552,0.16126906871795654,0.19834643602371216,0.23423455655574799,0.2618371844291687,0.16183742880821228,0.09030268341302872,0.22985349595546722
surface,0.25213223695755005,0.2521628141403198,0.14255931973457336,0.2555135488510132,0.1780204027891159,0.24766503274440765,0.16126906871795654,0.9999998807907104,0.47394195199012756,0.2547634243965149,0.28790292143821716,0.2144230455160141,0.11371482908725739,0.14613434672355652
temperature,0.26406702399253845,0.25265151262283325,0.13358086347579956,0.27585095167160034,0.1284111589193344,0.2987041771411896,0.19834643602371216,0.47394195199012756,1.0000001192092896,0.2131815254688263,0.32193586230278015,0.15203699469566345,0.12308172136545181,0.2011885941028595
projected,0.2044808268547058,0.26669052243232727,0.16403257846832275,0.2842520475387573,0.15827715396881104,0.19267763197422028,0.2777663767337799,0.41479092836380005,0.24549198150634766,0.27224355936050415,0.29263049364089966,0.3043803572654724,0.15607762336730957,0.17913633584976196
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.535392165184021,0.29286426305770874,0.31216660141944885,0.21649709343910217,0.23727688193321228,0.26598888635635376,0.5965728163719177,0.3378143310546875,0.33534231781959534,0.1951996386051178,0.29463258385658264
increase,0.29766717553138733,0.37088197469711304,0.15550044178962708,0.32049667835235596,0.16846567392349243,0.37846556305885315,0.2618371844291687,0.28790292143821716,0.32193586230278015,0.29228541254997253,1.0,0.20121172070503235,0.14888469874858856,0.11119163036346436
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.4408751428127289,0.19928686320781708,0.18876776099205017,0.16183742880821228,0.2144230455160141,0.15203699469566345,0.28394925594329834,0.20121172070503235,1.0000001192092896,0.11636041849851608,0.17966607213020325
between,0.2747800648212433,0.2654217481613159,0.16542956233024597,0.39067012071609497,0.13416625559329987,0.21537458896636963,0.13499288260936737,0.2189159244298935,0.27266567945480347,0.2067808359861374,0.2656986117362976,0.28115302324295044,0.16394749283790588,0.12887074053287506
1.4,0.22559292614459991,0.20700334012508392,0.14385290443897247,0.31343409419059753,0.30216437578201294,0.22963020205497742,0.23838847875595093,0.2362494170665741,0.23382419347763062,0.20746740698814392,0.21291060745716095,0.16424480080604553,0.18936404585838318,0.3414674699306488
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.5171257257461548,0.17807939648628235,0.19490602612495422,0.22193439304828644,0.2626544237136841,0.2216416299343109,0.34921059012413025,0.2751924991607666,0.4289871156215668,0.21322771906852722,0.20544172823429108
5.8,-0.09706181287765503,-0.005130331963300705,-0.07375018298625946,-0.08443012833595276,-0.12917840480804443,-0.013459120877087116,-0.000547348172403872,-0.0060202148742973804,0.011484975926578045,-0.0490291491150856,0.10945901274681091,-0.06792041659355164,-0.07752080261707306,-0.03517145663499832
°c,0.1447901725769043,0.19774863123893738,0.12820746004581451,0.1833128035068512,0.09201686829328537,0.18876679241657257,0.13617593050003052,0.385260671377182,0.7912421226501465,0.1499309539794922,0.21167273819446564,0.11283548176288605,0.15529745817184448,0.2095707356929779
above,0.23468554019927979,0.2541370391845703,0.20278730988502502,0.33988961577415466,0.2142329066991806,0.1607895940542221,0.17796505987644196,0.3247233033180237,0.36018040776252747,0.27222302556037903,0.26254531741142273,0.18431022763252258,0.17567478120326996,0.2521739900112152
1990,-0.006733363028615713,-0.07469524443149567,0.10054399073123932,-0.0810435339808464,-0.00944514200091362,-0.08490018546581268,-0.13897086679935455,-0.183753103017807,-0.11834104359149933,-0.023368842899799347,-0.2300560027360916,-0.049373358488082886,-0.049590542912483215,0.07789827883243561
levels,0.30174899101257324,0.31009310483932495,0.16511613130569458,0.286034494638443,0.06908022612333298,0.28010162711143494,0.17223604023456573,0.2687648832798004,0.3143499195575714,0.26272544264793396,0.4056810140609741,0.20695684850215912,0.1941831409931183,0.1541307419538498
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.4408751428127289,0.19928686320781708,0.18876776099205017,0.16183742880821228,0.2144230455160141,0.15203699469566345,0.28394925594329834,0.20121172070503235,1.0000001192092896,0.11636041849851608,0.17966607213020325
2100,0.06697267293930054,0.20289640128612518,0.17482969164848328,0.208340585231781,0.10836051404476166,0.10467392206192017,0.09030268341302872,0.11371482908725739,0.12308172136545181,0.2296905666589737,0.14888469874858856,0.11636041849851608,0.9999999403953552,0.14122723042964935
'',-0.0029843549709767103,-0.014185515232384205,0.01978493109345436,0.041273195296525955,-0.01801685243844986,0.020384803414344788,-0.019231656566262245,-0.08189886808395386,-0.012803425081074238,0.02574172429740429,0.0293243620544672,-0.010275691747665405,-0.038652271032333374,0.018684765323996544
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.5934505462646484,0.21827399730682373,0.20773431658744812,0.23260977864265442,0.2543797492980957,0.2795942425727844,0.35067233443260193,0.24619564414024353,0.3936232924461365,0.28140145540237427,0.4130953550338745
