,why,did,oil,start,getting,priced,in,terms,of,gold,?
result,0.27512499690055847,0.2026577889919281,0.09412425011396408,0.26610612869262695,0.29020288586616516,0.13445883989334106,0.25670310854911804,0.24578386545181274,0.231380432844162,0.09110289812088013,0.17218433320522308
was,0.23341619968414307,0.41399896144866943,0.15102124214172363,0.20079405605793,0.2391812801361084,0.285179078578949,0.45514053106307983,0.22082383930683136,0.4069072902202606,0.24345459043979645,0.18412111699581146
a,0.2667238116264343,0.2552328109741211,0.18393073976039886,0.29672953486442566,0.2823704481124878,0.21734701097011566,0.539380669593811,0.2931654751300812,0.5052502155303955,0.22218312323093414,0.23916715383529663
depreciation,0.33208560943603516,0.228953018784523,0.13785284757614136,0.2062637060880661,0.27224278450012207,0.19340980052947998,0.20896035432815552,0.3083176612854004,0.20552967488765717,0.18098579347133636,0.32294782996177673
of,0.28464117646217346,0.2513895630836487,0.22900764644145966,0.23166994750499725,0.24251262843608856,0.18349500000476837,0.5696388483047485,0.2767748534679413,1.0,0.2101457566022873,0.1826142966747284
the,0.30742117762565613,0.34736719727516174,0.21849922835826874,0.3656389117240906,0.2930673360824585,0.22030994296073914,0.6662389636039734,0.29706791043281555,0.733189046382904,0.27136439085006714,0.22068053483963013
dollar,0.17900684475898743,0.15217867493629456,0.25142979621887207,0.18799926340579987,0.12780340015888214,0.32884231209754944,0.20175442099571228,0.15237848460674286,0.1566329300403595,0.2756373882293701,0.17535142600536346
and,0.27806392312049866,0.34479495882987976,0.19239190220832825,0.2890162169933319,0.32539379596710205,0.2990231215953827,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.26129499077796936,0.20544172823429108
other,0.321101576089859,0.31707024574279785,0.19068658351898193,0.2840237617492676,0.3525523841381073,0.26007023453712463,0.39989137649536133,0.30724385380744934,0.38583824038505554,0.2030687779188156,0.24682199954986572
industrialized,0.18029999732971191,0.189458429813385,0.3393658697605133,0.17411746084690094,0.20364612340927124,0.3618394434452057,0.33441880345344543,0.18066911399364471,0.30613189935684204,0.21448251605033875,0.07084181904792786
nations,0.1802302747964859,0.22762395441532135,0.1692916601896286,0.23698532581329346,0.17975038290023804,0.17681556940078735,0.259304404258728,0.2669883072376251,0.27521562576293945,0.20721961557865143,0.20999202132225037
',0.27400460839271545,0.25488927960395813,0.12406730651855469,0.23189935088157654,0.19276657700538635,0.13752412796020508,0.4158826768398285,0.19464972615242004,0.39136970043182373,0.19723203778266907,0.330942302942276
currencies,0.1916564702987671,0.14682815968990326,0.22883759438991547,0.17662066221237183,0.15019413828849792,0.38709136843681335,0.17875584959983826,0.32879912853240967,0.19289253652095795,0.26564574241638184,0.1689658910036087
.,0.32909876108169556,0.35288307070732117,0.22117017209529877,0.3501981496810913,0.33020880818367004,0.22330304980278015,0.5591574311256409,0.24108539521694183,0.5352458953857422,0.22364865243434906,0.4130953550338745
