,during,what,time,did,civilization,in,the,amazon,was,flourishing,when,orellana,made,his,observations,?
than,0.2507126033306122,0.29388150572776794,0.30184081196784973,0.24820660054683685,0.1703634113073349,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.1872616857290268,0.2338089942932129,0.2883036434650421,0.05520348623394966,0.25245386362075806,0.18405678868293762,0.26254788041114807,0.24917294085025787
exaggerating,0.1989385485649109,0.41725942492485046,0.2692968249320984,0.22954697906970978,0.26195091009140015,0.1897735446691513,0.22905364632606506,0.18018093705177307,0.1291419118642807,0.3498091697692871,0.2687983214855194,0.07465842366218567,0.18452483415603638,0.3125895857810974,0.3335423469543457,0.2908308804035187
his,0.36789870262145996,0.26976513862609863,0.3553589880466461,0.3546801507472992,0.17610038816928864,0.3598145842552185,0.4394008219242096,0.1150306686758995,0.4405253231525421,0.24078808724880219,0.37120407819747925,0.18709887564182281,0.29201897978782654,0.9999998807907104,0.181168332695961,0.18075084686279297
claims,0.10868068039417267,0.2397100329399109,0.16289874911308289,0.2474527209997177,0.17275671660900116,0.15647023916244507,0.24698559939861298,0.20779481530189514,0.178767129778862,0.16296127438545227,0.2201000452041626,0.13526859879493713,0.1890660971403122,0.22986823320388794,0.2479105144739151,0.18741291761398315
as,0.29671990871429443,0.31749409437179565,0.3239102065563202,0.3596470057964325,0.19706755876541138,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.3677520453929901,0.2504749000072479,0.4437963366508484,0.18347875773906708,0.40740177035331726,0.3146366477012634,0.20511174201965332,0.27043893933296204
previously,0.28650590777397156,0.24305304884910583,0.29330915212631226,0.2304767668247223,0.12048022449016571,0.2762584090232849,0.33854439854621887,0.16203059256076813,0.41197097301483154,0.14030718803405762,0.25810039043426514,0.16655567288398743,0.17362351715564728,0.22789499163627625,0.2772032916545868,0.15811841189861298
thought,0.2915337383747101,0.4469435214996338,0.3391638696193695,0.482954740524292,0.3077924847602844,0.24524326622486115,0.3509289622306824,0.21918247640132904,0.42560186982154846,0.2675810754299164,0.32143133878707886,0.1317938268184662,0.328612744808197,0.2999570071697235,0.28253883123397827,0.2600135803222656
",",0.3225448727607727,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.22940866649150848,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.26302996277809143,0.36674630641937256,0.30001547932624817,0.32507219910621643,0.3378419280052185,0.26223039627075195,0.31091248989105225
was,0.4470829963684082,0.22111038863658905,0.3641340136528015,0.41399896144866943,0.2154090255498886,0.45514053106307983,0.48711544275283813,0.14616160094738007,1.0000001192092896,0.1989290714263916,0.37326499819755554,0.22343869507312775,0.3433256447315216,0.4405253231525421,0.17700251936912537,0.18412111699581146
correct,0.14636480808258057,0.43571773171424866,0.23798593878746033,0.26912567019462585,0.11406750977039337,0.22980515658855438,0.3107529580593109,0.07199947535991669,0.178055077791214,0.1027386263012886,0.3141448497772217,0.09092195332050323,0.23476307094097137,0.1520185023546219,0.3442283272743225,0.36336278915405273
in,0.4627237319946289,0.30808621644973755,0.3431483507156372,0.2593238651752472,0.2539329528808594,1.0,0.6662389636039734,0.12227833271026611,0.45514053106307983,0.23723483085632324,0.4431333839893341,0.22684058547019958,0.25271502137184143,0.3598145842552185,0.23264235258102417,0.20430970191955566
his,0.36789870262145996,0.26976513862609863,0.3553589880466461,0.3546801507472992,0.17610038816928864,0.3598145842552185,0.4394008219242096,0.1150306686758995,0.4405253231525421,0.24078808724880219,0.37120407819747925,0.18709887564182281,0.29201897978782654,0.9999998807907104,0.181168332695961,0.18075084686279297
observations,0.19434215128421783,0.25952574610710144,0.21364650130271912,0.19418998062610626,0.250489741563797,0.23264235258102417,0.2542272210121155,0.16153374314308167,0.17700251936912537,0.2594544589519501,0.15197797119617462,0.19218291342258453,0.19709227979183197,0.181168332695961,1.0000001192092896,0.16318461298942566
that,0.31487685441970825,0.6297725439071655,0.388528436422348,0.47518548369407654,0.2619774639606476,0.435920387506485,0.5473989248275757,0.2228476107120514,0.33670201897621155,0.27240926027297974,0.5860282182693481,0.14231957495212555,0.3437977731227875,0.3173833191394806,0.3103509843349457,0.32716336846351624
a,0.30341604351997375,0.3320399522781372,0.3292340338230133,0.2552328109741211,0.1699720323085785,0.539380669593811,0.5829201340675354,0.1865728348493576,0.4508470594882965,0.21794098615646362,0.44397395849227905,0.21588197350502014,0.3180864453315735,0.3497250974178314,0.2081565260887146,0.23916715383529663
complex,0.13776874542236328,0.2605343163013458,0.19050580263137817,0.16201281547546387,0.21498246490955353,0.26918336749076843,0.25326284766197205,0.07890705019235611,0.15738925337791443,0.23778066039085388,0.19313043355941772,0.15304924547672272,0.14103005826473236,0.10630974173545837,0.2471206933259964,0.17752902209758759
civilization,0.20577207207679749,0.2616437077522278,0.2810037434101105,0.14278197288513184,1.0,0.2539329528808594,0.3128751516342163,0.2649914026260376,0.2154090255498886,0.4656575918197632,0.18907764554023743,0.13218271732330322,0.1454526036977768,0.17610038816928864,0.250489741563797,0.17937326431274414
was,0.4470829963684082,0.22111038863658905,0.3641340136528015,0.41399896144866943,0.2154090255498886,0.45514053106307983,0.48711544275283813,0.14616160094738007,1.0000001192092896,0.1989290714263916,0.37326499819755554,0.22343869507312775,0.3433256447315216,0.4405253231525421,0.17700251936912537,0.18412111699581146
flourishing,0.291608989238739,0.18939551711082458,0.24815447628498077,0.20680615305900574,0.4656575918197632,0.23723483085632324,0.2924032211303711,0.2041659951210022,0.1989290714263916,0.9999999403953552,0.2383338361978531,0.12852352857589722,0.17715145647525787,0.24078808724880219,0.2594544589519501,0.10627194494009018
along,0.2916613221168518,0.22421957552433014,0.21636256575584412,0.18832118809223175,0.19588568806648254,0.3603311777114868,0.39495137333869934,0.19534365832805634,0.24175575375556946,0.23973441123962402,0.3277623653411865,0.11918889731168747,0.18090049922466278,0.20555946230888367,0.1554277390241623,0.17134909331798553
the,0.4838213622570038,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.3128751516342163,0.6662389636039734,1.0,0.260541707277298,0.48711544275283813,0.2924032211303711,0.5091903209686279,0.23356853425502777,0.3885267674922943,0.4394008219242096,0.2542272210121155,0.22068053483963013
amazon,0.11170908063650131,0.16355936229228973,0.12090844660997391,0.15553738176822662,0.2649914026260376,0.12227833271026611,0.260541707277298,1.0000001192092896,0.14616160094738007,0.2041659951210022,0.1287272423505783,0.2791232764720917,0.1305311769247055,0.1150306686758995,0.16153374314308167,0.18144656717777252
in,0.4627237319946289,0.30808621644973755,0.3431483507156372,0.2593238651752472,0.2539329528808594,1.0,0.6662389636039734,0.12227833271026611,0.45514053106307983,0.23723483085632324,0.4431333839893341,0.22684058547019958,0.25271502137184143,0.3598145842552185,0.23264235258102417,0.20430970191955566
the,0.4838213622570038,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.3128751516342163,0.6662389636039734,1.0,0.260541707277298,0.48711544275283813,0.2924032211303711,0.5091903209686279,0.23356853425502777,0.3885267674922943,0.4394008219242096,0.2542272210121155,0.22068053483963013
1540s,0.25501471757888794,-0.04520294442772865,0.10649604350328445,0.06881419569253922,0.06164291128516197,0.07370435446500778,0.09870734065771103,8.391840674448758e-05,0.17599712312221527,0.029817789793014526,0.03500024601817131,0.20539353787899017,0.10824751108884811,0.12228517979383469,-0.033801235258579254,-0.04581177607178688
.,0.3485563397407532,0.3567904531955719,0.371569961309433,0.35288307070732117,0.23833215236663818,0.5591574311256409,0.5934505462646484,0.262887567281723,0.40146201848983765,0.1930207908153534,0.475719153881073,0.24150700867176056,0.4032190144062042,0.3119256794452667,0.23577651381492615,0.4130953550338745
