,what,liberal,succeeded,joseph,willard,as,president,?
two,0.23363454639911652,0.18329328298568726,0.17188693583011627,0.08626605570316315,0.18036597967147827,0.3029302954673767,0.15972480177879333,0.19645625352859497
years,0.1981470286846161,0.18264205753803253,0.20111382007598877,0.17729394137859344,0.12958906590938568,0.234328031539917,0.21169443428516388,0.1914375126361847
later,0.2517229914665222,0.20793333649635315,0.30771103501319885,0.1917509287595749,0.24101942777633667,0.38482072949409485,0.17261546850204468,0.1417175978422165
",",0.3087472915649414,0.25460079312324524,0.263449490070343,0.24271315336227417,0.29941198229789734,0.48816442489624023,0.26552814245224,0.31091248989105225
which,0.5261979103088379,0.1358126997947693,0.06940634548664093,0.15187451243400574,0.10450682789087296,0.41006597876548767,0.15872660279273987,0.25814583897590637
signaled,0.20177249610424042,0.10465669631958008,0.15590272843837738,0.16759437322616577,0.08709170669317245,0.24907074868679047,0.16405454277992249,0.13839709758758545
the,0.42745697498321533,0.17276059091091156,0.2137616127729416,0.2251148819923401,0.23236997425556183,0.48381632566452026,0.24330610036849976,0.22068053483963013
changing,0.34731432795524597,0.16825057566165924,0.11691999435424805,0.10176123678684235,0.1111401617527008,0.28571847081184387,0.10490237921476364,0.2747461497783661
of,0.33290785551071167,0.21689234673976898,0.26539725065231323,0.20551647245883942,0.17891305685043335,0.3886612355709076,0.21610750257968903,0.1826142966747284
the,0.42745697498321533,0.17276059091091156,0.2137616127729416,0.2251148819923401,0.23236997425556183,0.48381632566452026,0.24330610036849976,0.22068053483963013
tide,0.1574261337518692,0.05588452145457268,0.10346727073192596,0.0770500898361206,0.15515010058879852,0.1574281007051468,0.08163890242576599,0.11802483350038528
from,0.2737620174884796,0.23136980831623077,0.1878308355808258,0.1741371601819992,0.10461795330047607,0.3251767158508301,0.14635725319385529,0.19969791173934937
the,0.42745697498321533,0.17276059091091156,0.2137616127729416,0.2251148819923401,0.23236997425556183,0.48381632566452026,0.24330610036849976,0.22068053483963013
dominance,0.27423277497291565,0.22773560881614685,0.22810223698616028,0.14900539815425873,0.1768260896205902,0.23833465576171875,0.11795033514499664,0.08315658569335938
of,0.33290785551071167,0.21689234673976898,0.26539725065231323,0.20551647245883942,0.17891305685043335,0.3886612355709076,0.21610750257968903,0.1826142966747284
traditional,0.20066824555397034,0.19334399700164795,0.03240394964814186,0.0355403907597065,0.05422767624258995,0.24974563717842102,0.1234622672200203,0.1327509582042694
ideas,0.42330971360206604,0.36396682262420654,0.1468876451253891,0.2115766853094101,0.21236173808574677,0.20803202688694,0.16220314800739288,0.2857283353805542
at,0.2838611304759979,0.15088914334774017,0.17809386551380157,0.14801445603370667,0.19315698742866516,0.28092536330223083,0.1509951651096344,0.21978627145290375
harvard,0.2177114188671112,0.3122308552265167,0.16898268461227417,0.1876031458377838,0.31808751821517944,0.19990062713623047,0.2796068787574768,0.11685016006231308
to,0.455847829580307,0.19244597852230072,0.18760520219802856,0.1829531341791153,0.13246454298496246,0.42092081904411316,0.21247753500938416,0.29463258385658264
the,0.42745697498321533,0.17276059091091156,0.2137616127729416,0.2251148819923401,0.23236997425556183,0.48381632566452026,0.24330610036849976,0.22068053483963013
dominance,0.27423277497291565,0.22773560881614685,0.22810223698616028,0.14900539815425873,0.1768260896205902,0.23833465576171875,0.11795033514499664,0.08315658569335938
of,0.33290785551071167,0.21689234673976898,0.26539725065231323,0.20551647245883942,0.17891305685043335,0.3886612355709076,0.21610750257968903,0.1826142966747284
liberal,0.20277564227581024,1.0000001192092896,0.22714535892009735,0.20261332392692566,0.2444096952676773,0.22359983623027802,0.3083021640777588,0.13139645755290985
",",0.3087472915649414,0.25460079312324524,0.263449490070343,0.24271315336227417,0.29941198229789734,0.48816442489624023,0.26552814245224,0.31091248989105225
arminian,0.13535156846046448,0.22441935539245605,0.07181797176599503,0.18673096597194672,0.17827168107032776,0.20263616740703583,0.07647889852523804,0.20691901445388794
ideas,0.42330971360206604,0.36396682262420654,0.1468876451253891,0.2115766853094101,0.21236173808574677,0.20803202688694,0.16220314800739288,0.2857283353805542
(,0.2411840260028839,0.2058136910200119,0.12456963956356049,0.16506916284561157,0.26541680097579956,0.32029855251312256,0.2037333846092224,0.40561532974243164
defined,0.25343453884124756,0.14990447461605072,0.11920057237148285,0.18610534071922302,0.1522587388753891,0.35916298627853394,0.10904188454151154,0.22494901716709137
by,0.2455483376979828,0.15892194211483002,0.3443756103515625,0.2003411054611206,0.19018179178237915,0.3815547823905945,0.18304786086082458,0.17966607213020325
traditionalists,0.2520108222961426,0.35590308904647827,0.11431089043617249,0.1361938714981079,0.01912907138466835,0.20762932300567627,0.19377605617046356,0.15477921068668365
as,0.31749409437179565,0.22359983623027802,0.30863767862319946,0.1927168071269989,0.216129332780838,1.0,0.2031671553850174,0.27043893933296204
unitarian,0.2223368138074875,0.3993879556655884,0.13746210932731628,0.17531166970729828,0.23891931772232056,0.27731382846832275,0.24760393798351288,0.18884947896003723
ideas,0.42330971360206604,0.36396682262420654,0.1468876451253891,0.2115766853094101,0.21236173808574677,0.20803202688694,0.16220314800739288,0.2857283353805542
),0.26259949803352356,0.1905062198638916,0.13174138963222504,0.16497012972831726,0.2589971721172333,0.32161882519721985,0.1912459284067154,0.42300865054130554
.,0.3567904531955719,0.2199568897485733,0.2289835661649704,0.2262967973947525,0.29949474334716797,0.515582263469696,0.26255303621292114,0.4130953550338745
