,besides,the,v,&,a,'s,",",whose,collections,are,under,the,responsibility,of,conservators,at,the,v,&,a,?
",",0.340058833360672,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,1.0000001192092896,0.25601375102996826,0.2696824073791504,0.4062570035457611,0.24875585734844208,0.4933079481124878,0.22008010745048523,0.4946078956127167,0.2697239816188812,0.38314947485923767,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
and,0.3610946238040924,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.6633074283599854,0.3339773118495941,0.2914140522480011,0.48576638102531433,0.3005301356315613,0.5171257257461548,0.2740771174430847,0.5116966962814331,0.267757385969162,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
covers,0.27756011486053467,0.326327383518219,0.08359728753566742,0.13655826449394226,0.28468799591064453,-0.014781724661588669,0.3396594524383545,0.14481143653392792,0.2922030985355377,0.30161428451538086,0.23084108531475067,0.326327383518219,0.14806048572063446,0.3789252042770386,0.1491079330444336,0.16407282650470734,0.326327383518219,0.08359728753566742,0.13655826449394226,0.28468799591064453,0.1432708352804184
all,0.3794899880886078,0.4860881567001343,0.13731379806995392,0.18021400272846222,0.2696802616119385,0.03181743621826172,0.425624817609787,0.3025509715080261,0.30387866497039795,0.5343062281608582,0.27064406871795654,0.4860881567001343,0.27106866240501404,0.42798417806625366,0.23149308562278748,0.3001944422721863,0.4860881567001343,0.13731379806995392,0.18021400272846222,0.2696802616119385,0.29575422406196594
the,0.367077499628067,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.4933079481124878,0.38253846764564514,0.27174001932144165,0.40399202704429626,0.3348022699356079,1.0,0.3036732077598572,0.733189046382904,0.26582545042037964,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
collections,0.27080827951431274,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.006817140616476536,0.2696824073791504,0.16721047461032867,0.9999998807907104,0.3220110833644867,0.16306354105472565,0.27174001932144165,0.20761710405349731,0.3185039758682251,0.3198506534099579,0.1858210265636444,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.1873358190059662
held,0.14696389436721802,0.32185450196266174,0.09840460121631622,0.11134864389896393,0.22326228022575378,0.02657921425998211,0.2880980372428894,0.12563090026378632,0.3012135326862335,0.18270234763622284,0.23477822542190552,0.32185450196266174,0.18949337303638458,0.28960686922073364,0.18485252559185028,0.3822793960571289,0.32185450196266174,0.09840460121631622,0.11134864389896393,0.22326228022575378,0.14103956520557404
by,0.23799698054790497,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.3680937886238098,0.3384193778038025,0.26559463143348694,0.37842893600463867,0.3161602020263672,0.4408751428127289,0.21357901394367218,0.3646814823150635,0.19111467897891998,0.2368064820766449,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
the,0.367077499628067,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.4933079481124878,0.38253846764564514,0.27174001932144165,0.40399202704429626,0.3348022699356079,1.0,0.3036732077598572,0.733189046382904,0.26582545042037964,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
v,0.05024180933833122,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,-0.008823617361485958,0.22053663432598114,0.07643124461174011,0.09366906434297562,0.07239489257335663,0.16373565793037415,0.18580520153045654,0.10909253358840942,0.1655031144618988,0.113437220454216,0.16234125196933746,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.28677162528038025
&,0.11713732033967972,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,-0.02038128487765789,0.2516871392726898,0.056272149085998535,0.163213849067688,0.17888472974300385,0.17078906297683716,0.14992168545722961,0.11409007757902145,0.19900451600551605,0.1411566287279129,0.12151119112968445,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.12596383690834045
a,0.26277080178260803,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.427140474319458,0.3225097060203552,0.2494979351758957,0.265255331993103,0.18317826092243195,0.5829201340675354,0.22730666399002075,0.5052502155303955,0.1803639978170395,0.3095070421695709,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.23916715383529663
and,0.3610946238040924,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.6633074283599854,0.3339773118495941,0.2914140522480011,0.48576638102531433,0.3005301356315613,0.5171257257461548,0.2740771174430847,0.5116966962814331,0.267757385969162,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
the,0.367077499628067,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.4933079481124878,0.38253846764564514,0.27174001932144165,0.40399202704429626,0.3348022699356079,1.0,0.3036732077598572,0.733189046382904,0.26582545042037964,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
v,0.05024180933833122,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,-0.008823617361485958,0.22053663432598114,0.07643124461174011,0.09366906434297562,0.07239489257335663,0.16373565793037415,0.18580520153045654,0.10909253358840942,0.1655031144618988,0.113437220454216,0.16234125196933746,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.28677162528038025
&,0.11713732033967972,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,-0.02038128487765789,0.2516871392726898,0.056272149085998535,0.163213849067688,0.17888472974300385,0.17078906297683716,0.14992168545722961,0.11409007757902145,0.19900451600551605,0.1411566287279129,0.12151119112968445,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.12596383690834045
a,0.26277080178260803,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.427140474319458,0.3225097060203552,0.2494979351758957,0.265255331993103,0.18317826092243195,0.5829201340675354,0.22730666399002075,0.5052502155303955,0.1803639978170395,0.3095070421695709,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.23916715383529663
museum,0.13845713436603546,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,-0.011753248050808907,0.20741747319698334,0.017854614183306694,0.447247713804245,0.12469582259654999,0.1375446617603302,0.24861779808998108,0.08470279723405838,0.23314370214939117,0.33981508016586304,0.23034606873989105,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.14128351211547852
of,0.3665722906589508,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.4946078956127167,0.37058958411216736,0.3185039758682251,0.39081433415412903,0.32766106724739075,0.733189046382904,0.28464245796203613,1.0,0.24010974168777466,0.42558613419532776,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
childhood,0.1863013356924057,0.21581587195396423,0.09149814397096634,0.05076463893055916,0.1799464225769043,0.04324875771999359,0.20669730007648468,0.2263566255569458,0.23657439649105072,0.13718461990356445,0.07247959822416306,0.21581587195396423,0.185094952583313,0.26336896419525146,0.1323413997888565,0.21320562064647675,0.21581587195396423,0.09149814397096634,0.05076463893055916,0.1799464225769043,0.11606396734714508
.,0.28636154532432556,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.6812511086463928,0.2718997597694397,0.30024775862693787,0.3452940285205841,0.2901604175567627,0.5934505462646484,0.2127380669116974,0.5352458953857422,0.23630185425281525,0.4549728035926819,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
