,what,was,the,corporate,entity,american,broadcasting-paramount,theatres,renamed,in,1965,?
broadcasting,0.18499015271663666,0.25895166397094727,0.29916465282440186,0.3888157606124878,0.23536793887615204,0.26785901188850403,0.8776950240135193,0.3246809244155884,0.2745461165904999,0.27609771490097046,-0.021932972595095634,0.10870421677827835
companies,0.20801754295825958,0.1954081952571869,0.26917189359664917,0.5099667310714722,0.1927916705608368,0.1615752875804901,0.3710809051990509,0.3989183306694031,0.16138847172260284,0.2321794629096985,-0.06368225812911987,0.14365637302398682
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2203957736492157,0.19129666686058044,0.3048616647720337,0.3104262948036194,0.30420786142349243,0.2471216917037964,0.5201468467712402,0.14418171346187592,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.12342806905508041,0.1320715695619583,0.16695816814899445,0.18363699316978455,0.22569093108177185,0.15641386806964874,0.3399278521537781,0.14364227652549744,0.21076419949531555
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.2818736433982849,0.23230299353599548,0.14820368587970734,0.29926598072052,0.21105030179023743,0.2252252697944641,0.3793783485889435,0.025344140827655792,0.15103481709957123
cinema,0.15087248384952545,0.26626643538475037,0.23910944163799286,0.2023870348930359,0.15610778331756592,0.17302276194095612,0.41207355260849,0.45132753252983093,0.15495935082435608,0.29577532410621643,-0.05390146002173424,0.11584244668483734
division,0.19144181907176971,0.2174251824617386,0.26203617453575134,0.21606361865997314,0.15054139494895935,0.1481330692768097,0.232700377702713,0.17973902821540833,0.21000288426876068,0.2658538520336151,0.03925430402159691,0.08900629729032516
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.16997237503528595,0.14584606885910034,0.2360076755285263,0.19732236862182617,0.246649831533432,0.31495341658592224,0.31047213077545166,0.006891173776239157,0.11374033987522125
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.15704816579818726,0.1619563102722168,0.24405160546302795,0.516829788684845,0.26000887155532837,0.17665110528469086,0.1697147786617279,0.07437354326248169,0.19065172970294952
theatres,0.13976961374282837,0.3262985050678253,0.2874569296836853,0.2565281093120575,0.13249017298221588,0.2023952305316925,0.4133210778236389,1.0,0.18850912153720856,0.3121017515659332,-0.07330305874347687,0.10397201776504517
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.0872250646352768,0.1445913016796112,0.07995785772800446,0.05777322128415108,0.0804876908659935,0.032064326107501984,0.092739537358284,-0.0065990942530334,0.10349778085947037
[,0.010752761736512184,0.03263993561267853,0.07130392640829086,0.16016331315040588,-0.022704947739839554,0.1036323830485344,0.29458969831466675,0.33471524715423584,0.035390619188547134,0.12324675917625427,-0.07774948328733444,0.011015460826456547
citation,0.26448965072631836,0.17611537873744965,0.2536581754684448,0.15688753128051758,0.2540740668773651,0.11574404686689377,0.2449512481689453,0.1522691398859024,0.15900792181491852,0.22942641377449036,0.08629884570837021,0.3382055461406708
needed,0.3631289601325989,0.227164626121521,0.3064746856689453,0.18290945887565613,0.21276171505451202,0.1909685581922531,0.1796267330646515,0.1727515161037445,0.22333355247974396,0.21117523312568665,0.2235560417175293,0.2863257825374603
],-0.03775298595428467,0.0001094614781322889,-0.04779602214694023,0.05357414111495018,-0.013439874164760113,0.11023641377687454,0.0849137231707573,-0.09291737526655197,-0.011502591893076897,-0.1088862195611,0.014306949451565742,-0.0022520492784678936
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.2818736433982849,0.23230299353599548,0.14820368587970734,0.29926598072052,0.21105030179023743,0.2252252697944641,0.3793783485889435,0.025344140827655792,0.15103481709957123
recording,0.19233113527297974,0.2667168378829956,0.2685704827308655,0.2154313623905182,0.13889208436012268,0.24919110536575317,0.3863878846168518,0.26582157611846924,0.12672452628612518,0.2528064250946045,0.06426248699426651,0.18037092685699463
division,0.19144181907176971,0.2174251824617386,0.26203617453575134,0.21606361865997314,0.15054139494895935,0.1481330692768097,0.232700377702713,0.17973902821540833,0.21000288426876068,0.2658538520336151,0.03925430402159691,0.08900629729032516
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.1517176479101181,0.1461799293756485,0.31632548570632935,0.302132248878479,0.3262985050678253,0.36580079793930054,0.45514053106307983,0.07673795521259308,0.18412111699581146
renamed,0.16309694945812225,0.36580079793930054,0.2855224609375,0.2322724461555481,0.16435176134109497,0.14177967607975006,0.29332998394966125,0.18850912153720856,1.0000001192092896,0.22127023339271545,0.11464733630418777,0.13648955523967743
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.15704816579818726,0.1619563102722168,0.24405160546302795,0.516829788684845,0.26000887155532837,0.17665110528469086,0.1697147786617279,0.07437354326248169,0.19065172970294952
records,0.17999422550201416,0.23035451769828796,0.23809710144996643,0.15597932040691376,0.1792648881673813,0.15501467883586884,0.293570339679718,0.2081979513168335,0.19254471361637115,0.19519685208797455,0.001446696580387652,0.12384546548128128
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.15762972831726074,0.22507517039775848,0.22871561348438263,0.29766979813575745,0.3121017515659332,0.22127023339271545,1.0,0.006827604491263628,0.20430970191955566
1966,0.04680648446083069,-0.12360594421625137,-0.0162473414093256,-0.09931126981973648,0.001208070432767272,-0.04441943019628525,0.03728783503174782,-0.07233203947544098,-0.05715211108326912,-0.09151272475719452,0.07058236002922058,0.08956238627433777
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.22225607931613922,0.24862751364707947,0.29108086228370667,0.2961370348930359,0.29362812638282776,0.18444307148456573,0.5591574311256409,0.17741186916828156,0.4130953550338745
