,what,is,the,conventional,measurement,of,the,rhine,?
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1256992667913437,0.2277601659297943,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16788171231746674,0.2378474473953247,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
,what,is,the,conventional,measurement,of,the,rhine,?
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.12707892060279846,0.1006874218583107,0.010817250236868858,0.07130392640829086,0.12319914251565933,0.011015460826456547
note,0.2500276267528534,0.22927063703536987,0.255229115486145,0.1506957709789276,0.29028427600860596,0.1706424355506897,0.255229115486145,0.09906937181949615,0.2754004895687103
7,-0.1699475795030594,-0.08589375764131546,-0.1142377033829689,-0.16403138637542725,-0.1998452991247177,-0.04983885586261749,-0.1142377033829689,0.061945345252752304,-0.15092156827449799
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,0.017809677869081497,0.03139136731624603,-0.035044461488723755,-0.04779602214694023,-0.016111083328723907,-0.0022520492784678936
the,0.42745697498321533,0.5823672413825989,1.0,0.24935786426067352,0.2747146487236023,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.036313481628894806,0.16786779463291168,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
total,0.19850242137908936,0.18159881234169006,0.27068960666656494,0.1938992440700531,0.2511705756187439,0.29045331478118896,0.27068960666656494,0.11633466184139252,0.14396025240421295
length,0.20598092675209045,0.2527557909488678,0.26581600308418274,0.15478497743606567,0.42692387104034424,0.22847424447536469,0.26581600308418274,0.20094704627990723,0.16668567061424255
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2812398374080658,0.26198503375053406,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.24935786426067352,0.2747146487236023,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11510846763849258,0.17000390589237213,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.09290490299463272,0.08244186639785767,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18631495535373688,0.204771026968956,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32108715176582336,0.2653844356536865,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.24935786426067352,0.2747146487236023,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
inclusion,0.37293192744255066,0.30516543984413147,0.28706976771354675,0.265987366437912,0.25324782729148865,0.3120681345462799,0.28706976771354675,0.10906900465488434,0.34393295645713806
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2812398374080658,0.26198503375053406,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
lake,0.17778855562210083,0.22300897538661957,0.24325428903102875,0.14815667271614075,0.06886251270771027,0.23993153870105743,0.24325428903102875,0.22246339917182922,0.07226386666297913
constance,0.143944650888443,0.2383592426776886,0.23177717626094818,0.1824110597372055,0.24710917472839355,0.28979653120040894,0.23177717626094818,0.33406126499176025,0.1427515298128128
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2517717182636261,0.21142558753490448,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.24935786426067352,0.2747146487236023,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
alpine,0.08638320118188858,0.1825626790523529,0.25914666056632996,0.05840783193707466,0.1343705803155899,0.22056277096271515,0.25914666056632996,0.18429382145404816,0.08546924591064453
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11510846763849258,0.17000390589237213,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
is,0.28837618231773376,1.0,0.5823672413825989,0.2229870855808258,0.29067936539649963,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.27623888850212097,0.25765302777290344,0.30478984117507935,0.39758381247520447,0.14227862656116486,0.27894994616508484
difficult,0.37928828597068787,0.29025518894195557,0.277450829744339,0.28416338562965393,0.32559266686439514,0.2539307773113251,0.277450829744339,0.19339244067668915,0.20408590137958527
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32108715176582336,0.2653844356536865,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
measure,0.2807709276676178,0.2864217460155487,0.2528008222579956,0.27361947298049927,0.795183539390564,0.22469913959503174,0.2528008222579956,0.1548519879579544,0.22092340886592865
objectively,0.3846197724342346,0.26581794023513794,0.3117543160915375,0.24676619470119476,0.31791532039642334,0.22571861743927002,0.3117543160915375,0.16604790091514587,0.2736601233482361
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.031192248687148094,0.03615497797727585,0.054534342139959335,0.09152708947658539,0.029798196628689766,0.10349778085947037
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.22129946947097778,0.2693471610546112,0.38761502504348755,0.6251175999641418,0.17693428695201874,0.25732165575027466
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.1596715897321701,0.1753922402858734,0.4069072902202606,0.48711544275283813,0.18681856989860535,0.18412111699581146
cited,0.28291428089141846,0.2182154804468155,0.2582094371318817,0.18386206030845642,0.16770564019680023,0.26973187923431396,0.2582094371318817,0.10542800277471542,0.32995760440826416
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.28905752301216125,0.23886264860630035,0.3886612355709076,0.48381632566452026,0.18380387127399445,0.27043893933296204
"1,232",0.0658780038356781,0.25396454334259033,0.20284973084926605,0.0896807312965393,0.1412048041820526,0.204752117395401,0.20284973084926605,0.26889392733573914,0.04398540407419205
kilometres,0.17518062889575958,0.2581603229045868,0.26219841837882996,0.1666959971189499,0.30507776141166687,0.2594377398490906,0.26219841837882996,0.2998743951320648,0.09185487031936646
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.10585328936576843,0.23249028623104095,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
766,0.053527701646089554,0.19652077555656433,0.12672175467014313,0.0699404627084732,0.1630905121564865,0.17372766137123108,0.12672175467014313,0.2192327082157135,0.07014891505241394
miles,0.1893789917230606,0.22951029241085052,0.25706055760383606,0.18188941478729248,0.28098374605178833,0.2263605147600174,0.25706055760383606,0.18265488743782043,0.09363767504692078
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1256992667913437,0.2277601659297943,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.18741728365421295,0.198189839720726,0.3646814823150635,0.4408751428127289,0.18456800282001495,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.24935786426067352,0.2747146487236023,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
dutch,0.1643560230731964,0.12900666892528534,0.1705695390701294,0.09575226157903671,0.14459562301635742,0.14408773183822632,0.1705695390701294,0.31772172451019287,0.1081366017460823
rijkswaterstaat,0.2360554337501526,0.22416678071022034,0.260856032371521,0.15639489889144897,0.21657228469848633,0.2655585706233978,0.260856032371521,0.4590388834476471,0.2545055150985718
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21955011785030365,0.2026844471693039,0.5696388483047485,0.6662389636039734,0.24648422002792358,0.20430970191955566
2010,0.2741409242153168,0.24019573628902435,0.31722962856292725,0.03653004765510559,-0.021921295672655106,0.26419875025749207,0.31722962856292725,0.2813110053539276,0.21232788264751434
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16788171231746674,0.2378474473953247,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
