,to,which,year,has,the,rococo,augustus,rex,bureau,cabinet,been,dated,?
collection,0.15417452156543732,0.30199134349823,0.12698578834533691,0.1728775054216385,0.25281965732574463,0.2390601485967636,0.1226046085357666,0.2307063341140747,0.17388050258159637,0.1557902842760086,0.19439023733139038,0.19724096357822418,0.20069393515586853
is,0.42745086550712585,0.4457404911518097,0.2402215600013733,0.5668748617172241,0.5823672413825989,0.2053125500679016,0.12933102250099182,0.17042766511440277,0.19418226182460785,0.16536220908164978,0.39566612243652344,0.13580690324306488,0.22961433231830597
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.4177538752555847,1.0,0.25580495595932007,0.2133389264345169,0.213502898812294,0.26302388310432434,0.24264733493328094,0.3563927710056305,0.2046709507703781,0.22068053483963013
rococo,0.17490653693675995,0.2786051630973816,0.14807772636413574,0.18495376408100128,0.25580495595932007,1.0,0.25674378871917725,0.2066086381673813,0.08793100714683533,0.19707496464252472,0.21683508157730103,0.14304392039775848,0.12113691121339798
augustus,0.16328106820583344,0.1511116772890091,0.2755204141139984,0.08570645749568939,0.2133389264345169,0.25674378871917725,1.0000001192092896,0.30056115984916687,0.17284677922725677,0.2252696454524994,0.17780055105686188,0.25999799370765686,0.16386699676513672
rex,0.08836687356233597,0.1977042853832245,0.11758875846862793,0.07445864379405975,0.213502898812294,0.2066086381673813,0.30056115984916687,0.9999999403953552,0.0843021348118782,0.16336682438850403,0.18290598690509796,0.18931762874126434,0.16434988379478455
bureau,0.22318093478679657,0.23856422305107117,0.19382378458976746,0.21782265603542328,0.26302388310432434,0.08793100714683533,0.17284677922725677,0.0843021348118782,1.0000001192092896,0.2682533860206604,0.19023150205612183,0.19679474830627441,0.12716132402420044
cabinet,0.21436810493469238,0.12211818248033524,0.1756979525089264,0.11169014126062393,0.24264733493328094,0.19707496464252472,0.2252696454524994,0.16336682438850403,0.2682533860206604,1.0,0.14928504824638367,0.09906191378831863,0.16409438848495483
dated,0.20172762870788574,0.215279221534729,0.26412805914878845,0.2051457166671753,0.2046709507703781,0.14304392039775848,0.25999799370765686,0.18931762874126434,0.19679474830627441,0.09906191378831863,0.31360575556755066,1.0000001192092896,0.215650275349617
c1750,-0.002665669657289982,-0.06419973820447922,0.06791199743747711,0.05123356729745865,0.02271934412419796,-0.018042927607893944,0.10561453551054001,0.03593749180436134,0.22950749099254608,0.08570346236228943,0.08427780866622925,0.09193392843008041,0.06962257623672485
from,0.4069952368736267,0.38755592703819275,0.2101740688085556,0.2621968984603882,0.40150508284568787,0.13693611323833466,0.21709780395030975,0.16533668339252472,0.1365959793329239,0.08113420754671097,0.27624839544296265,0.22167015075683594,0.19969791173934937
germany,0.24172882735729218,0.2479574829339981,0.19864463806152344,0.19980297982692719,0.3181285262107849,0.188524529337883,0.24784059822559357,0.09247056394815445,0.14532390236854553,0.24804198741912842,0.21782366931438446,0.1192106232047081,0.1388660967350006
",",0.44245919585227966,0.3658004403114319,0.28560417890548706,0.3734780251979828,0.4933079481124878,0.2206551879644394,0.2774727940559387,0.2740505039691925,0.23454952239990234,0.20813481509685516,0.34873589873313904,0.2621086835861206,0.31091248989105225
with,0.4239959120750427,0.46403205394744873,0.3220449686050415,0.44092974066734314,0.4223487675189972,0.20649926364421844,0.158171147108078,0.12359510362148285,0.13836994767189026,0.16569800674915314,0.2804456949234009,0.20188507437705994,0.2433311939239502
especially,0.37744608521461487,0.4690455496311188,0.11355814337730408,0.2626020014286041,0.39420849084854126,0.3854649066925049,0.14919377863407135,0.12365994602441788,0.11973762512207031,0.1292140632867813,0.36241304874420166,0.09284874051809311,0.19751401245594025
fine,0.2511158287525177,0.27022841572761536,0.09834685921669006,0.2373550683259964,0.21014350652694702,0.20945291221141815,0.13668106496334076,0.0661560669541359,0.18152427673339844,0.09373003244400024,0.261867880821228,0.20940478146076202,0.3000907599925995
marquetry,0.31573382019996643,0.19964364171028137,0.1274852156639099,0.21245616674423218,0.24570710957050323,0.2534276247024536,0.29507794976234436,0.10977136343717575,0.18488730490207672,0.19876480102539062,0.22619234025478363,0.23207099735736847,0.10796697437763214
and,0.48971283435821533,0.506277859210968,0.2506658732891083,0.43716782331466675,0.5171257257461548,0.2606264650821686,0.2042514532804489,0.2080906182527542,0.20569582283496857,0.2119152694940567,0.3424558639526367,0.19221575558185577,0.20544172823429108
ormolu,0.17777808010578156,0.23467710614204407,0.14637742936611176,0.15043649077415466,0.26502957940101624,0.18018867075443268,0.2275785356760025,0.17371244728565216,0.22211183607578278,0.2085145264863968,0.13225458562374115,0.1056048646569252,0.15514570474624634
mounts,0.24196529388427734,0.26501139998435974,0.11387700587511063,0.09972544759511948,0.2536858022212982,0.08355574309825897,0.17426255345344543,0.12741585075855255,0.04448339343070984,0.14482522010803223,0.15950722992420197,0.17412486672401428,0.07671008259057999
.,0.4645031690597534,0.45942068099975586,0.32538118958473206,0.4105546176433563,0.5934505462646484,0.25004684925079346,0.2528320252895355,0.23890602588653564,0.22778604924678802,0.24969246983528137,0.33645182847976685,0.2194228619337082,0.4130953550338745
