,what,equation,currently,decribes,the,physics,of,force,.
",",0.3087472915649414,0.20465685427188873,0.33041635155677795,0.2305263876914978,0.4933079481124878,0.26689431071281433,0.4946078956127167,0.22091743350028992,0.6812511086463928
though,0.4089210331439972,0.13390494883060455,0.29034435749053955,0.2278653383255005,0.38776206970214844,0.1864168643951416,0.37307101488113403,0.1659330129623413,0.4245467483997345
one,0.376489520072937,0.2623479664325714,0.29175806045532227,0.2524243891239166,0.5514441132545471,0.17036068439483643,0.4999135136604309,0.23989498615264893,0.4123194217681885
is,0.28837618231773376,0.2610480785369873,0.4011616110801697,0.28584402799606323,0.5823672413825989,0.16058161854743958,0.4854315221309662,0.22036980092525482,0.4569662809371948
now,0.4903225302696228,0.18140672147274017,0.5035606026649475,0.14440478384494781,0.38266420364379883,0.16145509481430054,0.29182544350624084,0.14073489606380463,0.36271902918815613
dealing,0.3540358245372772,0.24350310862064362,0.2812484800815582,0.3200293779373169,0.30423152446746826,0.2597402036190033,0.3187740445137024,0.21070313453674316,0.24667346477508545
with,0.2464839518070221,0.15095031261444092,0.2596642076969147,0.285049170255661,0.4223487675189972,0.1996603161096573,0.41827285289764404,0.15703244507312775,0.4446153938770294
operators,0.24600493907928467,0.3198050260543823,0.3022310435771942,0.20619817078113556,0.2580118775367737,0.23186983168125153,0.20075355470180511,0.2620830535888672,0.19080603122711182
instead,0.4104403555393219,0.23251324892044067,0.21487082540988922,0.31599777936935425,0.3940567970275879,0.12242229282855988,0.31208282709121704,0.1860058307647705,0.3707379400730133
of,0.33290785551071167,0.18257875740528107,0.2655649185180664,0.3354763984680176,0.733189046382904,0.2395489662885666,1.0,0.27094775438308716,0.5352458953857422
classical,0.22816240787506104,0.2686852812767029,0.09070491790771484,0.21355301141738892,0.20384269952774048,0.3325905203819275,0.2391258031129837,0.1287761926651001,0.2641633450984955
variables,0.24388675391674042,0.5571995973587036,0.18028390407562256,0.29883521795272827,0.1977231651544571,0.3083088994026184,0.197788804769516,0.18889755010604858,0.21261359751224518
and,0.31309178471565247,0.15037484467029572,0.2922934591770172,0.2805863320827484,0.5171257257461548,0.14552804827690125,0.5116966962814331,0.24372100830078125,0.588965117931366
though,0.4089210331439972,0.13390494883060455,0.29034435749053955,0.2278653383255005,0.38776206970214844,0.1864168643951416,0.37307101488113403,0.1659330129623413,0.4245467483997345
the,0.42745697498321533,0.2096533477306366,0.2945235073566437,0.3861430883407593,1.0,0.17952929437160492,0.733189046382904,0.2800885736942291,0.5934505462646484
physics,0.26464056968688965,0.47365474700927734,0.17142510414123535,0.14542236924171448,0.17952929437160492,0.9999999403953552,0.2395489662885666,0.29059725999832153,0.21820253133773804
is,0.28837618231773376,0.2610480785369873,0.4011616110801697,0.28584402799606323,0.5823672413825989,0.16058161854743958,0.4854315221309662,0.22036980092525482,0.4569662809371948
now,0.4903225302696228,0.18140672147274017,0.5035606026649475,0.14440478384494781,0.38266420364379883,0.16145509481430054,0.29182544350624084,0.14073489606380463,0.36271902918815613
described,0.22590412199497223,0.2655537724494934,0.10943613946437836,0.36401745676994324,0.2878154516220093,0.2137419581413269,0.297532320022583,0.12680673599243164,0.21733810007572174
by,0.2455483376979828,0.199402317404747,0.25048381090164185,0.3034476339817047,0.4408751428127289,0.15634199976921082,0.3646814823150635,0.24997374415397644,0.3936232924461365
the,0.42745697498321533,0.2096533477306366,0.2945235073566437,0.3861430883407593,1.0,0.17952929437160492,0.733189046382904,0.2800885736942291,0.5934505462646484
schrödinger,0.36661428213119507,0.5638400316238403,0.190788134932518,0.23715202510356903,0.26511383056640625,0.5355281233787537,0.22917421162128448,0.24729736149311066,0.3042052090167999
equation,0.281838983297348,1.0000001192092896,0.16924375295639038,0.29019081592559814,0.2096533477306366,0.47365474700927734,0.18257875740528107,0.2695007920265198,0.23947837948799133
instead,0.4104403555393219,0.23251324892044067,0.21487082540988922,0.31599777936935425,0.3940567970275879,0.12242229282855988,0.31208282709121704,0.1860058307647705,0.3707379400730133
of,0.33290785551071167,0.18257875740528107,0.2655649185180664,0.3354763984680176,0.733189046382904,0.2395489662885666,1.0,0.27094775438308716,0.5352458953857422
newtonian,0.2607386112213135,0.4755356013774872,0.14713066816329956,0.24533000588417053,0.2466065138578415,0.37948912382125854,0.21370476484298706,0.2523835301399231,0.191025048494339
equations,0.26397332549095154,0.928786039352417,0.17988556623458862,0.287280410528183,0.1991964876651764,0.5178844928741455,0.186348557472229,0.26144513487815857,0.23421989381313324
.,0.3567904531955719,0.23947837948799133,0.29744869470596313,0.23255237936973572,0.5934505462646484,0.21820253133773804,0.5352458953857422,0.2783275842666626,1.0000001192092896
