,king,sigimund,'s,column,is,an,example,of,what,kind,of,attraction,in,warsaw,?
royal,0.3860742747783661,0.2641555666923523,-0.0776824876666069,0.13157548010349274,0.15478424727916718,0.17994554340839386,0.14055904746055603,0.3112924098968506,0.16189028322696686,0.15782217681407928,0.3112924098968506,0.15337306261062622,0.22172321379184723,0.1593901515007019,0.11453001946210861
castle,0.25586259365081787,0.33742624521255493,-0.12325005233287811,0.1369764506816864,0.17311879992485046,0.09222753345966339,0.10413477569818497,0.19318179786205292,0.15708477795124054,0.1594967246055603,0.19318179786205292,0.220907524228096,0.2009769082069397,0.19518479704856873,0.0871945396065712
and,0.24642229080200195,0.25537869334220886,0.06895173341035843,0.2461538463830948,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.22807618975639343,0.4954058527946472,0.2083624005317688,0.20544172823429108
the,0.25887003540992737,0.303066611289978,-0.01540423184633255,0.2747204005718231,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.25437813997268677,0.6662389636039734,0.23137180507183075,0.22068053483963013
iconic,0.09646718204021454,0.30717554688453674,0.017446134239435196,0.1591159999370575,0.22997143864631653,0.18601876497268677,0.2577805519104004,0.24920526146888733,0.16477404534816742,0.156380295753479,0.24920526146888733,0.282739520072937,0.2800956070423126,0.17631220817565918,0.1604892760515213
king,1.0000001192092896,0.3484898805618286,-0.002494113054126501,0.12034524232149124,0.193196102976799,0.16747213900089264,0.13532671332359314,0.2938710153102875,0.18449601531028748,0.15626119077205658,0.2938710153102875,0.10531143099069595,0.2044914960861206,0.10983172804117203,0.19130074977874756
sigismund,0.446221262216568,0.8257020115852356,-0.023946065455675125,0.114966981112957,0.1682746261358261,0.17784878611564636,0.16837303340435028,0.33887600898742676,0.17605116963386536,0.15560409426689148,0.33887600898742676,0.20205265283584595,0.23773306608200073,0.42401063442230225,0.25470688939094543
's,-0.002494113054126501,0.021813541650772095,0.9999999403953552,-0.05062520503997803,0.02396530658006668,0.025255560874938965,-0.045060764998197556,-0.03817026689648628,0.02692362666130066,0.046514540910720825,-0.03817026689648628,-0.029694270342588425,-0.037580832839012146,0.02839025668799877,-0.023395681753754616
column,0.12034524232149124,0.16624653339385986,-0.05062520503997803,0.9999999403953552,0.13739842176437378,0.15934789180755615,0.2598450183868408,0.221345454454422,0.15417897701263428,0.134780153632164,0.221345454454422,0.08691757172346115,0.16165213286876678,0.1162969321012497,0.10008178651332855
",",0.27879971265792847,0.3319028615951538,-0.0016132977325469255,0.19139452278614044,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18941305577754974,0.5201468467712402,0.25300899147987366,0.31091248989105225
st.,0.23139025270938873,0.33731380105018616,0.045316148549318314,0.21056175231933594,0.16120703518390656,0.10032729804515839,0.1422497183084488,0.19887582957744598,0.10219959169626236,0.1460544466972351,0.19887582957744598,0.2055690586566925,0.15931649506092072,0.18905454874038696,0.13592876493930817
john,0.20035837590694427,0.308366984128952,-0.1023898646235466,0.012878751382231712,0.16449548304080963,0.16678237915039062,0.1447114795446396,0.2407056987285614,0.18237407505512238,0.12123801559209824,0.2407056987285614,0.1788954883813858,0.22177861630916595,0.2175639122724533,0.13162356615066528
's,-0.002494113054126501,0.021813541650772095,0.9999999403953552,-0.05062520503997803,0.02396530658006668,0.025255560874938965,-0.045060764998197556,-0.03817026689648628,0.02692362666130066,0.046514540910720825,-0.03817026689648628,-0.029694270342588425,-0.037580832839012146,0.02839025668799877,-0.023395681753754616
cathedral,0.24105143547058105,0.25426173210144043,-0.05534784123301506,0.18731191754341125,0.2034183293581009,0.12382593005895615,0.21582621335983276,0.2966258227825165,0.13176603615283966,0.0981653556227684,0.2966258227825165,0.2139274626970291,0.23225148022174835,0.19646592438220978,0.1257525086402893
",",0.27879971265792847,0.3319028615951538,-0.0016132977325469255,0.19139452278614044,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18941305577754974,0.5201468467712402,0.25300899147987366,0.31091248989105225
market,0.10545574128627777,0.21215564012527466,0.07352017611265182,0.11236917227506638,0.2463478147983551,0.15077361464500427,0.2060297131538391,0.1694333702325821,0.12116116285324097,0.15619608759880066,0.1694333702325821,0.23228411376476288,0.27003997564315796,0.20759056508541107,0.12805593013763428
square,0.15750308334827423,0.25698351860046387,0.001511616283096373,0.1852920949459076,0.2405121773481369,0.17708706855773926,0.2341369241476059,0.2585134208202362,0.12660330533981323,0.11247903853654861,0.2585134208202362,0.23920993506908417,0.2193731665611267,0.21351832151412964,0.1201515942811966
",",0.27879971265792847,0.3319028615951538,-0.0016132977325469255,0.19139452278614044,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18941305577754974,0.5201468467712402,0.25300899147987366,0.31091248989105225
palaces,0.31104546785354614,0.2791577875614166,-0.05834246054291725,0.15568959712982178,0.19329145550727844,0.08534027636051178,0.2657759189605713,0.3081806004047394,0.19182135164737701,0.13778246939182281,0.3081806004047394,0.24019651114940643,0.2948485314846039,0.2669702172279358,0.1447763592004776
",",0.27879971265792847,0.3319028615951538,-0.0016132977325469255,0.19139452278614044,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18941305577754974,0.5201468467712402,0.25300899147987366,0.31091248989105225
churches,0.21482908725738525,0.25967320799827576,0.048431213945150375,0.11724159121513367,0.20715926587581635,0.09751348942518234,0.22371640801429749,0.29080384969711304,0.17877253890037537,0.1766752004623413,0.29080384969711304,0.18277226388454437,0.2825169265270233,0.23070478439331055,0.19824735820293427
and,0.24642229080200195,0.25537869334220886,0.06895173341035843,0.2461538463830948,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.22807618975639343,0.4954058527946472,0.2083624005317688,0.20544172823429108
mansions,0.1852165311574936,0.2170412689447403,-0.00315296184271574,0.08209816366434097,0.1588491052389145,0.02554313838481903,0.16570700705051422,0.27624326944351196,0.14299586415290833,0.11174546182155609,0.27624326944351196,0.23897552490234375,0.27444320917129517,0.21745172142982483,0.12884706258773804
all,0.20123191177845,0.23230426013469696,0.03181743621826172,0.18179920315742493,0.2553904056549072,0.1916661262512207,0.3405359387397766,0.42798417806625366,0.41981086134910583,0.2942016124725342,0.42798417806625366,0.17256075143814087,0.3335905969142914,0.19292427599430084,0.29575422406196594
displaying,0.12377887219190598,0.21832360327243805,-0.01175723411142826,0.3093279302120209,0.20686180889606476,0.1725281924009323,0.40344172716140747,0.3014712631702423,0.27500900626182556,0.20793187618255615,0.3014712631702423,0.2396152913570404,0.2543599605560303,0.17485830187797546,0.21778589487075806
a,0.18420645594596863,0.30936431884765625,0.04866964742541313,0.23410743474960327,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2776763439178467,0.539380669593811,0.19591784477233887,0.23916715383529663
richness,0.17812207341194153,0.2475605607032776,0.008948463946580887,0.16984756290912628,0.26555347442626953,0.1888013333082199,0.2674698829650879,0.3257100284099579,0.30655866861343384,0.3381655514240265,0.3257100284099579,0.30516326427459717,0.23565253615379333,0.10858629643917084,0.1582779884338379
of,0.2938710153102875,0.3263522982597351,-0.03817026689648628,0.221345454454422,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.2285657674074173,1.0,0.2742712199687958,0.5696388483047485,0.19253842532634735,0.1826142966747284
colour,0.08367586880922318,0.14967811107635498,0.058924682438373566,0.1918143332004547,0.22148722410202026,0.18341064453125,0.26415905356407166,0.1579323709011078,0.23863904178142548,0.19674722850322723,0.1579323709011078,0.18822480738162994,0.12570035457611084,0.14901307225227356,0.1683434098958969
and,0.24642229080200195,0.25537869334220886,0.06895173341035843,0.2461538463830948,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.22807618975639343,0.4954058527946472,0.2083624005317688,0.20544172823429108
architectural,0.10014376789331436,0.2215508073568344,-0.03541046753525734,0.22337988018989563,0.16683503985404968,0.1544225513935089,0.20706887543201447,0.2795933783054352,0.20413975417613983,0.16495779156684875,0.2795933783054352,0.25434410572052,0.25104397535324097,0.18325236439704895,0.13917183876037598
detail,0.0830826386809349,0.23266518115997314,-0.003982748836278915,0.23334644734859467,0.17317143082618713,0.21494436264038086,0.34026700258255005,0.27033913135528564,0.3660587966442108,0.2422272115945816,0.27033913135528564,0.19662556052207947,0.20917807519435883,0.19489480555057526,0.25387880206108093
.,0.2334747016429901,0.340084433555603,-0.003708066651597619,0.18093660473823547,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.16216622292995453,0.5591574311256409,0.26825499534606934,0.4130953550338745
