,what,type,of,mentorship,does,the,lds,church,focus,on,?
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.1776241511106491,0.4403602182865143,0.5823672413825989,0.13198885321617126,0.203276589512825,0.25106388330459595,0.3635730445384979,0.22961433231830597
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.21203739941120148,0.29477936029434204,0.4207492768764496,0.1154518574476242,0.09629998356103897,0.19966992735862732,0.3192969560623169,0.19793890416622162
office,0.12159775197505951,0.04479650408029556,0.24605777859687805,0.19747792184352875,0.16414229571819305,0.27314993739128113,0.19154232740402222,0.2608829140663147,0.12918175756931305,0.22274257242679596,0.16497313976287842
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
aaronic,0.2994286119937897,0.19070173799991608,0.21361002326011658,0.24816769361495972,0.24705879390239716,0.28153982758522034,0.2928145229816437,0.12275008112192154,0.2542301416397095,0.19349375367164612,0.2204626351594925
priesthood,0.22431568801403046,0.10092829912900925,0.2815867066383362,0.31886765360832214,0.17624011635780334,0.2826952636241913,0.3555212914943695,0.44197022914886475,0.1727893054485321,0.1441916674375534,0.17457331717014313
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
generally,0.40614598989486694,0.30597037076950073,0.3127037584781647,0.26101139187812805,0.38465455174446106,0.41466525197029114,0.22409963607788086,0.1768280267715454,0.24240528047084808,0.27810585498809814,0.23411904275417328
conferred,0.10596323013305664,0.14040403068065643,0.3241461217403412,0.19488663971424103,0.14019443094730377,0.3050553798675537,0.2574029862880707,0.23211324214935303,0.18741638958454132,0.14272484183311462,0.10300537198781967
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.2458476424217224,0.2568802833557129,0.5107308030128479,0.18052934110164642,0.1726921796798706,0.3158062696456909,0.9999999403953552,0.2714994251728058
young,0.18808799982070923,0.09104891121387482,0.28555598855018616,0.19014467298984528,0.15968860685825348,0.2729646563529968,0.19289201498031616,0.10645133256912231,0.1280517727136612,0.18606418371200562,0.14931946992874146
boys,0.17170795798301697,0.030802711844444275,0.13963142037391663,0.14548711478710175,0.08414299786090851,0.17442311346530914,0.26375100016593933,0.19207003712654114,0.1465829610824585,0.1911262571811676,0.1407768875360489
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.17780597507953644,0.4248845875263214,0.4174870550632477,0.19184815883636475,0.1717420071363449,0.24703189730644226,0.2897229492664337,0.32389625906944275
recent,0.24256184697151184,0.16975468397140503,0.2896444797515869,0.25091826915740967,0.25054731965065,0.31046223640441895,0.19142521917819977,0.15442150831222534,0.2654881477355957,0.26223310828208923,0.2544887959957123
converts,0.165298193693161,0.18191665410995483,0.2327413707971573,0.14681801199913025,0.25857046246528625,0.25209102034568787,0.22594836354255676,0.17514154314994812,0.09497249126434326,0.1068168580532074,0.17552533745765686
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21960985660552979,0.3461615741252899,0.5171257257461548,0.24161893129348755,0.1976170688867569,0.2707323133945465,0.4077630043029785,0.20544172823429108
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.19698232412338257,0.42885294556617737,0.4177538752555847,0.14575962722301483,0.19444791972637177,0.1981494426727295,0.34604379534721375,0.15994466841220856
little,0.2614184617996216,0.12676630914211273,0.20116642117500305,0.22117328643798828,0.25939854979515076,0.2412613034248352,0.12546725571155548,0.205288365483284,0.17105403542518616,0.2574410140514374,0.20336517691612244
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
common,0.19989867508411407,0.3472718596458435,0.2949881851673126,0.08384296298027039,0.2881799340248108,0.2705984115600586,0.18045523762702942,0.17554211616516113,0.15966692566871643,0.22368024289608002,0.20434872806072235
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19270199537277222,0.26186925172805786,0.4223487675189972,0.23995839059352875,0.17961077392101288,0.23753482103347778,0.40749499201774597,0.2433311939239502
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.0986112728714943,0.06539655476808548,0.029072100296616554,-0.04455171898007393,0.038532305508852005,-0.11532998085021973,-0.03274054825305939,0.0685480609536171
spiritual,0.2431802898645401,0.12133684009313583,0.3108343183994293,0.3217136859893799,0.18492491543293,0.2149372547864914,0.2216624915599823,0.3318040370941162,0.2839166522026062,0.17063623666763306,0.1801415979862213
teacher,0.20492632687091827,0.13493123650550842,0.19968076050281525,0.3486343324184418,0.1430262327194214,0.17760860919952393,0.1892998069524765,0.2423553615808487,0.21173880994319916,0.1997784823179245,0.1797819435596466
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.00536612281575799,-0.004023602232336998,0.041273195296525955,-0.009217419661581516,0.0220292080193758,0.06837473064661026,0.04238596186041832,0.018684765323996544
archetype,0.2692292034626007,0.4762108027935028,0.18912947177886963,0.2277684062719345,0.22026143968105316,0.23360151052474976,0.17120763659477234,0.17737092077732086,0.1947217881679535,0.11331719160079956,0.20391297340393066
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24698078632354736,0.3022993505001068,0.5934505462646484,0.26731887459754944,0.28898224234580994,0.21183714270591736,0.49257001280784607,0.4130953550338745
,what,type,of,mentorship,does,the,lds,church,focus,on,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
emphasis,0.2812975347042084,0.1764981597661972,0.25674107670783997,0.3372918665409088,0.25465813279151917,0.19833582639694214,0.18040402233600616,0.18121939897537231,0.4911987781524658,0.23377813398838043,0.2750280499458313
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.2458476424217224,0.2568802833557129,0.5107308030128479,0.18052934110164642,0.1726921796798706,0.3158062696456909,0.9999999403953552,0.2714994251728058
spiritual,0.2431802898645401,0.12133684009313583,0.3108343183994293,0.3217136859893799,0.18492491543293,0.2149372547864914,0.2216624915599823,0.3318040370941162,0.2839166522026062,0.17063623666763306,0.1801415979862213
mentorship,0.3901286721229553,0.0781077891588211,0.2184096872806549,1.0000001192092896,0.23846611380577087,0.24017667770385742,0.18749958276748657,0.25213363766670227,0.2773764729499817,0.2458476424217224,0.37482789158821106
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
lds,0.19392722845077515,0.051775820553302765,0.2256365418434143,0.18749958276748657,0.2348967045545578,0.21610027551651,1.0,0.43778929114341736,0.2119324505329132,0.18052934110164642,0.23273463547229767
church,0.1944202184677124,0.06279973685741425,0.3079429268836975,0.25213363766670227,0.16385334730148315,0.23846197128295898,0.43778929114341736,0.9999999403953552,0.06905081123113632,0.1726921796798706,0.18081501126289368
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.1776241511106491,0.4403602182865143,0.5823672413825989,0.13198885321617126,0.203276589512825,0.25106388330459595,0.3635730445384979,0.22961433231830597
similar,0.30608364939689636,0.30731043219566345,0.2911645472049713,0.18488754332065582,0.3042154014110565,0.2963123023509979,0.1756923943758011,0.12086532264947891,0.25096407532691956,0.23418132960796356,0.23309361934661865
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3409256339073181,0.4391997456550598,0.535392165184021,0.1840296983718872,0.24439501762390137,0.33288413286209106,0.41031414270401,0.29463258385658264
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.399541437625885,0.4764937460422516,0.5473989248275757,0.2100263386964798,0.18300943076610565,0.3169008791446686,0.42569106817245483,0.32716336846351624
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.2570846974849701,0.2897747755050659,0.39758381247520447,0.20173075795173645,0.15074557065963745,0.3704218566417694,0.37351730465888977,0.27894994616508484
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.0986112728714943,0.06539655476808548,0.029072100296616554,-0.04455171898007393,0.038532305508852005,-0.11532998085021973,-0.03274054825305939,0.0685480609536171
low-church,0.17586688697338104,0.12487062066793442,0.312070369720459,0.23914945125579834,0.2155461460351944,0.2973095178604126,0.4838990569114685,0.841517448425293,0.1201883926987648,0.25748372077941895,0.169816255569458
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.00536612281575799,-0.004023602232336998,0.041273195296525955,-0.009217419661581516,0.0220292080193758,0.06837473064661026,0.04238596186041832,0.018684765323996544
traditions,0.253129243850708,0.16837473213672638,0.2921203374862671,0.23290902376174927,0.23989513516426086,0.26193809509277344,0.2706041634082794,0.3306788206100464,0.1914331465959549,0.16440238058567047,0.18007412552833557
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
protestantism,0.28224319219589233,0.09186552464962006,0.31892913579940796,0.40909749269485474,0.1954406350851059,0.2780466079711914,0.40865418314933777,0.577400267124176,0.23474948108196259,0.1656503528356552,0.1824951469898224
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19270199537277222,0.26186925172805786,0.4223487675189972,0.23995839059352875,0.17961077392101288,0.23753482103347778,0.40749499201774597,0.2433311939239502
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.277292937040329,0.38201746344566345,0.5829201340675354,0.08345048129558563,0.19588641822338104,0.2499895542860031,0.3848365545272827,0.23916715383529663
stronger,0.26740801334381104,0.20023520290851593,0.19056105613708496,0.16086779534816742,0.25459548830986023,0.24540938436985016,0.08140160888433456,0.07199996709823608,0.2439597100019455,0.20713265240192413,0.12132075428962708
emphasis,0.2812975347042084,0.1764981597661972,0.25674107670783997,0.3372918665409088,0.25465813279151917,0.19833582639694214,0.18040402233600616,0.18121939897537231,0.4911987781524658,0.23377813398838043,0.2750280499458313
placed,0.20823347568511963,0.21340137720108032,0.2962164878845215,0.17589223384857178,0.24252305924892426,0.38702741265296936,0.1611548811197281,0.12891383469104767,0.15712647140026093,0.3127811551094055,0.18964257836341858
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.2458476424217224,0.2568802833557129,0.5107308030128479,0.18052934110164642,0.1726921796798706,0.3158062696456909,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
husband,0.14778389036655426,0.01805742271244526,0.20487503707408905,0.2168566733598709,0.12303540110588074,0.21884585916996002,0.1769450157880783,0.2463122010231018,0.14715035259723663,0.14844022691249847,0.15407632291316986
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21960985660552979,0.3461615741252899,0.5171257257461548,0.24161893129348755,0.1976170688867569,0.2707323133945465,0.4077630043029785,0.20544172823429108
father,0.21527598798274994,0.07023082673549652,0.22142449021339417,0.24070104956626892,0.19012796878814697,0.24010279774665833,0.16626092791557312,0.2141469120979309,0.09979031980037689,0.1644139438867569,0.14826634526252747
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.277292937040329,0.38201746344566345,0.5829201340675354,0.08345048129558563,0.19588641822338104,0.2499895542860031,0.3848365545272827,0.23916715383529663
family,0.16391263902187347,0.1312943696975708,0.1893671154975891,0.12059915065765381,0.09641476720571518,0.2394849956035614,0.16286726295948029,0.2087540179491043,0.15888546407222748,0.19757194817066193,0.15222905576229095
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3409256339073181,0.4391997456550598,0.535392165184021,0.1840296983718872,0.24439501762390137,0.33288413286209106,0.41031414270401,0.29463258385658264
provide,0.27049049735069275,0.2895733118057251,0.27198103070259094,0.24423275887966156,0.3120734691619873,0.26373472809791565,0.19198228418827057,0.12836433947086334,0.3153611421585083,0.250570684671402,0.22704634070396423
spiritual,0.2431802898645401,0.12133684009313583,0.3108343183994293,0.3217136859893799,0.18492491543293,0.2149372547864914,0.2216624915599823,0.3318040370941162,0.2839166522026062,0.17063623666763306,0.1801415979862213
guidance,0.36937031149864197,0.1821402609348297,0.25177156925201416,0.4105793833732605,0.2068021446466446,0.27833473682403564,0.2188887894153595,0.16008487343788147,0.3211725652217865,0.210298091173172,0.28245481848716736
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.31298860907554626,0.35159170627593994,0.4739971458911896,0.23684410750865936,0.15542230010032654,0.2810359299182892,0.36199691891670227,0.264628142118454
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.26206475496292114,0.31124600768089294,0.4860881567001343,0.29898765683174133,0.175497367978096,0.24327483773231506,0.3832052946090698,0.29575422406196594
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.35057225823402405,0.20403875410556793,0.4394008219242096,0.14897647500038147,0.20669284462928772,0.2223743200302124,0.32064297795295715,0.18075084686279297
family,0.16391263902187347,0.1312943696975708,0.1893671154975891,0.12059915065765381,0.09641476720571518,0.2394849956035614,0.16286726295948029,0.2087540179491043,0.15888546407222748,0.19757194817066193,0.15222905576229095
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
ideally,0.4730854034423828,0.16562938690185547,0.29542702436447144,0.37507858872413635,0.40403714776039124,0.3570705056190491,0.2596144378185272,0.16212335228919983,0.3599911332130432,0.30369600653648376,0.3842572569847107
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
consultation,0.28350910544395447,0.18217132985591888,0.25807562470436096,0.37030184268951416,0.1817757785320282,0.29358696937561035,0.26780641078948975,0.2225998342037201,0.3462062180042267,0.3187122642993927,0.2512023448944092
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19270199537277222,0.26186925172805786,0.4223487675189972,0.23995839059352875,0.17961077392101288,0.23753482103347778,0.40749499201774597,0.2433311939239502
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.35057225823402405,0.20403875410556793,0.4394008219242096,0.14897647500038147,0.20669284462928772,0.2223743200302124,0.32064297795295715,0.18075084686279297
wife,0.15537087619304657,0.07487734407186508,0.2074100226163864,0.20913302898406982,0.09610838443040848,0.18555577099323273,0.15129199624061584,0.1712692230939865,0.11929551512002945,0.1834355890750885,0.19987250864505768
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
even,0.40872135758399963,0.1578398495912552,0.34735506772994995,0.32238340377807617,0.4671286940574646,0.37996912002563477,0.23406195640563965,0.19863422214984894,0.2250400334596634,0.297456830739975,0.30082517862319946
if,0.5277165174484253,0.2994624078273773,0.2557544410228729,0.33800750970840454,0.4740144908428192,0.33724796772003174,0.21737712621688843,0.16554011404514313,0.1706700176000595,0.24549968540668488,0.4441644251346588
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
husband,0.14778389036655426,0.01805742271244526,0.20487503707408905,0.2168566733598709,0.12303540110588074,0.21884585916996002,0.1769450157880783,0.2463122010231018,0.14715035259723663,0.14844022691249847,0.15407632291316986
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.1776241511106491,0.4403602182865143,0.5823672413825989,0.13198885321617126,0.203276589512825,0.25106388330459595,0.3635730445384979,0.22961433231830597
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.3925134241580963,0.6355478763580322,0.4310511648654938,0.2430376559495926,0.1967715620994568,0.249263733625412,0.3516409695148468,0.41942933201789856
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.277292937040329,0.38201746344566345,0.5829201340675354,0.08345048129558563,0.19588641822338104,0.2499895542860031,0.3848365545272827,0.23916715383529663
member,0.09932345896959305,0.1253872513771057,0.2701796889305115,0.1917824000120163,0.15050765872001648,0.2806392312049866,0.18729214370250702,0.13102787733078003,0.19415999948978424,0.1643621176481247,0.06826172769069672
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
lds,0.19392722845077515,0.051775820553302765,0.2256365418434143,0.18749958276748657,0.2348967045545578,0.21610027551651,1.0,0.43778929114341736,0.2119324505329132,0.18052934110164642,0.23273463547229767
church,0.1944202184677124,0.06279973685741425,0.3079429268836975,0.25213363766670227,0.16385334730148315,0.23846197128295898,0.43778929114341736,0.9999999403953552,0.06905081123113632,0.1726921796798706,0.18081501126289368
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2504138946533203,0.28617382049560547,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.23845507204532623,0.49057599902153015,0.31091248989105225
based,0.274813175201416,0.19222953915596008,0.3033197224140167,0.1314101219177246,0.22036892175674438,0.29860720038414,0.20403864979743958,0.07809440046548843,0.3583393692970276,0.36055147647857666,0.134929820895195
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.2458476424217224,0.2568802833557129,0.5107308030128479,0.18052934110164642,0.1726921796798706,0.3158062696456909,0.9999999403953552,0.2714994251728058
interpretatios,0.3377726674079895,0.19293157756328583,0.2538326680660248,0.2820751368999481,0.2607274651527405,0.24426059424877167,0.19629451632499695,0.21016600728034973,0.27896180748939514,0.2004345804452896,0.20707035064697266
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
certain,0.4561643898487091,0.2833237648010254,0.40204232931137085,0.2751656472682953,0.41002264618873596,0.392071396112442,0.20852535963058472,0.16360512375831604,0.3531195819377899,0.22485196590423584,0.2516106069087982
biblical,0.28585752844810486,0.020308200269937515,0.2500237822532654,0.24968038499355316,0.19415539503097534,0.20867225527763367,0.3763304650783539,0.36732062697410583,0.1986020803451538,0.10641814768314362,0.1909967064857483
texts,0.25967296957969666,0.14747749269008636,0.23314617574214935,0.21690715849399567,0.20625068247318268,0.2725931704044342,0.271115779876709,0.219486802816391,0.16539926826953888,0.15791663527488708,0.18584510684013367
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.20899859070777893,0.39111801981925964,0.6521818041801453,0.18285083770751953,0.20821009576320648,0.2949202358722687,0.4245251417160034,0.25814583897590637
proclaim,0.17780126631259918,0.043578390032052994,0.27488765120506287,0.3486020863056183,0.13503652811050415,0.22478388249874115,0.13721486926078796,0.2733515501022339,0.09084375202655792,0.1459524929523468,0.21249279379844666
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24017667770385742,0.35928019881248474,1.0,0.21610027551651,0.23846197128295898,0.25318023562431335,0.5107308030128479,0.22068053483963013
spiritual,0.2431802898645401,0.12133684009313583,0.3108343183994293,0.3217136859893799,0.18492491543293,0.2149372547864914,0.2216624915599823,0.3318040370941162,0.2839166522026062,0.17063623666763306,0.1801415979862213
authority,0.23046736419200897,0.11715258657932281,0.28063252568244934,0.23552121222019196,0.24361401796340942,0.2645063102245331,0.22627243399620056,0.24663107097148895,0.2723175585269928,0.17171882092952728,0.18404170870780945
of,0.33290785551071167,0.18112817406654358,1.0,0.2184096872806549,0.3119818866252899,0.733189046382904,0.2256365418434143,0.3079429268836975,0.2428540587425232,0.3966929316520691,0.1826142966747284
husbands,0.16880986094474792,0.07161348313093185,0.24594959616661072,0.21588197350502014,0.2011106312274933,0.2330286204814911,0.2402435690164566,0.2454858124256134,0.22044150531291962,0.16878508031368256,0.18380464613437653
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2141905128955841,0.214483380317688,0.6662389636039734,0.1740175187587738,0.2493300437927246,0.27219411730766296,0.46853652596473694,0.20430970191955566
marriage,0.1536911427974701,0.031272534281015396,0.1860882043838501,0.3308849036693573,0.14820487797260284,0.17375090718269348,0.2191406786441803,0.26122337579727173,0.07987301796674728,0.1322319060564041,0.13543564081192017
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24698078632354736,0.3022993505001068,0.5934505462646484,0.26731887459754944,0.28898224234580994,0.21183714270591736,0.49257001280784607,0.4130953550338745
