,what,type,of,landscapes,other,than,geologic,and,natural,ecosystem,landscapes,can,be,found,in,southern,california,?
outnumbering,0.28970929980278015,0.14743264019489288,0.2726598083972931,0.16748575866222382,0.3228873610496521,0.25628462433815,0.14928537607192993,0.36199066042900085,0.16130368411540985,0.36232924461364746,0.16748575866222382,0.16605724394321442,0.2105105221271515,0.21437762677669525,0.23324593901634216,0.3093954920768738,0.1009846106171608,0.1729564070701599
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.14317122101783752,0.9999999403953552,0.5105555653572083,0.12173979729413986,0.5504306554794312,0.2570590674877167,0.2486225664615631,0.14317122101783752,0.454561322927475,0.4629868268966675,0.2849148213863373,0.39989137649536133,0.22025135159492493,0.19346874952316284,0.24682199954986572
major,0.21026742458343506,0.12121699005365372,0.2641255557537079,0.21346653997898102,0.3157308101654053,0.15025296807289124,0.215609610080719,0.29795366525650024,0.16583245992660522,0.21504049003124237,0.21346653997898102,0.12592005729675293,0.1488431692123413,0.15146303176879883,0.3249945342540741,0.15392079949378967,0.1549016237258911,0.19788557291030884
regions,0.22129066288471222,0.21590079367160797,0.3694140613079071,0.31591638922691345,0.29254353046417236,0.23668678104877472,0.25046271085739136,0.30318012833595276,0.2920018434524536,0.306275337934494,0.31591638922691345,0.25444114208221436,0.24765810370445251,0.28275254368782043,0.3232547640800476,0.3461337983608246,0.14872722327709198,0.11608363687992096
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.26519930362701416,0.39989137649536133,0.3270052373409271,0.23343469202518463,0.4954058527946472,0.32136213779449463,0.22401294112205505,0.26519930362701416,0.26527702808380127,0.3481820821762085,0.39141854643821716,1.0,0.3190481662750244,0.2772824168205261,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21186833083629608,0.44152235984802246,0.3227543234825134,0.27847176790237427,0.5171257257461548,0.2291368842124939,0.26392892003059387,0.21186833083629608,0.312528520822525,0.4248143136501312,0.3452354073524475,0.6662389636039734,0.3282862603664398,0.2750805914402008,0.22068053483963013
state,0.24273863434791565,0.1545526683330536,0.34253445267677307,0.09762436896562576,0.25314825773239136,0.1687004715204239,0.14950744807720184,0.2653750479221344,0.21293982863426208,0.2172217220067978,0.09762436896562576,0.13665424287319183,0.22221757471561432,0.17006520926952362,0.33316072821617126,0.2978775203227997,0.3314559757709503,0.1160883978009224
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3002045452594757,0.5504306554794312,0.39361441135406494,0.1878790259361267,1.0,0.3004496097564697,0.2580353617668152,0.3002045452594757,0.3675691485404968,0.41766801476478577,0.27978911995887756,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
country,0.22705033421516418,0.16337260603904724,0.28866857290267944,0.2051900178194046,0.28020480275154114,0.16402976214885712,0.1673862785100937,0.30884742736816406,0.16121284663677216,0.20045676827430725,0.2051900178194046,0.15319520235061646,0.2115473747253418,0.09061780571937561,0.3040012717247009,0.2523879408836365,0.1743260771036148,0.12647280097007751
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2569131553173065,0.41511186957359314,0.3594527542591095,0.23605851829051971,0.588965117931366,0.25792330503463745,0.23819273710250854,0.2569131553173065,0.35783761739730835,0.4383580684661865,0.3618174195289612,0.5591574311256409,0.26629969477653503,0.2870451807975769,0.4130953550338745
