,along,with,dan,fouts,",",who,served,as,a,color,analyst,for,the,radio,broadcast,?
announcer,0.205565944314003,0.18609726428985596,0.2237996906042099,0.2622453272342682,0.2645071744918823,0.1876700222492218,0.17232662439346313,0.2503291666507721,0.1742464154958725,0.23553913831710815,0.42015111446380615,0.2682378590106964,0.2399389147758484,0.4074510335922241,0.444955050945282,0.18424807488918304
",",0.29824912548065186,0.4120737314224243,0.2779068052768707,0.29717838764190674,1.0000001192092896,0.3365725874900818,0.2739005386829376,0.48816442489624023,0.427140474319458,0.20653429627418518,0.23385494947433472,0.4464869201183319,0.4933079481124878,0.25251123309135437,0.24917922914028168,0.31091248989105225
boomer,0.13542309403419495,0.19142243266105652,0.2047559767961502,0.2729223966598511,0.24731996655464172,0.2918093502521515,0.08694308251142502,0.2518361806869507,0.31892332434654236,0.12004336714744568,0.2611238658428192,0.2562083303928375,0.19121207296848297,0.1735769361257553,0.13365432620048523,0.1773107945919037
esiason,0.17867274582386017,0.2719356119632721,0.1959351748228073,0.27411407232284546,0.3510251045227051,0.276216596364975,0.2542112469673157,0.31882601976394653,0.28787922859191895,0.18238462507724762,0.276660680770874,0.2885971963405609,0.3538505434989929,0.3066709041595459,0.29831820726394653,0.276677668094635
and,0.4213258922100067,0.5477725267410278,0.21897172927856445,0.28803759813308716,0.6633074283599854,0.41279885172843933,0.2463700920343399,0.49487000703811646,0.3739250600337982,0.21500243246555328,0.2548525333404541,0.5064792633056641,0.5171257257461548,0.2658638060092926,0.22526025772094727,0.20544172823429108
dan,0.15518581867218018,0.13039369881153107,1.0,0.16147100925445557,0.2779068052768707,0.24452054500579834,0.1392432451248169,0.1914626955986023,0.17951852083206177,0.13996201753616333,0.25019773840904236,0.18688315153121948,0.21507468819618225,0.17885200679302216,0.17931026220321655,0.12045673280954361
fouts,0.17014440894126892,0.2695961892604828,0.16147100925445557,1.0,0.29717838764190674,0.27286213636398315,0.16674965620040894,0.1800897866487503,0.23870500922203064,0.18438948690891266,0.22743824124336243,0.24684353172779083,0.28466182947158813,0.18359245359897614,0.22539663314819336,0.22210446000099182
as,0.31813573837280273,0.40387406945228577,0.1914626955986023,0.1800897866487503,0.48816442489624023,0.3923053741455078,0.35688039660453796,1.0,0.39550232887268066,0.21893621981143951,0.2652720510959625,0.44774648547172546,0.48381632566452026,0.18667691946029663,0.19535446166992188,0.27043893933296204
color,0.1246800422668457,0.22848032414913177,0.13996201753616333,0.18438948690891266,0.20653429627418518,0.1621498465538025,0.11822301149368286,0.21893621981143951,0.1907898187637329,1.0,0.2471129596233368,0.2378578633069992,0.21895472705364227,0.1325235217809677,0.15034060180187225,0.21299609541893005
analysts,0.1496456414461136,0.1433960199356079,0.20718885958194733,0.30545395612716675,0.22696632146835327,0.23764149844646454,0.16387759149074554,0.2542090117931366,0.22802935540676117,0.2032804936170578,0.8711204528808594,0.28698185086250305,0.23779353499412537,0.32448938488960266,0.29931458830833435,0.18784141540527344
",",0.29824912548065186,0.4120737314224243,0.2779068052768707,0.29717838764190674,1.0000001192092896,0.3365725874900818,0.2739005386829376,0.48816442489624023,0.427140474319458,0.20653429627418518,0.23385494947433472,0.4464869201183319,0.4933079481124878,0.25251123309135437,0.24917922914028168,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.21897172927856445,0.28803759813308716,0.6633074283599854,0.41279885172843933,0.2463700920343399,0.49487000703811646,0.3739250600337982,0.21500243246555328,0.2548525333404541,0.5064792633056641,0.5171257257461548,0.2658638060092926,0.22526025772094727,0.20544172823429108
james,0.18449996411800385,0.19248859584331512,0.29467326402664185,0.14150086045265198,0.25490787625312805,0.2562035918235779,0.18482694029808044,0.21306896209716797,0.19130736589431763,0.13328853249549866,0.1715954691171646,0.2054290771484375,0.22481533885002136,0.17367422580718994,0.13909155130386353,0.12139993160963058
lofton,0.257657527923584,0.18618474900722504,0.2402813881635666,0.18426001071929932,0.3431994915008545,0.2292756289243698,0.24690523743629456,0.24020475149154663,0.20605163276195526,0.09986722469329834,0.1344737410545349,0.22132039070129395,0.23757049441337585,0.2218453288078308,0.17982198297977448,0.12585721909999847
and,0.4213258922100067,0.5477725267410278,0.21897172927856445,0.28803759813308716,0.6633074283599854,0.41279885172843933,0.2463700920343399,0.49487000703811646,0.3739250600337982,0.21500243246555328,0.2548525333404541,0.5064792633056641,0.5171257257461548,0.2658638060092926,0.22526025772094727,0.20544172823429108
mark,0.1922513097524643,0.14849503338336945,0.19081982970237732,0.12573394179344177,0.2642361521720886,0.1636335253715515,0.09765864163637161,0.248020738363266,0.2278195023536682,0.15379348397254944,0.16686826944351196,0.19964812695980072,0.2235521525144577,0.12650291621685028,0.1151660904288292,0.11634156107902527
malone,0.19347506761550903,0.2635071277618408,0.2953576147556305,0.21367581188678741,0.33208295702934265,0.2876465618610382,0.209554523229599,0.2862527370452881,0.2300845980644226,0.12302012741565704,0.24568027257919312,0.2918151617050171,0.23672804236412048,0.21158751845359802,0.17221692204475403,0.15293700993061066
as,0.31813573837280273,0.40387406945228577,0.1914626955986023,0.1800897866487503,0.48816442489624023,0.3923053741455078,0.35688039660453796,1.0,0.39550232887268066,0.21893621981143951,0.2652720510959625,0.44774648547172546,0.48381632566452026,0.18667691946029663,0.19535446166992188,0.27043893933296204
sideline,0.18062439560890198,0.23826472461223602,0.23434680700302124,0.3059970736503601,0.22783276438713074,0.25843048095703125,0.15162132680416107,0.306721568107605,0.20382322371006012,0.250257670879364,0.47158387303352356,0.27458781003952026,0.2606579065322876,0.2895861566066742,0.3839482367038727,0.2637002468109131
reporters,0.19983328878879547,0.25287243723869324,0.21093019843101501,0.3052930533885956,0.20387780666351318,0.30018317699432373,0.13439972698688507,0.18989163637161255,0.1906864494085312,0.14341597259044647,0.4218190610408783,0.25040218234062195,0.20859824120998383,0.2763652205467224,0.35577458143234253,0.20937705039978027
.,0.27491724491119385,0.4446153938770294,0.215522900223732,0.2684507668018341,0.6812511086463928,0.3541337847709656,0.2476729303598404,0.515582263469696,0.50484299659729,0.2641010880470276,0.21018318831920624,0.4726039469242096,0.5934505462646484,0.20650681853294373,0.2280997633934021,0.4130953550338745
