,when,was,abc,'s,first,logo,introduced,?
",",0.36674630641937256,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.34503069519996643,0.20034073293209076,0.22034090757369995,0.31091248989105225
with,0.5075214505195618,0.27411898970603943,0.17432008683681488,-0.04624466598033905,0.2691199779510498,0.18333391845226288,0.26105520129203796,0.2433311939239502
a,0.44397395849227905,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.4287874400615692,0.21248295903205872,0.2573881149291992,0.23916715383529663
vertical,0.22328846156597137,0.11061835289001465,0.11492208391427994,-0.06069492921233177,0.17322981357574463,0.20096653699874878,0.1900269240140915,0.18911753594875336
abc,0.13294127583503723,0.21565799415111542,1.0000001192092896,0.06670809537172318,0.2403600513935089,0.23574566841125488,0.15027591586112976,0.19065172970294952
microphone,0.21996115148067474,0.1605205088853836,0.20155039429664612,0.12405246496200562,0.24694569408893585,0.1871548444032669,0.20521333813667297,0.14974011480808258
in,0.4431333839893341,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.4127444326877594,0.1848117560148239,0.2614979147911072,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
center,0.17047400772571564,0.19517986476421356,0.1436024010181427,-0.006294060964137316,0.1797400861978531,0.18053287267684937,0.0962141752243042,0.12538520991802216
",",0.36674630641937256,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.34503069519996643,0.20034073293209076,0.22034090757369995,0.31091248989105225
referencing,0.21322961151599884,0.20446710288524628,0.16386564075946808,0.028251592069864273,0.21077179908752441,0.22089144587516785,0.18818388879299164,0.36120569705963135
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
network,0.19011130928993225,0.1994880586862564,0.4295894205570221,0.07819218933582306,0.2069581300020218,0.2670271396636963,0.15180405974388123,0.17853789031505585
's,-0.03368149697780609,0.008974763564765453,0.06670809537172318,0.9999999403953552,-0.014458609744906425,0.036982785910367966,-0.07158663123846054,-0.023395681753754616
roots,0.16362111270427704,0.13453903794288635,0.15622378885746002,0.043716512620449066,0.17080989480018616,0.1114249974489212,0.1240328699350357,0.09478887915611267
in,0.4431333839893341,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.4127444326877594,0.1848117560148239,0.2614979147911072,0.20430970191955566
radio,0.13374444842338562,0.20381812751293182,0.35354745388031006,0.13450658321380615,0.2260897308588028,0.15163804590702057,0.12357284873723984,0.08763375133275986
.,0.475719153881073,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.4345304071903229,0.2531629800796509,0.2799728810787201,0.4130953550338745
,when,was,abc,'s,first,logo,introduced,?
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
abc,0.13294127583503723,0.21565799415111542,1.0000001192092896,0.06670809537172318,0.2403600513935089,0.23574566841125488,0.15027591586112976,0.19065172970294952
logo,0.1824561208486557,0.17813098430633545,0.23574566841125488,0.036982785910367966,0.1942633092403412,1.0000001192092896,0.18391242623329163,0.23347119987010956
has,0.34538573026657104,0.40313825011253357,0.23067910969257355,-0.040683966130018234,0.28288596868515015,0.14766912162303925,0.18661446869373322,0.15994466841220856
evolved,0.16948756575584412,0.19394710659980774,0.1345464587211609,0.030511988326907158,0.22469934821128845,0.18690447509288788,0.3364642262458801,0.1599971204996109
many,0.36563900113105774,0.260356068611145,0.18267793953418732,0.01698932610452175,0.2931244373321533,0.18482747673988342,0.24287202954292297,0.2124512493610382
times,0.3857055902481079,0.2859917879104614,0.1631121188402176,-0.048017483204603195,0.2957541346549988,0.08378896862268448,0.18372702598571777,0.18880689144134521
since,0.42774689197540283,0.4384658932685852,0.20685888826847076,-0.04899144917726517,0.42581459879875183,0.24210844933986664,0.24643373489379883,0.2876587212085724
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
network,0.19011130928993225,0.1994880586862564,0.4295894205570221,0.07819218933582306,0.2069581300020218,0.2670271396636963,0.15180405974388123,0.17853789031505585
's,-0.03368149697780609,0.008974763564765453,0.06670809537172318,0.9999999403953552,-0.014458609744906425,0.036982785910367966,-0.07158663123846054,-0.023395681753754616
creation,0.23488734662532806,0.26162147521972656,0.12921665608882904,-0.01412354689091444,0.24566496908664703,0.2269877791404724,0.23359934985637665,0.2407430112361908
in,0.4431333839893341,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.4127444326877594,0.1848117560148239,0.2614979147911072,0.20430970191955566
1943,-0.037551648914813995,0.12445774674415588,0.10603184998035431,-0.013914006762206554,0.08185140043497086,-0.04760141298174858,-0.03831976652145386,-0.08025530725717545
.,0.475719153881073,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.4345304071903229,0.2531629800796509,0.2799728810787201,0.4130953550338745
