,what,sort,of,continental,sculptors,are,represented,in,the,british,galleries,of,the,v,&,a,?
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.21829797327518463,0.20475885272026062,0.48576638102531433,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.325880765914917,0.3095110058784485,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
whose,0.22831642627716064,0.14848460257053375,0.37058958411216736,0.1782522350549698,0.19913959503173828,0.2854825556278229,0.22921188175678253,0.23496666550636292,0.38253846764564514,0.174232617020607,0.13970120251178741,0.37058958411216736,0.38253846764564514,0.07643124461174011,0.056272149085998535,0.3225097060203552,0.16990536451339722
work,0.3762225806713104,0.27191609144210815,0.23473061621189117,0.06417253613471985,0.31150877475738525,0.26678818464279175,0.10955999046564102,0.2753349542617798,0.2704800069332123,0.1516800969839096,0.28761956095695496,0.23473061621189117,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2621155381202698
is,0.28837618231773376,0.27924588322639465,0.4854315221309662,0.20451797544956207,0.12596556544303894,0.5330929756164551,0.30249524116516113,0.5394441485404968,0.5823672413825989,0.19484983384609222,0.16632306575775146,0.4854315221309662,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.22961433231830597
in,0.30808621644973755,0.20928911864757538,0.5696388483047485,0.248937726020813,0.20806211233139038,0.3841303884983063,0.33309870958328247,1.0,0.6662389636039734,0.23084034025669098,0.2712664008140564,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.32723063230514526,0.17251421511173248,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.28973397612571716,0.27603694796562195,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
collection,0.215459942817688,0.22984980046749115,0.2915455996990204,0.11109612882137299,0.2775009274482727,0.22862131893634796,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.15021207928657532,0.44320929050445557,0.2915455996990204,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.20069393515586853
include,0.1535889357328415,0.19312350451946259,0.37431180477142334,0.07784155011177063,0.19652222096920013,0.5140694975852966,0.18663407862186432,0.28694382309913635,0.2951717972755432,0.12725749611854553,0.24240073561668396,0.37431180477142334,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.14925788342952728
nicholas,0.1245560422539711,0.13430963456630707,0.14635653793811798,0.2084687054157257,0.22980375587940216,0.09689737111330032,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.24185864627361298,0.17360220849514008,0.14635653793811798,0.1640765219926834,0.24528183043003082,0.2069307565689087,0.1731744110584259,0.17208030819892883
stone,0.1478947550058365,0.19922280311584473,0.2815621793270111,0.18941758573055267,0.22254684567451477,0.13909752666950226,0.10680558532476425,0.20180901885032654,0.2695024907588959,0.17010125517845154,0.18840906023979187,0.2815621793270111,0.2695024907588959,0.06620218604803085,0.10319706797599792,0.2436634749174118,0.11966012418270111
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
caius,0.22813838720321655,0.19154895842075348,0.1814095377922058,0.13693656027317047,0.261828750371933,0.14640069007873535,0.07890444248914719,0.1758650690317154,0.16828511655330658,0.15303565561771393,0.13915231823921204,0.1814095377922058,0.16828511655330658,0.11118922382593155,0.10780008137226105,0.19630180299282074,0.15551170706748962
gabriel,0.1005527600646019,0.1529509425163269,0.1417904943227768,0.10391803085803986,0.2346997857093811,0.10933171957731247,0.0912395641207695,0.1075855940580368,0.19842538237571716,0.13284778594970703,0.1298220157623291,0.1417904943227768,0.19842538237571716,0.09004409611225128,0.09188368916511536,0.18901383876800537,0.05852814391255379
cibber,0.24928595125675201,0.2655276358127594,0.1739911139011383,0.12372352182865143,0.17197267711162567,0.09597224742174149,0.09429901838302612,0.21505245566368103,0.2725244164466858,0.3067145049571991,0.13368754088878632,0.1739911139011383,0.2725244164466858,0.18737994134426117,0.18077267706394196,0.27700355648994446,0.22803235054016113
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
grinling,0.15843051671981812,0.2328399121761322,0.20196115970611572,0.19911928474903107,0.31031832098960876,0.18364156782627106,0.14619189500808716,0.19359195232391357,0.2237251251935959,0.2602425217628479,0.3074757754802704,0.20196115970611572,0.2237251251935959,0.24940545856952667,0.2223103642463684,0.24081732332706451,0.2405713051557541
gibbons,0.17463141679763794,0.19535285234451294,0.14732782542705536,0.11905085295438766,0.31210440397262573,0.2090391367673874,0.14008723199367523,0.14251849055290222,0.18579570949077606,0.2389219105243683,0.22388507425785065,0.14732782542705536,0.18579570949077606,0.2020706832408905,0.11377502232789993,0.13034158945083618,0.18202026188373566
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.18237407505512238,0.11552724242210388,0.2407056987285614,0.2247818410396576,0.1864985227584839,0.12806348502635956,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2667495906352997,0.13714805245399475,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
michael,0.12049687653779984,0.17409448325634003,0.18215155601501465,0.12424812465906143,0.13893677294254303,0.0680089145898819,0.14717316627502441,0.2203132063150406,0.21768254041671753,0.2099316567182541,0.123392254114151,0.18215155601501465,0.21768254041671753,0.14371448755264282,0.13585934042930603,0.21851083636283875,0.0667748749256134
rysbrack,0.2645910382270813,0.22296951711177826,0.22929514944553375,0.2845708429813385,0.1942465454339981,0.17605429887771606,0.2512771189212799,0.2759845554828644,0.2969684898853302,0.24794937670230865,0.29198575019836426,0.22929514944553375,0.2969684898853302,0.16896024346351624,0.19747892022132874,0.30823567509651184,0.2847331762313843
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
louis-françois,0.20459957420825958,0.22393067181110382,0.24224992096424103,0.15002331137657166,0.31421947479248047,0.17586871981620789,0.16332566738128662,0.22345754504203796,0.2487240433692932,0.21293336153030396,0.18707625567913055,0.24224992096424103,0.2487240433692932,0.15035787224769592,0.16666994988918304,0.20932841300964355,0.21531876921653748
roubiliac,0.23654665052890778,0.18222197890281677,0.2821817100048065,0.20953845977783203,0.2941873371601105,0.2510654628276825,0.23453624546527863,0.2816299498081207,0.304765522480011,0.16184501349925995,0.20177456736564636,0.2821817100048065,0.304765522480011,0.187960684299469,0.16525034606456757,0.33514466881752014,0.24055573344230652
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
peter,0.15377900004386902,0.14953429996967316,0.14779731631278992,0.17786304652690887,0.19410987198352814,0.1084851548075676,0.1159285232424736,0.168073832988739,0.24086274206638336,0.20690788328647614,0.23949889838695526,0.14779731631278992,0.24086274206638336,0.17687799036502838,0.1428721398115158,0.1912786215543747,0.11650477349758148
scheemakers,0.23939110338687897,0.17798776924610138,0.200491264462471,0.23624563217163086,0.345344215631485,0.2317570596933365,0.173757404088974,0.24217896163463593,0.2437831163406372,0.3050575852394104,0.20614705979824066,0.200491264462471,0.2437831163406372,0.1280975341796875,0.21799050271511078,0.25989189743995667,0.20394214987754822
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
sir,0.21176420152187347,0.23105527460575104,0.17569157481193542,0.1660463660955429,0.182628333568573,0.15262740850448608,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.41750556230545044,0.1749599426984787,0.17569157481193542,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.10503887385129929
henry,0.1911626160144806,0.20573347806930542,0.2390729784965515,0.24761277437210083,0.19719786942005157,0.07912015169858932,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.2834501266479492,0.1933022290468216,0.2390729784965515,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.16836383938789368
cheere,0.23182012140750885,0.09926795214414597,0.15977710485458374,0.1597737967967987,0.13836905360221863,0.17451637983322144,0.1888631284236908,0.3176228106021881,0.22158145904541016,0.22258153557777405,0.18405447900295258,0.15977710485458374,0.22158145904541016,0.15166887640953064,0.2072131335735321,0.23326638340950012,0.2359168976545334
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
agostino,0.1358647346496582,0.19935108721256256,0.24389515817165375,0.1987382024526596,0.36757200956344604,0.15460151433944702,0.11892688274383545,0.19043944776058197,0.21745973825454712,0.2360621690750122,0.30272606015205383,0.24389515817165375,0.21745973825454712,0.08807943016290665,0.14065751433372498,0.22235020995140076,0.20551899075508118
carlini,0.1719692349433899,0.11655804514884949,0.2148226946592331,0.14309808611869812,0.3375124931335449,0.13818395137786865,0.07745072990655899,0.276286244392395,0.2592887580394745,0.19632534682750702,0.3133866786956787,0.2148226946592331,0.2592887580394745,0.14935201406478882,0.17123816907405853,0.20697543025016785,0.2411166876554489
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.1806955188512802,0.1299743950366974,0.18699592351913452,0.24824631214141846,0.18616630136966705,0.08338611572980881,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.20829561352729797,0.11219234019517899,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
banks,0.11580011993646622,0.1382114738225937,0.21528330445289612,0.22934454679489136,0.09978551417589188,0.2091766595840454,0.07397029548883438,0.2445559948682785,0.28661349415779114,0.22089439630508423,0.2604537308216095,0.21528330445289612,0.28661349415779114,0.12442827224731445,0.13726547360420227,0.12387599050998688,0.11048095673322678
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
joseph,0.20494906604290009,0.1273808777332306,0.20551647245883942,0.12745401263237,0.17781300842761993,0.07834342122077942,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.21146252751350403,0.1420227587223053,0.20551647245883942,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.08421234786510468
nollekens,0.14903932809829712,0.163446843624115,0.25736185908317566,0.1648266762495041,0.39691394567489624,0.1782986968755722,0.25440070033073425,0.340170681476593,0.30016475915908813,0.2604224681854248,0.30507296323776245,0.25736185908317566,0.30016475915908813,0.2396620512008667,0.25997859239578247,0.32272014021873474,0.246595561504364
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
joseph,0.20494906604290009,0.1273808777332306,0.20551647245883942,0.12745401263237,0.17781300842761993,0.07834342122077942,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.21146252751350403,0.1420227587223053,0.20551647245883942,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.08421234786510468
wilton,0.16669197380542755,0.11052382737398148,0.24521516263484955,0.21045243740081787,0.14685748517513275,0.13419869542121887,0.10397535562515259,0.2190832793712616,0.23739422857761383,0.26877671480178833,0.22491620481014252,0.24521516263484955,0.23739422857761383,0.09774768352508545,0.22112804651260376,0.19768376648426056,0.17491377890110016
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.18237407505512238,0.11552724242210388,0.2407056987285614,0.2247818410396576,0.1864985227584839,0.12806348502635956,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2667495906352997,0.13714805245399475,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
flaxman,0.2023364156484604,0.18008512258529663,0.2958856523036957,0.16765917837619781,0.2730633318424225,0.17895258963108063,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.39014410972595215,0.25887858867645264,0.2958856523036957,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.1984574794769287
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
sir,0.21176420152187347,0.23105527460575104,0.17569157481193542,0.1660463660955429,0.182628333568573,0.15262740850448608,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.41750556230545044,0.1749599426984787,0.17569157481193542,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.10503887385129929
francis,0.17941924929618835,0.1581830233335495,0.2373954951763153,0.19017136096954346,0.1897558867931366,0.11574599146842957,0.12463752180337906,0.23151563107967377,0.25598275661468506,0.26008448004722595,0.1695369929075241,0.2373954951763153,0.25598275661468506,0.173237144947052,0.18836314976215363,0.18490271270275116,0.11903949081897736
chantrey,0.22828790545463562,0.15502889454364777,0.2631177604198456,0.13416513800621033,0.17256224155426025,0.17230357229709625,0.16749678552150726,0.26717862486839294,0.3184458911418915,0.24555222690105438,0.19705556333065033,0.2631177604198456,0.3184458911418915,0.17265769839286804,0.1737537533044815,0.28407779335975647,0.17322935163974762
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.18237407505512238,0.11552724242210388,0.2407056987285614,0.2247818410396576,0.1864985227584839,0.12806348502635956,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2667495906352997,0.13714805245399475,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
gibson,0.2118515968322754,0.16239921748638153,0.1316560059785843,0.13047091662883759,0.2434338927268982,0.1677740514278412,0.1360810399055481,0.16864703595638275,0.1916160136461258,0.19193629920482635,0.15713302791118622,0.1316560059785843,0.1916160136461258,0.15831832587718964,0.1325383186340332,0.14912515878677368,0.1123829111456871
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
edward,0.13810503482818604,0.1203591600060463,0.1742178201675415,0.1512315422296524,0.165804922580719,0.1067415252327919,0.11091459542512894,0.19466985762119293,0.1896408498287201,0.305284321308136,0.15343217551708221,0.1742178201675415,0.1896408498287201,0.20957274734973907,0.16141867637634277,0.16167707741260529,0.1439376026391983
hodges,0.14615480601787567,0.18623678386211395,0.25505587458610535,0.17120115458965302,0.13057668507099152,0.1151486188173294,0.20024025440216064,0.2765861749649048,0.3044550120830536,0.27766114473342896,0.2506350576877594,0.25505587458610535,0.3044550120830536,0.27609387040138245,0.17724962532520294,0.27498820424079895,0.19408352673053741
baily,0.19986721873283386,0.20526620745658875,0.1404561698436737,0.16979385912418365,0.11227381974458694,0.10384811460971832,0.0886019915342331,0.17090058326721191,0.20436659455299377,0.25527840852737427,0.2454177439212799,0.1404561698436737,0.20436659455299377,0.20343135297298431,0.1591244637966156,0.1953568160533905,0.20827718079090118
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
lord,0.15077504515647888,0.14180122315883636,0.20127125084400177,0.18436820805072784,0.14953267574310303,0.13319167494773865,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.2668116092681885,0.14741478860378265,0.20127125084400177,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.09544310718774796
leighton,0.1661078929901123,0.10164432972669601,0.1484784036874771,0.16972887516021729,0.13164621591567993,0.1188221275806427,0.1503181904554367,0.2492104470729828,0.22797054052352905,0.2664602994918823,0.19504904747009277,0.1484784036874771,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.1328769028186798
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
alfred,0.13265195488929749,0.13414785265922546,0.20830056071281433,0.1581157147884369,0.2681497633457184,0.07843026518821716,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.2391991913318634,0.19506478309631348,0.20830056071281433,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.10596195608377457
stevens,0.14559771120548248,0.06554242223501205,0.23136362433433533,0.1240498498082161,0.12789040803909302,0.12149442732334137,0.21871595084667206,0.22370873391628265,0.2338823676109314,0.13725516200065613,0.1399902105331421,0.23136362433433533,0.2338823676109314,0.07712474465370178,0.2814601957798004,0.17029376327991486,0.12149069458246231
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.1806955188512802,0.1299743950366974,0.18699592351913452,0.24824631214141846,0.18616630136966705,0.08338611572980881,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.20829561352729797,0.11219234019517899,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
brock,0.20640504360198975,0.16504386067390442,0.1693740338087082,0.22141902148723602,0.14502748847007751,0.09568207710981369,0.19079622626304626,0.21951231360435486,0.23602567613124847,0.21289125084877014,0.1797058880329132,0.1693740338087082,0.23602567613124847,0.15399476885795593,0.29356899857521057,0.2361026108264923,0.20300763845443726
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
alfred,0.13265195488929749,0.13414785265922546,0.20830056071281433,0.1581157147884369,0.2681497633457184,0.07843026518821716,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.2391991913318634,0.19506478309631348,0.20830056071281433,0.24956922233104706,0.14856135845184326,0.15905961394309998,0.2136242389678955,0.10596195608377457
gilbert,0.13710349798202515,0.12835757434368134,0.1865374892950058,0.14182588458061218,0.1720922887325287,0.12339724600315094,0.08621670305728912,0.274740993976593,0.1988684982061386,0.2592608332633972,0.2044377475976944,0.1865374892950058,0.1988684982061386,0.0880240648984909,0.1409744769334793,0.1668463498353958,0.16105259954929352
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
george,0.22000353038311005,0.09747248142957687,0.22097964584827423,0.2707299292087555,0.14338676631450653,0.0776519626379013,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.3170066773891449,0.19206346571445465,0.22097964584827423,0.2510760426521301,0.24794483184814453,0.1754932850599289,0.19503153860569,0.1479024887084961
frampton,0.22783705592155457,0.1500108540058136,0.16089913249015808,0.17579711973667145,0.22240178287029266,0.16803836822509766,0.12418396025896072,0.16897821426391602,0.2246433049440384,0.3027724325656891,0.29442644119262695,0.16089913249015808,0.2246433049440384,0.19004034996032715,0.20053373277187347,0.20303113758563995,0.14861302077770233
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21947523951530457,0.22578947246074677,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.21829797327518463,0.20475885272026062,0.48576638102531433,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.325880765914917,0.3095110058784485,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
eric,0.1609877198934555,0.22327707707881927,0.17682862281799316,0.16384392976760864,0.18687373399734497,0.07548113167285919,0.14214129745960236,0.20329992473125458,0.19322122633457184,0.18269754946231842,0.11481080204248428,0.17682862281799316,0.19322122633457184,0.1121709793806076,0.15316863358020782,0.16092108190059662,0.19776561856269836
gill,0.08245102316141129,0.13739578425884247,0.17573629319667816,0.038507428020238876,0.1820521205663681,0.1715558022260666,0.09625604003667831,0.14206278324127197,0.20938324928283691,0.14446347951889038,0.20686370134353638,0.17573629319667816,0.20938324928283691,0.0755445584654808,0.1556297242641449,0.15309084951877594,0.07826332002878189
.,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.26854023337364197,0.17498841881752014,0.3452940285205841,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.23159366846084595,0.2919006645679474,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
