,where,did,temüjin,hide,during,his,escape,from,the,tayichi'ud,?
general,0.20537003874778748,0.19499315321445465,0.27556800842285156,0.17707517743110657,0.18023382127285004,0.21327239274978638,0.16241170465946198,0.1645994782447815,0.28634732961654663,0.21683017909526825,0.1972234547138214
of,0.38066378235816956,0.2513895630836487,0.378805011510849,0.14901378750801086,0.3869180977344513,0.38364991545677185,0.17960478365421295,0.4249346852302551,0.733189046382904,0.28461363911628723,0.1826142966747284
genghis,0.1839626133441925,0.18339850008487701,0.604469895362854,0.21024838089942932,0.23637251555919647,0.3744826912879944,0.21978871524333954,0.19071364402770996,0.3448939025402069,0.511319100856781,0.18813461065292358
khan,0.1568954735994339,0.155345618724823,0.5100751519203186,0.18100576102733612,0.14773862063884735,0.26570460200309753,0.15218444168567657,0.10581372678279877,0.21067845821380615,0.4106321334838867,0.12862591445446014
),0.20711064338684082,0.18584993481636047,0.23526804149150848,0.2214498668909073,0.23182427883148193,0.18606403470039368,0.15289022028446198,0.2672361731529236,0.3456730246543884,0.3201071321964264,0.42300865054130554
",",0.3149496018886566,0.3015086054801941,0.3484273850917816,0.19595476984977722,0.3225448727607727,0.3378419280052185,0.2325686812400818,0.39760664105415344,0.4933079481124878,0.337033748626709,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,0.44463157653808594,0.15631790459156036,0.3751114010810852,0.7171558737754822,0.21343910694122314,0.3314535319805145,0.4571082592010498,0.31279250979423523,0.2089974731206894
was,0.20731619000434875,0.41399896144866943,0.38774195313453674,0.10314708948135376,0.4470829963684082,0.4405253231525421,0.15854816138744354,0.31171464920043945,0.48711544275283813,0.3241673707962036,0.18412111699581146
able,0.3460700213909149,0.43777281045913696,0.27328506112098694,0.24237056076526642,0.23386408388614655,0.28651130199432373,0.2732979953289032,0.2139057070016861,0.3435857892036438,0.13125382363796234,0.260649710893631
to,0.47735077142715454,0.4452643394470215,0.36858871579170227,0.28861480951309204,0.2828781306743622,0.3715193271636963,0.29131880402565,0.4069952368736267,0.535392165184021,0.20994915068149567,0.29463258385658264
escape,0.26174381375312805,0.20764513313770294,0.24744707345962524,0.40643030405044556,0.20734640955924988,0.2613912522792816,1.0000001192092896,0.2504068613052368,0.23189567029476166,0.1423177421092987,0.11586874723434448
from,0.3713873624801636,0.20248863101005554,0.29172295331954956,0.1833130121231079,0.3186885714530945,0.3195365369319916,0.2504068613052368,1.0,0.40150508284568787,0.22167056798934937,0.19969791173934937
the,0.5003893971443176,0.34736719727516174,0.43713900446891785,0.185123011469841,0.4838213622570038,0.4394008219242096,0.23189567029476166,0.40150508284568787,1.0,0.26578134298324585,0.22068053483963013
ger,0.0712466612458229,0.11903697997331619,0.17318764328956604,0.13919445872306824,0.12701307237148285,0.09318134933710098,0.16000181436538696,0.117222860455513,0.18036244809627533,0.22402112185955048,0.11986888945102692
(,0.1970011591911316,0.18979617953300476,0.2132648229598999,0.20175835490226746,0.2139192670583725,0.16098198294639587,0.14368966221809387,0.25806233286857605,0.33289089798927307,0.3280112147331238,0.40561532974243164
yurt,0.19010008871555328,0.24485957622528076,0.42924511432647705,0.22298669815063477,0.2838839292526245,0.2987940311431885,0.19090640544891357,0.20153316855430603,0.25217297673225403,0.43905729055404663,0.15228421986103058
),0.20711064338684082,0.18584993481636047,0.23526804149150848,0.2214498668909073,0.23182427883148193,0.18606403470039368,0.15289022028446198,0.2672361731529236,0.3456730246543884,0.3201071321964264,0.42300865054130554
in,0.5344807505607605,0.2593238651752472,0.3433155417442322,0.1395210325717926,0.4627237319946289,0.3598145842552185,0.19471009075641632,0.4274188280105591,0.6662389636039734,0.26022401452064514,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.43713900446891785,0.185123011469841,0.4838213622570038,0.4394008219242096,0.23189567029476166,0.40150508284568787,1.0,0.26578134298324585,0.22068053483963013
middle,0.24287375807762146,0.17732174694538116,0.2878918945789337,0.16606783866882324,0.2737145721912384,0.1569664478302002,0.14415501058101654,0.26505398750305176,0.3405749201774597,0.1770164966583252,0.13139553368091583
of,0.38066378235816956,0.2513895630836487,0.378805011510849,0.14901378750801086,0.3869180977344513,0.38364991545677185,0.17960478365421295,0.4249346852302551,0.733189046382904,0.28461363911628723,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,0.43713900446891785,0.185123011469841,0.4838213622570038,0.4394008219242096,0.23189567029476166,0.40150508284568787,1.0,0.26578134298324585,0.22068053483963013
night,0.21789921820163727,0.22770699858665466,0.18185755610466003,0.1868884563446045,0.32657045125961304,0.21885263919830322,0.2142968624830246,0.19953976571559906,0.2817382514476776,0.2029414027929306,0.13794848322868347
by,0.2641284465789795,0.18574509024620056,0.2763390839099884,0.15113681554794312,0.3220438063144684,0.3107621967792511,0.23206676542758942,0.3373257517814636,0.4408751428127289,0.24762317538261414,0.17966607213020325
hiding,0.29125165939331055,0.22660508751869202,0.2847048044204712,0.6043761968612671,0.17949983477592468,0.2795408368110657,0.4143591821193695,0.15027175843715668,0.26422008872032166,0.16216297447681427,0.24915523827075958
in,0.5344807505607605,0.2593238651752472,0.3433155417442322,0.1395210325717926,0.4627237319946289,0.3598145842552185,0.19471009075641632,0.4274188280105591,0.6662389636039734,0.26022401452064514,0.20430970191955566
a,0.40997210144996643,0.2552328109741211,0.36845725774765015,0.15669246017932892,0.30341604351997375,0.3497250974178314,0.18111899495124817,0.322764128446579,0.5829201340675354,0.28421542048454285,0.23916715383529663
river,0.1886204034090042,0.15783563256263733,0.2314249575138092,0.08341949433088303,0.16012316942214966,0.16192665696144104,0.10325855016708374,0.20433256030082703,0.2894456386566162,0.23903079330921173,0.15390869975090027
crevice,0.33533623814582825,0.18259483575820923,0.2733306884765625,0.2736988067626953,0.1819528341293335,0.19248837232589722,0.26035916805267334,0.23288553953170776,0.3671407699584961,0.246392622590065,0.13206838071346283
.,0.41390106081962585,0.35288307070732117,0.31788840889930725,0.24511000514030457,0.3485563397407532,0.3119256794452667,0.20978771150112152,0.41536515951156616,0.5934505462646484,0.31076619029045105,0.4130953550338745
