,what,theorem,defines,the,main,role,of,primes,in,number,theory,?
of,0.33290785551071167,0.18068012595176697,0.3077020049095154,0.733189046382904,0.3177044689655304,0.1797693818807602,1.0,0.22199293971061707,0.5696388483047485,0.2778518795967102,0.23506702482700348,0.1826142966747284
arithmetic,0.27624577283859253,0.4907774031162262,0.327937513589859,0.16548693180084229,0.1276879906654358,0.08728820085525513,0.22986853122711182,0.4074288606643677,0.18081817030906677,0.4071123003959656,0.3845306634902954,0.24343055486679077
establishes,0.16958053410053253,0.19406987726688385,0.31255120038986206,0.3234013617038727,0.11445128172636032,0.1630362570285797,0.29613766074180603,0.09216035902500153,0.23353970050811768,0.13514581322669983,0.21252502501010895,0.1790958195924759
the,0.42745697498321533,0.18430666625499725,0.27586790919303894,1.0,0.38631999492645264,0.26607486605644226,0.733189046382904,0.22359657287597656,0.6662389636039734,0.35145696997642517,0.2277156263589859,0.22068053483963013
central,0.17723965644836426,0.17932116985321045,0.21520759165287018,0.3417201042175293,0.2828415334224701,0.13232065737247467,0.3415789008140564,0.0750684067606926,0.30844059586524963,0.1423250138759613,0.13943390548229218,0.14787602424621582
role,0.22614215314388275,0.15009695291519165,0.17184168100357056,0.26607486605644226,0.22617127001285553,0.9999998807907104,0.1797693818807602,0.16735216975212097,0.243671715259552,0.13331328332424164,0.2097673863172531,0.18676944077014923
of,0.33290785551071167,0.18068012595176697,0.3077020049095154,0.733189046382904,0.3177044689655304,0.1797693818807602,1.0,0.22199293971061707,0.5696388483047485,0.2778518795967102,0.23506702482700348,0.1826142966747284
primes,0.2505246102809906,0.5341587662696838,0.198538675904274,0.22359657287597656,0.07941101491451263,0.16735216975212097,0.22199293971061707,1.0,0.20882321894168854,0.42379385232925415,0.27788615226745605,0.18851876258850098
in,0.30808621644973755,0.12508544325828552,0.23515373468399048,0.6662389636039734,0.28862449526786804,0.243671715259552,0.5696388483047485,0.20882321894168854,1.0,0.3024539053440094,0.16955126821994781,0.20430970191955566
number,0.23046229779720306,0.2737624943256378,0.22545760869979858,0.35145696997642517,0.18264374136924744,0.13331328332424164,0.2778518795967102,0.42379385232925415,0.3024539053440094,1.0,0.24102473258972168,0.19256845116615295
theory,0.297923743724823,0.6171321868896484,0.2593924403190613,0.2277156263589859,0.17853248119354248,0.2097673863172531,0.23506702482700348,0.27788615226745605,0.16955126821994781,0.24102473258972168,0.9999999403953552,0.1387292891740799
:,-0.12022944539785385,-0.010512671433389187,-0.1491551697254181,-0.03403344005346298,-0.05766917020082474,-0.04961597919464111,-0.08807745575904846,-0.008809658698737621,0.020521078258752823,0.028673168271780014,-0.05145213007926941,-0.07156077772378922
any,0.43670421838760376,0.25708824396133423,0.3200952112674713,0.4525727927684784,0.26311081647872925,0.17739206552505493,0.3769088089466095,0.23316331207752228,0.3135753571987152,0.350625604391098,0.24841320514678955,0.4113408327102661
integer,0.23293888568878174,0.4884721338748932,0.28541722893714905,0.14182277023792267,0.11168991029262543,0.1129436045885086,0.158325657248497,0.5403520464897156,0.14432935416698456,0.46157369017601013,0.27519920468330383,0.2503974437713623
greater,0.1946859508752823,0.1877201795578003,0.30553141236305237,0.2814446687698364,0.19012044370174408,0.04590263217687607,0.34470728039741516,0.19917280972003937,0.26627716422080994,0.2183322310447693,0.19417323172092438,0.09723397344350815
than,0.29388150572776794,0.15925689041614532,0.2648070752620697,0.3227543234825134,0.16874654591083527,0.14310166239738464,0.33036211133003235,0.28400641679763794,0.3270052373409271,0.2816639244556427,0.18195666372776031,0.24917294085025787
1,-0.21266892552375793,-0.19035573303699493,-0.21732774376869202,-0.1554475575685501,-0.0636862963438034,-0.2448679357767105,-0.09473495930433273,-0.25417813658714294,-0.10660158097743988,-0.20963284373283386,-0.20586082339286804,-0.249979168176651
can,0.34502777457237244,0.19914768636226654,0.29117825627326965,0.312528520822525,0.18884645402431488,0.11350167542695999,0.2603091299533844,0.2540391981601715,0.26527702808380127,0.33886176347732544,0.18596251308918,0.3226337134838104
be,0.3929833769798279,0.18646985292434692,0.32579731941223145,0.4248143136501312,0.21960048377513885,0.1769188493490219,0.33904364705085754,0.24869440495967865,0.3481820821762085,0.28840136528015137,0.2076098620891571,0.3324260413646698
expressed,0.20227427780628204,0.23181341588497162,0.3383413553237915,0.25207287073135376,0.17093200981616974,0.1313161700963974,0.2687252461910248,0.2393392026424408,0.22785329818725586,0.2114528864622116,0.2309204787015915,0.17175263166427612
as,0.31749409437179565,0.16078700125217438,0.29226040840148926,0.48381632566452026,0.25940921902656555,0.4036863148212433,0.3886612355709076,0.23833559453487396,0.3887844979763031,0.26786008477211,0.18675357103347778,0.27043893933296204
a,0.3320399522781372,0.2234962433576584,0.28742772340774536,0.5829201340675354,0.27217230200767517,0.22880133986473083,0.5052502155303955,0.21026647090911865,0.539380669593811,0.2992287278175354,0.2233850657939911,0.23916715383529663
product,0.2465333193540573,0.3038735091686249,0.238424614071846,0.23984220623970032,0.09479004144668579,0.14388185739517212,0.19526132941246033,0.31614068150520325,0.17412906885147095,0.2793683707714081,0.2620365023612976,0.19651241600513458
of,0.33290785551071167,0.18068012595176697,0.3077020049095154,0.733189046382904,0.3177044689655304,0.1797693818807602,1.0,0.22199293971061707,0.5696388483047485,0.2778518795967102,0.23506702482700348,0.1826142966747284
primes,0.2505246102809906,0.5341587662696838,0.198538675904274,0.22359657287597656,0.07941101491451263,0.16735216975212097,0.22199293971061707,1.0,0.20882321894168854,0.42379385232925415,0.27788615226745605,0.18851876258850098
that,0.6297725439071655,0.28924983739852905,0.3000619411468506,0.5473989248275757,0.3140498101711273,0.23023544251918793,0.41498205065727234,0.30276167392730713,0.435920387506485,0.32951247692108154,0.36183905601501465,0.32716336846351624
is,0.28837618231773376,0.23679251968860626,0.30292779207229614,0.5823672413825989,0.3009335994720459,0.20847192406654358,0.4854315221309662,0.2382466346025467,0.5394441485404968,0.22390379011631012,0.19279582798480988,0.22961433231830597
unique,0.2536143958568573,0.20745423436164856,0.2715688943862915,0.26165643334388733,0.1842012256383896,0.18036048114299774,0.29481077194213867,0.25071197748184204,0.2287175953388214,0.35847607254981995,0.21882033348083496,0.17680858075618744
up,0.28591108322143555,0.10516144335269928,0.12161720544099808,0.38423117995262146,0.19825492799282074,0.15402035415172577,0.32945773005485535,0.18996202945709229,0.3120773434638977,0.27514562010765076,0.16310304403305054,0.1819818764925003
to,0.455847829580307,0.14878395199775696,0.2542583644390106,0.535392165184021,0.26116618514060974,0.17841029167175293,0.41548454761505127,0.22901344299316406,0.45010748505592346,0.2706126868724823,0.21947365999221802,0.29463258385658264
ordering,0.2565787434577942,0.13844262063503265,0.25106626749038696,0.28440147638320923,0.09435752034187317,0.13816145062446594,0.3317446708679199,0.2033241242170334,0.2598384618759155,0.22430475056171417,0.15915031731128693,0.18185093998908997
.,0.3567904531955719,0.19165870547294617,0.2111859768629074,0.5934505462646484,0.31122034788131714,0.22067026793956757,0.5352458953857422,0.2564551830291748,0.5591574311256409,0.3256329298019409,0.18047811090946198,0.4130953550338745
