,what,has,the,highest,impact,on,wealth,accumulation,and,the,resulting,income,inequality,?
economic,0.18082544207572937,0.2052665501832962,0.282455176115036,0.16050639748573303,0.3066168427467346,0.20757777988910675,0.4711625576019287,0.3630414307117462,0.2707010805606842,0.282455176115036,0.28533855080604553,0.408316433429718,0.4401332437992096,0.1206481084227562
growth,0.1739405393600464,0.2680913209915161,0.2912366986274719,0.1419295221567154,0.29461729526519775,0.11376523971557617,0.3748585283756256,0.4145258665084839,0.2731747627258301,0.2912366986274719,0.3115460276603699,0.37261080741882324,0.3248327970504761,0.07547862827777863
(,0.2411840260028839,0.2498389035463333,0.33289089798927307,0.17115482687950134,0.17425116896629333,0.28656116127967834,0.13117057085037231,0.17255014181137085,0.4862271547317505,0.33289089798927307,0.137907013297081,0.1266181766986847,0.1679764688014984,0.40561532974243164
g,0.1146370992064476,0.10319799184799194,0.17829053103923798,0.10924525558948517,0.0522695854306221,0.15457025170326233,0.11994445323944092,0.15340718626976013,0.233489528298378,0.17829053103923798,0.1147453784942627,0.08221005648374557,0.12521129846572876,0.213205024600029
),0.26259949803352356,0.26944878697395325,0.3456730246543884,0.20505082607269287,0.1697939932346344,0.29937487840652466,0.13129688799381256,0.17827793955802917,0.4961937665939331,0.3456730246543884,0.13999134302139282,0.12669844925403595,0.16527613997459412,0.42300865054130554
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.22094981372356415,0.2012101411819458,0.49057599902153015,0.22482609748840332,0.23359620571136475,0.6633074283599854,0.4933079481124878,0.24877792596817017,0.19703416526317596,0.21822890639305115,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.5171257257461548,0.22372882068157196,0.19650109112262726,0.4077630043029785,0.29316192865371704,0.2516000270843506,1.0,0.5171257257461548,0.33249855041503906,0.2518245577812195,0.2590520679950714,0.20544172823429108
that,0.6297725439071655,0.41272613406181335,0.5473989248275757,0.1878446489572525,0.3073127269744873,0.42569106817245483,0.256238728761673,0.312995582818985,0.4731321930885315,0.5473989248275757,0.3038327991962433,0.2627509534358978,0.3467824459075928,0.32716336846351624
larger,0.23663538694381714,0.2611818015575409,0.378620445728302,0.15131200850009918,0.19020876288414001,0.22671067714691162,0.1508147269487381,0.22473980486392975,0.34781917929649353,0.378620445728302,0.30226919054985046,0.2407306283712387,0.18699485063552856,0.1602165699005127
fortunes,0.1942773461341858,0.17058098316192627,0.2577948272228241,0.17246776819229126,0.2508662939071655,0.19445213675498962,0.47705984115600586,0.24854330718517303,0.30331793427467346,0.2577948272228241,0.16627806425094604,0.29102471470832825,0.17040112614631653,0.1314423829317093
generate,0.26186254620552063,0.17115040123462677,0.264517217874527,0.18827113509178162,0.18635016679763794,0.17791645228862762,0.23371635377407074,0.35393768548965454,0.22549274563789368,0.264517217874527,0.3413883447647095,0.30760106444358826,0.25745782256126404,0.28300654888153076
higher,0.2538340389728546,0.2676869332790375,0.3292480409145355,0.5144107937812805,0.23550643026828766,0.22620901465415955,0.21145930886268616,0.39422696828842163,0.3147866129875183,0.3292480409145355,0.30921289324760437,0.2679516673088074,0.3147837817668915,0.15679465234279633
returns,0.1351068764925003,0.18923349678516388,0.2895065248012543,0.12607146799564362,0.11011151224374771,0.17168846726417542,0.1700233370065689,0.15746378898620605,0.2385305017232895,0.2895065248012543,0.3131440579891205,0.15955768525600433,0.18169806897640228,0.1296735554933548
[,0.010752761736512184,0.02594355121254921,0.07130392640829086,0.07441379129886627,0.19063736498355865,0.2087296098470688,0.1008341833949089,0.04451501742005348,0.08702973276376724,0.07130392640829086,0.1571754366159439,0.11693841218948364,-0.010490469634532928,0.011015460826456547
pp,0.08050898462533951,0.04889584332704544,0.12290918081998825,0.07731074839830399,0.13656362891197205,0.13088984787464142,0.0980919674038887,0.17534296214580536,0.17078609764575958,0.12290918081998825,0.07462836802005768,0.09936922788619995,0.18097418546676636,0.17373709380626678
.,0.3567904531955719,0.4105546176433563,0.5934505462646484,0.2254713773727417,0.2026742696762085,0.49257001280784607,0.1815606653690338,0.24883843958377838,0.588965117931366,0.5934505462646484,0.29411986470222473,0.26448529958724976,0.22563500702381134,0.4130953550338745
,what,has,the,highest,impact,on,wealth,accumulation,and,the,resulting,income,inequality,?
over,0.28007611632347107,0.370955228805542,0.39856547117233276,0.2770746946334839,0.22053730487823486,0.39810362458229065,0.18534822762012482,0.2989639937877655,0.4021143913269043,0.39856547117233276,0.380788117647171,0.186325803399086,0.1680821031332016,0.25742942094802856
time,0.36319252848625183,0.25164222717285156,0.43061500787734985,0.1831011027097702,0.30574360489845276,0.30044233798980713,0.19325654208660126,0.2818480134010315,0.3025408685207367,0.43061500787734985,0.2333417534828186,0.14685575664043427,0.20081466436386108,0.27391523122787476
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.22094981372356415,0.2012101411819458,0.49057599902153015,0.22482609748840332,0.23359620571136475,0.6633074283599854,0.4933079481124878,0.24877792596817017,0.19703416526317596,0.21822890639305115,0.31091248989105225
wealth,0.2415573000907898,0.17592108249664307,0.24999672174453735,0.14904311299324036,0.241105854511261,0.1212598904967308,0.9999998807907104,0.3215469717979431,0.29316192865371704,0.24999672174453735,0.18448473513126373,0.46220239996910095,0.41812294721603394,0.1624586433172226
condensation,0.35199809074401855,0.1520375907421112,0.2406906932592392,0.15112213790416718,0.21978074312210083,0.2204858511686325,0.11132838577032089,0.4286917746067047,0.22312825918197632,0.2406906932592392,0.36116597056388855,0.2042907178401947,0.34379860758781433,0.23542380332946777
can,0.34502777457237244,0.4103628396987915,0.312528520822525,0.13921953737735748,0.2237747609615326,0.2772369682788849,0.13289016485214233,0.35493144392967224,0.3675691485404968,0.312528520822525,0.31103232502937317,0.21239306032657623,0.2628359794616699,0.3226337134838104
significantly,0.2746123671531677,0.3428170382976532,0.3313288986682892,0.2447558045387268,0.3610357940196991,0.25293123722076416,0.3598358929157257,0.46055635809898376,0.3424808979034424,0.3313288986682892,0.38062161207199097,0.3742433786392212,0.3286304771900177,0.1823679804801941
contribute,0.3643682897090912,0.20873282849788666,0.21503010392189026,0.18921485543251038,0.31814059615135193,0.2132832556962967,0.256571501493454,0.3532741665840149,0.25385749340057373,0.21503010392189026,0.2556889057159424,0.2871630787849426,0.2715924382209778,0.34182009100914
to,0.455847829580307,0.3619994819164276,0.535392165184021,0.21947018802165985,0.2031068354845047,0.41031414270401,0.30562296509742737,0.26538437604904175,0.48971283435821533,0.535392165184021,0.26808956265449524,0.27188464999198914,0.24361056089401245,0.29463258385658264
the,0.42745697498321533,0.4177538752555847,1.0,0.36945265531539917,0.22336715459823608,0.5107308030128479,0.24999672174453735,0.340740829706192,0.5171257257461548,1.0,0.3905409574508667,0.23699946701526642,0.23508106172084808,0.22068053483963013
persistence,0.2871797978878021,0.21815451979637146,0.2707046866416931,0.11521034687757492,0.3186115026473999,0.21979393064975739,0.26498377323150635,0.45959529280662537,0.23979869484901428,0.2707046866416931,0.3843420147895813,0.2043255716562271,0.3282982110977173,0.17472824454307556
of,0.33290785551071167,0.3909035325050354,0.733189046382904,0.3223685622215271,0.21139270067214966,0.3966929316520691,0.27235376834869385,0.3249269723892212,0.5116966962814331,0.733189046382904,0.3631994426250458,0.2581324577331543,0.27910974621772766,0.1826142966747284
inequality,0.30072227120399475,0.16442200541496277,0.23508106172084808,0.20983918011188507,0.27267858386039734,0.16136983036994934,0.41812294721603394,0.3297654986381531,0.2590520679950714,0.23508106172084808,0.31035488843917847,0.46967795491218567,1.0000001192092896,0.23619021475315094
within,0.2498195916414261,0.30466988682746887,0.39827480912208557,0.18675409257411957,0.21346233785152435,0.2702226936817169,0.21760837733745575,0.27506983280181885,0.35049548745155334,0.39827480912208557,0.31068241596221924,0.23654690384864807,0.1734551042318344,0.1870293766260147
society,0.23231269419193268,0.11762072145938873,0.2789285480976105,0.16682790219783783,0.25274285674095154,0.15271499752998352,0.28868359327316284,0.1856686770915985,0.24110737442970276,0.2789285480976105,0.1639295518398285,0.2488999217748642,0.3808777630329132,0.1373005360364914
.,0.3567904531955719,0.4105546176433563,0.5934505462646484,0.2254713773727417,0.2026742696762085,0.49257001280784607,0.1815606653690338,0.24883843958377838,0.588965117931366,0.5934505462646484,0.29411986470222473,0.26448529958724976,0.22563500702381134,0.4130953550338745
