,how,many,more,landing,sites,for,the,apollo,missions,did,nasa,have,planned,?
sites,0.19174741208553314,0.3309124708175659,0.23986101150512695,0.23073077201843262,1.0,0.23407870531082153,0.2751152217388153,0.11792325973510742,0.2307382971048355,0.12723024189472198,0.1435926854610443,0.27043235301971436,0.15800905227661133,0.20032718777656555
",",0.22659391164779663,0.40610817074775696,0.3696524500846863,0.23283818364143372,0.20830219984054565,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.3015086054801941,0.18665438890457153,0.3541618287563324,0.22345273196697235,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.3535402715206146,0.18041649460792542,0.13631029427051544,0.39140474796295166,0.4223487675189972,0.1249200850725174,0.21365633606910706,0.25472134351730347,0.12890534102916718,0.48046383261680603,0.18405099213123322,0.2433311939239502
plans,0.28180965781211853,0.2358754724264145,0.25982990860939026,0.24262495338916779,0.16963031888008118,0.2815955877304077,0.30240729451179504,0.2064361572265625,0.34980687499046326,0.33907008171081543,0.22336256504058838,0.211116760969162,0.6367920637130737,0.13513131439685822
to,0.44169697165489197,0.40243685245513916,0.47084665298461914,0.27316537499427795,0.2365284264087677,0.4451248347759247,0.535392165184021,0.23190522193908691,0.29123765230178833,0.4452643394470215,0.21193136274814606,0.4544740617275238,0.309917151927948,0.29463258385658264
increase,0.29766717553138733,0.3285260796546936,0.39601215720176697,0.13195812702178955,0.19418875873088837,0.26647913455963135,0.32049667835235596,0.0992865338921547,0.14282995462417603,0.15550044178962708,0.1267326921224594,0.40800943970680237,0.1958167403936386,0.11119163036346436
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
mass,0.28030452132225037,0.2232305109500885,0.24929344654083252,0.09943801164627075,0.15143224596977234,0.18664062023162842,0.2284930944442749,0.13589899241924286,0.15414763987064362,0.1598033756017685,0.15528236329555511,0.2581143379211426,0.21133743226528168,0.2076406031847
of,0.2480744868516922,0.37253960967063904,0.30478984117507935,0.22376328706741333,0.24120540916919708,0.4185989499092102,0.733189046382904,0.1786269098520279,0.2598918080329895,0.2513895630836487,0.17935146391391754,0.3802283704280853,0.2487981617450714,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
csm,0.1352749764919281,0.027502095326781273,0.10157746821641922,0.2964303493499756,0.09802483022212982,0.235806405544281,0.15609420835971832,0.44091352820396423,0.4198499023914337,0.08878303319215775,0.4124281108379364,0.07594264298677444,0.18985262513160706,0.19925744831562042
and,0.33647966384887695,0.5296266674995422,0.39880692958831787,0.1899331510066986,0.25660696625709534,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34479495882987976,0.12810774147510529,0.4711785912513733,0.28036394715309143,0.20544172823429108
lm,0.21407321095466614,0.14888298511505127,0.1867946833372116,0.2968710660934448,0.22408431768417358,0.1800963282585144,0.25534775853157043,0.36199986934661865,0.27608075737953186,0.14193180203437805,0.34001877903938293,0.22292658686637878,0.16838818788528442,0.2270602136850357
for,0.3308170735836029,0.40972793102264404,0.3891189992427826,0.23171500861644745,0.23407870531082153,0.9999999403953552,0.4739971458911896,0.18462510406970978,0.24688635766506195,0.318512886762619,0.17481353878974915,0.41175219416618347,0.21071262657642365,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
last,0.24577783048152924,0.21182136237621307,0.27220308780670166,0.09561324119567871,0.0597696416079998,0.3043119013309479,0.3698786795139313,0.19937099516391754,0.18065673112869263,0.30895525217056274,0.10165396332740784,0.27193668484687805,0.18500067293643951,0.22371746599674225
five,0.20553050935268402,0.41084155440330505,0.3175167143344879,0.16623257100582123,0.10245532542467117,0.30701300501823425,0.41977158188819885,0.16365860402584076,0.23859652876853943,0.1999429613351822,0.09861989319324493,0.35977232456207275,0.20922903716564178,0.18342848122119904
missions,0.20489740371704102,0.3181447684764862,0.22517609596252441,0.3587879240512848,0.2307382971048355,0.24688635766506195,0.26288601756095886,0.3512161374092102,1.0,0.20864713191986084,0.38373640179634094,0.2621607184410095,0.35098007321357727,0.21422071754932404
",",0.22659391164779663,0.40610817074775696,0.3696524500846863,0.23283818364143372,0.20830219984054565,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.3015086054801941,0.18665438890457153,0.3541618287563324,0.22345273196697235,0.31091248989105225
along,0.2501010298728943,0.280875027179718,0.18806776404380798,0.1690456122159958,0.2578694224357605,0.249526709318161,0.39495137333869934,0.09613582491874695,0.21036021411418915,0.18832118809223175,0.0984765961766243,0.2685122489929199,0.23659007251262665,0.17134909331798553
with,0.3525622487068176,0.35744401812553406,0.3535402715206146,0.18041649460792542,0.13631029427051544,0.39140474796295166,0.4223487675189972,0.1249200850725174,0.21365633606910706,0.25472134351730347,0.12890534102916718,0.48046383261680603,0.18405099213123322,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
payload,0.21773599088191986,0.11961498111486435,0.20696750283241272,0.3291424810886383,0.15072223544120789,0.22720588743686676,0.16401338577270508,0.31150853633880615,0.37204816937446594,0.10994362831115723,0.37027740478515625,0.20994998514652252,0.24852606654167175,0.2877492606639862
capacity,0.24620088934898376,0.13563022017478943,0.20256152749061584,0.07911807298660278,0.1174713522195816,0.2676246166229248,0.1849547177553177,0.09000040590763092,0.19864580035209656,0.16285929083824158,0.09233085066080093,0.23842674493789673,0.17820942401885986,0.17383241653442383
of,0.2480744868516922,0.37253960967063904,0.30478984117507935,0.22376328706741333,0.24120540916919708,0.4185989499092102,0.733189046382904,0.1786269098520279,0.2598918080329895,0.2513895630836487,0.17935146391391754,0.3802283704280853,0.2487981617450714,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
saturn,0.1258738934993744,0.1221894845366478,0.17812640964984894,0.17725826799869537,0.10180067270994186,0.30204665660858154,0.24189656972885132,0.391809344291687,0.17527790367603302,0.18646769225597382,0.3775089681148529,0.17930284142494202,0.156300351023674,0.1619711071252823
v.,0.07870125025510788,0.09085480123758316,0.006918150931596756,-0.0579330138862133,-0.012017807923257351,0.00569364707916975,-0.028345759958028793,-0.027245862409472466,0.01206954475492239,0.03231963515281677,0.012997596524655819,0.023506205528974533,-0.07541520893573761,0.13179227709770203
these,0.41104358434677124,0.7077717185020447,0.4663735330104828,0.20976731181144714,0.312732458114624,0.41566818952560425,0.49086877703666687,0.1771434247493744,0.33472466468811035,0.38755595684051514,0.18966905772686005,0.6459943056106567,0.23626069724559784,0.2571668326854706
final,0.2052120715379715,0.16054779291152954,0.18484534323215485,0.18264950811862946,0.11324195563793182,0.25346213579177856,0.3543182611465454,0.12176132202148438,0.1626800149679184,0.24226084351539612,0.1670820564031601,0.13584725558757782,0.2715245485305786,0.17315025627613068
missions,0.20489740371704102,0.3181447684764862,0.22517609596252441,0.3587879240512848,0.2307382971048355,0.24688635766506195,0.26288601756095886,0.3512161374092102,1.0,0.20864713191986084,0.38373640179634094,0.2621607184410095,0.35098007321357727,0.21422071754932404
would,0.43239715695381165,0.33440667390823364,0.446984201669693,0.22148221731185913,0.19204260408878326,0.39877474308013916,0.4133751392364502,0.20719991624355316,0.24290740489959717,0.6268245577812195,0.17299184203147888,0.484149694442749,0.3900475800037384,0.37178951501846313
combine,0.2811005115509033,0.3232555091381073,0.30437153577804565,0.10396937280893326,0.11218440532684326,0.2938137352466583,0.2880306839942932,0.06542305648326874,0.18073590099811554,0.14900802075862885,0.08850081264972687,0.29490926861763,0.12874598801136017,0.23649157583713531
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
i,0.3186261057853699,0.22270812094211578,0.29782041907310486,0.15767113864421844,0.19581742584705353,0.257647842168808,0.26687872409820557,0.19223766028881073,0.16988936066627502,0.32301032543182373,0.14428378641605377,0.3702464699745178,0.1777636557817459,0.4695145785808563
and,0.33647966384887695,0.5296266674995422,0.39880692958831787,0.1899331510066986,0.25660696625709534,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34479495882987976,0.12810774147510529,0.4711785912513733,0.28036394715309143,0.20544172823429108
j,0.16426564753055573,0.07807333767414093,0.14904868602752686,0.1387140303850174,0.1369083672761917,0.20501819252967834,0.15695494413375854,0.13373038172721863,0.10131992399692535,0.16102169454097748,0.1842184215784073,0.18599513173103333,0.09590461105108261,0.14581649005413055
types,0.3203487992286682,0.4814179539680481,0.31706979870796204,0.10286577045917511,0.272776335477829,0.29793059825897217,0.23509301245212555,0.07698226720094681,0.17465922236442566,0.17665962874889374,0.1094553992152214,0.3764505088329315,0.04861411452293396,0.1285012811422348
in,0.2601168751716614,0.41474202275276184,0.32563260197639465,0.2088729292154312,0.2618137300014496,0.4322226941585541,0.6662389636039734,0.1461767554283142,0.2733149528503418,0.2593238651752472,0.15705716609954834,0.36843645572662354,0.2658644914627075,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
1967,-0.03056151233613491,-0.10096319764852524,-0.047997117042541504,-0.18024902045726776,-0.07700549811124802,0.033193573355674744,-0.012038951739668846,-0.13542231917381287,-0.1345202475786209,-0.049660373479127884,-0.06494888663291931,-0.12696819007396698,-0.06501659005880356,0.017933469265699387
list,0.1892312467098236,0.3007022738456726,0.21929503977298737,0.10421571880578995,0.2618640661239624,0.254395067691803,0.2863321602344513,0.036998406052589417,0.15603533387184143,0.13643468916416168,0.11946863681077957,0.284357488155365,0.2051415890455246,0.23630984127521515
",",0.22659391164779663,0.40610817074775696,0.3696524500846863,0.23283818364143372,0.20830219984054565,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.3015086054801941,0.18665438890457153,0.3541618287563324,0.22345273196697235,0.31091248989105225
allowing,0.3304036259651184,0.2679033577442169,0.3369901478290558,0.2366027981042862,0.2006329894065857,0.32889822125434875,0.3440283536911011,0.11447594314813614,0.20591916143894196,0.34487593173980713,0.11754024773836136,0.36123982071876526,0.28220880031585693,0.1434045135974884
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
cmp,0.24368150532245636,0.14654472470283508,0.1984218806028366,0.1461353898048401,0.2186005413532257,0.2705598771572113,0.2160838544368744,0.10179437696933746,0.20179511606693268,0.07744599133729935,0.17902924120426178,0.26363053917884827,0.09361004084348679,0.31603097915649414
to,0.44169697165489197,0.40243685245513916,0.47084665298461914,0.27316537499427795,0.2365284264087677,0.4451248347759247,0.535392165184021,0.23190522193908691,0.29123765230178833,0.4452643394470215,0.21193136274814606,0.4544740617275238,0.309917151927948,0.29463258385658264
operate,0.24947915971279144,0.2209223508834839,0.23850885033607483,0.2913835644721985,0.22983159124851227,0.23467504978179932,0.23581141233444214,0.08511855453252792,0.2561166286468506,0.1887413114309311,0.1562006175518036,0.3386690616607666,0.2354925274848938,0.16664595901966095
a,0.29312583804130554,0.2872205972671509,0.3452818691730499,0.23207896947860718,0.2097954899072647,0.44038116931915283,0.5829201340675354,0.19996169209480286,0.2459585964679718,0.2552328109741211,0.19403119385242462,0.338716596364975,0.23569394648075104,0.23916715383529663
package,0.24322636425495148,0.16315209865570068,0.21645280718803406,0.14871986210346222,0.14627067744731903,0.2392713725566864,0.19628381729125977,0.16865327954292297,0.18557871878147125,0.14684700965881348,0.1737895905971527,0.21704070270061493,0.24139639735221863,0.17711099982261658
of,0.2480744868516922,0.37253960967063904,0.30478984117507935,0.22376328706741333,0.24120540916919708,0.4185989499092102,0.733189046382904,0.1786269098520279,0.2598918080329895,0.2513895630836487,0.17935146391391754,0.3802283704280853,0.2487981617450714,0.1826142966747284
lunar,0.21081319451332092,0.1407979428768158,0.1832045018672943,0.3707292675971985,0.057209622114896774,0.16840216517448425,0.23309995234012604,0.48109763860702515,0.3653785288333893,0.14120660722255707,0.4626382291316986,0.16943895816802979,0.26356106996536255,0.1628302037715912
orbital,0.23096127808094025,0.11440374702215195,0.18191111087799072,0.32407501339912415,0.1414765566587448,0.1865740865468979,0.16417881846427917,0.26148512959480286,0.27817216515541077,0.14080005884170532,0.3857381343841553,0.19041508436203003,0.20748485624790192,0.22483505308628082
sensors,0.3323957324028015,0.2841927409172058,0.29466918110847473,0.21532918512821198,0.22132401168346405,0.2255508154630661,0.22193503379821777,0.16222171485424042,0.2714128792285919,0.1274387687444687,0.23330628871917725,0.2817884683609009,0.052888598293066025,0.1501072198152542
and,0.33647966384887695,0.5296266674995422,0.39880692958831787,0.1899331510066986,0.25660696625709534,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34479495882987976,0.12810774147510529,0.4711785912513733,0.28036394715309143,0.20544172823429108
cameras,0.23248180747032166,0.29051297903060913,0.3053332567214966,0.29092252254486084,0.19836126267910004,0.2902202010154724,0.2402329444885254,0.23073908686637878,0.26145774126052856,0.26358070969581604,0.25173842906951904,0.2469457983970642,0.17440573871135712,0.1492827832698822
while,0.2918691337108612,0.3748262822628021,0.34450140595436096,0.362802654504776,0.1716499924659729,0.4232339859008789,0.39804592728614807,0.2109583169221878,0.2627766728401184,0.3330625295639038,0.15404534339904785,0.3577405512332916,0.22774282097816467,0.21076419949531555
his,0.24614305794239044,0.3188176155090332,0.23633438348770142,0.20185697078704834,0.14012885093688965,0.39312878251075745,0.4394008219242096,0.22865809500217438,0.2283373922109604,0.3546801507472992,0.15133658051490784,0.25689181685447693,0.26248931884765625,0.18075084686279297
companions,0.19656947255134583,0.19442756474018097,0.23594051599502563,0.11824984103441238,0.13089004158973694,0.20080320537090302,0.25117260217666626,0.23968933522701263,0.2755131125450134,0.18828047811985016,0.19662871956825256,0.237274169921875,0.19000159204006195,0.14333169162273407
were,0.2082374095916748,0.4804460406303406,0.33779072761535645,0.20515987277030945,0.21828033030033112,0.33592689037323,0.3906462490558624,0.183358833193779,0.30557745695114136,0.4162326455116272,0.13781481981277466,0.5193349123001099,0.28901681303977966,0.17890112102031708
on,0.32655060291290283,0.32520127296447754,0.37351730465888977,0.31166619062423706,0.29455098509788513,0.36199691891670227,0.5107308030128479,0.16069947183132172,0.2538504898548126,0.2670976221561432,0.18220403790473938,0.36494916677474976,0.25307971239089966,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
surface,0.25213223695755005,0.21308062970638275,0.2285153567790985,0.3344675302505493,0.18420548737049103,0.17463307082653046,0.2555135488510132,0.19678367674350739,0.2683989405632019,0.14255931973457336,0.27110713720321655,0.24156825244426727,0.16441090404987335,0.14613434672355652
",",0.22659391164779663,0.40610817074775696,0.3696524500846863,0.23283818364143372,0.20830219984054565,0.4464869201183319,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.3015086054801941,0.18665438890457153,0.3541618287563324,0.22345273196697235,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.39880692958831787,0.1899331510066986,0.25660696625709534,0.5064792633056641,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34479495882987976,0.12810774147510529,0.4711785912513733,0.28036394715309143,0.20544172823429108
allowing,0.3304036259651184,0.2679033577442169,0.3369901478290558,0.2366027981042862,0.2006329894065857,0.32889822125434875,0.3440283536911011,0.11447594314813614,0.20591916143894196,0.34487593173980713,0.11754024773836136,0.36123982071876526,0.28220880031585693,0.1434045135974884
them,0.5142028331756592,0.5119333863258362,0.4907491207122803,0.2039497047662735,0.2935498356819153,0.41447147727012634,0.4788833558559418,0.20912344753742218,0.31734001636505127,0.44189682602882385,0.18189233541488647,0.5357621312141418,0.24093730747699738,0.35435691475868225
to,0.44169697165489197,0.40243685245513916,0.47084665298461914,0.27316537499427795,0.2365284264087677,0.4451248347759247,0.535392165184021,0.23190522193908691,0.29123765230178833,0.4452643394470215,0.21193136274814606,0.4544740617275238,0.309917151927948,0.29463258385658264
stay,0.2770896852016449,0.24442748725414276,0.30020037293434143,0.16848605871200562,0.18513353168964386,0.28911006450653076,0.2869375944137573,0.1245618686079979,0.17320698499679565,0.2606133222579956,0.11404182016849518,0.3498888909816742,0.19491243362426758,0.22141321003437042
on,0.32655060291290283,0.32520127296447754,0.37351730465888977,0.31166619062423706,0.29455098509788513,0.36199691891670227,0.5107308030128479,0.16069947183132172,0.2538504898548126,0.2670976221561432,0.18220403790473938,0.36494916677474976,0.25307971239089966,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.39758381247520447,0.24055521190166473,0.2751152217388153,0.4739971458911896,1.0,0.2169172167778015,0.26288601756095886,0.34736719727516174,0.19786997139453888,0.40389683842658997,0.3010992109775543,0.22068053483963013
moon,0.209036186337471,0.14061444997787476,0.17048397660255432,0.3334655165672302,0.13375431299209595,0.2043032944202423,0.23613092303276062,0.512973427772522,0.30764681100845337,0.1910509169101715,0.47473642230033875,0.2214115560054779,0.18595750629901886,0.1442703753709793
for,0.3308170735836029,0.40972793102264404,0.3891189992427826,0.23171500861644745,0.23407870531082153,0.9999999403953552,0.4739971458911896,0.18462510406970978,0.24688635766506195,0.318512886762619,0.17481353878974915,0.41175219416618347,0.21071262657642365,0.264628142118454
over,0.31446483731269836,0.47131630778312683,0.452426552772522,0.24893829226493835,0.28566285967826843,0.3419422209262848,0.39856547117233276,0.09949880093336105,0.258951336145401,0.2535076439380646,0.14846761524677277,0.41283175349235535,0.23191247880458832,0.25742942094802856
three,0.23807744681835175,0.4501400589942932,0.31659266352653503,0.1625450998544693,0.12784890830516815,0.3032672107219696,0.43452659249305725,0.10625588893890381,0.20720647275447845,0.2043166607618332,0.08892105519771576,0.3712083399295807,0.2320832908153534,0.20928427577018738
days,0.23509229719638824,0.19773665070533752,0.30495089292526245,0.1820848286151886,0.14941124618053436,0.2734130620956421,0.2574930489063263,0.1531076282262802,0.20467394590377808,0.2182302623987198,0.1290162056684494,0.25489261746406555,0.25031185150146484,0.2198754847049713
.,0.3287222981452942,0.3974229395389557,0.4070230722427368,0.2410571426153183,0.2081114798784256,0.4726039469242096,0.5934505462646484,0.22384987771511078,0.2895781993865967,0.35288307070732117,0.22033250331878662,0.41614407300949097,0.2560844421386719,0.4130953550338745
