,where,did,singer,hold,a,press,conference,in,may,2000,?
",",0.3149496018886566,0.3015086054801941,0.3160518407821655,0.2803111970424652,0.427140474319458,0.27518972754478455,0.21862302720546722,0.5201468467712402,0.5007920861244202,-0.03465369716286659,0.31091248989105225
washington,0.19192977249622345,0.19649098813533783,0.144607812166214,0.19808880984783173,0.17264322936534882,0.20772533118724823,0.27111920714378357,0.24838601052761078,0.14035890996456146,0.0012691339943557978,0.157786026597023
",",0.3149496018886566,0.3015086054801941,0.3160518407821655,0.2803111970424652,0.427140474319458,0.27518972754478455,0.21862302720546722,0.5201468467712402,0.5007920861244202,-0.03465369716286659,0.31091248989105225
d.c.,-0.017640797421336174,0.08965326845645905,-0.0002996452967636287,-0.017231550067663193,0.029680414125323296,-0.12798228859901428,0.0005910673644393682,0.025006262585520744,-0.12768292427062988,0.05391930416226387,-0.06381701678037643
",",0.3149496018886566,0.3015086054801941,0.3160518407821655,0.2803111970424652,0.427140474319458,0.27518972754478455,0.21862302720546722,0.5201468467712402,0.5007920861244202,-0.03465369716286659,0.31091248989105225
featuring,0.17511281371116638,0.18581709265708923,0.2811264991760254,0.1753573715686798,0.21930649876594543,0.17959636449813843,0.14736151695251465,0.1888517439365387,0.12159820646047592,0.10568023473024368,0.24838131666183472
comments,0.18176503479480743,0.29261142015457153,0.16650661826133728,0.1966082602739334,0.18540148437023163,0.16888071596622467,0.19665838778018951,0.17926956713199615,0.29506614804267883,-0.06032557040452957,0.3595547676086426
on,0.37630224227905273,0.2670976221561432,0.1866772621870041,0.2548828125,0.3848365545272827,0.21994465589523315,0.1731710135936737,0.46853652596473694,0.3428080081939697,0.0072531066834926605,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.14885097742080688,0.3067915439605713,0.5829201340675354,0.2519533634185791,0.25393402576446533,0.6662389636039734,0.2694292366504669,-0.015081177465617657,0.22068053483963013
graph,0.28795763850212097,0.13874512910842896,0.0766170471906662,0.12657296657562256,0.2952152192592621,0.21315933763980865,0.09964495152235031,0.19268742203712463,0.15885800123214722,-0.1670742630958557,0.20263607800006866
wibjörn,0.12001930177211761,0.12890121340751648,0.3573857247829437,0.18908491730690002,0.21953940391540527,0.12184292823076248,0.1855534315109253,0.22839650511741638,0.19300608336925507,0.07939622551202774,0.20279189944267273
karlén,0.18664881587028503,0.16558894515037537,0.33030691742897034,0.1152627170085907,0.23398347198963165,0.12194094806909561,0.17189043760299683,0.30952879786491394,0.266726016998291,0.018917620182037354,0.2462022602558136
and,0.43859338760375977,0.34479495882987976,0.26673105359077454,0.30117684602737427,0.3739250600337982,0.21916458010673523,0.21613861620426178,0.4954058527946472,0.34598252177238464,-0.004737076815217733,0.20544172823429108
singer,0.1538374274969101,0.1816350221633911,1.0,0.0752800852060318,0.19110652804374695,0.15317726135253906,0.06831664592027664,0.18326447904109955,0.20564529299736023,0.13227805495262146,0.16246667504310608
argued,0.15872541069984436,0.40107595920562744,0.11368624120950699,0.19355757534503937,0.1706712543964386,0.17706231772899628,0.1782570779323578,0.16827838122844696,0.2208905667066574,-0.07869597524404526,0.18905270099639893
against,0.27812469005584717,0.22514554858207703,0.14550331234931946,0.2892283499240875,0.2227657586336136,0.19337384402751923,0.21801882982254028,0.27273955941200256,0.16662171483039856,-0.1319543570280075,0.18095137178897858
the,0.5003893971443176,0.34736719727516174,0.14885097742080688,0.3067915439605713,0.5829201340675354,0.2519533634185791,0.25393402576446533,0.6662389636039734,0.2694292366504669,-0.015081177465617657,0.22068053483963013
graph,0.28795763850212097,0.13874512910842896,0.0766170471906662,0.12657296657562256,0.2952152192592621,0.21315933763980865,0.09964495152235031,0.19268742203712463,0.15885800123214722,-0.1670742630958557,0.20263607800006866
at,0.4402937591075897,0.28390252590179443,0.1398063749074936,0.260353684425354,0.3095070421695709,0.20594993233680725,0.20550666749477386,0.4374977946281433,0.2711789011955261,-0.06926931440830231,0.21978627145290375
a,0.40997210144996643,0.2552328109741211,0.19110652804374695,0.2822398841381073,1.0,0.1550007462501526,0.1375192254781723,0.539380669593811,0.29255667328834534,-0.03899485245347023,0.23916715383529663
united,0.23721055686473846,0.21137088537216187,0.20808468759059906,0.21410298347473145,0.2732578217983246,0.23561207950115204,0.23104023933410645,0.3938477039337158,0.19651606678962708,-0.02091298997402191,0.17266890406608582
states,0.24649012088775635,0.21754568815231323,0.17102020978927612,0.21961475908756256,0.24708621203899384,0.2237221598625183,0.2260373830795288,0.3977442979812622,0.20767882466316223,-0.035585954785346985,0.16272737085819244
senate,0.09599591791629791,0.11589532345533371,0.18169930577278137,0.20092611014842987,0.18100911378860474,0.15225957334041595,0.18360483646392822,0.1815723329782486,0.16349510848522186,0.07237492501735687,0.18454359471797943
committee,0.15980705618858337,0.19008150696754456,0.12865996360778809,0.17913074791431427,0.1903151571750641,0.19826777279376984,0.32016223669052124,0.2107008546590805,0.09478174149990082,-0.09491179883480072,0.12144632637500763
on,0.37630224227905273,0.2670976221561432,0.1866772621870041,0.2548828125,0.3848365545272827,0.21994465589523315,0.1731710135936737,0.46853652596473694,0.3428080081939697,0.0072531066834926605,0.2714994251728058
commerce,0.17658182978630066,0.1370212733745575,0.11005746573209763,0.09156769514083862,0.20897245407104492,0.2239779233932495,0.20180989801883698,0.2128394991159439,0.10414730757474899,-0.03367370367050171,0.09677373617887497
",",0.3149496018886566,0.3015086054801941,0.3160518407821655,0.2803111970424652,0.427140474319458,0.27518972754478455,0.21862302720546722,0.5201468467712402,0.5007920861244202,-0.03465369716286659,0.31091248989105225
science,0.19053184986114502,0.14819081127643585,0.10360290110111237,0.14713600277900696,0.2378881424665451,0.20877449214458466,0.21699504554271698,0.269875705242157,0.1839539259672165,0.00947162788361311,0.17974960803985596
and,0.43859338760375977,0.34479495882987976,0.26673105359077454,0.30117684602737427,0.3739250600337982,0.21916458010673523,0.21613861620426178,0.4954058527946472,0.34598252177238464,-0.004737076815217733,0.20544172823429108
transportation,0.19949257373809814,0.13095079362392426,0.11266479641199112,0.21462173759937286,0.2789710462093353,0.2430301159620285,0.16445143520832062,0.27774930000305176,0.16415265202522278,-0.14645323157310486,0.1712278425693512
hearing,0.19802594184875488,0.26051026582717896,0.12475007772445679,0.18118737637996674,0.2477637082338333,0.14472711086273193,0.1491921991109848,0.20339344441890717,0.29448530077934265,-0.009105339646339417,0.19994913041591644
on,0.37630224227905273,0.2670976221561432,0.1866772621870041,0.2548828125,0.3848365545272827,0.21994465589523315,0.1731710135936737,0.46853652596473694,0.3428080081939697,0.0072531066834926605,0.2714994251728058
18,-0.08955085277557373,-0.16295963525772095,-0.08743170648813248,0.03437205031514168,-0.08585336059331894,0.012614781036973,-0.034025076776742935,-0.061147160828113556,-0.07660657167434692,0.06161685287952423,-0.04919438064098358
july,0.18378832936286926,0.25485745072364807,0.3150786757469177,0.09670098125934601,0.23807190358638763,0.19264712929725647,0.18688911199569702,0.26500701904296875,0.4987334609031677,0.03407485783100128,0.2897891402244568
2000,-0.11322752386331558,0.028451859951019287,0.13227805495262146,-0.11984903365373611,-0.03899485245347023,-0.018935879692435265,-0.13688112795352936,-0.0435720756649971,-0.010245288722217083,1.0,-0.0824366956949234
.,0.41390106081962585,0.35288307070732117,0.22169901430606842,0.30296799540519714,0.50484299659729,0.22295179963111877,0.1982354372739792,0.5591574311256409,0.35826805233955383,-0.03837863355875015,0.4130953550338745
