,what,kind,of,territories,are,being,destroyed,by,ecocide,in,the,amazon,?
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24274706840515137,0.3504326641559601,0.4514104127883911,0.16806039214134216,0.33534231781959534,0.27898097038269043,0.45010748505592346,0.535392165184021,0.17033490538597107,0.29463258385658264
fight,0.292800635099411,0.20605148375034332,0.20101141929626465,0.22049875557422638,0.2090083211660385,0.28922396898269653,0.3300926089286804,0.2359345704317093,0.2506226599216461,0.20735964179039001,0.28874441981315613,0.17717711627483368,0.16463038325309753
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.18598879873752594,0.3895993232727051,0.41687241196632385,0.13619165122509003,0.3248702883720398,0.26514455676078796,0.4322226941585541,0.4739971458911896,0.165912926197052,0.264628142118454
their,0.35142919421195984,0.23866921663284302,0.4329940676689148,0.24961961805820465,0.46887820959091187,0.33179932832717896,0.2043912559747696,0.3242124021053314,0.3177909553050995,0.34976133704185486,0.516537070274353,0.15839874744415283,0.1898253709077835
cultural,0.18198847770690918,0.07775283604860306,0.29898300766944885,0.2612888514995575,0.16102440655231476,0.20885737240314484,0.17710435390472412,0.15795396268367767,0.33619174361228943,0.2409708946943283,0.23337452113628387,0.15318946540355682,0.09798457473516464
survival,0.2852509021759033,0.28237223625183105,0.25278621912002563,0.06487561762332916,0.24023079872131348,0.2893443703651428,0.11126618832349777,0.21121077239513397,0.4527812898159027,0.19040663540363312,0.2485254555940628,0.1621742993593216,0.21398140490055084
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3149210512638092,0.48576638102531433,0.4286794066429138,0.2592630386352539,0.4289871156215668,0.3154960572719574,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.30191943049430847,0.40399202704429626,0.419739305973053,0.3403017520904541,0.4408751428127289,0.2978762090206146,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
fate,0.28703710436820984,0.11512424051761627,0.17268212139606476,0.16409100592136383,0.1045902892947197,0.1982523649930954,0.18972238898277283,0.14025630056858063,0.24006621539592743,0.14964208006858826,0.24733972549438477,0.1700955331325531,0.21421286463737488
of,0.33290785551071167,0.2285657674074173,1.0,0.2877243757247925,0.39081433415412903,0.34885138273239136,0.27498680353164673,0.3646814823150635,0.28144583106040955,0.5696388483047485,0.733189046382904,0.20143137872219086,0.1826142966747284
their,0.35142919421195984,0.23866921663284302,0.4329940676689148,0.24961961805820465,0.46887820959091187,0.33179932832717896,0.2043912559747696,0.3242124021053314,0.3177909553050995,0.34976133704185486,0.516537070274353,0.15839874744415283,0.1898253709077835
forested,0.1903628557920456,0.13233670592308044,0.29406365752220154,0.26843932271003723,0.25222790241241455,0.2124747633934021,0.2850872278213501,0.21278902888298035,0.35989007353782654,0.28676915168762207,0.28944146633148193,0.3254970908164978,0.1228533685207367
territories,0.2053624987602234,0.024182138964533806,0.2877243757247925,1.0000001192092896,0.23005296289920807,0.1423596441745758,0.20475684106349945,0.21259188652038574,0.2569877803325653,0.27001065015792847,0.30191943049430847,0.2164703607559204,0.11298645287752151
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2594374716281891,0.3452940285205841,0.35574623942375183,0.278834730386734,0.3936232924461365,0.3521353006362915,0.5591574311256409,0.5934505462646484,0.262887567281723,0.4130953550338745
