,what,is,the,start,of,the,salary,year,?
earned,0.1198340505361557,0.1257709264755249,0.20168830454349518,0.1607983559370041,0.2118282914161682,0.20168830454349518,0.44775301218032837,0.3138009011745453,0.18173527717590332
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.27236250042915344,0.4249346852302551,0.40150508284568787,0.20708754658699036,0.2101740688085556,0.19969791173934937
"£20,427",0.14812880754470825,0.05531034991145134,0.18504801392555237,0.11458219587802887,0.11395092308521271,0.18504801392555237,0.23878617584705353,0.1549272984266281,0.10928968340158463
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2663039267063141,0.4185989499092102,0.4739971458911896,0.31719970703125,0.29294124245643616,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.29672953486442566,0.5052502155303955,0.5829201340675354,0.2625115215778351,0.29350247979164124,0.23916715383529663
probationer,0.3022003471851349,0.15738628804683685,0.21078093349933624,0.1953534334897995,0.15499328076839447,0.21078093349933624,0.36463484168052673,0.19186973571777344,0.27236172556877136
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2934366464614868,0.4946078956127167,0.4933079481124878,0.19489715993404388,0.28560417890548706,0.31091248989105225
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.3789933919906616,0.32945773005485535,0.38423117995262146,0.2339131087064743,0.16653390228748322,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.33345553278923035,0.41548454761505127,0.535392165184021,0.2658538222312927,0.23523004353046417,0.29463258385658264
"£32,583",0.13300585746765137,0.044998832046985626,-0.0961497351527214,-0.003880562260746956,-0.04047814756631851,-0.0961497351527214,-0.061170224100351334,-0.03498027101159096,0.21510179340839386
after,0.21973377466201782,0.2835143506526947,0.4565047025680542,0.37041667103767395,0.3867455720901489,0.4565047025680542,0.16438065469264984,0.336445689201355,0.16608688235282898
6,0.05088282376527786,0.11145748198032379,0.041227471083402634,0.03964685648679733,0.055943556129932404,0.041227471083402634,-0.03141544386744499,-0.08963438123464584,0.045001473277807236
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.2326207011938095,0.2904134690761566,0.2912273406982422,0.25114205479621887,0.5195499062538147,0.1914375126361847
teaching,0.27416905760765076,0.16213442385196686,0.2182690054178238,0.20047910511493683,0.2911611497402191,0.2182690054178238,0.2398160994052887,0.16837452352046967,0.20424684882164001
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2934366464614868,0.4946078956127167,0.4933079481124878,0.19489715993404388,0.28560417890548706,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.309513658285141,0.39942997694015503,0.4859698414802551,0.23676876723766327,0.2701607942581177,0.27921953797340393
could,0.4188697934150696,0.2763098180294037,0.35393214225769043,0.235317662358284,0.29043012857437134,0.35393214225769043,0.23472334444522858,0.17617186903953552,0.3411986827850342
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.3641927242279053,0.2937326431274414,0.4297412931919098,0.22288979589939117,0.24939334392547607,0.2884598970413208
go,0.35329025983810425,0.19626101851463318,0.29801803827285767,0.38040637969970703,0.21881330013275146,0.29801803827285767,0.10038863867521286,0.25514400005340576,0.25942572951316833
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2699633240699768,0.3966929316520691,0.5107308030128479,0.22385592758655548,0.27628999948501587,0.2714994251728058
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.33345553278923035,0.41548454761505127,0.535392165184021,0.2658538222312927,0.23523004353046417,0.29463258385658264
earn,0.16168662905693054,0.1424780637025833,0.21796688437461853,0.2833283543586731,0.1868710219860077,0.21796688437461853,0.4782879948616028,0.27883005142211914,0.20429526269435883
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.3789933919906616,0.32945773005485535,0.38423117995262146,0.2339131087064743,0.16653390228748322,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.33345553278923035,0.41548454761505127,0.535392165184021,0.2658538222312927,0.23523004353046417,0.29463258385658264
"£39,942",0.12923191487789154,0.11769455671310425,0.08873560279607773,0.01342851109802723,0.04889002442359924,0.08873560279607773,-0.04802824929356575,-0.05980886518955231,0.06721832603216171
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.26252481341362,0.3886612355709076,0.48381632566452026,0.2368970513343811,0.28440728783607483,0.27043893933296204
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.36821991205215454,0.3426007330417633,0.49925389885902405,0.17651599645614624,0.22890345752239227,0.2753053903579712
complete,0.29213884472846985,0.2201630026102066,0.277624249458313,0.25626140832901,0.3009350895881653,0.277624249458313,0.19432972371578217,0.12896934151649475,0.11962060630321503
the,0.42745697498321533,0.5823672413825989,1.0,0.3656389117240906,0.733189046382904,1.0,0.2075764387845993,0.3609684407711029,0.22068053483963013
modules,0.24831123650074005,0.14835643768310547,0.18172919750213623,0.20584437251091003,0.09978590905666351,0.18172919750213623,0.1870632916688919,0.1301189810037613,0.2365492284297943
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.33345553278923035,0.41548454761505127,0.535392165184021,0.2658538222312927,0.23523004353046417,0.29463258385658264
earn,0.16168662905693054,0.1424780637025833,0.21796688437461853,0.2833283543586731,0.1868710219860077,0.21796688437461853,0.4782879948616028,0.27883005142211914,0.20429526269435883
chartered,0.10646602511405945,0.15873117744922638,0.23650901019573212,0.07352486997842789,0.2495306134223938,0.23650901019573212,0.14766164124011993,0.19261939823627472,0.09353633224964142
teacher,0.20492632687091827,0.2001669555902481,0.17760860919952393,0.19342908263206482,0.19968076050281525,0.17760860919952393,0.2520495355129242,0.17134574055671692,0.1797819435596466
status,0.1975356787443161,0.23290963470935822,0.23601171374320984,0.23155394196510315,0.20139996707439423,0.23601171374320984,0.23099175095558167,0.0725376084446907,0.16403266787528992
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.21442380547523499,0.35032153129577637,0.33289089798927307,0.13302284479141235,0.2556702494621277,0.40561532974243164
requiring,0.23015210032463074,0.16455000638961792,0.23401294648647308,0.24176378548145294,0.26946085691452026,0.23401294648647308,0.32359984517097473,0.17764554917812347,0.19080378115177155
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.3116826117038727,0.42558613419532776,0.457212895154953,0.21886268258094788,0.3146436810493469,0.21978627145290375
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.2863473892211914,0.32696738839149475,0.3428877890110016,0.2389848679304123,0.27794453501701355,0.28866854310035706
6,0.05088282376527786,0.11145748198032379,0.041227471083402634,0.03964685648679733,0.055943556129932404,0.041227471083402634,-0.03141544386744499,-0.08963438123464584,0.045001473277807236
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.2326207011938095,0.2904134690761566,0.2912273406982422,0.25114205479621887,0.5195499062538147,0.1914375126361847
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.3116826117038727,0.42558613419532776,0.457212895154953,0.21886268258094788,0.3146436810493469,0.21978627145290375
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.3789933919906616,0.32945773005485535,0.38423117995262146,0.2339131087064743,0.16653390228748322,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.33345553278923035,0.41548454761505127,0.535392165184021,0.2658538222312927,0.23523004353046417,0.29463258385658264
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.23949240148067474,0.37726253271102905,0.43858039379119873,0.1917230635881424,0.2893567979335785,0.19645625352859497
modules,0.24831123650074005,0.14835643768310547,0.18172919750213623,0.20584437251091003,0.09978590905666351,0.18172919750213623,0.1870632916688919,0.1301189810037613,0.2365492284297943
per,0.21384303271770477,0.22395510971546173,0.21691934764385223,0.1798994541168213,0.17468707263469696,0.21691934764385223,0.2792484760284424,0.25943896174430847,0.22323818504810333
year,0.15184831619262695,0.2402215600013733,0.3609684407711029,0.3398894965648651,0.2578314542770386,0.3609684407711029,0.2983018755912781,1.0,0.18315006792545319
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3501981496810913,0.5352458953857422,0.5934505462646484,0.2463613897562027,0.32538118958473206,0.4130953550338745
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.24182365834712982,0.3680361211299896,0.3456730246543884,0.15680062770843506,0.24282371997833252,0.42300865054130554
