,what,kind,of,influence,does,the,gulf,stream,exert,on,newcastle,?
some,0.4491020441055298,0.42079171538352966,0.4300730526447296,0.31845390796661377,0.39611563086509705,0.4566698372364044,0.1634383350610733,0.2075328826904297,0.2573867738246918,0.31474894285202026,0.15282872319221497,0.2562315762042999
other,0.341873437166214,0.2729318141937256,0.38583824038505554,0.2993001341819763,0.2947014272212982,0.44152235984802246,0.15698403120040894,0.22886353731155396,0.2505721151828766,0.3410046398639679,0.1582431048154831,0.24682199954986572
locations,0.21363390982151031,0.14641524851322174,0.2825617790222168,0.16537541151046753,0.1932622492313385,0.3575807511806488,0.20575512945652008,0.2367384433746338,0.08943437039852142,0.2854549288749695,0.22499416768550873,0.14570996165275574
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.26119694113731384,0.214483380317688,0.6662389636039734,0.2268008291721344,0.2099897712469101,0.12481959164142609,0.46853652596473694,0.19270820915699005,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3039984107017517,0.35928019881248474,1.0,0.29029619693756104,0.2507912814617157,0.1836007833480835,0.5107308030128479,0.2253497689962387,0.22068053483963013
world,0.21669597923755646,0.23631168901920319,0.2828933000564575,0.19428810477256775,0.15434256196022034,0.33604270219802856,0.2633187472820282,0.10266227275133133,0.057311028242111206,0.22789059579372406,0.1675499528646469,0.17579582333564758
at,0.2838611304759979,0.17203933000564575,0.42558613419532776,0.130533367395401,0.17465277016162872,0.457212895154953,0.16162951290607452,0.11786751449108124,0.1671496033668518,0.4806317389011383,0.18403437733650208,0.21978627145290375
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.23828014731407166,0.38201746344566345,0.5829201340675354,0.17629823088645935,0.28687193989753723,0.27772554755210876,0.3848365545272827,0.21405641734600067,0.23916715383529663
similar,0.30608364939689636,0.3717205226421356,0.2911645472049713,0.2761361002922058,0.3042154014110565,0.2963123023509979,0.07388114184141159,0.19228596985340118,0.20583070814609528,0.23418132960796356,0.08881872147321701,0.23309361934661865
latitude,0.2657860517501831,0.14630882441997528,0.1874399185180664,0.1509936898946762,0.13850490748882294,0.2499811202287674,0.23674872517585754,0.22228772938251495,0.21455076336860657,0.21217218041419983,0.25503501296043396,0.14586518704891205
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2585834860801697,0.28617382049560547,0.4933079481124878,0.21789179742336273,0.2126854658126831,0.2398119419813156,0.49057599902153015,0.251589834690094,0.31091248989105225
due,0.15204688906669617,0.1661464273929596,0.2533245384693146,0.25501686334609985,0.20878952741622925,0.22577603161334991,0.16629619896411896,0.2508307099342346,0.20690535008907318,0.3553527891635895,0.1539250761270523,0.10954997688531876
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.23180463910102844,0.4391997456550598,0.535392165184021,0.1890619695186615,0.2466391623020172,0.27705830335617065,0.41031414270401,0.23559264838695526,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3039984107017517,0.35928019881248474,1.0,0.29029619693756104,0.2507912814617157,0.1836007833480835,0.5107308030128479,0.2253497689962387,0.22068053483963013
warming,0.28293129801750183,0.23524494469165802,0.279348224401474,0.2771165668964386,0.27164965867996216,0.28771063685417175,0.2261352241039276,0.22238783538341522,0.303437739610672,0.274448424577713,0.17949672043323517,0.24314598739147186
influence,0.2790174186229706,0.24978035688400269,0.3608979284763336,1.0000001192092896,0.21049684286117554,0.3039984107017517,0.1531473994255066,0.17344781756401062,0.30869030952453613,0.22494085133075714,0.1632043570280075,0.14200882613658905
of,0.33290785551071167,0.2285657674074173,1.0,0.3608979284763336,0.3119818866252899,0.733189046382904,0.21642953157424927,0.1779453009366989,0.23436139523983002,0.3966929316520691,0.18781472742557526,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3039984107017517,0.35928019881248474,1.0,0.29029619693756104,0.2507912814617157,0.1836007833480835,0.5107308030128479,0.2253497689962387,0.22068053483963013
gulf,0.16739319264888763,0.10521359741687775,0.21642953157424927,0.1531473994255066,0.063034787774086,0.29029619693756104,1.0,0.25025272369384766,0.15764707326889038,0.17968854308128357,0.19118593633174896,0.12622930109500885
stream,0.15652818977832794,0.22307075560092926,0.1779453009366989,0.17344781756401062,0.1845560073852539,0.2507912814617157,0.25025272369384766,1.0000001192092896,0.19463613629341125,0.2180166095495224,0.13907641172409058,0.11238504201173782
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.14272426068782806,0.2728188931941986,0.33289089798927307,0.1748950481414795,0.13697470724582672,0.21797364950180054,0.28656116127967834,0.13896974921226501,0.40561532974243164
via,0.16736915707588196,0.08810988813638687,0.1293322592973709,0.09429275244474411,0.11708846688270569,0.23979412019252777,0.11829834431409836,0.32058706879615784,0.19965770840644836,0.29968157410621643,0.17067094147205353,0.19443516433238983
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3039984107017517,0.35928019881248474,1.0,0.29029619693756104,0.2507912814617157,0.1836007833480835,0.5107308030128479,0.2253497689962387,0.22068053483963013
north,0.18673177063465118,0.1583663374185562,0.3604778051376343,0.12338877469301224,0.11500263214111328,0.36298373341560364,0.3228854835033417,0.24047406017780304,0.13780423998832703,0.24055036902427673,0.28581127524375916,0.11829731613397598
atlantic,0.16333554685115814,0.14456775784492493,0.22176773846149445,0.1417442262172699,0.13943062722682953,0.31052014231681824,0.4291280210018158,0.2431715726852417,0.1453617811203003,0.22113218903541565,0.2577807605266571,0.15355663001537323
drift,0.29582297801971436,0.1893141269683838,0.28527894616127014,0.24263525009155273,0.10151245445013046,0.34215953946113586,0.23007331788539886,0.19568979740142822,0.2728322148323059,0.2890055477619171,0.1454106718301773,0.18257342278957367
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.16664013266563416,0.2575884759426117,0.3456730246543884,0.15381240844726562,0.15274988114833832,0.21464011073112488,0.29937487840652466,0.15254424512386322,0.42300865054130554
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2734014391899109,0.3022993505001068,0.5934505462646484,0.19432379305362701,0.2079722285270691,0.2550171911716461,0.49257001280784607,0.2714749276638031,0.4130953550338745
