,when,dating,rocks,",",what,is,the,absolute,isotopic,date,applied,to,?
which,0.572554349899292,0.2229909896850586,0.307253897190094,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2838975787162781,0.2933647036552429,0.198163703083992,0.29366353154182434,0.5345056653022766,0.25814583897590637
there,0.34822648763656616,0.23141717910766602,0.22885656356811523,0.4587128460407257,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.2342914640903473,0.23684273660182953,0.1866472065448761,0.24789737164974213,0.40669289231300354,0.29405656456947327
was,0.37326499819755554,0.17555896937847137,0.13827373087406158,0.45456063747406006,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.16923728585243225,0.10671540349721909,0.23531168699264526,0.22533445060253143,0.3636345863342285,0.18412111699581146
datable,0.20773836970329285,0.2693272531032562,0.20830607414245605,0.16596242785453796,0.27710798382759094,0.16753841936588287,0.14364267885684967,0.22344139218330383,0.38218972086906433,0.3314298987388611,0.25810179114341736,0.20667512714862823,0.28133681416511536
material,0.27813515067100525,0.23042374849319458,0.34073197841644287,0.2189585268497467,0.2591213285923004,0.2518187463283539,0.26762521266937256,0.20187491178512573,0.38761499524116516,0.22188133001327515,0.2991618514060974,0.29219651222229004,0.18117131292819977
",",0.36674630641937256,0.2450258880853653,0.30537211894989014,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19126510620117188,0.16429710388183594,0.2279704213142395,0.28330111503601074,0.44245919585227966,0.31091248989105225
converting,0.28727659583091736,0.22164171934127808,0.16731062531471252,0.20720437169075012,0.23847343027591705,0.24564222991466522,0.2683429718017578,0.24107018113136292,0.2782374620437622,0.22117291390895844,0.2323550432920456,0.3228590488433838,0.23131810128688812
the,0.5091903209686279,0.23401090502738953,0.24413059651851654,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.26488861441612244,0.16612645983695984,0.25333094596862793,0.22842662036418915,0.535392165184021,0.22068053483963013
old,0.36291906237602234,0.30138590931892395,0.19327883422374725,0.26524028182029724,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.09528791159391403,0.12937790155410767,0.20621830224990845,0.09769707918167114,0.2412436157464981,0.20577076077461243
relative,0.2567206621170044,0.1867489069700241,0.17908771336078644,0.21147610247135162,0.24426062405109406,0.23987647891044617,0.24540278315544128,0.42464950680732727,0.43053022027015686,0.11616124957799911,0.19097395241260529,0.283727765083313,0.1457768678665161
ages,0.2597545385360718,0.37358954548835754,0.26357144117355347,0.20853061974048615,0.2546566128730774,0.18691010773181915,0.28271523118019104,0.2057202011346817,0.2407248318195343,0.16796541213989258,0.1457786113023758,0.18168984353542328,0.16701677441596985
into,0.389646977186203,0.08763175457715988,0.24171914160251617,0.2826121151447296,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.04757692292332649,0.11366333812475204,0.12767744064331055,0.16961392760276794,0.38810545206069946,0.15662476420402527
new,0.257220059633255,0.15407629311084747,0.17755886912345886,0.36073189973831177,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.15517543256282806,0.1315106302499771,0.18049058318138123,0.11110880225896835,0.33159172534942627,0.14782847464084625
absolute,0.26889339089393616,0.13376139104366302,0.12423399090766907,0.19126510620117188,0.3186502158641815,0.2352413386106491,0.26488861441612244,0.9999998807907104,0.3230172395706177,0.13171128928661346,0.2238968163728714,0.26245933771133423,0.22724391520023346
ages,0.2597545385360718,0.37358954548835754,0.26357144117355347,0.20853061974048615,0.2546566128730774,0.18691010773181915,0.28271523118019104,0.2057202011346817,0.2407248318195343,0.16796541213989258,0.1457786113023758,0.18168984353542328,0.16701677441596985
.,0.475719153881073,0.2222111076116562,0.26481303572654724,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21997621655464172,0.22894316911697388,0.2508279085159302,0.2685256898403168,0.4645031690597534,0.4130953550338745
