,when,was,a,study,published,confirming,the,2001,ipcc,projections,?
ipcc,0.17001821100711823,0.16744299232959747,0.12244262546300888,0.31419894099235535,0.33862897753715515,0.2917502224445343,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.24756751954555511,0.22295254468917847
's,-0.03368149697780609,0.008974763564765453,0.04866964742541313,0.03247833624482155,0.01244857907295227,-0.03553840145468712,-0.01540423184633255,-0.11581677943468094,0.010160183534026146,0.008694875054061413,-0.023395681753754616
major,0.17186790704727173,0.20676274597644806,0.22990699112415314,0.17093795537948608,0.16196270287036896,0.1465471237897873,0.31775903701782227,-0.1055578961968422,0.19455642998218536,0.17710644006729126,0.19788557291030884
report,0.1918206363916397,0.19926786422729492,0.2148611694574356,0.29571110010147095,0.3798125088214874,0.38359373807907104,0.2556745111942291,-0.1508273035287857,0.4727894961833954,0.21977876126766205,0.3138936758041382
on,0.37706470489501953,0.3909217119216919,0.3848365545272827,0.1889076977968216,0.26885396242141724,0.30801260471343994,0.5107308030128479,-0.08765829354524612,0.24879392981529236,0.28605321049690247,0.2714994251728058
climate,0.18233810365200043,0.14714933931827545,0.1805623322725296,0.26668113470077515,0.1336456835269928,0.10896269232034683,0.2693597674369812,-0.14139007031917572,0.5031722187995911,0.19709214568138123,0.19998492300510406
",",0.36674630641937256,0.45456063747406006,0.427140474319458,0.26425549387931824,0.2937801778316498,0.23652184009552002,0.4933079481124878,-0.19191312789916992,0.15590040385723114,0.27439084649086,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,1.0,0.2268155962228775,0.1993555724620819,0.3132783770561218,0.5829201340675354,-0.14780431985855103,0.12244262546300888,0.2783954441547394,0.23916715383529663
study,0.2670287787914276,0.18420368432998657,0.2268155962228775,1.0,0.27503788471221924,0.1862456500530243,0.2533665597438812,0.052347179502248764,0.31419894099235535,0.21239443123340607,0.15902167558670044
was,0.37326499819755554,1.0000001192092896,0.4508470594882965,0.18420368432998657,0.2896443009376526,0.29663118720054626,0.48711544275283813,-0.1705034077167511,0.16744299232959747,0.1325969099998474,0.18412111699581146
published,0.1944759637117386,0.2896443009376526,0.1993555724620819,0.27503788471221924,1.0,0.23108693957328796,0.22017472982406616,-0.00268853479065001,0.33862897753715515,0.22315141558647156,0.16280238330364227
suggesting,0.33840474486351013,0.19650450348854065,0.33573681116104126,0.22588899731636047,0.18658696115016937,0.43494608998298645,0.3232928216457367,-0.14027844369411469,0.2899152338504791,0.28254029154777527,0.3712358772754669
that,0.5860282182693481,0.33670201897621155,0.47537946701049805,0.31241273880004883,0.23603634536266327,0.39868485927581787,0.5473989248275757,-0.17465241253376007,0.3323146402835846,0.277069628238678,0.32716336846351624
temperatures,0.28255966305732727,0.1787019520998001,0.23293450474739075,0.19805504381656647,0.15445253252983093,0.12407602369785309,0.27544233202934265,-0.10032371431589127,0.3539794385433197,0.27105712890625,0.1895846426486969
and,0.4716290831565857,0.3740963041782379,0.3739250600337982,0.300253301858902,0.22629010677337646,0.2223901003599167,0.5171257257461548,-0.1767612248659134,0.20790739357471466,0.24161763489246368,0.20544172823429108
sea,0.20553374290466309,0.18031850457191467,0.17038485407829285,0.24229995906352997,0.1396983116865158,0.10400257259607315,0.30363768339157104,-0.12401077151298523,0.20078325271606445,0.15941990911960602,0.15551945567131042
levels,0.2584584951400757,0.10329693555831909,0.21465790271759033,0.17408476769924164,0.09389743953943253,0.06766244024038315,0.286034494638443,-0.055449988692998886,0.2907012104988098,0.20234182476997375,0.1541307419538498
have,0.40555819869041443,0.2863433063030243,0.338716596364975,0.262853741645813,0.16495348513126373,0.3152812719345093,0.40389683842658997,-0.16456520557403564,0.28303688764572144,0.29297029972076416,0.32991164922714233
been,0.3339833617210388,0.518218457698822,0.3315402865409851,0.1617983877658844,0.24826271831989288,0.3594372570514679,0.3563927710056305,-0.20503081381320953,0.23632609844207764,0.2160460203886032,0.24354910850524902
rising,0.20721912384033203,0.22641846537590027,0.2153616100549698,0.10962755233049393,0.18941284716129303,0.16642002761363983,0.34945452213287354,-0.1272479146718979,0.26317545771598816,0.162370502948761,0.07955946773290634
at,0.38876327872276306,0.36707764863967896,0.3095070421695709,0.19215846061706543,0.16002829372882843,0.21074174344539642,0.457212895154953,-0.06349894404411316,0.21482627093791962,0.1797454059123993,0.21978627145290375
or,0.417120099067688,0.2330796718597412,0.48853766918182373,0.22420622408390045,0.1315283328294754,0.23059403896331787,0.4174870550632477,-0.09707551449537277,0.16065728664398193,0.2515198886394501,0.32389625906944275
above,0.22809481620788574,0.11464940011501312,0.21249589323997498,0.13996100425720215,0.11067096143960953,0.18219003081321716,0.33988961577415466,-0.15455055236816406,0.27213147282600403,0.27002936601638794,0.2521739900112152
the,0.5091903209686279,0.48711544275283813,0.5829201340675354,0.2533665597438812,0.22017472982406616,0.3460308313369751,1.0,-0.07246288657188416,0.24925659596920013,0.2387572079896927,0.22068053483963013
maximum,0.2093929946422577,0.1159391924738884,0.24441662430763245,0.15401263535022736,0.13512162864208221,0.13883663713932037,0.228700190782547,-0.043689046055078506,0.3106398284435272,0.2735469937324524,0.10959649085998535
rates,0.20367133617401123,0.15695412456989288,0.24341748654842377,0.21937645971775055,0.17344941198825836,0.11261360347270966,0.25867342948913574,-0.0885494202375412,0.31151795387268066,0.23528172075748444,0.13808594644069672
proposed,0.17750206589698792,0.2461901754140854,0.2374454140663147,0.203188955783844,0.2412176877260208,0.36662498116493225,0.23840250074863434,-0.1423163115978241,0.24550652503967285,0.31221601366996765,0.24553193151950836
during,0.46721696853637695,0.4470829963684082,0.30341604351997375,0.22369377315044403,0.20190928876399994,0.20988282561302185,0.4838213622570038,-0.01109029445797205,0.20905284583568573,0.15028086304664612,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,0.5829201340675354,0.2533665597438812,0.22017472982406616,0.3460308313369751,1.0,-0.07246288657188416,0.24925659596920013,0.2387572079896927,0.22068053483963013
last,0.3294509947299957,0.32424551248550415,0.2864423990249634,0.1372046172618866,0.16333532333374023,0.27533912658691406,0.3698786795139313,0.034828923642635345,0.14106114208698273,0.05543620511889458,0.22371746599674225
ipcc,0.17001821100711823,0.16744299232959747,0.12244262546300888,0.31419894099235535,0.33862897753715515,0.2917502224445343,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.24756751954555511,0.22295254468917847
report,0.1918206363916397,0.19926786422729492,0.2148611694574356,0.29571110010147095,0.3798125088214874,0.38359373807907104,0.2556745111942291,-0.1508273035287857,0.4727894961833954,0.21977876126766205,0.3138936758041382
in,0.4431333839893341,0.45514053106307983,0.539380669593811,0.2875489294528961,0.26697060465812683,0.28681305050849915,0.6662389636039734,-0.10387769341468811,0.1257958561182022,0.19843444228172302,0.20430970191955566
2001,-0.12046102434396744,-0.1705034077167511,-0.14780431985855103,0.052347179502248764,-0.00268853479065001,-0.06936895102262497,-0.07246288657188416,1.0,-0.032272763550281525,-0.01843244768679142,-0.08740651607513428
.,0.475719153881073,0.40146201848983765,0.50484299659729,0.23432257771492004,0.23857341706752777,0.2815914750099182,0.5934505462646484,-0.17065654695034027,0.20098818838596344,0.29045745730400085,0.4130953550338745
