,what,is,the,eighth,most,populous,city,in,the,nation,?
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.18136736750602722,0.24853192269802094,0.5098537802696228,1.0,0.3911624252796173,0.35769423842430115,0.3772481083869934,0.13423943519592285
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2596733272075653,0.41416558623313904,0.35825732350349426,0.3911624252796173,1.0,0.6662389636039734,0.24983231723308563,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3654443025588989,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.39486879110336304,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.1624942272901535,0.24461878836154938,0.33884137868881226,0.4248887002468109,0.33316072821617126,0.3097178041934967,0.3924170434474945,0.1160883978009224
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19779939949512482,0.4309377074241638,0.2610417604446411,0.2827445864677429,0.4954058527946472,0.5171257257461548,0.2466844916343689,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3654443025588989,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.39486879110336304,0.22068053483963013
eighth,0.1353415697813034,0.29349127411842346,0.3654443025588989,1.0000001192092896,0.2454690933227539,0.24222075939178467,0.18136736750602722,0.2596733272075653,0.3654443025588989,0.22599279880523682,0.06661298125982285
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.2454690933227539,1.0,0.3985730707645416,0.24853192269802094,0.41416558623313904,0.47635307908058167,0.25644150376319885,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.24222075939178467,0.3985730707645416,1.0000001192092896,0.5098537802696228,0.35825732350349426,0.3307441174983978,0.39871683716773987,0.1949436515569687
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2596733272075653,0.41416558623313904,0.35825732350349426,0.3911624252796173,1.0,0.6662389636039734,0.24983231723308563,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3654443025588989,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.39486879110336304,0.22068053483963013
nation,0.21990635991096497,0.2303507775068283,0.39486879110336304,0.22599279880523682,0.25644150376319885,0.39871683716773987,0.3772481083869934,0.24983231723308563,0.39486879110336304,1.0,0.17865248024463654
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24480758607387543,0.35404038429260254,0.235090434551239,0.29856356978416443,0.5591574311256409,0.5934505462646484,0.2852533757686615,0.4130953550338745
