,what,is,the,expression,used,to,represent,a,complexity,class,of,counting,problems,?
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21107444167137146,0.3322218656539917,0.3504326641559601,0.3746086657047272,0.265255331993103,0.27680158615112305,0.1495869755744934,0.39081433415412903,0.34239596128463745,0.2565869987010956,0.24591213464736938
defined,0.25343453884124756,0.2622792422771454,0.2634572982788086,0.33614927530288696,0.30729812383651733,0.21911276876926422,0.30681312084198,0.25929558277130127,0.32216620445251465,0.16973698139190674,0.2659633457660675,0.3006267249584198,0.18044674396514893,0.22494901716709137
using,0.27984681725502014,0.26543745398521423,0.28364112973213196,0.36207178235054016,0.6102309226989746,0.3678804934024811,0.24660582840442657,0.32226553559303284,0.2878689169883728,0.1762634813785553,0.24298200011253357,0.3607878088951111,0.33094343543052673,0.2804589569568634
probabilistic,0.36312082409858704,0.21101143956184387,0.24925124645233154,0.4325501024723053,0.2602129280567169,0.24655629694461823,0.3039654493331909,0.32921886444091797,0.4460052251815796,0.1658637374639511,0.27044472098350525,0.371214359998703,0.2806292474269867,0.2061566412448883
turing,0.2806522250175476,0.18364353477954865,0.2644472122192383,0.29865774512290955,0.24789999425411224,0.22095461189746857,0.2289046198129654,0.25234705209732056,0.41919052600860596,0.10090221464633942,0.2670239806175232,0.30369672179222107,0.22053948044776917,0.1460462063550949
machines,0.25512105226516724,0.1786929816007614,0.22618883848190308,0.2015431821346283,0.38918182253837585,0.2695792019367218,0.19299590587615967,0.21060632169246674,0.3310573697090149,0.1778031885623932,0.18757474422454834,0.2929740846157074,0.32536882162094116,0.17646311223506927
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.026616185903549194,0.11651374399662018,0.0979827418923378,0.07495792210102081,-0.02122584730386734,0.013201623223721981,0.08621787279844284,0.054534342139959335,0.023373572155833244,0.010691815055906773,0.10349778085947037
ac,0.12080251425504684,0.1291927695274353,0.11894276738166809,0.06574341654777527,0.15056514739990234,0.13302072882652283,0.11605364084243774,0.11213719099760056,0.09365164488554001,0.170828178524971,0.09591341018676758,0.15757177770137787,0.08344468474388123,0.19071458280086517
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24040144681930542,0.3150506615638733,0.48971283435821533,0.2796897888183594,0.3739250600337982,0.2520415782928467,0.20710228383541107,0.5116966962814331,0.2665523886680603,0.285793662071228,0.20544172823429108
nc,0.15436547994613647,0.10941392183303833,0.17021754384040833,0.057391490787267685,0.1287703961133957,0.20491859316825867,0.059358756989240646,0.12530776858329773,0.1345045417547226,0.1698741912841797,0.1582258641719818,0.14372360706329346,0.13480190932750702,0.1283540427684784
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22825834155082703,0.3120402991771698,0.44245919585227966,0.26053929328918457,0.427140474319458,0.27822354435920715,0.1753857135772705,0.4946078956127167,0.3291271924972534,0.2596952021121979,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3366905152797699,0.414506196975708,0.5345056653022766,0.32871541380882263,0.56894451379776,0.2941568195819855,0.23547251522541046,0.5011631846427917,0.321560263633728,0.3054017126560211,0.25814583897590637
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21107444167137146,0.3322218656539917,0.3504326641559601,0.3746086657047272,0.265255331993103,0.27680158615112305,0.1495869755744934,0.39081433415412903,0.34239596128463745,0.2565869987010956,0.24591213464736938
defined,0.25343453884124756,0.2622792422771454,0.2634572982788086,0.33614927530288696,0.30729812383651733,0.21911276876926422,0.30681312084198,0.25929558277130127,0.32216620445251465,0.16973698139190674,0.2659633457660675,0.3006267249584198,0.18044674396514893,0.22494901716709137
using,0.27984681725502014,0.26543745398521423,0.28364112973213196,0.36207178235054016,0.6102309226989746,0.3678804934024811,0.24660582840442657,0.32226553559303284,0.2878689169883728,0.1762634813785553,0.24298200011253357,0.3607878088951111,0.33094343543052673,0.2804589569568634
boolean,0.27341124415397644,0.24110576510429382,0.15092404186725616,0.38969656825065613,0.29267099499702454,0.22813230752944946,0.3286876380443573,0.26556581258773804,0.3921334147453308,0.17701783776283264,0.15521764755249023,0.37330302596092224,0.29630428552627563,0.31161975860595703
circuits,0.18163272738456726,0.23106330633163452,0.2556881904602051,0.18074750900268555,0.2823001444339752,0.25436636805534363,0.247342050075531,0.23320381343364716,0.3720915615558624,0.12739300727844238,0.26405566930770874,0.23471002280712128,0.2808195650577545,0.07647933810949326
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.026616185903549194,0.11651374399662018,0.0979827418923378,0.07495792210102081,-0.02122584730386734,0.013201623223721981,0.08621787279844284,0.054534342139959335,0.023373572155833244,0.010691815055906773,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24040144681930542,0.3150506615638733,0.48971283435821533,0.2796897888183594,0.3739250600337982,0.2520415782928467,0.20710228383541107,0.5116966962814331,0.2665523886680603,0.285793662071228,0.20544172823429108
bqp,0.13864435255527496,0.15535953640937805,0.16435463726520538,0.24691657721996307,0.21629169583320618,0.11936014145612717,0.2463359385728836,0.1542481929063797,0.24594111740589142,0.15762148797512054,0.1784011721611023,0.20884008705615997,0.12216704338788986,0.18803688883781433
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24040144681930542,0.3150506615638733,0.48971283435821533,0.2796897888183594,0.3739250600337982,0.2520415782928467,0.20710228383541107,0.5116966962814331,0.2665523886680603,0.285793662071228,0.20544172823429108
qma,0.2618003189563751,0.23845601081848145,0.19014784693717957,0.21900199353694916,0.20077084004878998,0.18324454128742218,0.16764356195926666,0.2953524887561798,0.22094041109085083,0.13706199824810028,0.15008953213691711,0.1569724828004837,0.22400245070457458,0.23617024719715118
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22825834155082703,0.3120402991771698,0.44245919585227966,0.26053929328918457,0.427140474319458,0.27822354435920715,0.1753857135772705,0.4946078956127167,0.3291271924972534,0.2596952021121979,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3366905152797699,0.414506196975708,0.5345056653022766,0.32871541380882263,0.56894451379776,0.2941568195819855,0.23547251522541046,0.5011631846427917,0.321560263633728,0.3054017126560211,0.25814583897590637
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21107444167137146,0.3322218656539917,0.3504326641559601,0.3746086657047272,0.265255331993103,0.27680158615112305,0.1495869755744934,0.39081433415412903,0.34239596128463745,0.2565869987010956,0.24591213464736938
defined,0.25343453884124756,0.2622792422771454,0.2634572982788086,0.33614927530288696,0.30729812383651733,0.21911276876926422,0.30681312084198,0.25929558277130127,0.32216620445251465,0.16973698139190674,0.2659633457660675,0.3006267249584198,0.18044674396514893,0.22494901716709137
using,0.27984681725502014,0.26543745398521423,0.28364112973213196,0.36207178235054016,0.6102309226989746,0.3678804934024811,0.24660582840442657,0.32226553559303284,0.2878689169883728,0.1762634813785553,0.24298200011253357,0.3607878088951111,0.33094343543052673,0.2804589569568634
quantum,0.3095471262931824,0.2059895545244217,0.21868084371089935,0.3107859194278717,0.16780787706375122,0.2208167314529419,0.3043610155582428,0.19849064946174622,0.3877669870853424,0.11493033915758133,0.24717314541339874,0.244524747133255,0.23786002397537231,0.20770002901554108
turing,0.2806522250175476,0.18364353477954865,0.2644472122192383,0.29865774512290955,0.24789999425411224,0.22095461189746857,0.2289046198129654,0.25234705209732056,0.41919052600860596,0.10090221464633942,0.2670239806175232,0.30369672179222107,0.22053948044776917,0.1460462063550949
machines,0.25512105226516724,0.1786929816007614,0.22618883848190308,0.2015431821346283,0.38918182253837585,0.2695792019367218,0.19299590587615967,0.21060632169246674,0.3310573697090149,0.1778031885623932,0.18757474422454834,0.2929740846157074,0.32536882162094116,0.17646311223506927
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21360130608081818,0.33111312985420227,0.4645031690597534,0.22431740164756775,0.50484299659729,0.21340465545654297,0.24688394367694855,0.5352458953857422,0.27397075295448303,0.2602308988571167,0.4130953550338745
