,who,is,expected,to,lead,the,family,in,spiritual,mentorship,?
that,0.45444270968437195,0.3995479643344879,0.41815024614334106,0.5436353087425232,0.21979129314422607,0.5473989248275757,0.2221977561712265,0.435920387506485,0.2560626268386841,0.399541437625885,0.32716336846351624
in,0.2792111933231354,0.5394441485404968,0.2959997057914734,0.45010748505592346,0.2055644989013672,0.6662389636039734,0.2165997177362442,1.0,0.1903325319290161,0.2141905128955841,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.3108554780483246,0.535392165184021,0.21995973587036133,1.0,0.2394849956035614,0.6662389636039734,0.2149372547864914,0.24017667770385742,0.22068053483963013
more,0.31567877531051636,0.2946030795574188,0.39012789726257324,0.47084665298461914,0.2169930785894394,0.39758381247520447,0.16387195885181427,0.32563260197639465,0.20136919617652893,0.2570846974849701,0.27894994616508484
``,0.02397952415049076,0.058766357600688934,0.05674944818019867,0.06720756739377975,-0.03717687353491783,0.029072100296616554,0.028740283101797104,0.04765888676047325,0.04653976112604141,0.0986112728714943,0.0685480609536171
low-church,0.16525031626224518,0.23500607907772064,0.2131878286600113,0.27934667468070984,0.12445063143968582,0.2973095178604126,0.2243376225233078,0.320344477891922,0.2628849744796753,0.23914945125579834,0.169816255569458
'',0.024401003494858742,0.0793738141655922,0.012763510458171368,-0.009905828163027763,0.0494619756937027,0.041273195296525955,0.020035896450281143,0.07432962208986282,0.06836389005184174,0.00536612281575799,0.018684765323996544
traditions,0.28564631938934326,0.2456929087638855,0.19902144372463226,0.24796780943870544,0.06964218616485596,0.26193809509277344,0.2010093778371811,0.251825749874115,0.4124178886413574,0.23290902376174927,0.18007412552833557
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
protestantism,0.2580466568470001,0.20780616998672485,0.2206055223941803,0.2578659951686859,0.14468914270401,0.2780466079711914,0.21883352100849152,0.24573495984077454,0.39298513531684875,0.40909749269485474,0.1824951469898224
",",0.3365725874900818,0.4691906273365021,0.23470614850521088,0.44245919585227966,0.2561914026737213,0.4933079481124878,0.22142739593982697,0.5201468467712402,0.2115405946969986,0.2504138946533203,0.31091248989105225
with,0.3282766342163086,0.3250955045223236,0.27193939685821533,0.4239959120750427,0.22399857640266418,0.4223487675189972,0.16764762997627258,0.4080928862094879,0.18031524121761322,0.19270199537277222,0.2433311939239502
a,0.36608949303627014,0.658733606338501,0.309760719537735,0.45503583550453186,0.20661775767803192,0.5829201340675354,0.24362227320671082,0.539380669593811,0.2160448133945465,0.277292937040329,0.23916715383529663
stronger,0.19857533276081085,0.21575826406478882,0.320156067609787,0.32863837480545044,0.23510928452014923,0.24540938436985016,0.08880097419023514,0.20021474361419678,0.1216818317770958,0.16086779534816742,0.12132075428962708
emphasis,0.1335449069738388,0.18040892481803894,0.2709102928638458,0.22717075049877167,0.2676011919975281,0.19833582639694214,0.08129742741584778,0.2321949303150177,0.30415070056915283,0.3372918665409088,0.2750280499458313
placed,0.1622145026922226,0.2521167993545532,0.2020915448665619,0.26181700825691223,0.21849936246871948,0.38702741265296936,0.1693456918001175,0.263030469417572,0.1436467468738556,0.17589223384857178,0.18964257836341858
on,0.2340552806854248,0.3635730445384979,0.27832189202308655,0.41031414270401,0.18420197069644928,0.5107308030128479,0.19757194817066193,0.46853652596473694,0.17063623666763306,0.2458476424217224,0.2714994251728058
the,0.3733934462070465,0.5823672413825989,0.3108554780483246,0.535392165184021,0.21995973587036133,1.0,0.2394849956035614,0.6662389636039734,0.2149372547864914,0.24017667770385742,0.22068053483963013
husband,0.38604044914245605,0.19297955930233002,0.19328145682811737,0.2388411909341812,0.16033615171909332,0.21884585916996002,0.29738399386405945,0.2923726737499237,0.1720508188009262,0.2168566733598709,0.15407632291316986
and,0.41279885172843933,0.3859752118587494,0.33531272411346436,0.48971283435821533,0.31077226996421814,0.5171257257461548,0.23506124317646027,0.4954058527946472,0.2498117983341217,0.21960985660552979,0.20544172823429108
father,0.4164644777774811,0.21280217170715332,0.16779443621635437,0.2544635832309723,0.11508508026599884,0.24010279774665833,0.4191097319126129,0.25954100489616394,0.26883915066719055,0.24070104956626892,0.14826634526252747
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
a,0.36608949303627014,0.658733606338501,0.309760719537735,0.45503583550453186,0.20661775767803192,0.5829201340675354,0.24362227320671082,0.539380669593811,0.2160448133945465,0.277292937040329,0.23916715383529663
family,0.23428858816623688,0.20392227172851562,0.09845557808876038,0.21285007894039154,0.06764258444309235,0.2394849956035614,0.9999998807907104,0.2165997177362442,0.158342182636261,0.12059915065765381,0.15222905576229095
to,0.42656609416007996,0.42745086550712585,0.42255479097366333,1.0,0.23490607738494873,0.535392165184021,0.21285007894039154,0.45010748505592346,0.24096204340457916,0.3409256339073181,0.29463258385658264
provide,0.2286112904548645,0.23050084710121155,0.2841567099094391,0.3479624092578888,0.23756222426891327,0.26373472809791565,0.1046663373708725,0.1910654902458191,0.18327556550502777,0.24423275887966156,0.22704634070396423
spiritual,0.26703861355781555,0.1757679283618927,0.25572410225868225,0.24096204340457916,0.1750570833683014,0.2149372547864914,0.158342182636261,0.1903325319290161,1.0,0.3217136859893799,0.1801415979862213
guidance,0.28579020500183105,0.18971657752990723,0.34016162157058716,0.26691439747810364,0.16530312597751617,0.27833473682403564,0.12969715893268585,0.14105834066867828,0.37428900599479675,0.4105793833732605,0.28245481848716736
for,0.37110671401023865,0.43268078565597534,0.29493558406829834,0.4451248347759247,0.29822173714637756,0.4739971458911896,0.18213365972042084,0.4322226941585541,0.19519944489002228,0.31298860907554626,0.264628142118454
all,0.3698336184024811,0.2553904056549072,0.29823988676071167,0.42520734667778015,0.23713508248329163,0.4860881567001343,0.21070411801338196,0.3335905969142914,0.20192575454711914,0.26206475496292114,0.29575422406196594
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
his,0.44966956973075867,0.24372583627700806,0.27575719356536865,0.3715193271636963,0.21958839893341064,0.4394008219242096,0.26740866899490356,0.3598145842552185,0.29354363679885864,0.35057225823402405,0.18075084686279297
family,0.23428858816623688,0.20392227172851562,0.09845557808876038,0.21285007894039154,0.06764258444309235,0.2394849956035614,0.9999998807907104,0.2165997177362442,0.158342182636261,0.12059915065765381,0.15222905576229095
",",0.3365725874900818,0.4691906273365021,0.23470614850521088,0.44245919585227966,0.2561914026737213,0.4933079481124878,0.22142739593982697,0.5201468467712402,0.2115405946969986,0.2504138946533203,0.31091248989105225
ideally,0.3393230438232422,0.2952161133289337,0.43055716156959534,0.4707343578338623,0.2226002812385559,0.3570705056190491,0.11648427695035934,0.21809525787830353,0.21969828009605408,0.37507858872413635,0.3842572569847107
in,0.2792111933231354,0.5394441485404968,0.2959997057914734,0.45010748505592346,0.2055644989013672,0.6662389636039734,0.2165997177362442,1.0,0.1903325319290161,0.2141905128955841,0.20430970191955566
consultation,0.2784186005592346,0.2531428039073944,0.34129011631011963,0.3507850170135498,0.16699866950511932,0.29358696937561035,0.16433197259902954,0.24744534492492676,0.30296656489372253,0.37030184268951416,0.2512023448944092
with,0.3282766342163086,0.3250955045223236,0.27193939685821533,0.4239959120750427,0.22399857640266418,0.4223487675189972,0.16764762997627258,0.4080928862094879,0.18031524121761322,0.19270199537277222,0.2433311939239502
his,0.44966956973075867,0.24372583627700806,0.27575719356536865,0.3715193271636963,0.21958839893341064,0.4394008219242096,0.26740866899490356,0.3598145842552185,0.29354363679885864,0.35057225823402405,0.18075084686279297
wife,0.3764849305152893,0.14306695759296417,0.14247474074363708,0.20460014045238495,0.10596498101949692,0.18555577099323273,0.3506312072277069,0.19467613101005554,0.2079607993364334,0.20913302898406982,0.19987250864505768
",",0.3365725874900818,0.4691906273365021,0.23470614850521088,0.44245919585227966,0.2561914026737213,0.4933079481124878,0.22142739593982697,0.5201468467712402,0.2115405946969986,0.2504138946533203,0.31091248989105225
even,0.33644744753837585,0.28202980756759644,0.3341536223888397,0.46467068791389465,0.21729864180088043,0.37996912002563477,0.2146569788455963,0.29146435856819153,0.1351621001958847,0.32238340377807617,0.30082517862319946
if,0.3758285641670227,0.30927813053131104,0.38861823081970215,0.4559597074985504,0.19628940522670746,0.33724796772003174,0.14121867716312408,0.2589588761329651,0.14959613978862762,0.33800750970840454,0.4441644251346588
the,0.3733934462070465,0.5823672413825989,0.3108554780483246,0.535392165184021,0.21995973587036133,1.0,0.2394849956035614,0.6662389636039734,0.2149372547864914,0.24017667770385742,0.22068053483963013
husband,0.38604044914245605,0.19297955930233002,0.19328145682811737,0.2388411909341812,0.16033615171909332,0.21884585916996002,0.29738399386405945,0.2923726737499237,0.1720508188009262,0.2168566733598709,0.15407632291316986
is,0.24293622374534607,1.0,0.20087631046772003,0.42745086550712585,0.18414030969142914,0.5823672413825989,0.20392227172851562,0.5394441485404968,0.1757679283618927,0.1776241511106491,0.22961433231830597
not,0.369414746761322,0.3776007890701294,0.42440927028656006,0.5149973034858704,0.23259316384792328,0.4310511648654938,0.24171343445777893,0.3403114080429077,0.22991012036800385,0.3925134241580963,0.41942933201789856
a,0.36608949303627014,0.658733606338501,0.309760719537735,0.45503583550453186,0.20661775767803192,0.5829201340675354,0.24362227320671082,0.539380669593811,0.2160448133945465,0.277292937040329,0.23916715383529663
member,0.3046252727508545,0.2522773742675781,0.14985409379005432,0.19456195831298828,0.17128971219062805,0.2806392312049866,0.32524263858795166,0.20856694877147675,0.114638552069664,0.1917824000120163,0.06826172769069672
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3108554780483246,0.535392165184021,0.21995973587036133,1.0,0.2394849956035614,0.6662389636039734,0.2149372547864914,0.24017667770385742,0.22068053483963013
lds,0.2545211613178253,0.13198885321617126,0.20013761520385742,0.1840296983718872,0.13994088768959045,0.21610027551651,0.16286726295948029,0.1740175187587738,0.2216624915599823,0.18749958276748657,0.23273463547229767
church,0.19418756663799286,0.203276589512825,0.09576874226331711,0.24439501762390137,0.08152201771736145,0.23846197128295898,0.2087540179491043,0.2493300437927246,0.3318040370941162,0.25213363766670227,0.18081501126289368
",",0.3365725874900818,0.4691906273365021,0.23470614850521088,0.44245919585227966,0.2561914026737213,0.4933079481124878,0.22142739593982697,0.5201468467712402,0.2115405946969986,0.2504138946533203,0.31091248989105225
based,0.20479141175746918,0.3248139023780823,0.19387057423591614,0.19629007577896118,0.06691443920135498,0.29860720038414,0.15309932827949524,0.3070422410964966,0.14629480242729187,0.1314101219177246,0.134929820895195
on,0.2340552806854248,0.3635730445384979,0.27832189202308655,0.41031414270401,0.18420197069644928,0.5107308030128479,0.19757194817066193,0.46853652596473694,0.17063623666763306,0.2458476424217224,0.2714994251728058
interpretatios,0.21179713308811188,0.23314383625984192,0.27860042452812195,0.24015848338603973,0.20281696319580078,0.24426059424877167,0.03616149351000786,0.17099501192569733,0.34031543135643005,0.2820751368999481,0.20707035064697266
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
certain,0.34873464703559875,0.28826433420181274,0.36476007103919983,0.4444960355758667,0.17732511460781097,0.392071396112442,0.16709411144256592,0.2942397892475128,0.2806408405303955,0.2751656472682953,0.2516106069087982
biblical,0.20619791746139526,0.16487576067447662,0.12228899449110031,0.21796278655529022,0.15854300558567047,0.20867225527763367,0.1511695683002472,0.13338269293308258,0.3356049954891205,0.24968038499355316,0.1909967064857483
texts,0.15759965777397156,0.17241506278514862,0.15754984319210052,0.23146893084049225,0.11420314013957977,0.2725931704044342,0.13042153418064117,0.14861591160297394,0.2718930244445801,0.21690715849399567,0.18584510684013367
which,0.3688730001449585,0.4457404911518097,0.343448668718338,0.5345056653022766,0.2136504352092743,0.6521818041801453,0.2529175877571106,0.4840516746044159,0.2224554568529129,0.20899859070777893,0.25814583897590637
proclaim,0.20604446530342102,0.11430174857378006,0.2026858776807785,0.1736323982477188,0.13210968673229218,0.22478388249874115,0.08673838526010513,0.15269191563129425,0.2765537202358246,0.3486020863056183,0.21249279379844666
the,0.3733934462070465,0.5823672413825989,0.3108554780483246,0.535392165184021,0.21995973587036133,1.0,0.2394849956035614,0.6662389636039734,0.2149372547864914,0.24017667770385742,0.22068053483963013
spiritual,0.26703861355781555,0.1757679283618927,0.25572410225868225,0.24096204340457916,0.1750570833683014,0.2149372547864914,0.158342182636261,0.1903325319290161,1.0,0.3217136859893799,0.1801415979862213
authority,0.17199470102787018,0.20664075016975403,0.22545157372951508,0.2155669927597046,0.14871889352798462,0.2645063102245331,0.13185341656208038,0.214982271194458,0.32012495398521423,0.23552121222019196,0.18404170870780945
of,0.2827862501144409,0.4854315221309662,0.26944905519485474,0.41548454761505127,0.19835850596427917,0.733189046382904,0.1893671154975891,0.5696388483047485,0.3108343183994293,0.2184096872806549,0.1826142966747284
husbands,0.4184891879558563,0.17297974228858948,0.2508760690689087,0.2803000211715698,0.17172729969024658,0.2330286204814911,0.301555335521698,0.279857337474823,0.22918382287025452,0.21588197350502014,0.18380464613437653
in,0.2792111933231354,0.5394441485404968,0.2959997057914734,0.45010748505592346,0.2055644989013672,0.6662389636039734,0.2165997177362442,1.0,0.1903325319290161,0.2141905128955841,0.20430970191955566
marriage,0.26453569531440735,0.1394161880016327,0.16401679813861847,0.21359077095985413,0.11589031666517258,0.17375090718269348,0.31938713788986206,0.18663892149925232,0.2241520881652832,0.3308849036693573,0.13543564081192017
.,0.3541337847709656,0.4569662809371948,0.27163344621658325,0.4645031690597534,0.2305188626050949,0.5934505462646484,0.24114800989627838,0.5591574311256409,0.20261000096797943,0.24698078632354736,0.4130953550338745
