,crew,members,were,required,to,wear,what,type,of,space,suit,during,testing,after,the,incident,?
lm,0.21415667235851288,0.11280442774295807,0.1915794014930725,0.2597063183784485,0.17625956237316132,0.11618275195360184,0.22412168979644775,0.13614293932914734,0.15462981164455414,0.24058711528778076,0.17308250069618225,0.10567639023065567,0.33450934290885925,0.11101881414651871,0.25534775853157043,0.1406397968530655,0.2270602136850357
was,0.20329242944717407,0.20636706054210663,0.590133786201477,0.14378079771995544,0.3636345863342285,0.16459625959396362,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.14677780866622925,0.14824222028255463,0.4470829963684082,0.1904541403055191,0.49306565523147583,0.48711544275283813,0.2793358564376831,0.18412111699581146
present,0.14643123745918274,0.21099953353405,0.16091316938400269,0.15987510979175568,0.2453051209449768,0.16731379926204681,0.30940163135528564,0.09058180451393127,0.3116828501224518,0.17689435184001923,0.03407295048236847,0.17243392765522003,0.14070510864257812,0.16929544508457184,0.2829846143722534,0.11824007332324982,0.21759982407093048
on,0.24291740357875824,0.22849144041538239,0.2774328887462616,0.193476602435112,0.41031414270401,0.1701345592737198,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.15890881419181824,0.2053101807832718,0.3347817361354828,0.2297915816307068,0.39330315589904785,0.5107308030128479,0.2994600236415863,0.2714994251728058
the,0.25329816341400146,0.3321719169616699,0.3906462490558624,0.27848219871520996,0.535392165184021,0.27011215686798096,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.21465148031711578,0.4838213622570038,0.25075584650039673,0.4565047025680542,1.0,0.248931884765625,0.22068053483963013
flight,0.4442804455757141,0.14798441529273987,0.1577250212430954,0.14184701442718506,0.24953556060791016,0.09216427803039551,0.17794598639011383,0.08748438209295273,0.2070007622241974,0.281842440366745,0.13256607949733734,0.22988100349903107,0.19717177748680115,0.190263569355011,0.2498224973678589,0.2739897072315216,0.20568472146987915
or,0.12932957708835602,0.2080104947090149,0.3389680087566376,0.41671398282051086,0.38921234011650085,0.27542611956596375,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.28110602498054504,0.2651069164276123,0.2425481230020523,0.21228182315826416,0.2693394720554352,0.4174870550632477,0.1701161414384842,0.32389625906944275
not,0.18006333708763123,0.2104467898607254,0.33318549394607544,0.45116889476776123,0.5149973034858704,0.25293269753456116,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.2228187918663025,0.2506965398788452,0.2700311541557312,0.2629425823688507,0.3115830719470978,0.4310511648654938,0.2619982063770294,0.41942933201789856
.,0.24222686886787415,0.21119362115859985,0.3378238379955292,0.2724599838256836,0.4645031690597534,0.17660145461559296,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2385488897562027,0.2832486927509308,0.3485563397407532,0.23063190281391144,0.35870397090911865,0.5934505462646484,0.20123827457427979,0.4130953550338745
,crew,members,were,required,to,wear,what,type,of,space,suit,during,testing,after,the,incident,?
nasa,0.26279157400131226,0.07791035622358322,0.13781481981277466,0.1863640546798706,0.21193136274814606,0.06981327384710312,0.21178755164146423,0.12433872371912003,0.17935146391391754,0.4611377716064453,0.20841284096240997,0.16740816831588745,0.3270105719566345,0.1796136051416397,0.19786997139453888,0.09355037659406662,0.1809994876384735
discontinued,0.1284954845905304,0.09392035007476807,0.2758810222148895,0.25659090280532837,0.2673664093017578,0.11119149625301361,0.17781729996204376,0.17684482038021088,0.17247703671455383,0.16670751571655273,0.19021551311016083,0.2415974736213684,0.240219846367836,0.31759148836135864,0.23268692195415497,0.20088234543800354,0.16722558438777924
the,0.25329816341400146,0.3321719169616699,0.3906462490558624,0.27848219871520996,0.535392165184021,0.27011215686798096,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.21465148031711578,0.4838213622570038,0.25075584650039673,0.4565047025680542,1.0,0.248931884765625,0.22068053483963013
manned,0.40104639530181885,0.12558580935001373,0.2570171356201172,0.26674526929855347,0.21649380028247833,0.16258549690246582,0.16094419360160828,0.20908351242542267,0.17604194581508636,0.4009856879711151,0.23622725903987885,0.3052656650543213,0.3497636914253235,0.2195538431406021,0.2392944097518921,0.23116819560527802,0.17514055967330933
block,0.1343916654586792,0.06024222820997238,0.09141441434621811,0.22336746752262115,0.30297139286994934,0.13135993480682373,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.14749902486801147,0.08441198617219925,0.16038095951080322,0.22742795944213867,0.16278640925884247,0.20056472718715668,0.21798008680343628,0.27211859822273254
i,0.15588469803333282,0.15450169146060944,0.19386646151542664,0.2610192596912384,0.3140375316143036,0.15266485512256622,0.4411132335662842,0.08881277590990067,0.25849398970603943,0.11851868778467178,0.12960751354694366,0.16265124082565308,0.2468331903219223,0.2630091905593872,0.26687872409820557,0.2610861659049988,0.4695145785808563
program,0.23545442521572113,0.15019617974758148,0.10356976836919785,0.19560885429382324,0.23681028187274933,0.18896421790122986,0.25047802925109863,0.22042983770370483,0.17376001179218292,0.27222728729248047,0.20443497598171234,0.22609592974185944,0.31743288040161133,0.20372994244098663,0.22986935079097748,0.13963864743709564,0.1440187245607376
",",0.2217068374156952,0.2357054501771927,0.36755475401878357,0.22653338313102722,0.44245919585227966,0.2098228484392166,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2285580337047577,0.21944370865821838,0.3225448727607727,0.18808996677398682,0.38860568404197693,0.4933079481124878,0.2505533993244171,0.31091248989105225
using,0.14454905688762665,0.11081498861312866,0.24272575974464417,0.3885101079940796,0.3678804934024811,0.15388646721839905,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.22641603648662567,0.20993788540363312,0.19479422271251678,0.3300369083881378,0.19508789479732513,0.28364112973213196,0.15784047544002533,0.2804589569568634
the,0.25329816341400146,0.3321719169616699,0.3906462490558624,0.27848219871520996,0.535392165184021,0.27011215686798096,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.21465148031711578,0.4838213622570038,0.25075584650039673,0.4565047025680542,1.0,0.248931884765625,0.22068053483963013
block,0.1343916654586792,0.06024222820997238,0.09141441434621811,0.22336746752262115,0.30297139286994934,0.13135993480682373,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.14749902486801147,0.08441198617219925,0.16038095951080322,0.22742795944213867,0.16278640925884247,0.20056472718715668,0.21798008680343628,0.27211859822273254
i,0.15588469803333282,0.15450169146060944,0.19386646151542664,0.2610192596912384,0.3140375316143036,0.15266485512256622,0.4411132335662842,0.08881277590990067,0.25849398970603943,0.11851868778467178,0.12960751354694366,0.16265124082565308,0.2468331903219223,0.2630091905593872,0.26687872409820557,0.2610861659049988,0.4695145785808563
spacecraft,0.4336627721786499,0.09290262311697006,0.17363768815994263,0.24617566168308258,0.25703316926956177,0.12178143113851547,0.19567668437957764,0.12023523449897766,0.16566437482833862,0.6220287084579468,0.22567711770534515,0.24298794567584991,0.33176690340042114,0.23817554116249084,0.21476294100284576,0.2089342474937439,0.17708687484264374
only,0.2520615756511688,0.3210671544075012,0.34466472268104553,0.3897126317024231,0.5096819996833801,0.19949917495250702,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.2498323619365692,0.1889302283525467,0.3186368942260742,0.2863829731941223,0.3814272880554199,0.5497692227363586,0.23352737724781036,0.2767370045185089
for,0.22704027593135834,0.2612179219722748,0.33592689037323,0.33989444375038147,0.4451248347759247,0.24919353425502777,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.24232043325901031,0.238989919424057,0.3448435664176941,0.28710201382637024,0.3650246858596802,0.4739971458911896,0.19116076827049255,0.264628142118454
unmanned,0.4210665225982666,0.13656949996948242,0.22852395474910736,0.27836933732032776,0.22133085131645203,0.18429064750671387,0.15572723746299744,0.170717254281044,0.1560962200164795,0.4301456809043884,0.22440648078918457,0.21370115876197815,0.38954412937164307,0.1780320107936859,0.19982010126113892,0.21378429234027863,0.20850330591201782
saturn,0.21082516014575958,0.07875639945268631,0.17961199581623077,0.21266207098960876,0.18787172436714172,0.14915327727794647,0.12153393030166626,0.0767940953373909,0.19011574983596802,0.2759999632835388,0.2016824185848236,0.08670444041490555,0.14379237592220306,0.24207474291324615,0.24189656972885132,0.08270146697759628,0.1619711071252823
v,0.11810009181499481,0.05038649961352348,0.1089601069688797,0.1638973355293274,0.2109750658273697,0.036783937364816666,0.16628342866897583,0.13911661505699158,0.1655031144618988,0.0900249034166336,0.1247561052441597,0.1080201268196106,0.18160411715507507,0.08713581413030624,0.18580520153045654,0.06103641912341118,0.28677162528038025
flights,0.4470478892326355,0.22327786684036255,0.19686946272850037,0.1785685122013092,0.2967532277107239,0.14481133222579956,0.17598165571689606,0.07571480423212051,0.1994985193014145,0.2807428240776062,0.10734611004590988,0.2622499465942383,0.23325738310813904,0.1889955997467041,0.25325238704681396,0.2715942859649658,0.1590299755334854
.,0.24222686886787415,0.21119362115859985,0.3378238379955292,0.2724599838256836,0.4645031690597534,0.17660145461559296,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2385488897562027,0.2832486927509308,0.3485563397407532,0.23063190281391144,0.35870397090911865,0.5934505462646484,0.20123827457427979,0.4130953550338745
