,what,is,the,name,of,the,stadium,where,super,bowl,50,was,played,?
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.06718146800994873,0.0007701900321990252,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.008974763564765453,0.03920676186680794,-0.023395681753754616
sun,0.207769975066185,0.19175934791564941,0.258540540933609,0.17632262408733368,0.22858914732933044,0.258540540933609,0.14790156483650208,0.1452811062335968,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.20506168901920319,0.13863109052181244,0.1497713327407837
life,0.24693015217781067,0.2110576033592224,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.23528170585632324,0.10503630340099335,0.19339025020599365,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.22970539331436157,0.12878583371639252,0.21677987277507782
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.21145665645599365,1.0,0.16970740258693695,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.20318599045276642,0.2688959240913391,0.07579939067363739
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.3149496018886566,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.45456063747406006,0.2987361550331116,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.11777293682098389,0.43859338760375977,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3740963041782379,0.268975168466568,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.5003893971443176,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.48711544275283813,0.2603478729724884,0.22068053483963013
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.2035229355096817,0.23934276401996613,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.2675222158432007,0.1546870619058609,0.10952327400445938
francisco,0.17887917160987854,0.12765364348888397,0.25086042284965515,0.10963184386491776,0.19117538630962372,0.25086042284965515,0.21494066715240479,0.17644990980625153,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.24025709927082062,0.17372539639472961,0.1020219698548317
bay,0.20251236855983734,0.1959105283021927,0.2441686987876892,0.17973171174526215,0.20480380952358246,0.2441686987876892,0.22726500034332275,0.1647798866033554,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.18626409769058228,0.19881793856620789,0.10773546993732452
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,0.22079673409461975,0.3338260352611542,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.24981513619422913,0.131261944770813,0.12640461325645447
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.06718146800994873,0.0007701900321990252,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.008974763564765453,0.03920676186680794,-0.023395681753754616
levi,0.13056978583335876,0.09836933761835098,0.15661084651947021,0.10812456160783768,0.14476609230041504,0.15661084651947021,0.16388165950775146,0.09324512630701065,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.22001278400421143,0.10978957265615463,0.09252339601516724
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.06718146800994873,0.0007701900321990252,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.008974763564765453,0.03920676186680794,-0.023395681753754616
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.21145665645599365,1.0,0.16970740258693695,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.20318599045276642,0.2688959240913391,0.07579939067363739
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1958179920911789,0.41390106081962585,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.40146201848983765,0.2876244783401489,0.4130953550338745
