,what,weapon,did,marco,pole,report,as,the,cause,of,genghis,khan,'s,death,?
xia,0.21090152859687805,0.13527753949165344,0.15695606172084808,0.18821492791175842,0.14498266577720642,0.176850825548172,0.19774869084358215,0.17513726651668549,0.20387031137943268,0.20500580966472626,0.42225655913352966,0.2651960253715515,0.0032186724711209536,0.2110689878463745,0.26388657093048096
in,0.30808621644973755,0.15527591109275818,0.2593238651752472,0.21081006526947021,0.16810829937458038,0.204250767827034,0.3887844979763031,0.6662389636039734,0.24822883307933807,0.5696388483047485,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.18743370473384857,0.20430970191955566
battle,0.17112864553928375,0.2014114260673523,0.12105695903301239,0.1228938177227974,0.1678614318370819,0.10054606199264526,0.11783167719841003,0.2820790410041809,0.17598816752433777,0.2291749268770218,0.3219465911388397,0.1481165587902069,-0.03793543204665184,0.20077519118785858,0.1680624783039093
",",0.3087472915649414,0.16894511878490448,0.3015086054801941,0.25536561012268066,0.17650249600410461,0.250803142786026,0.48816442489624023,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2070959210395813,0.31091248989105225
while,0.35511791706085205,0.14236198365688324,0.3330625295639038,0.20642779767513275,0.1969757080078125,0.20469781756401062,0.4165958762168884,0.39804592728614807,0.252699613571167,0.3366928696632385,0.17087101936340332,0.16199307143688202,0.0011869525769725442,0.15220364928245544,0.21076419949531555
marco,0.13363252580165863,0.04957505688071251,0.20108899474143982,1.0,0.1609824299812317,0.1440773904323578,0.20213817059993744,0.19851668179035187,0.09451229125261307,0.13104216754436493,0.29554006457328796,0.1295398473739624,0.003531950293108821,0.17195391654968262,0.14696723222732544
polo,0.0791943222284317,0.02977864444255829,0.16635368764400482,0.46034806966781616,0.3041074872016907,0.11551037430763245,0.20138460397720337,0.2024979293346405,0.07138579338788986,0.14895640313625336,0.259762704372406,0.21376383304595947,0.07122837752103806,0.1355685442686081,0.10919596254825592
wrote,0.2664989233016968,0.10176420211791992,0.3485160768032074,0.19924648106098175,0.16302579641342163,0.2288370430469513,0.19762034714221954,0.2426944375038147,0.12447410821914673,0.30241408944129944,0.20633262395858765,0.14021986722946167,0.07554080337285995,0.24210672080516815,0.19322504103183746
that,0.6297725439071655,0.2704586088657379,0.47518548369407654,0.19538237154483795,0.23499444127082825,0.30103304982185364,0.4735107421875,0.5473989248275757,0.40003344416618347,0.41498205065727234,0.21352417767047882,0.14077997207641602,0.04397977516055107,0.25607815384864807,0.32716336846351624
he,0.3114890456199646,0.23669371008872986,0.3292143940925598,0.23012907803058624,0.20032376050949097,0.20774489641189575,0.33787044882774353,0.4571082592010498,0.18035364151000977,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.2806733548641205,0.2089974731206894
died,0.11138711869716644,0.05645149573683739,0.2759808599948883,0.22603324055671692,0.08608127385377884,0.17189736664295197,0.14962446689605713,0.18710990250110626,0.2574370503425598,0.25637882947921753,0.28730252385139465,0.1835235059261322,-0.023391123861074448,0.49539607763290405,0.15254227817058563
after,0.21973377466201782,0.17133961617946625,0.30330467224121094,0.1327800452709198,0.11090505123138428,0.15328574180603027,0.3014480769634247,0.4565047025680542,0.30757012963294983,0.3867455720901489,0.24102559685707092,0.1264270693063736,-0.055672239512205124,0.2794583737850189,0.16608688235282898
the,0.42745697498321533,0.23810851573944092,0.34736719727516174,0.19851668179035187,0.18963728845119476,0.2556745111942291,0.48381632566452026,1.0,0.2551237642765045,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.21438048779964447,0.22068053483963013
infection,0.17579561471939087,0.18772375583648682,0.13334374129772186,0.16352751851081848,0.06694436818361282,0.13988488912582397,0.14126063883304596,0.21775591373443604,0.43410465121269226,0.2276538908481598,0.24557386338710785,0.1759404093027115,-0.10076633840799332,0.2452119141817093,0.18650056421756744
of,0.33290785551071167,0.16065262258052826,0.2513895630836487,0.13104216754436493,0.1531827300786972,0.22992923855781555,0.3886612355709076,0.733189046382904,0.25979894399642944,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.23778599500656128,0.1826142966747284
an,0.2821882665157318,0.14068880677223206,0.22598257660865784,0.13963179290294647,0.13715817034244537,0.18313995003700256,0.37218472361564636,0.4207492768764496,0.22220543026924133,0.32280945777893066,0.14007556438446045,0.12960869073867798,0.025255560874938965,0.16046245396137238,0.19793890416622162
arrow,0.18423360586166382,0.3853796422481537,0.1359088271856308,0.007142498157918453,0.2720853388309479,0.15379486978054047,0.21621856093406677,0.2547072470188141,0.25381821393966675,0.22462764382362366,0.18785367906093597,0.11102132499217987,-0.07660111784934998,0.0743071585893631,0.1493184119462967
wound,0.11689390242099762,0.3279201090335846,0.06711633503437042,0.10395690053701401,0.21622765064239502,0.16647198796272278,0.158024862408638,0.20072241127490997,0.2696988582611084,0.1839078962802887,0.18832391500473022,0.0630984827876091,-0.10079208761453629,0.17884202301502228,0.14090850949287415
he,0.3114890456199646,0.23669371008872986,0.3292143940925598,0.23012907803058624,0.20032376050949097,0.20774489641189575,0.33787044882774353,0.4571082592010498,0.18035364151000977,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.2806733548641205,0.2089974731206894
received,0.1010502278804779,0.1261141151189804,0.3125181496143341,0.15298992395401,0.12392161786556244,0.186216801404953,0.24595820903778076,0.24890556931495667,0.14475512504577637,0.2628524899482727,0.15053653717041016,0.1894012838602066,-0.07378163188695908,0.16497601568698883,0.11905962228775024
during,0.24137552082538605,0.24178503453731537,0.30679523944854736,0.14801347255706787,0.12944549322128296,0.1805049628019333,0.29671990871429443,0.4838213622570038,0.27209991216659546,0.3869180977344513,0.23637251555919647,0.14773862063884735,0.011294117197394371,0.1739807277917862,0.1325719803571701
his,0.26976513862609863,0.2320970743894577,0.3546801507472992,0.20948413014411926,0.17875809967517853,0.15566636621952057,0.3146366477012634,0.4394008219242096,0.20626290142536163,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3678654432296753,0.18075084686279297
final,0.20972409844398499,0.12895986437797546,0.24226084351539612,0.12952068448066711,0.11900784820318222,0.2630453407764435,0.18874843418598175,0.3543182611465454,0.10162036865949631,0.24563951790332794,0.15114863216876984,0.09977972507476807,0.03147284314036369,0.1938363015651703,0.17315025627613068
campaign,0.22158007323741913,0.15954357385635376,0.18201768398284912,0.2003866285085678,0.11847061663866043,0.2369718998670578,0.22211018204689026,0.2755736708641052,0.171556755900383,0.23278115689754486,0.23256222903728485,0.1521226167678833,0.051238369196653366,0.20939531922340393,0.162482351064682
.,0.3567904531955719,0.1875409632921219,0.35288307070732117,0.236019104719162,0.17557522654533386,0.277835488319397,0.515582263469696,0.5934505462646484,0.267557293176651,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.24631039798259735,0.4130953550338745
