,which,descendant,of,genghis,khan,sacked,baghdad,?
his,0.32283493876457214,0.2647243142127991,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.28847014904022217,0.241385355591774,0.18075084686279297
forces,0.2267666757106781,0.15794633328914642,0.3090144991874695,0.27949807047843933,0.14535881578922272,0.26629671454429626,0.256301611661911,0.16984491050243378
were,0.2807837128639221,0.2547535300254822,0.34038281440734863,0.25783681869506836,0.12865866720676422,0.3252098560333252,0.20077350735664368,0.17890112102031708
halted,0.27444103360176086,0.16706229746341705,0.21486762166023254,0.24635866284370422,0.1752285361289978,0.32232505083084106,0.19749979674816132,0.202400803565979
by,0.40543368458747864,0.19011527299880981,0.3646814823150635,0.22102472186088562,0.13558374345302582,0.21727506816387177,0.22417062520980835,0.17966607213020325
the,0.6521818041801453,0.27002206444740295,0.733189046382904,0.3448939025402069,0.21067845821380615,0.23815631866455078,0.24554139375686646,0.22068053483963013
mamluks,0.22940778732299805,0.2660754919052124,0.28725576400756836,0.6331995129585266,0.4526996612548828,0.45515602827072144,0.508980393409729,0.22524459660053253
of,0.5011631846427917,0.29808375239372253,1.0,0.2938849925994873,0.17124508321285248,0.21375003457069397,0.2278968244791031,0.1826142966747284
egypt,0.20362521708011627,0.08610466867685318,0.25414037704467773,0.37693727016448975,0.278805136680603,0.3225127160549164,0.4230639338493347,0.17769601941108704
",",0.3658004403114319,0.24288435280323029,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2514380216598511,0.22348497807979584,0.31091248989105225
but,0.55336993932724,0.2543957829475403,0.39942997694015503,0.26616963744163513,0.20454268157482147,0.26797935366630554,0.2016841471195221,0.27921953797340393
hulagu,0.243641659617424,0.21556448936462402,0.254523903131485,0.6000757217407227,0.5551163554191589,0.35837113857269287,0.5362353920936584,0.20386822521686554
's,0.03856118768453598,-0.07926476746797562,-0.03817026689648628,0.031423866748809814,0.05307086929678917,-0.021834373474121094,0.0032089599408209324,-0.023395681753754616
descendant,0.1452820897102356,1.0000001192092896,0.29808375239372253,0.3387492299079895,0.19751887023448944,0.2075362652540207,0.1026778444647789,0.109697625041008
ghazan,0.23273679614067078,0.21761199831962585,0.19661031663417816,0.569841742515564,0.6015598773956299,0.27790358662605286,0.5761457085609436,0.12254927307367325
khan,0.19211235642433167,0.19751887023448944,0.17124508321285248,0.5896923542022705,1.0,0.23874610662460327,0.42589855194091797,0.12862591445446014
would,0.3854503035545349,0.17398369312286377,0.3353942930698395,0.21521660685539246,0.1696607619524002,0.21357350051403046,0.14946123957633972,0.37178951501846313
return,0.19066447019577026,0.12908782064914703,0.20821265876293182,0.13757629692554474,0.1240835189819336,0.26096972823143005,0.1489538550376892,0.14655634760856628
to,0.5345056653022766,0.18246990442276,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.13808530569076538,0.18687684834003448,0.29463258385658264
beat,0.19930186867713928,0.09450957179069519,0.15358257293701172,0.21001774072647095,0.10619717091321945,0.25981083512306213,0.14524860680103302,0.19461682438850403
the,0.6521818041801453,0.27002206444740295,0.733189046382904,0.3448939025402069,0.21067845821380615,0.23815631866455078,0.24554139375686646,0.22068053483963013
egyptian,0.17962534725666046,0.10709267109632492,0.20001496374607086,0.3529951870441437,0.31041911244392395,0.2585589587688446,0.37020817399024963,0.14169205725193024
mamluks,0.22940778732299805,0.2660754919052124,0.28725576400756836,0.6331995129585266,0.4526996612548828,0.45515602827072144,0.508980393409729,0.22524459660053253
right,0.29368749260902405,0.14346855878829956,0.22473211586475372,0.07570236176252365,0.11718541383743286,0.06950680166482925,0.08125293999910355,0.27135515213012695
out,0.37864550948143005,0.15498556196689606,0.34176841378211975,0.17537984251976013,0.11201522499322891,0.25429999828338623,0.19445332884788513,0.22020699083805084
of,0.5011631846427917,0.29808375239372253,1.0,0.2938849925994873,0.17124508321285248,0.21375003457069397,0.2278968244791031,0.1826142966747284
levant,0.21594417095184326,0.2849895656108856,0.27092400193214417,0.3865588903427124,0.24914352595806122,0.29562678933143616,0.4688318967819214,0.1883341521024704
",",0.3658004403114319,0.24288435280323029,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2514380216598511,0.22348497807979584,0.31091248989105225
palestine,0.19321675598621368,0.12282649427652359,0.23739594221115112,0.297689825296402,0.2602756917476654,0.26645195484161377,0.39494162797927856,0.19504891335964203
and,0.506277859210968,0.18630819022655487,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.24385301768779755,0.26976263523101807,0.20544172823429108
even,0.4903149902820587,0.1340479999780655,0.34735506772994995,0.22711509466171265,0.17017365992069244,0.19416479766368866,0.20029868185520172,0.30082517862319946
gaza,0.21175923943519592,0.10739360004663467,0.1449538618326187,0.3045611083507538,0.2650267481803894,0.276067316532135,0.48222148418426514,0.14649301767349243
.,0.45942068099975586,0.16307644546031952,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.19507746398448944,0.2490198314189911,0.4130953550338745
