,who,was,the,uighur,king,of,qocho,ranked,above,?
emperor,0.19567297399044037,0.2147601991891861,0.2871226370334625,0.15439385175704956,0.38928118348121643,0.2615426778793335,0.23293133080005646,0.09850406646728516,0.1426001340150833,0.19661661982536316
kublai,0.2874084413051605,0.3139400780200958,0.32886171340942383,0.3262140452861786,0.3094238340854645,0.231930211186409,0.2703656852245331,0.18437588214874268,0.11669296771287918,0.14562560617923737
khan,0.2616176903247833,0.23483267426490784,0.21067845821380615,0.3316276967525482,0.19784586131572723,0.17124508321285248,0.2507719099521637,0.12042994797229767,0.1503915786743164,0.12862591445446014
rebuked,0.29127389192581177,0.42203986644744873,0.3760504722595215,0.11830553412437439,0.30066412687301636,0.30007684230804443,0.15660081803798676,0.26752015948295593,0.20431353151798248,0.19616980850696564
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
korean,0.19757816195487976,0.22204650938510895,0.2349277287721634,0.28111496567726135,0.1336478739976883,0.21011142432689667,0.23187866806983948,0.14668162167072296,0.09135923534631729,0.1996629685163498
king,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.12530680000782013,1.0000001192092896,0.2938710153102875,0.20869319140911102,0.14068704843521118,0.12369357794523239,0.19130074977874756
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
saying,0.3759990632534027,0.25888511538505554,0.30105578899383545,0.14590825140476227,0.22390824556350708,0.2578328251838684,0.14861050248146057,0.13031870126724243,0.2116234302520752,0.36382168531417847
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.20944517850875854,0.16788895428180695,0.41498205065727234,0.2658242881298065,0.18028749525547028,0.32968869805336,0.32716336846351624
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighur,0.11250530183315277,0.14824295043945312,0.2778043746948242,1.0,0.12530680000782013,0.24139994382858276,0.22008885443210602,0.22824987769126892,0.23359167575836182,0.21201187372207642
king,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.12530680000782013,1.0000001192092896,0.2938710153102875,0.20869319140911102,0.14068704843521118,0.12369357794523239,0.19130074977874756
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24139994382858276,0.2938710153102875,1.0,0.2404760718345642,0.276383638381958,0.24890293180942535,0.1826142966747284
qocho,0.1683555245399475,0.2545815706253052,0.30962467193603516,0.22008885443210602,0.20869319140911102,0.2404760718345642,1.0,0.1404360830783844,0.17469963431358337,0.1867162138223648
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.14824295043945312,0.27377256751060486,0.4069072902202606,0.2545815706253052,0.28979501128196716,0.11464940011501312,0.18412111699581146
ranked,0.17860917747020721,0.28979501128196716,0.2711145281791687,0.22824987769126892,0.14068704843521118,0.276383638381958,0.1404360830783844,1.0000001192092896,0.16889804601669312,0.12953443825244904
higher,0.20071525871753693,0.12998951971530914,0.3292480409145355,0.259729266166687,0.15876513719558716,0.3096220791339874,0.16152751445770264,0.2780408263206482,0.40908944606781006,0.15679465234279633
than,0.24983921647071838,0.1872616857290268,0.3227543234825134,0.24796216189861298,0.1316537708044052,0.33036211133003235,0.18802711367607117,0.17055785655975342,0.23818866908550262,0.24917294085025787
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
karluk,0.242883563041687,0.2668815553188324,0.27753403782844543,0.31282278895378113,0.18906834721565247,0.23197144269943237,0.3698015511035919,0.25728508830070496,0.15584801137447357,0.20684975385665894
kara-khanid,0.2530910074710846,0.2488708645105362,0.2745368778705597,0.44505900144577026,0.20901361107826233,0.24797147512435913,0.3110624849796295,0.21680788695812225,0.1762983798980713,0.19402749836444855
ruler,0.2611336410045624,0.24177265167236328,0.23322275280952454,0.20859941840171814,0.4715099036693573,0.28001952171325684,0.21285825967788696,0.09198835492134094,0.09736896306276321,0.14533701539039612
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.11250530183315277,0.24555552005767822,0.2827862501144409,0.1683555245399475,0.17860917747020721,0.1116432398557663,0.26220351457595825
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.232900932431221,0.2044914960861206,0.5696388483047485,0.31976118683815,0.2005387395620346,0.22744394838809967,0.20430970191955566
turn,0.25479328632354736,0.1588321030139923,0.3359498679637909,0.1626197099685669,0.07406501471996307,0.23566555976867676,0.2010931819677353,0.16641999781131744,0.14499875903129578,0.2072952687740326
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.14824295043945312,0.27377256751060486,0.4069072902202606,0.2545815706253052,0.28979501128196716,0.11464940011501312,0.18412111699581146
ranked,0.17860917747020721,0.28979501128196716,0.2711145281791687,0.22824987769126892,0.14068704843521118,0.276383638381958,0.1404360830783844,1.0000001192092896,0.16889804601669312,0.12953443825244904
higher,0.20071525871753693,0.12998951971530914,0.3292480409145355,0.259729266166687,0.15876513719558716,0.3096220791339874,0.16152751445770264,0.2780408263206482,0.40908944606781006,0.15679465234279633
than,0.24983921647071838,0.1872616857290268,0.3227543234825134,0.24796216189861298,0.1316537708044052,0.33036211133003235,0.18802711367607117,0.17055785655975342,0.23818866908550262,0.24917294085025787
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
korean,0.19757816195487976,0.22204650938510895,0.2349277287721634,0.28111496567726135,0.1336478739976883,0.21011142432689667,0.23187866806983948,0.14668162167072296,0.09135923534631729,0.1996629685163498
king,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.12530680000782013,1.0000001192092896,0.2938710153102875,0.20869319140911102,0.14068704843521118,0.12369357794523239,0.19130074977874756
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.11250530183315277,0.24555552005767822,0.2827862501144409,0.1683555245399475,0.17860917747020721,0.1116432398557663,0.26220351457595825
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.14824295043945312,0.27377256751060486,0.4069072902202606,0.2545815706253052,0.28979501128196716,0.11464940011501312,0.18412111699581146
ranked,0.17860917747020721,0.28979501128196716,0.2711145281791687,0.22824987769126892,0.14068704843521118,0.276383638381958,0.1404360830783844,1.0000001192092896,0.16889804601669312,0.12953443825244904
last,0.30598369240760803,0.32424551248550415,0.3698786795139313,0.15694673359394073,0.19154511392116547,0.3052992522716522,0.16830939054489136,0.15547017753124237,0.20084264874458313,0.22371746599674225
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
because,0.4398062229156494,0.3841400742530823,0.44596394896507263,0.17658501863479614,0.22186143696308136,0.4075504541397095,0.19078461825847626,0.1769731342792511,0.2451314926147461,0.2528740465641022
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighurs,0.20429787039756775,0.20198987424373627,0.3033442199230194,0.8024002909660339,0.17887505888938904,0.23551470041275024,0.22279474139213562,0.21454299986362457,0.20113010704517365,0.17329514026641846
surrendered,0.22589848935604095,0.36920326948165894,0.2820700705051422,0.0874369665980339,0.2755988836288452,0.2576293647289276,0.2134525626897812,0.13557791709899902,0.06712459027767181,0.09069284051656723
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.18197792768478394,0.24476152658462524,0.41548454761505127,0.22479219734668732,0.08006753772497177,0.30495497584342957,0.29463258385658264
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
mongols,0.2709572911262512,0.19519121944904327,0.310281366109848,0.30120983719825745,0.23180559277534485,0.23517343401908875,0.2715598940849304,0.17161762714385986,0.09778913110494614,0.11517509818077087
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.15310661494731903,0.2560849189758301,0.3536086082458496,0.1981624960899353,0.20918375253677368,0.21701446175575256,0.18701928853988647
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
karluks,0.32881468534469604,0.2734566628932953,0.3321180045604706,0.2978314757347107,0.21091274917125702,0.2945755124092102,0.37404316663742065,0.24585777521133423,0.1879071742296219,0.23538310825824738
surrendered,0.22589848935604095,0.36920326948165894,0.2820700705051422,0.0874369665980339,0.2755988836288452,0.2576293647289276,0.2134525626897812,0.13557791709899902,0.06712459027767181,0.09069284051656723
after,0.32549580931663513,0.49306565523147583,0.4565047025680542,0.04716331884264946,0.2272557020187378,0.3867455720901489,0.23183304071426392,0.1363501250743866,0.1324489861726761,0.16608688235282898
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighurs,0.20429787039756775,0.20198987424373627,0.3033442199230194,0.8024002909660339,0.17887505888938904,0.23551470041275024,0.22279474139213562,0.21454299986362457,0.20113010704517365,0.17329514026641846
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23021747171878815,0.24642229080200195,0.5116966962814331,0.3039150536060333,0.21633140742778778,0.2363634556531906,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
koreans,0.30688464641571045,0.22738997638225555,0.2526109516620636,0.2996090054512024,0.1438654512166977,0.22756856679916382,0.27170640230178833,0.16499793529510498,0.10447122156620026,0.22291037440299988
surrendered,0.22589848935604095,0.36920326948165894,0.2820700705051422,0.0874369665980339,0.2755988836288452,0.2576293647289276,0.2134525626897812,0.13557791709899902,0.06712459027767181,0.09069284051656723
last,0.30598369240760803,0.32424551248550415,0.3698786795139313,0.15694673359394073,0.19154511392116547,0.3052992522716522,0.16830939054489136,0.15547017753124237,0.20084264874458313,0.22371746599674225
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23021747171878815,0.24642229080200195,0.5116966962814331,0.3039150536060333,0.21633140742778778,0.2363634556531906,0.20544172823429108
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.20944517850875854,0.16788895428180695,0.41498205065727234,0.2658242881298065,0.18028749525547028,0.32968869805336,0.32716336846351624
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighurs,0.20429787039756775,0.20198987424373627,0.3033442199230194,0.8024002909660339,0.17887505888938904,0.23551470041275024,0.22279474139213562,0.21454299986362457,0.20113010704517365,0.17329514026641846
surrendered,0.22589848935604095,0.36920326948165894,0.2820700705051422,0.0874369665980339,0.2755988836288452,0.2576293647289276,0.2134525626897812,0.13557791709899902,0.06712459027767181,0.09069284051656723
peacefully,0.3011750280857086,0.21875213086605072,0.32506445050239563,0.1289697140455246,0.25616806745529175,0.25296738743782043,0.2554625868797302,0.029187040403485298,0.15659470856189728,0.19521015882492065
without,0.2402247190475464,0.18635936081409454,0.3270869255065918,0.12543761730194092,0.13145476579666138,0.3081340193748474,0.1465916484594345,0.06270930171012878,0.25556275248527527,0.2928665280342102
violently,0.28097084164619446,0.24988481402397156,0.2549045979976654,0.09622740745544434,0.1513703167438507,0.18032042682170868,0.23633377254009247,0.09817396104335785,0.193018838763237,0.16854359209537506
resisting,0.202134907245636,0.2234499603509903,0.3003624975681305,0.10116416960954666,0.20086193084716797,0.3195885419845581,0.16320377588272095,0.10441237688064575,0.16665276885032654,0.06712238490581512
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23844996094703674,0.2334747016429901,0.5352458953857422,0.2817924916744232,0.21607504785060883,0.34496572613716125,0.4130953550338745
