,after,apartheid,",",what,types,of,schools,are,referred,to,as,``,model,c,'',schools,?
",",0.38860568404197693,0.237588033080101,1.0000001192092896,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.2760516405105591,0.4062570035457611,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.244965597987175,0.2580876350402832,-0.037358131259679794,0.2760516405105591,0.31091248989105225
however,0.41216742992401123,0.2842685580253601,0.4037865996360779,0.4480680823326111,0.3257095217704773,0.3800618350505829,0.25584128499031067,0.44812726974487305,0.3152376711368561,0.5474119186401367,0.4668710231781006,0.035520195960998535,0.23769362270832062,0.19012388586997986,-0.049120448529720306,0.25584128499031067,0.2152075469493866
",",0.38860568404197693,0.237588033080101,1.0000001192092896,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.2760516405105591,0.4062570035457611,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.244965597987175,0.2580876350402832,-0.037358131259679794,0.2760516405105591,0.31091248989105225
the,0.4565047025680542,0.2427075356245041,0.4933079481124878,0.42745697498321533,0.23509301245212555,0.733189046382904,0.22905772924423218,0.40399202704429626,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.14028635621070862,0.17891426384449005,0.041273195296525955,0.22905772924423218,0.22068053483963013
term,0.1965337097644806,0.2227516919374466,0.21599270403385162,0.25282326340675354,0.22125348448753357,0.26047757267951965,0.1905326247215271,0.1909082531929016,0.41696327924728394,0.3310292959213257,0.3224089443683624,0.11803510040044785,0.2174055576324463,0.10730118304491043,0.13619764149188995,0.1905326247215271,0.1901002675294876
continues,0.2781093120574951,0.2068842351436615,0.23074620962142944,0.27419164776802063,0.14962437748908997,0.2937655746936798,0.20203782618045807,0.20762501657009125,0.21179713308811188,0.363338828086853,0.22148257493972778,-0.013802836649119854,0.16383303701877594,0.057967714965343475,-0.07809576392173767,0.20203782618045807,0.13186512887477875
to,0.37890323996543884,0.22097185254096985,0.44245919585227966,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2362271547317505,0.3504326641559601,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.187554731965065,0.1638970822095871,-0.009905828163027763,0.2362271547317505,0.29463258385658264
be,0.32360681891441345,0.1732557713985443,0.39254459738731384,0.3929833769798279,0.31168943643569946,0.33904364705085754,0.21943484246730804,0.5556803941726685,0.27025455236434937,0.4972836375236511,0.5230465531349182,0.07670000940561295,0.1368791162967682,0.1635768711566925,0.08835477381944656,0.21943484246730804,0.3324260413646698
used,0.19914907217025757,0.15989580750465393,0.3120402991771698,0.27546408772468567,0.386074036359787,0.3075267970561981,0.2245682328939438,0.3322218656539917,0.4913701117038727,0.40058770775794983,0.35160550475120544,0.08103004097938538,0.21889255940914154,0.15258321166038513,0.050410956144332886,0.2245682328939438,0.22430120408535004
to,0.37890323996543884,0.22097185254096985,0.44245919585227966,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2362271547317505,0.3504326641559601,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.187554731965065,0.1638970822095871,-0.009905828163027763,0.2362271547317505,0.29463258385658264
describe,0.15662667155265808,0.18279646337032318,0.18910212814807892,0.3217031955718994,0.2710142135620117,0.2764313519001007,0.0944410040974617,0.29026734828948975,0.4758967161178589,0.3167092204093933,0.32652774453163147,0.03843066468834877,0.25440922379493713,0.1360907405614853,0.07821051776409149,0.0944410040974617,0.15151022374629974
government,0.26047283411026,0.371227502822876,0.27344048023223877,0.28074538707733154,0.09554543346166611,0.3475167155265808,0.3405122756958008,0.20126859843730927,0.11159632354974747,0.28343796730041504,0.1883569210767746,0.09259884804487228,0.14026464521884918,0.10367632657289505,0.01981239765882492,0.3405122756958008,0.18851417303085327
schools,0.17894473671913147,0.25969842076301575,0.2760516405105591,0.1820785105228424,0.24229037761688232,0.265506386756897,1.0,0.30816179513931274,0.14337848126888275,0.2362271547317505,0.21233005821704865,0.019756430760025978,0.08655571192502975,0.05441313982009888,0.07826808094978333,1.0,0.18349280953407288
formerly,0.1703391969203949,0.2001209557056427,0.2646653354167938,0.1585959643125534,0.101439468562603,0.27187931537628174,0.12589949369430542,0.18924593925476074,0.4123288691043854,0.16159123182296753,0.2880343496799469,-0.007761274464428425,0.18478508293628693,0.16625149548053741,-0.02405461110174656,0.12589949369430542,0.0843876302242279
reserved,0.1858774721622467,0.10544900596141815,0.1838110238313675,0.17611517012119293,0.12767378985881805,0.22991587221622467,0.19754627346992493,0.22219422459602356,0.32496172189712524,0.18730998039245605,0.38206207752227783,0.07908575236797333,0.07469452172517776,0.09416397660970688,0.0771658644080162,0.19754627346992493,0.1177138090133667
for,0.3650246858596802,0.20981444418430328,0.4464869201183319,0.3017193675041199,0.29793059825897217,0.4185989499092102,0.2320515662431717,0.3895993232727051,0.21213997900485992,0.4451248347759247,0.44774648547172546,0.01270448137074709,0.17261183261871338,0.19183452427387238,-0.04479556903243065,0.2320515662431717,0.264628142118454
white,0.15012657642364502,0.2499696910381317,0.27337658405303955,0.1410645991563797,0.19685308635234833,0.23826628923416138,0.10269851237535477,0.17937533557415009,0.17153899371623993,0.23700939118862152,0.22857752442359924,-0.009167964570224285,0.1085294634103775,0.15334613621234894,-0.05386767536401749,0.10269851237535477,0.124679796397686
children..,0.225699320435524,0.17084695398807526,0.3041617274284363,0.2161797136068344,0.1285824179649353,0.19742867350578308,0.2845185697078705,0.17752228677272797,0.0462590828537941,0.2300937920808792,0.1896347999572754,-0.04153291508555412,0.1744338423013687,0.15778541564941406,-0.04155266657471657,0.2845185697078705,0.2078334093093872
,after,apartheid,",",what,types,of,schools,are,referred,to,as,``,model,c,'',schools,?
in,0.44050168991088867,0.2299853265285492,0.5201468467712402,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.2632134258747101,0.3841303884983063,0.24766652286052704,0.45010748505592346,0.3887844979763031,0.04765888676047325,0.2267826348543167,0.1977744996547699,0.07432962208986282,0.2632134258747101,0.20430970191955566
the,0.4565047025680542,0.2427075356245041,0.4933079481124878,0.42745697498321533,0.23509301245212555,0.733189046382904,0.22905772924423218,0.40399202704429626,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.14028635621070862,0.17891426384449005,0.041273195296525955,0.22905772924423218,0.22068053483963013
final,0.31874704360961914,0.09653947502374649,0.24864837527275085,0.20972409844398499,0.051113441586494446,0.24563951790332794,0.10373450070619583,0.08450794965028763,0.1586972028017044,0.26099109649658203,0.18874843418598175,-0.004907349590212107,0.14732478559017181,0.1639760285615921,-0.026200097054243088,0.10373450070619583,0.17315025627613068
years,0.38036108016967773,0.22692498564720154,0.2589467465877533,0.1981470286846161,0.19794011116027832,0.2904134690761566,0.23278145492076874,0.17491404712200165,0.1274595707654953,0.23891852796077728,0.234328031539917,0.023748915642499924,0.15387070178985596,0.16356518864631653,0.03180740773677826,0.23278145492076874,0.1914375126361847
of,0.3867455720901489,0.2410830557346344,0.4946078956127167,0.33290785551071167,0.2447618544101715,1.0,0.265506386756897,0.39081433415412903,0.317892849445343,0.41548454761505127,0.3886612355709076,0.06780257821083069,0.18271391093730927,0.1682119220495224,0.13035868108272552,0.265506386756897,0.1826142966747284
the,0.4565047025680542,0.2427075356245041,0.4933079481124878,0.42745697498321533,0.23509301245212555,0.733189046382904,0.22905772924423218,0.40399202704429626,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.14028635621070862,0.17891426384449005,0.041273195296525955,0.22905772924423218,0.22068053483963013
apartheid,0.22388173639774323,1.0000001192092896,0.237588033080101,0.2113245278596878,0.11651022732257843,0.2410830557346344,0.25969842076301575,0.17236466705799103,0.17158479988574982,0.22097185254096985,0.20651356875896454,0.1546294242143631,0.1410120129585266,0.10708346217870712,-0.026032837107777596,0.25969842076301575,0.1311584711074829
era,0.2584264576435089,0.2844730615615845,0.19162635505199432,0.18199029564857483,0.20703503489494324,0.20396220684051514,0.10717105865478516,0.1152600347995758,0.17255327105522156,0.12544193863868713,0.20649906992912292,0.04220643267035484,0.13796524703502655,0.12367969006299973,0.04030510038137436,0.10717105865478516,0.14369545876979828
",",0.38860568404197693,0.237588033080101,1.0000001192092896,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.2760516405105591,0.4062570035457611,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.244965597987175,0.2580876350402832,-0.037358131259679794,0.2760516405105591,0.31091248989105225
parents,0.2621413767337799,0.18986757099628448,0.3200828433036804,0.24383264780044556,0.0523700937628746,0.15361808240413666,0.2884449362754822,0.1793263703584671,0.06856798380613327,0.2508617043495178,0.1692761331796646,0.009954708628356457,0.11287160217761993,0.0913357362151146,-0.041466690599918365,0.2884449362754822,0.17306075990200043
at,0.3622083067893982,0.16284501552581787,0.38314947485923767,0.2838611304759979,0.17783881723880768,0.42558613419532776,0.21788150072097778,0.2074895054101944,0.1669532209634781,0.36524343490600586,0.28092536330223083,-0.07642947137355804,0.15189559757709503,0.15681466460227966,0.04379578307271004,0.21788150072097778,0.21978627145290375
white,0.15012657642364502,0.2499696910381317,0.27337658405303955,0.1410645991563797,0.19685308635234833,0.23826628923416138,0.10269851237535477,0.17937533557415009,0.17153899371623993,0.23700939118862152,0.22857752442359924,-0.009167964570224285,0.1085294634103775,0.15334613621234894,-0.05386767536401749,0.10269851237535477,0.124679796397686
government,0.26047283411026,0.371227502822876,0.27344048023223877,0.28074538707733154,0.09554543346166611,0.3475167155265808,0.3405122756958008,0.20126859843730927,0.11159632354974747,0.28343796730041504,0.1883569210767746,0.09259884804487228,0.14026464521884918,0.10367632657289505,0.01981239765882492,0.3405122756958008,0.18851417303085327
schools,0.17894473671913147,0.25969842076301575,0.2760516405105591,0.1820785105228424,0.24229037761688232,0.265506386756897,1.0,0.30816179513931274,0.14337848126888275,0.2362271547317505,0.21233005821704865,0.019756430760025978,0.08655571192502975,0.05441313982009888,0.07826808094978333,1.0,0.18349280953407288
were,0.36224013566970825,0.23927465081214905,0.36755475401878357,0.22298263013362885,0.2674507200717926,0.34038281440734863,0.2387605458498001,0.6489362716674805,0.22545559704303741,0.31913647055625916,0.3025437891483307,0.006090171169489622,0.1041949987411499,0.13847914338111877,0.007215402089059353,0.2387605458498001,0.17890112102031708
given,0.27843979001045227,0.11420220881700516,0.2843315005302429,0.21883496642112732,0.13186480104923248,0.39388060569763184,0.13663077354431152,0.20467253029346466,0.28776559233665466,0.3428947925567627,0.32487574219703674,0.044645439833402634,0.09666109830141068,0.16338610649108887,0.10763400048017502,0.13663077354431152,0.2570464313030243
the,0.4565047025680542,0.2427075356245041,0.4933079481124878,0.42745697498321533,0.23509301245212555,0.733189046382904,0.22905772924423218,0.40399202704429626,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.14028635621070862,0.17891426384449005,0.041273195296525955,0.22905772924423218,0.22068053483963013
option,0.19061288237571716,0.15274016559123993,0.220294788479805,0.3053843677043915,0.19301927089691162,0.14944469928741455,0.19965364038944244,0.20257365703582764,0.10333756357431412,0.27180376648902893,0.24718524515628815,0.1417025774717331,0.19153207540512085,0.06630296260118484,0.029854126274585724,0.19965364038944244,0.3510825037956238
to,0.37890323996543884,0.22097185254096985,0.44245919585227966,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2362271547317505,0.3504326641559601,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.187554731965065,0.1638970822095871,-0.009905828163027763,0.2362271547317505,0.29463258385658264
convert,0.12883156538009644,0.15953925251960754,0.18199317157268524,0.23213930428028107,0.12358462810516357,0.1875157654285431,0.12210827320814133,0.19631053507328033,0.18419015407562256,0.357098251581192,0.2566487789154053,0.13420429825782776,0.09948112070560455,0.1436948925256729,0.08137623220682144,0.12210827320814133,0.2126215249300003
to,0.37890323996543884,0.22097185254096985,0.44245919585227966,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2362271547317505,0.3504326641559601,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.187554731965065,0.1638970822095871,-0.009905828163027763,0.2362271547317505,0.29463258385658264
a,0.3831600844860077,0.217030331492424,0.427140474319458,0.3320399522781372,0.27099108695983887,0.5052502155303955,0.2118925303220749,0.265255331993103,0.2686276137828827,0.45503583550453186,0.39550232887268066,0.07272057235240936,0.29218459129333496,0.23439434170722961,0.04890415817499161,0.2118925303220749,0.23916715383529663
``,0.040442656725645065,0.1546294242143631,0.09681109338998795,0.008517155423760414,0.001780139748007059,0.06780257821083069,0.019756430760025978,0.12624181807041168,0.017554139718413353,0.06720756739377975,0.03910288214683533,1.0,-0.007006587460637093,0.09605105966329575,-0.09173435717821121,0.019756430760025978,0.0685480609536171
semi-private,0.20723778009414673,0.24633687734603882,0.24672211706638336,0.2351636439561844,0.22477702796459198,0.235782653093338,0.4512372612953186,0.23801907896995544,0.23416142165660858,0.2592087388038635,0.2760024070739746,0.08866772055625916,0.20371262729167938,0.1900809109210968,0.04728572443127632,0.4512372612953186,0.2112298458814621
'',-0.08605624735355377,-0.026032837107777596,-0.037358131259679794,0.08143015950918198,-0.006088451948016882,0.13035868108272552,0.07826808094978333,0.0263817198574543,0.10532526671886444,-0.009905828163027763,0.006628023460507393,-0.09173435717821121,0.06939558684825897,0.00791934598237276,1.0,0.07826808094978333,0.018684765323996544
form,0.23307928442955017,0.11969269067049026,0.21805599331855774,0.15868011116981506,0.35012927651405334,0.29600051045417786,0.1430789679288864,0.29983413219451904,0.26163753867149353,0.2772196829319,0.24710296094417572,0.11812715977430344,0.16795389354228973,0.11740915477275848,-0.04621269181370735,0.1430789679288864,0.1463010311126709
called,0.29930877685546875,0.18128186464309692,0.26549121737480164,0.3235960602760315,0.3257555365562439,0.4222904443740845,0.18615397810935974,0.3676711618900299,0.5142771601676941,0.2987143397331238,0.2827680706977844,0.00907047651708126,0.14710690081119537,0.17814640700817108,0.021102847531437874,0.18615397810935974,0.18963319063186646
model,0.08974006026983261,0.1410120129585266,0.244965597987175,0.2303347885608673,0.1868731528520584,0.18271391093730927,0.08655571192502975,0.07012248039245605,0.15774770081043243,0.187554731965065,0.21406425535678864,-0.007006587460637093,1.0000001192092896,0.18930010497570038,0.06939558684825897,0.08655571192502975,0.14843042194843292
c,0.14801627397537231,0.10708346217870712,0.2580876350402832,0.13697408139705658,0.11429152637720108,0.1682119220495224,0.05441313982009888,0.14201436936855316,0.17533119022846222,0.1638970822095871,0.1792764812707901,0.09605105966329575,0.18930010497570038,1.0,0.00791934598237276,0.05441313982009888,0.14264722168445587
",",0.38860568404197693,0.237588033080101,1.0000001192092896,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.2760516405105591,0.4062570035457611,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.244965597987175,0.2580876350402832,-0.037358131259679794,0.2760516405105591,0.31091248989105225
and,0.3765919506549835,0.2463332563638687,0.6633074283599854,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.29319998621940613,0.48576638102531433,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.036644238978624344,0.22216768562793732,0.22064751386642456,0.021612688899040222,0.29319998621940613,0.20544172823429108
many,0.2586410939693451,0.24565312266349792,0.40610817074775696,0.36131182312965393,0.4814179539680481,0.37253960967063904,0.3108086585998535,0.5655534863471985,0.1601550281047821,0.40243685245513916,0.4070141911506653,0.012824942357838154,0.18362142145633698,0.1387205719947815,-0.016843097284436226,0.3108086585998535,0.2124512493610382
of,0.3867455720901489,0.2410830557346344,0.4946078956127167,0.33290785551071167,0.2447618544101715,1.0,0.265506386756897,0.39081433415412903,0.317892849445343,0.41548454761505127,0.3886612355709076,0.06780257821083069,0.18271391093730927,0.1682119220495224,0.13035868108272552,0.265506386756897,0.1826142966747284
these,0.2512437105178833,0.20090699195861816,0.37613096833229065,0.4164220690727234,0.5351104736328125,0.42684608697891235,0.3167678117752075,0.7107698917388916,0.22457730770111084,0.46852558851242065,0.3802948296070099,0.09766163676977158,0.12957298755645752,0.12914463877677917,-0.010087166912853718,0.3167678117752075,0.2571668326854706
schools,0.17894473671913147,0.25969842076301575,0.2760516405105591,0.1820785105228424,0.24229037761688232,0.265506386756897,1.0,0.30816179513931274,0.14337848126888275,0.2362271547317505,0.21233005821704865,0.019756430760025978,0.08655571192502975,0.05441313982009888,0.07826808094978333,1.0,0.18349280953407288
changed,0.30823755264282227,0.22498859465122223,0.3335177004337311,0.2667781710624695,0.20867055654525757,0.3099449872970581,0.1774267703294754,0.1994125097990036,0.19692133367061615,0.2968057096004486,0.21351832151412964,0.0011804689420387149,0.17297954857349396,0.1857614368200302,0.04147348552942276,0.1774267703294754,0.21123318374156952
their,0.30973172187805176,0.2426421195268631,0.3045167922973633,0.35142919421195984,0.29275110363960266,0.4329940676689148,0.22621867060661316,0.46887820959091187,0.18079018592834473,0.44619059562683105,0.29218852519989014,0.05465886741876602,0.08143971115350723,0.08594431728124619,0.011550518684089184,0.22621867060661316,0.1898253709077835
admissions,0.23543423414230347,0.2586720287799835,0.2461037039756775,0.2906854748725891,0.18425774574279785,0.29729029536247253,0.4701703190803528,0.2967725694179535,0.16004317998886108,0.32378265261650085,0.2565225064754486,-0.05551392585039139,0.10035420954227448,0.1248454749584198,0.049472156912088394,0.4701703190803528,0.2463146448135376
policies,0.14918234944343567,0.42669519782066345,0.2566804587841034,0.37312451004981995,0.19227567315101624,0.210641011595726,0.2914905250072479,0.22035543620586395,0.10712654888629913,0.31011244654655457,0.27189746499061584,0.08095786720514297,0.2061329483985901,0.09593868255615234,0.01680144853889942,0.2914905250072479,0.2969106435775757
to,0.37890323996543884,0.22097185254096985,0.44245919585227966,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2362271547317505,0.3504326641559601,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.187554731965065,0.1638970822095871,-0.009905828163027763,0.2362271547317505,0.29463258385658264
accept,0.23588044941425323,0.2728784382343292,0.28512677550315857,0.40259191393852234,0.11026345193386078,0.2346213310956955,0.2172851413488388,0.20276261866092682,0.209756001830101,0.3143050968647003,0.26002052426338196,0.044805172830820084,0.14414158463478088,0.15789228677749634,0.006721431389451027,0.2172851413488388,0.2590680420398712
children,0.1881784200668335,0.18002113699913025,0.28531143069267273,0.22469459474086761,0.15227706730365753,0.1978350728750229,0.3170471489429474,0.22232650220394135,0.06516722589731216,0.23135778307914734,0.17233875393867493,-0.011867018416523933,0.17073039710521698,0.13941310346126556,-0.03183069825172424,0.3170471489429474,0.21788206696510315
of,0.3867455720901489,0.2410830557346344,0.4946078956127167,0.33290785551071167,0.2447618544101715,1.0,0.265506386756897,0.39081433415412903,0.317892849445343,0.41548454761505127,0.3886612355709076,0.06780257821083069,0.18271391093730927,0.1682119220495224,0.13035868108272552,0.265506386756897,0.1826142966747284
other,0.18459384143352509,0.2143562287092209,0.4446498453617096,0.341873437166214,0.44658762216567993,0.38583824038505554,0.24327325820922852,0.5932393670082092,0.21923795342445374,0.4193183183670044,0.42805421352386475,0.10245004296302795,0.12364553660154343,0.11828510463237762,0.021007593721151352,0.24327325820922852,0.24682199954986572
races,0.13173536956310272,0.2960607409477234,0.24016427993774414,0.13319574296474457,0.21218742430210114,0.1723267138004303,0.2467452883720398,0.23135308921337128,0.1212204173207283,0.19053417444229126,0.16934052109718323,0.08451715111732483,0.1001121923327446,0.10082709044218063,-0.03253769874572754,0.2467452883720398,0.12153562903404236
.,0.35870397090911865,0.23362793028354645,0.6812511086463928,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.2752705216407776,0.3452940285205841,0.16569985449314117,0.4645031690597534,0.515582263469696,0.05720457062125206,0.1938832700252533,0.3107494115829468,-0.07181349396705627,0.2752705216407776,0.4130953550338745
