,what,was,the,general,consensus,johnson,came,to,regarding,america,'s,progress,on,going,to,space,and,reaching,a,position,of,leadership,?
we,0.5622460842132568,0.16542018949985504,0.3206169009208679,0.1540113389492035,0.5575580596923828,0.19785737991333008,0.26008015871047974,0.4005183279514313,0.35987213253974915,0.18867921829223633,0.03954920172691345,0.31796732544898987,0.271835595369339,0.4842938482761383,0.4005183279514313,0.2438131868839264,0.2896674871444702,0.26119983196258545,0.34842976927757263,0.22579313814640045,0.2769293785095215,0.14577460289001465,0.535264790058136
are,0.29724663496017456,0.3076191842556,0.40399202704429626,0.15219135582447052,0.19513879716396332,0.12350256741046906,0.2306080460548401,0.3504326641559601,0.29486146569252014,0.2022080272436142,-0.008927806280553341,0.19117219746112823,0.268924742937088,0.2507370114326477,0.3504326641559601,0.18112362921237946,0.48576638102531433,0.241521954536438,0.265255331993103,0.1604892611503601,0.39081433415412903,0.11281739175319672,0.24591213464736938
neither,0.376018226146698,0.2312220185995102,0.34867867827415466,0.08339329063892365,0.31958383321762085,0.20662792026996613,0.21048566699028015,0.3499351739883423,0.32285934686660767,0.12056552618741989,0.030627090483903885,0.15800902247428894,0.26272404193878174,0.23050500452518463,0.3499351739883423,0.08473940193653107,0.2754071056842804,0.19245703518390656,0.3513123095035553,0.18820634484291077,0.2747955620288849,0.14875547587871552,0.262674480676651
making,0.30777570605278015,0.28285154700279236,0.35185980796813965,0.13425087928771973,0.1896953582763672,0.1563030183315277,0.22106225788593292,0.3740498423576355,0.28775128722190857,0.18595272302627563,0.043641600757837296,0.2405218780040741,0.3108430504798889,0.346386194229126,0.3740498423576355,0.1675187349319458,0.38677045702934265,0.34415900707244873,0.3237393796443939,0.17921631038188934,0.3250596821308136,0.15817828476428986,0.2539324164390564
maximum,0.19255907833576202,0.1159391924738884,0.228700190782547,0.16108614206314087,0.23921413719654083,0.13741937279701233,0.03723938763141632,0.27501562237739563,0.19075404107570648,0.1804485023021698,0.04792794957756996,0.21892523765563965,0.2202894240617752,0.1831987053155899,0.27501562237739563,0.2386428862810135,0.20459675788879395,0.38074439764022827,0.24441662430763245,0.21703778207302094,0.23949185013771057,0.1566559076309204,0.10959649085998535
effort,0.2810528576374054,0.23423828184604645,0.25344645977020264,0.19878250360488892,0.40242600440979004,0.13712215423583984,0.21576175093650818,0.39937761425971985,0.2751609683036804,0.14667677879333496,0.07882855832576752,0.3510785698890686,0.21822676062583923,0.4075716435909271,0.39937761425971985,0.2296975553035736,0.25185704231262207,0.2456604689359665,0.2670682966709137,0.2099328637123108,0.21940191090106964,0.3658886253833771,0.27546563744544983
nor,0.33353856205940247,0.17663569748401642,0.26533758640289307,0.12814436852931976,0.2667909860610962,0.13432677090168,0.11778974533081055,0.29058706760406494,0.3170141577720642,0.09226997941732407,0.04523199424147606,0.13570204377174377,0.2564140856266022,0.2212393879890442,0.29058706760406494,0.11307485401630402,0.2209053784608841,0.1629871279001236,0.24612422287464142,0.14482711255550385,0.19705849885940552,0.0951322689652443,0.2602383494377136
achieving,0.24755272269248962,0.19604036211967468,0.35560527443885803,0.1605648696422577,0.3064578175544739,0.14479251205921173,0.1869211196899414,0.30664265155792236,0.34853214025497437,0.18775977194309235,0.04765850678086281,0.3164884150028229,0.18319807946681976,0.2794692814350128,0.30664265155792236,0.20789073407649994,0.2686406672000885,0.5052222013473511,0.3357015550136566,0.2817034423351288,0.3275443911552429,0.3915039896965027,0.16495080292224884
results,0.2425258755683899,0.1437312215566635,0.2863679826259613,0.2206467241048813,0.2854562997817993,0.14415691792964935,0.16471053659915924,0.24358662962913513,0.3729870915412903,0.08167001605033875,0.082309789955616,0.28118038177490234,0.2134668081998825,0.19886495172977448,0.24358662962913513,0.12477017194032669,0.21643486618995667,0.19618938863277435,0.2899290919303894,0.32957905530929565,0.19509612023830414,0.24398024380207062,0.21797199547290802
necessary,0.3794087767601013,0.14205975830554962,0.28364068269729614,0.17224350571632385,0.40017616748809814,0.10889125615358353,0.09221746027469635,0.40437278151512146,0.34043964743614197,0.12198542058467865,-0.028101975098252296,0.2976481020450592,0.21217460930347443,0.37209179997444153,0.40437278151512146,0.20978431403636932,0.28037229180336,0.25943925976753235,0.2920435667037964,0.26020821928977966,0.26879626512527466,0.1565415859222412,0.3430270850658417
if,0.5277165174484253,0.16164100170135498,0.33724796772003174,0.18856973946094513,0.40409451723098755,0.1846725344657898,0.11619821190834045,0.4559597074985504,0.32327011227607727,0.1520519256591797,-0.0015437148977071047,0.20078642666339874,0.24549968540668488,0.3993174433708191,0.4559597074985504,0.2755201756954193,0.3498523235321045,0.21378690004348755,0.41272827982902527,0.2879258692264557,0.2557544410228729,0.12304740399122238,0.4441644251346588
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.24112297594547272,0.40766847133636475,0.15099114179611206,0.3032182455062866,0.5759071707725525,0.3617895543575287,0.3045381009578705,0.02106832154095173,0.3165067732334137,0.4193967580795288,0.448668897151947,0.5759071707725525,0.2652304768562317,0.42353692650794983,0.3059973418712616,0.5422310829162598,0.2833313047885895,0.45148900151252747,0.267070472240448,0.3155723512172699
country,0.22705033421516418,0.24557247757911682,0.30432501435279846,0.11340604722499847,0.16065643727779388,0.1252758502960205,0.1796024590730667,0.31281599402427673,0.1625399887561798,0.29616448283195496,0.0747150406241417,0.21078349649906158,0.21584933996200562,0.2220260351896286,0.31281599402427673,0.10870691388845444,0.30884742736816406,0.15769773721694946,0.20991116762161255,0.1725095957517624,0.28866857290267944,0.17315204441547394,0.12647280097007751
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.20144300162792206,0.21528127789497375,0.13863670825958252,0.2892572581768036,0.42745086550712585,0.2110801786184311,0.1998184472322464,0.02396530658006668,0.15454937517642975,0.3635730445384979,0.24496732652187347,0.42745086550712585,0.18578536808490753,0.3859752118587494,0.22471533715724945,0.658733606338501,0.19614431262016296,0.4854315221309662,0.1369245946407318,0.22961433231830597
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.24755197763442993,0.3241267502307892,0.18891119956970215,0.3111628592014313,1.0,0.29117533564567566,0.2636699676513672,0.03782717138528824,0.25305503606796265,0.41031414270401,0.5117058157920837,1.0,0.22712917625904083,0.48971283435821533,0.3080388903617859,0.45503583550453186,0.2374807894229889,0.41548454761505127,0.22441066801548004,0.29463258385658264
reach,0.23399507999420166,0.15866006910800934,0.31808504462242126,0.14361874759197235,0.276163786649704,0.1696782410144806,0.266671746969223,0.37959611415863037,0.26412099599838257,0.159808948636055,0.019294504076242447,0.2321014553308487,0.24619881808757782,0.2561032474040985,0.37959611415863037,0.19864684343338013,0.25625354051589966,0.7410047650337219,0.19834883511066437,0.23859038949012756,0.20552729070186615,0.19754330813884735,0.13152138888835907
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2157215178012848,0.2618806064128876,0.2052394300699234,0.2477586567401886,0.45503583550453186,0.22400012612342834,0.22012436389923096,0.04866964742541313,0.25271832942962646,0.3848365545272827,0.3356470763683319,0.45503583550453186,0.20296213030815125,0.3739250600337982,0.24311277270317078,1.0,0.28626853227615356,0.5052502155303955,0.17936734855175018,0.23916715383529663
position,0.22031237185001373,0.23203803598880768,0.3183514177799225,0.18641357123851776,0.323583722114563,0.19538812339305878,0.11233504861593246,0.2374807894229889,0.2512560486793518,0.14300879836082458,-0.02956485003232956,0.2224765121936798,0.22749492526054382,0.21093182265758514,0.2374807894229889,0.14684338867664337,0.22603030502796173,0.28779110312461853,0.28626853227615356,1.0000001192092896,0.23636478185653687,0.27248209714889526,0.15529610216617584
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.28352999687194824,0.14788506925106049,0.2041160613298416,0.3201526999473572,0.41548454761505127,0.2715161442756653,0.28803038597106934,-0.03817026689648628,0.27725252509117126,0.3966929316520691,0.2849585711956024,0.41548454761505127,0.21300287544727325,0.5116966962814331,0.2953004240989685,0.5052502155303955,0.23636478185653687,1.0,0.26711535453796387,0.1826142966747284
leadership,0.2053566873073578,0.31339120864868164,0.2857116758823395,0.31720760464668274,0.18478719890117645,0.21067973971366882,0.17110155522823334,0.22441066801548004,0.2956834137439728,0.14717742800712585,-0.03238004073500633,0.21874959766864777,0.1633293777704239,0.2127731293439865,0.22441066801548004,0.13473571836948395,0.24201266467571259,0.2494281530380249,0.17936734855175018,0.27248209714889526,0.26711535453796387,0.9999998807907104,0.08979988098144531
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2929490804672241,0.2479652613401413,0.2807205319404602,0.26265060901641846,0.4645031690597534,0.27343305945396423,0.29180291295051575,-0.003708066651597619,0.26111605763435364,0.49257001280784607,0.3473944664001465,0.4645031690597534,0.2385488897562027,0.588965117931366,0.2908465564250946,0.50484299659729,0.24342353641986847,0.5352458953857422,0.18368078768253326,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.022419413551688194,0.009440755471587181,-0.02111349254846573,0.06486699730157852,-0.009905828163027763,0.023724932223558426,-0.0384608618915081,-0.04859459400177002,-0.07061520218849182,0.04238596186041832,-0.05035068094730377,-0.009905828163027763,-0.03227292746305466,0.021612688899040222,-0.14195489883422852,0.04890415817499161,-0.05507151037454605,0.13035868108272552,-0.03557853773236275,0.018684765323996544
