,in,the,10th,week,of,the,2015,season,",",what,injury,was,peyton,manning,dealing,with,?
offense,0.17413577437400818,0.25977253913879395,0.17648743093013763,0.28469860553741455,0.23099714517593384,0.25977253913879395,-0.025582807138562202,0.17414431273937225,0.2770269513130188,0.311376690864563,0.32460251450538635,0.23727211356163025,0.2102200835943222,0.2943726181983948,0.28820955753326416,0.18648000061511993,0.28476977348327637
with,0.4080928862094879,0.4223487675189972,0.2754899859428406,0.21186980605125427,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.4120737314224243,0.2464839518070221,0.2522015869617462,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.3842071294784546,0.9999999403953552,0.2433311939239502
zone,0.2229810357093811,0.26423242688179016,0.12442266941070557,0.09898937493562698,0.22467142343521118,0.26423242688179016,0.011973454616963863,0.17831367254257202,0.23414842784404755,0.21381187438964844,0.12861405313014984,0.161222442984581,0.14792273938655853,0.053107570856809616,0.1556260585784912,0.19120509922504425,0.1173049733042717
blocking,0.19737356901168823,0.28961867094039917,0.2043965458869934,0.31551092863082886,0.21747972071170807,0.28961867094039917,-0.13950636982917786,0.13423003256320953,0.25977185368537903,0.407657653093338,0.29500043392181396,0.16013281047344208,0.21790435910224915,0.24728354811668396,0.39468899369239807,0.24860574305057526,0.3374691307544708
to,0.45010748505592346,0.535392165184021,0.2506663501262665,0.27498435974121094,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.22382742166519165,0.44245919585227966,0.455847829580307,0.24385890364646912,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.3146139085292816,0.4239959120750427,0.29463258385658264
blend,0.1656091809272766,0.18428699672222137,0.21385304629802704,0.07799018919467926,0.14231498539447784,0.18428699672222137,-0.10274520516395569,0.0857684314250946,0.24015793204307556,0.18345262110233307,0.05582628399133682,0.11487415432929993,0.1188042089343071,0.057108473032712936,0.20955918729305267,0.25514906644821167,0.09344823658466339
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
with,0.4080928862094879,0.4223487675189972,0.2754899859428406,0.21186980605125427,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.4120737314224243,0.2464839518070221,0.2522015869617462,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.3842071294784546,0.9999999403953552,0.2433311939239502
quarterback,0.17283181846141815,0.23757418990135193,0.1624296009540558,0.32503190636634827,0.19996441900730133,0.23757418990135193,-0.07722106575965881,0.360336571931839,0.2844501733779907,0.15767325460910797,0.3529675006866455,0.24103644490242004,0.4457186758518219,0.5449647903442383,0.1496872454881668,0.1795865148305893,0.13221268355846405
peyton,0.25605714321136475,0.2709864377975464,0.30281922221183777,0.17245042324066162,0.19771021604537964,0.2709864377975464,-0.043914761394262314,0.37801364064216614,0.2979121208190918,0.2249990701675415,0.20174355804920197,0.30385082960128784,1.0,0.5102329254150391,0.1651538610458374,0.23540177941322327,0.17519715428352356
manning,0.22345924377441406,0.27058160305023193,0.25379714369773865,0.305490642786026,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.30921146273612976,0.20007498562335968,0.28924453258514404,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.20885562896728516,0.18539859354496002,0.15856626629829407
's,-0.037580832839012146,-0.01540423184633255,0.11405115574598312,-0.04274718090891838,-0.03817026689648628,-0.01540423184633255,0.023902352899312973,0.06624794006347656,-0.0016132977325469255,0.02692362666130066,0.0077391816303133965,0.008974763564765453,0.09018818289041519,0.021839646622538567,-0.04557168483734131,-0.04624466598033905,-0.023395681753754616
shotgun,0.17051848769187927,0.13242065906524658,0.18027256429195404,0.23126375675201416,0.13166861236095428,0.13242065906524658,-0.035617195069789886,0.12878382205963135,0.2093932032585144,0.12803596258163452,0.2833070158958435,0.18019628524780273,0.1468648612499237,0.24297918379306793,0.1336992084980011,0.20079249143600464,0.22133255004882812
passing,0.1942625194787979,0.3088957965373993,0.21114130318164825,0.2177150547504425,0.24086934328079224,0.3088957965373993,0.00843111239373684,0.24395446479320526,0.2306000292301178,0.2581939399242401,0.20988507568836212,0.13813647627830505,0.3034971356391907,0.3786384165287018,0.20931939780712128,0.22740818560123444,0.10353918373584747
skills,0.17281371355056763,0.20564566552639008,0.2665254771709442,0.1603352129459381,0.1968628317117691,0.20564566552639008,-0.14730477333068848,0.15254861116409302,0.21529243886470795,0.28520897030830383,0.255281537771225,0.1470251828432083,0.11838818341493607,0.31806865334510803,0.37757956981658936,0.23819059133529663,0.1864275485277176
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
but,0.48674455285072327,0.4859698414802551,0.2585828900337219,0.30500420928001404,0.39942997694015503,0.4859698414802551,-0.019786110147833824,0.2349797487258911,0.48126736283302307,0.5029441118240356,0.2882055342197418,0.36023372411727905,0.22605301439762115,0.1814679205417633,0.34543848037719727,0.4495173394680023,0.27921953797340393
struggled,0.2576236128807068,0.28537142276763916,0.20412001013755798,0.27465322613716125,0.2758544981479645,0.28537142276763916,0.020336875692009926,0.3167175352573395,0.2757214605808258,0.2129613608121872,0.2767674922943115,0.30934348702430725,0.2460596263408661,0.32621222734451294,0.34139347076416016,0.3000129163265228,0.11264374107122421
with,0.4080928862094879,0.4223487675189972,0.2754899859428406,0.21186980605125427,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.4120737314224243,0.2464839518070221,0.2522015869617462,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.3842071294784546,0.9999999403953552,0.2433311939239502
numerous,0.30740252137184143,0.3353725075721741,0.1364942193031311,0.23849645256996155,0.3024154603481293,0.3353725075721741,0.005049271509051323,0.1241198182106018,0.27380234003067017,0.1867249608039856,0.09593740850687027,0.19624626636505127,0.07582420855760574,0.1411495804786682,0.31563079357147217,0.28395527601242065,0.0875130444765091
changes,0.226434126496315,0.3427845537662506,0.15133769810199738,0.20200082659721375,0.25827232003211975,0.3427845537662506,-0.05100260674953461,0.12810510396957397,0.23045918345451355,0.2740466892719269,0.1984274536371231,0.17310309410095215,0.12421796470880508,0.13276906311511993,0.2348097562789917,0.23350933194160461,0.21264225244522095
and,0.4954058527946472,0.5171257257461548,0.35748961567878723,0.23252390325069427,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.6633074283599854,0.31309178471565247,0.232233464717865,0.3740963041782379,0.27112144231796265,0.2638654112815857,0.3381464183330536,0.5477725267410278,0.20544172823429108
injuries,0.2401004433631897,0.20518366992473602,0.22137795388698578,0.21811124682426453,0.23467452824115753,0.20518366992473602,-0.012967431917786598,0.2519371211528778,0.26163554191589355,0.17736762762069702,0.7515625953674316,0.22380153834819794,0.1686098426580429,0.21293193101882935,0.26879748702049255,0.2629968225955963,0.14870837330818176
to,0.45010748505592346,0.535392165184021,0.2506663501262665,0.27498435974121094,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.22382742166519165,0.44245919585227966,0.455847829580307,0.24385890364646912,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.3146139085292816,0.4239959120750427,0.29463258385658264
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
offensive,0.20140975713729858,0.2699996531009674,0.14622345566749573,0.3328908085823059,0.20176489651203156,0.2699996531009674,0.016692671924829483,0.20096494257450104,0.2524537146091461,0.24954649806022644,0.2943417429924011,0.2074536383152008,0.206356942653656,0.3746066689491272,0.21815814077854156,0.17706257104873657,0.20278584957122803
line,0.2258777767419815,0.29789501428604126,0.17423422634601593,0.17459800839424133,0.23765452206134796,0.29789501428604126,0.05625174567103386,0.1613713502883911,0.22637072205543518,0.2245367169380188,0.10535157471895218,0.1765366792678833,0.11005013436079025,0.16799555718898773,0.2076306939125061,0.18698516488075256,0.16271452605724335
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
as,0.3887844979763031,0.48381632566452026,0.24711208045482635,0.26266953349113464,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.48816442489624023,0.31749409437179565,0.18512780964374542,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.30476614832878113,0.40387406945228577,0.27043893933296204
well,0.36612698435783386,0.42630070447921753,0.272699236869812,0.28581318259239197,0.3343164324760437,0.42630070447921753,-0.05991091951727867,0.2359195351600647,0.4331948161125183,0.4154493808746338,0.1062140017747879,0.3130364418029785,0.2668089270591736,0.2037324160337448,0.3443710207939148,0.37264955043792725,0.24815571308135986
as,0.3887844979763031,0.48381632566452026,0.24711208045482635,0.26266953349113464,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.48816442489624023,0.31749409437179565,0.18512780964374542,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.30476614832878113,0.40387406945228577,0.27043893933296204
manning,0.22345924377441406,0.27058160305023193,0.25379714369773865,0.305490642786026,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.30921146273612976,0.20007498562335968,0.28924453258514404,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.20885562896728516,0.18539859354496002,0.15856626629829407
having,0.32022708654403687,0.3821379244327545,0.18567711114883423,0.3099951446056366,0.38889452815055847,0.3821379244327545,-0.048095859587192535,0.20948754251003265,0.3154076039791107,0.34064167737960815,0.237995445728302,0.2792723774909973,0.1779460459947586,0.21502387523651123,0.41392818093299866,0.5057834982872009,0.22418256103992462
his,0.3598145842552185,0.4394008219242096,0.21501277387142181,0.22571393847465515,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.3378419280052185,0.26976513862609863,0.3168439567089081,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.25150972604751587,0.33836179971694946,0.18075084686279297
worst,0.19013282656669617,0.21166902780532837,0.1460040658712387,0.1838318556547165,0.16431279480457306,0.21166902780532837,-0.0934971421957016,0.21568424999713898,0.22239959239959717,0.2650845944881439,0.17045611143112183,0.15066909790039062,0.2510753571987152,0.17082956433296204,0.2139514684677124,0.10934992134571075,0.21551604568958282
statistical,0.27423131465911865,0.26417747139930725,0.19005627930164337,0.07035224139690399,0.3284662663936615,0.26417747139930725,0.00584452785551548,0.1648615598678589,0.23909308016300201,0.2944276034832001,0.1644362062215805,0.1408015340566635,0.1878281682729721,0.19371788203716278,0.22649593651294708,0.1601380556821823,0.1697750836610794
season,0.2184021919965744,0.2507155239582062,0.2126268595457077,0.3706488311290741,0.1598338931798935,0.2507155239582062,-0.03830436244606972,1.0,0.2232367992401123,0.12117787450551987,0.3006984293460846,0.24797968566417694,0.37801364064216614,0.33529460430145264,0.1024298146367073,0.26700887084007263,0.16793298721313477
since,0.4325680434703827,0.4054957628250122,0.20302437245845795,0.28058603405952454,0.35513219237327576,0.4054957628250122,0.04247409105300903,0.25668418407440186,0.3991432189941406,0.29783400893211365,0.13957054913043976,0.4384658932685852,0.13916508853435516,0.13168372213840485,0.24468007683753967,0.3120420575141907,0.2876587212085724
his,0.3598145842552185,0.4394008219242096,0.21501277387142181,0.22571393847465515,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.3378419280052185,0.26976513862609863,0.3168439567089081,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.25150972604751587,0.33836179971694946,0.18075084686279297
rookie,0.19899246096611023,0.2438497394323349,0.21710573136806488,0.3492668569087982,0.15998511016368866,0.2438497394323349,-0.03128734603524208,0.46761253476142883,0.15723872184753418,0.119657002389431,0.3294743001461029,0.2457139939069748,0.43274959921836853,0.38728052377700806,0.12935073673725128,0.21591220796108246,0.14955708384513855
year,0.3359307050704956,0.3609684407711029,0.2551819086074829,0.5383105278015137,0.2578314542770386,0.3609684407711029,0.10588137805461884,0.3561827838420868,0.28560417890548706,0.15184831619262695,0.22840875387191772,0.3209837079048157,0.23666128516197205,0.2521476149559021,0.2041655033826828,0.3220449686050415,0.18315006792545319
with,0.4080928862094879,0.4223487675189972,0.2754899859428406,0.21186980605125427,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.4120737314224243,0.2464839518070221,0.2522015869617462,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.3842071294784546,0.9999999403953552,0.2433311939239502
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
indianapolis,0.24237291514873505,0.25879812240600586,0.21540550887584686,0.2458956390619278,0.20248150825500488,0.25879812240600586,0.012573005631566048,0.33245381712913513,0.2796279191970825,0.13598687946796417,0.30329495668411255,0.252520889043808,0.4620194733142853,0.4084772765636444,0.10019473731517792,0.202611044049263,0.10281907767057419
colts,0.2244146466255188,0.2615845501422882,0.2306380271911621,0.26118505001068115,0.15765886008739471,0.2615845501422882,-0.06373267620801926,0.35568830370903015,0.2679959833621979,0.16433021426200867,0.38614919781684875,0.2654520571231842,0.45572564005851746,0.49054357409477234,0.12918221950531006,0.2580471634864807,0.1482221484184265
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
1998,-0.07160314172506332,-0.047468025237321854,-0.10373951494693756,-0.004320717416703701,-0.06454750150442123,-0.047468025237321854,0.15614943206310272,-0.13445305824279785,0.02818203717470169,0.10774625837802887,-0.06302591413259506,0.04920116811990738,-0.14092408120632172,-0.04177447780966759,0.06665121763944626,-0.09075361490249634,0.11714459210634232
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
due,0.2516716718673706,0.22577603161334991,0.20834314823150635,0.21707338094711304,0.2533245384693146,0.22577603161334991,-0.0008425026899203658,0.1704137921333313,0.3106630742549896,0.15204688906669617,0.27363690733909607,0.29011407494544983,0.07436471432447433,0.026995275169610977,0.2639565169811249,0.22345976531505585,0.10954997688531876
to,0.45010748505592346,0.535392165184021,0.2506663501262665,0.27498435974121094,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.22382742166519165,0.44245919585227966,0.455847829580307,0.24385890364646912,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.3146139085292816,0.4239959120750427,0.29463258385658264
a,0.539380669593811,0.5829201340675354,0.27705082297325134,0.20796456933021545,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.427140474319458,0.3320399522781372,0.27168452739715576,0.4508470594882965,0.298135370016098,0.2509649395942688,0.30869072675704956,0.3783375024795532,0.23916715383529663
plantar,0.21501214802265167,0.23765602707862854,0.051184337586164474,0.1163548156619072,0.30038854479789734,0.23765602707862854,0.18467876315116882,0.18289150297641754,0.27747341990470886,0.15160836279392242,0.10798044502735138,0.26657116413116455,0.2809133231639862,0.1979699432849884,0.052365925163030624,0.18127062916755676,0.12419132888317108
fasciitis,0.18562792241573334,0.14955414831638336,0.22229047119617462,0.18303073942661285,0.1541329026222229,0.14955414831638336,-0.04074975103139877,0.12830358743667603,0.20115862786769867,0.2227976769208908,0.37283554673194885,0.21122834086418152,0.1900032013654709,0.15173548460006714,0.2849472165107727,0.24069201946258545,0.23458775877952576
injury,0.25140535831451416,0.22097580134868622,0.2161855697631836,0.23569799959659576,0.21304923295974731,0.22097580134868622,-0.03836541622877121,0.3006984293460846,0.23598910868167877,0.2131611406803131,1.0,0.21684524416923523,0.20174355804920197,0.28924453258514404,0.20025719702243805,0.2522015869617462,0.1309780478477478
in,1.0,0.6662389636039734,0.23028290271759033,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.25140535831451416,0.45514053106307983,0.25605714321136475,0.22345924377441406,0.3009101450443268,0.4080928862094879,0.20430970191955566
his,0.3598145842552185,0.4394008219242096,0.21501277387142181,0.22571393847465515,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.3378419280052185,0.26976513862609863,0.3168439567089081,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.25150972604751587,0.33836179971694946,0.18075084686279297
heel,0.1293310523033142,0.2303585559129715,0.20595817267894745,0.16219231486320496,0.14273640513420105,0.2303585559129715,0.015111960470676422,0.19707657396793365,0.17643535137176514,0.14452886581420898,0.3362962603569031,0.18557390570640564,0.14465029537677765,0.21662558615207672,0.170974999666214,0.25741660594940186,0.13895626366138458
that,0.435920387506485,0.5473989248275757,0.30231529474258423,0.29284077882766724,0.41498205065727234,0.5473989248275757,-0.05786290019750595,0.21767571568489075,0.4137537479400635,0.6297725439071655,0.26008203625679016,0.33670201897621155,0.22174818813800812,0.17001231014728546,0.3569246232509613,0.4154358208179474,0.32716336846351624
he,0.41690486669540405,0.4571082592010498,0.20294511318206787,0.24344035983085632,0.38706058263778687,0.4571082592010498,0.0005476312362588942,0.20349597930908203,0.40251094102859497,0.3114890456199646,0.2709987163543701,0.5410010814666748,0.24978399276733398,0.33812835812568665,0.2457132488489151,0.2845253646373749,0.2089974731206894
had,0.385026752948761,0.3875846862792969,0.18972377479076385,0.2735011875629425,0.37755560874938965,0.3875846862792969,0.0605347566306591,0.1978970468044281,0.35487717390060425,0.23849567770957947,0.2027079463005066,0.5927209258079529,0.20469027757644653,0.19614505767822266,0.27161192893981934,0.4739086329936981,0.20728366076946259
suffered,0.277639776468277,0.2558774948120117,0.1806672066450119,0.22554506361484528,0.2524636387825012,0.2558774948120117,0.08852661401033401,0.21271176636219025,0.24693666398525238,0.13741295039653778,0.4912109673023224,0.3911045491695404,0.1695941984653473,0.18022605776786804,0.2598150372505188,0.23584255576133728,0.08963493257761002
since,0.4325680434703827,0.4054957628250122,0.20302437245845795,0.28058603405952454,0.35513219237327576,0.4054957628250122,0.04247409105300903,0.25668418407440186,0.3991432189941406,0.29783400893211365,0.13957054913043976,0.4384658932685852,0.13916508853435516,0.13168372213840485,0.24468007683753967,0.3120420575141907,0.2876587212085724
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
summer,0.31081318855285645,0.2685571610927582,0.1750626266002655,0.2732987403869629,0.2329561412334442,0.2685571610927582,0.10762901604175568,0.36044254899024963,0.269391804933548,0.16213102638721466,0.16520506143569946,0.22632931172847748,0.15865932404994965,0.14167994260787964,0.08865946531295776,0.26292145252227783,0.11625723540782928
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.35748961567878723,0.23252390325069427,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.6633074283599854,0.31309178471565247,0.232233464717865,0.3740963041782379,0.27112144231796265,0.2638654112815857,0.3381464183330536,0.5477725267410278,0.20544172823429108
the,0.6662389636039734,1.0,0.3098960816860199,0.28402599692344666,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.4933079481124878,0.42745697498321533,0.22097580134868622,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.30423152446746826,0.4223487675189972,0.22068053483963013
simple,0.18105459213256836,0.24738673865795135,0.19446201622486115,0.22081053256988525,0.23205730319023132,0.24738673865795135,-0.11943268030881882,0.19736924767494202,0.2595684230327606,0.4218197166919708,0.12643307447433472,0.14933012425899506,0.21424145996570587,0.16234195232391357,0.3407977223396301,0.2723137438297272,0.4614735543727875
fact,0.25253036618232727,0.32878658175468445,0.2659773528575897,0.20916280150413513,0.3007645010948181,0.32878658175468445,-0.047187209129333496,0.17834530770778656,0.2791052758693695,0.4454877972602844,0.11575621366500854,0.24826835095882416,0.1378084272146225,0.06402759253978729,0.3025997579097748,0.24442344903945923,0.2798655927181244
that,0.435920387506485,0.5473989248275757,0.30231529474258423,0.29284077882766724,0.41498205065727234,0.5473989248275757,-0.05786290019750595,0.21767571568489075,0.4137537479400635,0.6297725439071655,0.26008203625679016,0.33670201897621155,0.22174818813800812,0.17001231014728546,0.3569246232509613,0.4154358208179474,0.32716336846351624
manning,0.22345924377441406,0.27058160305023193,0.25379714369773865,0.305490642786026,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.30921146273612976,0.20007498562335968,0.28924453258514404,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.20885562896728516,0.18539859354496002,0.15856626629829407
was,0.45514053106307983,0.48711544275283813,0.2836706340312958,0.24251437187194824,0.4069072902202606,0.48711544275283813,0.14799827337265015,0.24797968566417694,0.45456063747406006,0.22111038863658905,0.21684524416923523,1.0000001192092896,0.30385082960128784,0.2607507109642029,0.20853006839752197,0.27411898970603943,0.18412111699581146
getting,0.2387998104095459,0.2930673360824585,0.24740788340568542,0.3098224401473999,0.24251262843608856,0.2930673360824585,-0.12157689779996872,0.21153336763381958,0.2384856641292572,0.3483720123767853,0.2598940134048462,0.2391812801361084,0.17614175379276276,0.2668822705745697,0.3980500400066376,0.3229054808616638,0.28468504548072815
old,0.2865324318408966,0.31849798560142517,0.11601494997739792,0.12743817269802094,0.30522194504737854,0.31849798560142517,0.030092759057879448,0.15347151458263397,0.26524028182029724,0.22117848694324493,0.12029138207435608,0.2867572605609894,0.10176752507686615,0.18892280757427216,0.16932088136672974,0.20720098912715912,0.20577076077461243
",",0.5201468467712402,0.4933079481124878,0.26009640097618103,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.23598910868167877,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.2890160381793976,0.4120737314224243,0.31091248989105225
as,0.3887844979763031,0.48381632566452026,0.24711208045482635,0.26266953349113464,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.48816442489624023,0.31749409437179565,0.18512780964374542,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.30476614832878113,0.40387406945228577,0.27043893933296204
he,0.41690486669540405,0.4571082592010498,0.20294511318206787,0.24344035983085632,0.38706058263778687,0.4571082592010498,0.0005476312362588942,0.20349597930908203,0.40251094102859497,0.3114890456199646,0.2709987163543701,0.5410010814666748,0.24978399276733398,0.33812835812568665,0.2457132488489151,0.2845253646373749,0.2089974731206894
turned,0.2571444809436798,0.3414173722267151,0.1955399513244629,0.1850382536649704,0.27018553018569946,0.3414173722267151,0.01912897825241089,0.17581911385059357,0.321188747882843,0.22427117824554443,0.14113156497478485,0.3994938135147095,0.20418427884578705,0.14148861169815063,0.19048762321472168,0.26091867685317993,0.130948007106781
39,0.13778941333293915,0.12403792142868042,0.00406650872901082,0.12478933483362198,0.13766054809093475,0.12403792142868042,0.03233209624886513,0.13412198424339294,0.08298518508672714,0.05873653665184975,0.06573260575532913,0.0029520741663873196,0.08970042318105698,0.0860123261809349,0.09741199016571045,0.1444168984889984,0.04514012485742569
