,how,many,of,the,fifteen,points,of,discussion,were,agreed,on,?
exception,0.17760539054870605,0.33701416850090027,0.33949241042137146,0.35692375898361206,0.24334105849266052,0.25537189841270447,0.33949241042137146,0.22056855261325836,0.24174277484416962,0.21193130314350128,0.25334203243255615,0.2036404013633728
being,0.33768191933631897,0.36609646677970886,0.34885138273239136,0.419739305973053,0.24898278713226318,0.2133207768201828,0.34885138273239136,0.2997331917285919,0.4775565266609192,0.22046422958374023,0.3119087219238281,0.26743772625923157
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.32743558287620544,0.2560983896255493,0.733189046382904,0.2391178160905838,0.3906462490558624,0.24722334742546082,0.5107308030128479,0.22068053483963013
nature,0.2368236780166626,0.281360387802124,0.22892364859580994,0.19596898555755615,0.10110658407211304,0.14526689052581787,0.22892364859580994,0.20533491671085358,0.14674411714076996,0.13831843435764313,0.21576794981956482,0.17397694289684296
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3483448326587677,0.20397144556045532,1.0,0.1657310128211975,0.34038281440734863,0.24395716190338135,0.3966929316520691,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.32743558287620544,0.2560983896255493,0.733189046382904,0.2391178160905838,0.3906462490558624,0.24722334742546082,0.5107308030128479,0.22068053483963013
eucharist,0.16073162853717804,0.2570341229438782,0.23567263782024384,0.22046668827533722,0.07182443141937256,0.14734064042568207,0.23567263782024384,0.2430739402770996,0.14075392484664917,0.15147221088409424,0.15938986837863922,0.15321393311023712
–,0.13681066036224365,0.12880176305770874,0.2799985408782959,0.2607575058937073,0.22007977962493896,0.10935579240322113,0.2799985408782959,0.12364622205495834,0.19957508146762848,0.17310011386871338,0.20514154434204102,0.2714554965496063
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.32743558287620544,0.2560983896255493,0.733189046382904,0.2391178160905838,0.3906462490558624,0.24722334742546082,0.5107308030128479,0.22068053483963013
sacrament,0.22550758719444275,0.22333648800849915,0.22873786091804504,0.2597883939743042,0.11526104062795639,0.18649905920028687,0.22873786091804504,0.24051132798194885,0.14719632267951965,0.16832266747951508,0.1477801352739334,0.1619669646024704
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3483448326587677,0.20397144556045532,1.0,0.1657310128211975,0.34038281440734863,0.24395716190338135,0.3966929316520691,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.32743558287620544,0.2560983896255493,0.733189046382904,0.2391178160905838,0.3906462490558624,0.24722334742546082,0.5107308030128479,0.22068053483963013
lord,0.17180049419403076,0.1546841263771057,0.20127125084400177,0.2489406019449234,0.1069512888789177,0.046283479779958725,0.20127125084400177,0.17183789610862732,0.1310918927192688,0.22483263909816742,0.1183229386806488,0.09544310718774796
's,-0.026164190843701363,0.01698932610452175,-0.03817026689648628,-0.01540423184633255,0.07214120030403137,0.07513526827096939,-0.03817026689648628,0.009112026542425156,0.007088581565767527,0.017121348530054092,0.0026888418942689896,-0.023395681753754616
supper—an,0.26531606912612915,0.2822810113430023,0.28441211581230164,0.3461548686027527,0.1930103600025177,0.11252924799919128,0.28441211581230164,0.23159638047218323,0.3240138292312622,0.1664941906929016,0.2347099483013153,0.21492646634578705
issue,0.26303207874298096,0.1567942053079605,0.2598971724510193,0.22164808213710785,0.1887662708759308,0.1296108365058899,0.2598971724510193,0.3546876609325409,0.1202247366309166,0.23416942358016968,0.24553778767585754,0.32172858715057373
crucial,0.2827278673648834,0.273929625749588,0.2857859432697296,0.3037804067134857,0.09389866143465042,0.2853517234325409,0.2857859432697296,0.2361295223236084,0.08234502375125885,0.21288728713989258,0.24107329547405243,0.18243193626403809
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.25730863213539124,0.2551480233669281,0.41548454761505127,0.32266756892204285,0.31913647055625916,0.35596710443496704,0.41031414270401,0.29463258385658264
luther,0.13354721665382385,0.2471185326576233,0.1719115972518921,0.1759674996137619,0.08075285702943802,0.15558326244354248,0.1719115972518921,0.2264438420534134,0.18652333319187164,0.1856583058834076,0.19090485572814941,0.1732746809720993
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.27503281831741333,0.19175463914871216,0.5352458953857422,0.24966099858283997,0.3378238379955292,0.2463553100824356,0.49257001280784607,0.4130953550338745
