,what,is,the,approximate,condenser,temperature,in,a,turbine,?
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.16590265929698944,0.2422850877046585,0.2518121302127838,0.3841303884983063,0.265255331993103,0.17826414108276367,0.24591213464736938
typically,0.2460547685623169,0.3483496606349945,0.33345210552215576,0.204309344291687,0.3377871513366699,0.3133908808231354,0.22473083436489105,0.37909039855003357,0.24342967569828033,0.14485043287277222
565,-0.01010981760919094,-0.04684249311685562,-0.05608091130852699,0.09449704736471176,0.01484773587435484,-0.03545274958014488,-0.058634065091609955,0.06981106847524643,-0.05568554252386093,0.04664429649710655
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.24744917452335358,0.4187655448913574,0.7912421226501465,0.19822709262371063,0.14231225848197937,0.26654452085494995,0.2095707356929779
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.3143535256385803,0.18409624695777893,0.20595431327819824,0.3087427020072937,0.3206180930137634,0.1862340271472931,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.24583132565021515,0.26016345620155334,0.27585095167160034,0.6662389636039734,0.5829201340675354,0.1799832284450531,0.22068053483963013
creep,0.26688215136528015,0.1776452362537384,0.22102582454681396,0.09395580738782883,0.2507820725440979,0.19812175631523132,0.17250293493270874,0.24318206310272217,0.203902468085289,0.2452622950077057
limit,0.2810012400150299,0.18270912766456604,0.26700517535209656,0.21328936517238617,0.2687492370605469,0.231830894947052,0.18465836346149445,0.17537008225917816,0.16125503182411194,0.20747125148773193
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3613054156303406,0.2694534957408905,0.21649840474128723,0.5696388483047485,0.5052502155303955,0.17630848288536072,0.1826142966747284
stainless,0.14949248731136322,0.2879413366317749,0.2241213619709015,0.1804833859205246,0.4318945109844208,0.28784286975860596,0.18978872895240784,0.3125678598880768,0.3218173384666443,0.23092426359653473
steel,0.1452551931142807,0.17788487672805786,0.23159778118133545,0.11374824494123459,0.24651916325092316,0.19818097352981567,0.15349873900413513,0.21665041148662567,0.26155415177345276,0.15723858773708344
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.34102553129196167,0.1828947812318802,0.2232651710510254,0.3326910734176636,0.3640355169773102,0.17438945174217224,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.27163487672805786,0.24159549176692963,0.2216416299343109,0.4954058527946472,0.3739250600337982,0.21497632563114166,0.20544172823429108
condenser,0.2606344223022461,0.29313454031944275,0.26016345620155334,0.18375539779663086,1.0000001192092896,0.47826460003852844,0.21727193892002106,0.25842127203941345,0.4803014099597931,0.1732601672410965
temperatures,0.2523624897003174,0.2816123366355896,0.27544233202934265,0.21999944746494293,0.4559887647628784,0.9382470846176147,0.2835210859775543,0.23293450474739075,0.2942342162132263,0.1895846426486969
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.16590265929698944,0.2422850877046585,0.2518121302127838,0.3841303884983063,0.265255331993103,0.17826414108276367,0.24591213464736938
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.34592053294181824,0.1907683163881302,0.26124534010887146,0.41294145584106445,0.3187784254550934,0.24152332544326782,0.14729668200016022
30,-0.04443084076046944,0.01582122966647148,0.0730796679854393,0.01067351270467043,-0.10180822014808655,-0.025815032422542572,-0.005278158001601696,-0.003403416834771633,-0.06455483287572861,-0.08261742442846298
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.24744917452335358,0.4187655448913574,0.7912421226501465,0.19822709262371063,0.14231225848197937,0.26654452085494995,0.2095707356929779
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23228071630001068,0.2411055713891983,0.2795942425727844,0.5591574311256409,0.50484299659729,0.22899852693080902,0.4130953550338745
