,where,do,ctenophores,be,found,in,large,numbers,?
in,0.5344807505607605,0.23402775824069977,0.1814151555299759,0.3481820821762085,0.39141854643821716,1.0,0.2841601073741913,0.23087690770626068,0.20430970191955566
other,0.3730994164943695,0.34946969151496887,0.2790910303592682,0.4629868268966675,0.2849148213863373,0.39989137649536133,0.353826105594635,0.32691287994384766,0.24682199954986572
places,0.44862592220306396,0.2720390856266022,0.22474892437458038,0.32110077142715454,0.26325929164886475,0.3709096312522888,0.27001550793647766,0.26183339953422546,0.17623652517795563
they,0.43078136444091797,0.4667694866657257,0.38561221957206726,0.4858434796333313,0.3030489683151245,0.4330179989337921,0.3571751117706299,0.3460351526737213,0.2753053903579712
are,0.32389864325523376,0.41111594438552856,0.35426098108291626,0.5556803941726685,0.2740558087825775,0.3841303884983063,0.3467932939529419,0.37760815024375916,0.24591213464736938
uncommon,0.2828887701034546,0.20658312737941742,0.2612422704696655,0.28275904059410095,0.2280007004737854,0.22283607721328735,0.23475679755210876,0.15152227878570557,0.22410981357097626
and,0.43859338760375977,0.276123583316803,0.20973104238510132,0.41766801476478577,0.27978911995887756,0.4954058527946472,0.3404269814491272,0.24053069949150085,0.20544172823429108
difficult,0.3255346715450287,0.34517642855644226,0.2438623011112213,0.374691903591156,0.23254141211509705,0.2128705233335495,0.36335012316703796,0.303061306476593,0.20408590137958527
to,0.47735077142715454,0.38876664638519287,0.2038351595401764,0.4972836375236511,0.25225648283958435,0.45010748505592346,0.3150999844074249,0.29515770077705383,0.29463258385658264
find,0.36891716718673706,0.3571088910102844,0.218995600938797,0.3459516167640686,0.411496639251709,0.2040027230978012,0.2090807855129242,0.2811490297317505,0.30313602089881897
.,0.41390106081962585,0.3613996207714081,0.22269779443740845,0.4383580684661865,0.3618174195289612,0.5591574311256409,0.2304532378911972,0.2591777741909027,0.4130953550338745
,where,do,ctenophores,be,found,in,large,numbers,?
in,0.5344807505607605,0.23402775824069977,0.1814151555299759,0.3481820821762085,0.39141854643821716,1.0,0.2841601073741913,0.23087690770626068,0.20430970191955566
bays,0.23780319094657898,0.1827513724565506,0.2783697545528412,0.21177250146865845,0.2029469907283783,0.1823759227991104,0.30479779839515686,0.2452719807624817,0.13760831952095032
where,0.9999999403953552,0.2949419915676117,0.15624114871025085,0.3651217818260193,0.2867223024368286,0.5344807505607605,0.33358052372932434,0.23721979558467865,0.24793872237205505
they,0.43078136444091797,0.4667694866657257,0.38561221957206726,0.4858434796333313,0.3030489683151245,0.4330179989337921,0.3571751117706299,0.3460351526737213,0.2753053903579712
occur,0.2437029927968979,0.32126864790916443,0.36737361550331116,0.3403855562210083,0.3248732388019562,0.26916563510894775,0.19938071072101593,0.20262819528579712,0.17999543249607086
in,0.5344807505607605,0.23402775824069977,0.1814151555299759,0.3481820821762085,0.39141854643821716,1.0,0.2841601073741913,0.23087690770626068,0.20430970191955566
very,0.36831510066986084,0.2859450876712799,0.2460808902978897,0.4292002320289612,0.30070754885673523,0.3209688663482666,0.40810373425483704,0.24622103571891785,0.20864155888557434
high,0.26466572284698486,0.15005089342594147,0.1212068721652031,0.1991795301437378,0.16688138246536255,0.2652597725391388,0.2578596770763397,0.1408086121082306,0.11137914657592773
numbers,0.23721979558467865,0.23637384176254272,0.30005496740341187,0.2776923179626465,0.1933557093143463,0.23087690770626068,0.34294047951698303,1.0,0.19297972321510315
",",0.3149496018886566,0.3283645510673523,0.19362998008728027,0.39254459738731384,0.27385151386260986,0.5201468467712402,0.2263888567686081,0.26479464769363403,0.31091248989105225
predation,0.11846589297056198,0.2592821419239044,0.5476491451263428,0.2970317304134369,0.2502002716064453,0.22676971554756165,0.3535657823085785,0.29640889167785645,0.20364801585674286
by,0.2641284465789795,0.1481526494026184,0.13966427743434906,0.43158695101737976,0.17248263955116272,0.370934396982193,0.2555539309978485,0.21251529455184937,0.17966607213020325
ctenophores,0.15624114871025085,0.33553314208984375,1.0,0.23367419838905334,0.32198694348335266,0.1814151555299759,0.32397639751434326,0.30005496740341187,0.2054179310798645
may,0.23215454816818237,0.28230178356170654,0.23303748667240143,0.45514434576034546,0.1953253149986267,0.3424151837825775,0.17708203196525574,0.1874159872531891,0.2768254578113556
control,0.23649609088897705,0.21350030601024628,0.22009630501270294,0.21166473627090454,0.13738124072551727,0.24831421673297882,0.20379868149757385,0.1288258582353592,0.1620711386203766
the,0.5003893971443176,0.30239659547805786,0.2543465793132782,0.4248143136501312,0.3452354073524475,0.6662389636039734,0.3828733265399933,0.293011337518692,0.22068053483963013
populations,0.1923121213912964,0.242148295044899,0.39032894372940063,0.22982792556285858,0.21780632436275482,0.29535284638404846,0.3290034234523773,0.32435452938079834,0.17519071698188782
of,0.38066378235816956,0.26150479912757874,0.2626190483570099,0.33904364705085754,0.2982911467552185,0.5696388483047485,0.3569655418395996,0.228018656373024,0.1826142966747284
small,0.33669906854629517,0.266916424036026,0.34023144841194153,0.2888108789920807,0.2775862216949463,0.3722202181816101,0.7174716591835022,0.2682476341724396,0.13914890587329865
zooplanktonic,0.20433591306209564,0.2699713408946991,0.6950557827949524,0.282906174659729,0.2591596245765686,0.2535386383533478,0.36276641488075256,0.26390206813812256,0.20534299314022064
organisms,0.20966456830501556,0.2771075963973999,0.6084904670715332,0.2677736282348633,0.24145568907260895,0.21345661580562592,0.2783084809780121,0.2534386217594147,0.22621455788612366
such,0.3198639750480652,0.337398886680603,0.3131811022758484,0.5239806771278381,0.22653555870056152,0.2704046070575714,0.3375214636325836,0.2737357020378113,0.17851735651493073
as,0.35409465432167053,0.38329678773880005,0.23381571471691132,0.5230465531349182,0.20543651282787323,0.3887844979763031,0.24282054603099823,0.2396276444196701,0.27043893933296204
copepods,0.2394455224275589,0.32306167483329773,0.6847136616706848,0.2957165837287903,0.2988940477371216,0.21126314997673035,0.4155813753604889,0.29403334856033325,0.18471437692642212
",",0.3149496018886566,0.3283645510673523,0.19362998008728027,0.39254459738731384,0.27385151386260986,0.5201468467712402,0.2263888567686081,0.26479464769363403,0.31091248989105225
which,0.5477990508079529,0.31153854727745056,0.37328192591667175,0.476310670375824,0.25134438276290894,0.4840516746044159,0.46308431029319763,0.3099874258041382,0.25814583897590637
might,0.35553544759750366,0.4455268085002899,0.32310083508491516,0.5260229706764221,0.2647128701210022,0.26443570852279663,0.3139502704143524,0.23049591481685638,0.41058459877967834
otherwise,0.3683772087097168,0.35140177607536316,0.3013495206832886,0.5183118581771851,0.24108289182186127,0.25651246309280396,0.257167786359787,0.3044826090335846,0.29367905855178833
wipe,0.18263192474842072,0.3118560016155243,0.16893170773983002,0.26146912574768066,0.16355709731578827,0.12498656660318375,0.23583157360553741,0.22354210913181305,0.2617027163505554
out,0.4094439148902893,0.30558764934539795,0.16258008778095245,0.3626708686351776,0.22100472450256348,0.3576207756996155,0.24965140223503113,0.22636806964874268,0.22020699083805084
the,0.5003893971443176,0.30239659547805786,0.2543465793132782,0.4248143136501312,0.3452354073524475,0.6662389636039734,0.3828733265399933,0.293011337518692,0.22068053483963013
phytoplankton,0.23842953145503998,0.26883140206336975,0.6683948040008545,0.28678271174430847,0.24853406846523285,0.26219967007637024,0.3549686670303345,0.2438632845878601,0.21467401087284088
(,0.1970011591911316,0.24216170608997345,0.18976886570453644,0.2349044382572174,0.1583331823348999,0.3087427020072937,0.1259251832962036,0.16701039671897888,0.40561532974243164
planktonic,0.18928636610507965,0.24932625889778137,0.6418662667274475,0.24476544559001923,0.2300756722688675,0.2334669977426529,0.3353345990180969,0.25476574897766113,0.18189789354801178
plants,0.24032823741436005,0.2695476710796356,0.4896588921546936,0.2669433653354645,0.2663109004497528,0.2697395086288452,0.33928948640823364,0.2036958634853363,0.1473488062620163
),0.20711064338684082,0.24460165202617645,0.1612478494644165,0.24578070640563965,0.16750772297382355,0.3326910734176636,0.12569274008274078,0.18779772520065308,0.42300865054130554
",",0.3149496018886566,0.3283645510673523,0.19362998008728027,0.39254459738731384,0.27385151386260986,0.5201468467712402,0.2263888567686081,0.26479464769363403,0.31091248989105225
which,0.5477990508079529,0.31153854727745056,0.37328192591667175,0.476310670375824,0.25134438276290894,0.4840516746044159,0.46308431029319763,0.3099874258041382,0.25814583897590637
are,0.32389864325523376,0.41111594438552856,0.35426098108291626,0.5556803941726685,0.2740558087825775,0.3841303884983063,0.3467932939529419,0.37760815024375916,0.24591213464736938
a,0.40997210144996643,0.26237669587135315,0.25153061747550964,0.39883795380592346,0.2869448959827423,0.539380669593811,0.3740714490413666,0.24434582889080048,0.23916715383529663
vital,0.3093423545360565,0.25698405504226685,0.2932392656803131,0.22770282626152039,0.19667603075504303,0.2758267819881439,0.19246631860733032,0.14504142105579376,0.21898242831230164
part,0.3328706920146942,0.22510087490081787,0.20715825259685516,0.24258971214294434,0.18659669160842896,0.4499994218349457,0.2965555191040039,0.19558840990066528,0.08557961881160736
of,0.38066378235816956,0.26150479912757874,0.2626190483570099,0.33904364705085754,0.2982911467552185,0.5696388483047485,0.3569655418395996,0.228018656373024,0.1826142966747284
marine,0.18294478952884674,0.2044742852449417,0.4189549684524536,0.12338705360889435,0.19752736389636993,0.24858763813972473,0.19275207817554474,0.1768968254327774,0.1407923698425293
food,0.17966847121715546,0.20638209581375122,0.2952769100666046,0.24543467164039612,0.17129050195217133,0.21391697227954865,0.28502345085144043,0.1914590448141098,0.15376032888889313
chains,0.18423639237880707,0.16823910176753998,0.3169567883014679,0.2370409220457077,0.22442883253097534,0.2532649338245392,0.20679105818271637,0.19112300872802734,0.11840091645717621
.,0.41390106081962585,0.3613996207714081,0.22269779443740845,0.4383580684661865,0.3618174195289612,0.5591574311256409,0.2304532378911972,0.2591777741909027,0.4130953550338745
