,who,picked,off,cam,newton,and,subsequently,fumbled,the,ball,?
pass,0.12504667043685913,0.15881042182445526,0.12869900465011597,0.15303480625152588,0.17114058136940002,0.2433357536792755,0.1129850372672081,0.2408968061208725,0.25961899757385254,0.21328508853912354,0.09478675574064255
that,0.45444270968437195,0.3073001801967621,0.26251673698425293,0.1850440800189972,0.22769790887832642,0.4731321930885315,0.20371638238430023,0.2211153507232666,0.5473989248275757,0.198546901345253,0.32716336846351624
bounced,0.14922785758972168,0.3881334364414215,0.3590685725212097,0.20567432045936584,0.23128190636634827,0.2628851532936096,0.1759314090013504,0.40304702520370483,0.27145636081695557,0.38497018814086914,0.12222195416688919
off,0.16363953053951263,0.2957107424736023,1.0,0.09536983072757721,0.07672116905450821,0.2800697982311249,0.12253431230783463,0.2258652150630951,0.2773582935333252,0.1333385407924652,0.12937544286251068
the,0.3733934462070465,0.32128480076789856,0.2773582935333252,0.18275147676467896,0.1876603662967682,0.5171257257461548,0.2886511981487274,0.19357919692993164,1.0,0.18895584344863892,0.22068053483963013
hands,0.315868079662323,0.23102883994579315,0.25905126333236694,0.09057775884866714,0.0427735410630703,0.3075007200241089,0.18774406611919403,0.24104954302310944,0.27627843618392944,0.25547537207603455,0.18784376978874207
of,0.2827862501144409,0.29296234250068665,0.20023372769355774,0.18242581188678741,0.18479612469673157,0.5116966962814331,0.19330023229122162,0.18059396743774414,0.733189046382904,0.15122076869010925,0.1826142966747284
ginn,0.2595711648464203,0.13233636319637299,0.0362117625772953,0.153843954205513,0.20642100274562836,0.2692127525806427,0.10097114741802216,0.25536930561065674,0.20374815165996552,0.1628408432006836,0.1626676321029663
and,0.41279885172843933,0.27857691049575806,0.2800697982311249,0.18925651907920837,0.22255054116249084,1.0,0.2340357005596161,0.2381657510995865,0.5171257257461548,0.19981779158115387,0.20544172823429108
was,0.3318818509578705,0.26922017335891724,0.15734454989433289,0.17764709889888763,0.25264593958854675,0.3740963041782379,0.3486802279949188,0.30647221207618713,0.48711544275283813,0.16079293191432953,0.18412111699581146
intercepted,0.18206435441970825,0.3241044878959656,0.2296915501356125,0.23140962421894073,0.28881779313087463,0.23825930058956146,0.1649080067873001,0.4686930477619171,0.2696214020252228,0.24055960774421692,0.10366860032081604
by,0.39727845788002014,0.2652839422225952,0.28998351097106934,0.1010274812579155,0.19122301042079926,0.4289871156215668,0.31869783997535706,0.21791863441467285,0.4408751428127289,0.1381615251302719,0.17966607213020325
safety,0.20537976920604706,0.26875972747802734,0.27237778902053833,0.21765588223934174,0.1262495517730713,0.27546536922454834,0.08398953080177307,0.3155069947242737,0.25972458720207214,0.15693216025829315,0.1443338692188263
t.,0.06143804267048836,-0.06282109022140503,-0.08370041847229004,-0.12945814430713654,-0.011006842367351055,-0.0004438958421815187,0.02101551741361618,-0.08814867585897446,-0.07556280493736267,-0.09333831071853638,0.025474894791841507
j,0.14029277861118317,0.10161746293306351,0.10765181481838226,0.08083036541938782,0.0927995964884758,0.23851735889911652,0.15177763998508453,0.17331890761852264,0.15695494413375854,0.16130752861499786,0.14581649005413055
.,0.3541337847709656,0.2571806311607361,0.2869674861431122,0.15243393182754517,0.20699870586395264,0.588965117931366,0.14651371538639069,0.2590985894203186,0.5934505462646484,0.214210644364357,0.4130953550338745
