,what,was,the,name,of,the,50th,anniversary,episode,?
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.13025708496570587,-0.008144883438944817,-0.057472456246614456,-0.023395681753754616
50th,0.08142440766096115,0.17689552903175354,0.19595111906528473,0.094526007771492,0.11716882884502411,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.12093067914247513,0.004919986240565777
anniversary,0.15616674721240997,0.28924626111984253,0.29318708181381226,0.20528048276901245,0.2393128126859665,0.29318708181381226,0.26162034273147583,1.0,0.32402390241622925,0.1981802135705948
special,0.24134232103824615,0.1585642695426941,0.3027077615261078,0.11142970621585846,0.27998968958854675,0.3027077615261078,0.050610799342393875,0.3297252953052521,0.21969006955623627,0.29623302817344666
episode,0.1919318586587906,0.1706574261188507,0.25342556834220886,0.10691756755113602,0.17369085550308228,0.25342556834220886,0.12093067914247513,0.32402390241622925,1.0,0.23978739976882935
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.18198037147521973,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,-0.035673100501298904,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.25342556834220886,0.22068053483963013
day,0.2990210950374603,0.24314451217651367,0.3062323033809662,0.1633823662996292,0.2934032380580902,0.3062323033809662,0.16363441944122314,0.4596174657344818,0.22638504207134247,0.2141837179660797
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.11716882884502411,0.2393128126859665,0.17369085550308228,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.25342556834220886,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2940889000892639,0.1462511420249939
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,-0.014759616926312447,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.18198037147521973,0.31091248989105225
david,0.1299152821302414,0.2655363976955414,0.2237231284379959,0.09105115383863449,0.191870778799057,0.2237231284379959,0.1771138310432434,0.2217598855495453,0.16534438729286194,0.04158485680818558
tennant,0.17013365030288696,0.310945063829422,0.28644976019859314,0.1856079250574112,0.1754743754863739,0.28644976019859314,0.2139059156179428,0.2617515027523041,0.25016388297080994,0.09592169523239136
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.13025708496570587,-0.008144883438944817,-0.057472456246614456,-0.023395681753754616
tenth,0.1345994770526886,0.307111918926239,0.3562787175178528,0.16442647576332092,0.2729830741882324,0.3562787175178528,0.5805856585502625,0.40826719999313354,0.23254594206809998,0.07833222299814224
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2940889000892639,0.1462511420249939
appeared,0.1569073647260666,0.35842156410217285,0.30265679955482483,0.1681574285030365,0.24007049202919006,0.30265679955482483,0.0545215830206871,0.24442462623119354,0.35301968455314636,0.1384376585483551
alongside,0.154389888048172,0.186976358294487,0.2475084811449051,0.13192354142665863,0.23186348378658295,0.2475084811449051,0.15376228094100952,0.21858996152877808,0.27795761823654175,0.20579710602760315
matt,0.15552017092704773,0.1816798448562622,0.18786512315273285,0.10609600692987442,0.14012464880943298,0.18786512315273285,0.1555841714143753,0.12087355554103851,0.3318803608417511,0.11641338467597961
smith,0.2301866114139557,0.23871435225009918,0.24611686170101166,0.17615756392478943,0.1941387802362442,0.24611686170101166,0.20761629939079285,0.17770011723041534,0.2203637957572937,0.21930724382400513
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.27605700492858887,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.25342556834220886,0.22068053483963013
eleventh,0.1283237636089325,0.32591482996940613,0.3663412928581238,0.16272448003292084,0.2959204316139221,0.3663412928581238,0.5199499130249023,0.3537873327732086,0.3004342317581177,0.0976005420088768
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2940889000892639,0.1462511420249939
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.2091434895992279,0.20544172823429108
john,0.18237407505512238,0.2875721752643585,0.2230520099401474,0.12458125501871109,0.2407056987285614,0.2230520099401474,0.15760532021522522,0.21829542517662048,0.16453969478607178,0.13162356615066528
hurt,0.28595033288002014,0.16362357139587402,0.19650967419147491,0.07979024201631546,0.20860262215137482,0.19650967419147491,0.09458984434604645,0.097986601293087,0.19797925651073456,0.23186244070529938
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.27605700492858887,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.25342556834220886,0.22068053483963013
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.13651461899280548,0.31680163741111755,0.366199791431427,0.07535332441329956,0.23100262880325317,0.1776549071073532,0.15510529279708862
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2940889000892639,0.1462511420249939
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.18198037147521973,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.27605700492858887,0.27043893933296204
well,0.4154493808746338,0.3130364418029785,0.42630070447921753,0.17632928490638733,0.3343164324760437,0.42630070447921753,0.06873522698879242,0.1482940912246704,0.1785467565059662,0.24815571308135986
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.27605700492858887,0.27043893933296204
brief,0.16967087984085083,0.20724116265773773,0.2810760736465454,0.10696050524711609,0.28351250290870667,0.2810760736465454,0.003667862620204687,0.19072802364826202,0.220451220870018,0.1868450790643692
footage,0.21808770298957825,0.25327688455581665,0.26520875096321106,0.08924182504415512,0.19075675308704376,0.26520875096321106,0.10594221204519272,0.31090807914733887,0.3258478045463562,0.1589086651802063
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.11018968373537064,0.11344804614782333,0.18589910864830017,0.19969791173934937
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.18820150196552277,0.42798417806625366,0.4860881567001343,0.03125869855284691,0.21782074868679047,0.1808832883834839,0.29575422406196594
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.11716882884502411,0.2393128126859665,0.17369085550308228,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.25342556834220886,0.22068053483963013
previous,0.2743692696094513,0.2747909128665924,0.34706559777259827,0.18501880764961243,0.2892087996006012,0.34706559777259827,0.11366955935955048,0.22803843021392822,0.18853838741779327,0.16724538803100586
actors,0.19468875229358673,0.20793429017066956,0.27470633387565613,0.1280205398797989,0.22658050060272217,0.27470633387565613,0.014075417071580887,0.13248518109321594,0.1418062150478363,0.16258424520492554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.23102888464927673,0.4130953550338745
