,where,does,the,rhine,empty,?
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
then,0.5403340458869934,0.2951544523239136,0.4297412931919098,0.18961727619171143,0.34917986392974854,0.2884598970413208
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2871347963809967,0.24252960085868835,0.11636040359735489
through,0.331196665763855,0.21495459973812103,0.44071322679519653,0.23343999683856964,0.17567284405231476,0.16913433372974396
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
rhineland,0.19058023393154144,0.14551623165607452,0.3147023320198059,0.8165445923805237,0.14317095279693604,0.15271615982055664
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.2123519778251648,0.20544172823429108
eventually,0.4520733952522278,0.2876618802547455,0.42022404074668884,0.1918558031320572,0.20315609872341156,0.13642115890979767
empties,0.27263540029525757,0.2232140302658081,0.323731005191803,0.3416517674922943,0.4070739150047302,0.13656975328922272
into,0.335035502910614,0.22312942147254944,0.39493247866630554,0.1991104632616043,0.26338380575180054,0.15662476420402527
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
north,0.23586879670619965,0.11500263214111328,0.36298373341560364,0.3832572400569916,0.13689793646335602,0.11829731613397598
sea,0.18630823493003845,0.12523514032363892,0.30363768339157104,0.17523105442523956,0.1576903909444809,0.15551945567131042
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.1864481121301651,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
netherlands,0.2084113508462906,0.12675589323043823,0.2279868870973587,0.3712500035762787,0.12482407689094543,0.09310898929834366
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.2174503207206726,0.4130953550338745
