,what,is,composed,of,the,area,provost/dean,ad,the,several,district,superintendents,of,the,districts,in,the,annual,conference,?
resident,0.18262146413326263,0.23016661405563354,0.13089336454868317,0.25974413752555847,0.24875682592391968,0.3192600905895233,0.3577612340450287,0.12899118661880493,0.24875682592391968,0.17038197815418243,0.2121368795633316,0.35175228118896484,0.25974413752555847,0.24875682592391968,0.17419612407684326,0.2583825886249542,0.24875682592391968,0.21339519321918488,0.10309704393148422,0.10287734121084213
bishop,0.12667463719844818,0.2021445631980896,0.0981975644826889,0.22951185703277588,0.2112889289855957,0.18115071952342987,0.3493407666683197,0.22796079516410828,0.2112889289855957,0.13618141412734985,0.13725553452968597,0.23031827807426453,0.22951185703277588,0.2112889289855957,0.1607186645269394,0.23243731260299683,0.2112889289855957,0.09136481583118439,0.17880219221115112,0.19730713963508606
on,0.34226128458976746,0.3635730445384979,0.20999443531036377,0.3966929316520691,0.5107308030128479,0.20868615806102753,0.19213317334651947,0.1486295908689499,0.5107308030128479,0.33774417638778687,0.16007250547409058,0.22696524858474731,0.3966929316520691,0.5107308030128479,0.12700413167476654,0.46853652596473694,0.5107308030128479,0.21208518743515015,0.1731710135936737,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
advice,0.28473421931266785,0.15759119391441345,0.08436842262744904,0.20659290254116058,0.20341236889362335,0.08695173263549805,0.29924702644348145,0.14576458930969238,0.20341236889362335,0.23775950074195862,0.11529647558927536,0.25493091344833374,0.20659290254116058,0.20341236889362335,0.10647887736558914,0.10283523052930832,0.20341236889362335,0.07836169004440308,0.10336834192276001,0.17199933528900146
of,0.33290785551071167,0.4854315221309662,0.29509663581848145,1.0,0.733189046382904,0.3409860134124756,0.3820742666721344,0.1761893332004547,0.733189046382904,0.3271615505218506,0.2673880457878113,0.31727248430252075,1.0,0.733189046382904,0.2693168818950653,0.5696388483047485,0.733189046382904,0.29535046219825745,0.19579021632671356,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
annual,0.14798973500728607,0.20538382232189178,0.07933011651039124,0.29535046219825745,0.2958983778953552,0.19851069152355194,0.19331879913806915,0.0998411625623703,0.2958983778953552,0.16856741905212402,0.10996677726507187,0.20146749913692474,0.29535046219825745,0.2958983778953552,0.09417591243982315,0.2557781934738159,0.2958983778953552,1.0000001192092896,0.28363916277885437,0.1083487942814827
conference,0.15329721570014954,0.13909097015857697,0.04082765430212021,0.19579021632671356,0.25393402576446533,0.16420041024684906,0.2541482150554657,0.11695442348718643,0.25393402576446533,0.1687568724155426,0.1649671345949173,0.23308950662612915,0.19579021632671356,0.25393402576446533,0.12736071646213531,0.2199791669845581,0.25393402576446533,0.28363916277885437,0.9999999403953552,0.11172781884670258
cabinet,0.16852743923664093,0.16536220908164978,0.19864870607852936,0.27811557054519653,0.24264733493328094,0.1500781625509262,0.3013293445110321,0.05999242886900902,0.24264733493328094,0.13150522112846375,0.18217146396636963,0.3266827464103699,0.27811557054519653,0.24264733493328094,0.19987240433692932,0.2274124175310135,0.24264733493328094,0.15492896735668182,0.22429591417312622,0.16409438848495483
",",0.3087472915649414,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.4933079481124878,0.2664283812046051,0.36098694801330566,0.21154692769050598,0.4933079481124878,0.3402247726917267,0.25852543115615845,0.27119317650794983,0.4946078956127167,0.4933079481124878,0.252678245306015,0.5201468467712402,0.4933079481124878,0.1683935970067978,0.21862302720546722,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.28373631834983826,0.5011631846427917,0.6521818041801453,0.3276861011981964,0.28076857328414917,0.17960327863693237,0.6521818041801453,0.4863804280757904,0.2036324292421341,0.23783524334430695,0.5011631846427917,0.6521818041801453,0.22943581640720367,0.4840516746044159,0.6521818041801453,0.30685511231422424,0.178037628531456,0.25814583897590637
is,0.28837618231773376,1.0,0.18838012218475342,0.4854315221309662,0.5823672413825989,0.29283958673477173,0.26804688572883606,0.19672587513923645,0.5823672413825989,0.20361857116222382,0.2656395733356476,0.17509184777736664,0.4854315221309662,0.5823672413825989,0.20545536279678345,0.5394441485404968,0.5823672413825989,0.20538382232189178,0.13909097015857697,0.22961433231830597
composed,0.14231626689434052,0.18838012218475342,1.0,0.29509663581848145,0.21816956996917725,0.14537061750888824,0.22175566852092743,0.05423444136977196,0.21816956996917725,0.242362841963768,0.14724355936050415,0.1973716914653778,0.29509663581848145,0.21816956996917725,0.18359243869781494,0.19297388195991516,0.21816956996917725,0.07933011651039124,0.04082765430212021,0.0784355029463768
of,0.33290785551071167,0.4854315221309662,0.29509663581848145,1.0,0.733189046382904,0.3409860134124756,0.3820742666721344,0.1761893332004547,0.733189046382904,0.3271615505218506,0.2673880457878113,0.31727248430252075,1.0,0.733189046382904,0.2693168818950653,0.5696388483047485,0.733189046382904,0.29535046219825745,0.19579021632671356,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
area,0.21965408325195312,0.29283958673477173,0.14537061750888824,0.3409860134124756,0.37834644317626953,1.0,0.24539434909820557,0.1621246188879013,0.37834644317626953,0.23022641241550446,0.3625546097755432,0.276567667722702,0.3409860134124756,0.37834644317626953,0.36275556683540344,0.33632898330688477,0.37834644317626953,0.19851069152355194,0.16420041024684906,0.12640461325645447
provost/dean,0.22747737169265747,0.26804688572883606,0.22175566852092743,0.3820742666721344,0.3538391888141632,0.24539434909820557,1.0,0.20123536884784698,0.3538391888141632,0.2582550346851349,0.247365340590477,0.45736876130104065,0.3820742666721344,0.3538391888141632,0.2620376944541931,0.2773783802986145,0.3538391888141632,0.19331879913806915,0.2541482150554657,0.22338485717773438
(,0.2411840260028839,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.33289089798927307,0.18064655363559723,0.29549065232276917,0.19965718686580658,0.33289089798927307,0.1516668051481247,0.17382538318634033,0.19239652156829834,0.35032153129577637,0.33289089798927307,0.20088568329811096,0.3087427020072937,0.33289089798927307,0.17987459897994995,0.1612105518579483,0.40561532974243164
if,0.5277165174484253,0.30927813053131104,0.10060020536184311,0.2557544410228729,0.33724796772003174,0.20605118572711945,0.21235638856887817,0.22468286752700806,0.33724796772003174,0.23041287064552307,0.10041672736406326,0.13578636944293976,0.2557544410228729,0.33724796772003174,0.12265069782733917,0.2589588761329651,0.33724796772003174,0.14680901169776917,0.15915411710739136,0.4441644251346588
one,0.376489520072937,0.4544198513031006,0.2325160801410675,0.4999135136604309,0.5514441132545471,0.22590439021587372,0.27156996726989746,0.15626201033592224,0.5514441132545471,0.42709240317344666,0.18445394933223724,0.21369308233261108,0.4999135136604309,0.5514441132545471,0.23883159458637238,0.4129433035850525,0.5514441132545471,0.1718951016664505,0.18016254901885986,0.2673267424106598
is,0.28837618231773376,1.0,0.18838012218475342,0.4854315221309662,0.5823672413825989,0.29283958673477173,0.26804688572883606,0.19672587513923645,0.5823672413825989,0.20361857116222382,0.2656395733356476,0.17509184777736664,0.4854315221309662,0.5823672413825989,0.20545536279678345,0.5394441485404968,0.5823672413825989,0.20538382232189178,0.13909097015857697,0.22961433231830597
appointed,0.1642993837594986,0.10446545481681824,0.25163519382476807,0.3280673027038574,0.2626524269580841,0.11416822671890259,0.41316717863082886,0.12636354565620422,0.2626524269580841,0.13578227162361145,0.20750486850738525,0.43501797318458557,0.3280673027038574,0.2626524269580841,0.21211637556552887,0.23088723421096802,0.2626524269580841,0.22225333750247955,0.21186262369155884,0.13895352184772491
),0.26259949803352356,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.3456730246543884,0.18319392204284668,0.29985347390174866,0.2133241593837738,0.3456730246543884,0.1652536392211914,0.1807296872138977,0.1880311816930771,0.3680361211299896,0.3456730246543884,0.2091459333896637,0.3326910734176636,0.3456730246543884,0.17890504002571106,0.17227569222450256,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.5171257257461548,0.3044000566005707,0.34489545226097107,0.1829509735107422,0.5171257257461548,0.4663935899734497,0.23884956538677216,0.29699817299842834,0.5116966962814331,0.5171257257461548,0.2542273700237274,0.4954058527946472,0.5171257257461548,0.20847271382808685,0.21613861620426178,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
several,0.22446060180664062,0.20361857116222382,0.242362841963768,0.3271615505218506,0.40559855103492737,0.23022641241550446,0.2582550346851349,0.11935772746801376,0.40559855103492737,1.0,0.08554401248693466,0.2328328788280487,0.3271615505218506,0.40559855103492737,0.12463906407356262,0.39405709505081177,0.40559855103492737,0.16856741905212402,0.1687568724155426,0.15595775842666626
district,0.13126243650913239,0.2656395733356476,0.14724355936050415,0.2673880457878113,0.2690705955028534,0.3625546097755432,0.247365340590477,0.16011115908622742,0.2690705955028534,0.08554401248693466,1.0,0.3245190978050232,0.2673880457878113,0.2690705955028534,0.7729225754737854,0.30883273482322693,0.2690705955028534,0.10996677726507187,0.1649671345949173,0.06725285202264786
superintendents,0.1949721723794937,0.17509184777736664,0.1973716914653778,0.31727248430252075,0.29967719316482544,0.276567667722702,0.45736876130104065,0.09140688925981522,0.29967719316482544,0.2328328788280487,0.3245190978050232,0.9999999403953552,0.31727248430252075,0.29967719316482544,0.2777561545372009,0.3009599447250366,0.29967719316482544,0.20146749913692474,0.23308950662612915,0.10023680329322815
of,0.33290785551071167,0.4854315221309662,0.29509663581848145,1.0,0.733189046382904,0.3409860134124756,0.3820742666721344,0.1761893332004547,0.733189046382904,0.3271615505218506,0.2673880457878113,0.31727248430252075,1.0,0.733189046382904,0.2693168818950653,0.5696388483047485,0.733189046382904,0.29535046219825745,0.19579021632671356,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
districts,0.16162313520908356,0.20545536279678345,0.18359243869781494,0.2693168818950653,0.233962744474411,0.36275556683540344,0.2620376944541931,0.12614116072654724,0.233962744474411,0.12463906407356262,0.7729225754737854,0.2777561545372009,0.2693168818950653,0.233962744474411,1.0000001192092896,0.26488247513771057,0.233962744474411,0.09417591243982315,0.12736071646213531,0.10677915066480637
of,0.33290785551071167,0.4854315221309662,0.29509663581848145,1.0,0.733189046382904,0.3409860134124756,0.3820742666721344,0.1761893332004547,0.733189046382904,0.3271615505218506,0.2673880457878113,0.31727248430252075,1.0,0.733189046382904,0.2693168818950653,0.5696388483047485,0.733189046382904,0.29535046219825745,0.19579021632671356,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.21816956996917725,0.733189046382904,1.0,0.37834644317626953,0.3538391888141632,0.24233382940292358,1.0,0.40559855103492737,0.2690705955028534,0.29967719316482544,0.733189046382904,1.0,0.233962744474411,0.6662389636039734,1.0,0.2958983778953552,0.25393402576446533,0.22068053483963013
annual,0.14798973500728607,0.20538382232189178,0.07933011651039124,0.29535046219825745,0.2958983778953552,0.19851069152355194,0.19331879913806915,0.0998411625623703,0.2958983778953552,0.16856741905212402,0.10996677726507187,0.20146749913692474,0.29535046219825745,0.2958983778953552,0.09417591243982315,0.2557781934738159,0.2958983778953552,1.0000001192092896,0.28363916277885437,0.1083487942814827
conference,0.15329721570014954,0.13909097015857697,0.04082765430212021,0.19579021632671356,0.25393402576446533,0.16420041024684906,0.2541482150554657,0.11695442348718643,0.25393402576446533,0.1687568724155426,0.1649671345949173,0.23308950662612915,0.19579021632671356,0.25393402576446533,0.12736071646213531,0.2199791669845581,0.25393402576446533,0.28363916277885437,0.9999999403953552,0.11172781884670258
.,0.3567904531955719,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.5934505462646484,0.2760866582393646,0.3092203438282013,0.2654629051685333,0.5934505462646484,0.30276554822921753,0.23195737600326538,0.28930169343948364,0.5352458953857422,0.5934505462646484,0.20579329133033752,0.5591574311256409,0.5934505462646484,0.17968490719795227,0.1982354372739792,0.4130953550338745
