,what,carolina,player,was,injured,in,the,nfc,championship,game,?
went,0.20164033770561218,0.23092792928218842,0.17983122169971466,0.49310487508773804,0.24582025408744812,0.30470821261405945,0.3345835506916046,0.22845564782619476,0.1875411719083786,0.14026789367198944,0.12109432369470596
down,0.26226112246513367,0.14260031282901764,0.05632539466023445,0.19277216494083405,0.2325819730758667,0.2321847528219223,0.3325848877429962,0.10038929432630539,0.088420070707798,0.1333431452512741,0.13836295902729034
with,0.2464839518070221,0.1565731316804886,0.15822981297969818,0.27411898970603943,0.2430228292942047,0.4080928862094879,0.4223487675189972,0.2602476179599762,0.21191054582595825,0.19394829869270325,0.2433311939239502
a,0.3320399522781372,0.1979188621044159,0.2591003477573395,0.4508470594882965,0.2173323780298233,0.539380669593811,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
broken,0.28858938813209534,0.11695843935012817,0.11453502625226974,0.1565612107515335,0.28135445713996887,0.19177721440792084,0.27700477838516235,0.1301826685667038,0.07839711755514145,0.1808656007051468,0.1915387511253357
arm,0.1625373512506485,0.13746154308319092,0.09052163362503052,0.1614151895046234,0.23435689508914948,0.17881454527378082,0.2214433252811432,0.134703129529953,0.1483871191740036,0.13154813647270203,0.12539196014404297
in,0.30808621644973755,0.2380082756280899,0.1851271539926529,0.45514053106307983,0.24870866537094116,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.42745697498321533,0.24749229848384857,0.19900773465633392,0.48711544275283813,0.22383859753608704,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.19796092808246613,0.3309314548969269,0.362922340631485,0.18001268804073334,0.182633638381958,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.12797051668167114,0.1809738576412201,0.2736796438694,0.2460748702287674,0.20777639746665955,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.2246788740158081,0.1679076999425888,0.46623334288597107,0.2568269371986389,0.23818428814411163,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
.,0.3567904531955719,0.2702518403530121,0.22491109371185303,0.40146201848983765,0.2339104264974594,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.23509643971920013,0.2581658959388733,0.4130953550338745
